819764-Neeamia Arruda-19767.76
12782-Cassandra Varejo-13609.78
699143-Quintiliano Sousa de Arronches-11308.63
980771-Elisa Themes-18847.60
990202-Melinda Roserio-17506.30
601784-Feledcia Peassego-19996.46
753024-Gaudancio Fiees-10585.72
206820-Flor Portella-7875.75
536463-Polibe Olivares-2351.21
396544-Ubaldo Mainha-15826.13
609777-Neuza Francia-4481.65
806068-Manuel Capiperibe-11961.77
4740-Sofras Cuaresma-15138.76
200469-Mercia Caeira-15388.57
339554-Camila Gabeira-3223.64
915518-Almerinda Palmeira-5699.66
550112-Mercia Caeira-10727.19
87858-Delfina Perdigon-21299.25
683003-Ximena Castilho-9609.78
746331-Estanislau Beserra-9008.91
486578-Liana Cardim-19395.01
448047-Armindo Castalo-8998.23
903961-Antonio Viegas-12578.28
222947-Danilo Olaio-13630.29
818614-Ximena Castilho-13673.68
560232-Andreia Moita-8378.00
464687-Sofras Cuaresma-11323.50
457506-Ermelinda Quintela-7599.54
25387-Aludsio Sosa-4351.54
714736-Basilio Pedroso-18529.00
16775-Leonidas Mafra-4529.03
999686-Neuza Francia-15653.51
159899-Nuno Balsemeo-1087.71
229261-Filomena Barrios-15089.94
639488-Branco Saraba-12083.29
929837-Artur Grillo-9574.06
702094-Odete Vasques-6083.87
676579-Telma Villalobos-12198.44
609168-Armindo Castalo-14318.70
519973-Carminda Morais-14795.84
838241-Almor Caiado-7981.18
173751-Spnia ou Sonia Guerreiro-19831.17
332571-Edgar Carvalheiro-19357.94
319442-Cleusa Goes-225.39
851184-Emiliana Foquio-20771.79
267353-Polibe Olivares-19796.25
483467-Antonio Viegas-2998.43
565990-Zulmira Becerra-2580.36
602781-Daniel Vieyra-18366.45
793194-Tarrataca Soares-17016.82
399913-Delfina Perdigon-7540.36
425868-Angilica Galante-9332.10
802755-Emedlio Pimentel-9915.42
950887-Delfim Higuera-393.78
609563-Leonidas Mafra-15872.30
597397-Rebeca Neto-5600.13
507326-Taercio Mafra-20904.97
804036-Eurico Siqueira-8685.79
461386-Angilica Galante-19491.82
988411-Zungela Ipiranga-14724.91
616201-Elisa Themes-12914.08
877882-Camila Gabeira-18588.34
256789-Danilo Olaio-4451.53
945525-Quintiliano Sousa de Arronches-14541.04
689705-Melinda Roserio-20997.13
612463-Aludsio Sosa-14428.27
676342-Melinda Roserio-4408.50
583436-Augusta Paio-18496.54
43029-Zulmira Becerra-4466.32
147936-Delfina Garcia de Gondim-19586.21
450836-Nuno Balsemeo-14227.53
789969-Elisa Themes-17846.31
855439-Joaquim Rufino-7324.04
463465-Antonio Viegas-2018.66
966194-Dulce Froes-2155.56
698458-Almerinda Palmeira-7031.68
443963-Zungela Ipiranga-14968.45
202527-Sidfnio Frois-7489.44
56494-Jussara Varanda-8649.88
608645-Telma Villalobos-15341.35
652173-Quintiliano Sousa de Arronches-1631.03
619695-Ubaldo Mainha-18008.93
937081-Andreia Moita-9382.64
407085-Feledcia Peassego-7142.44
980595-Romo Paranage-11682.10
299878-Spnia ou Sonia Guerreiro-17399.09
445981-Silvio Mata-8418.69
958932-Celeste Duarte-5645.88
126417-Esperada Cardoso-17766.45
442524-Estanislau Beserra-21322.53
379314-Regina Barcellos-9564.22
585692-Esperada Cardoso-16880.41
939539-Estanislau Beserra-18909.79
697644-Andreia Moita-20103.86
838238-Camila Gabeira-13528.82
18320-Telma Villalobos-20181.82
883059-Cleusa Goes-11541.45
108797-Esperada Cardoso-13491.04
278971-Zungela Ipiranga-1577.46
436609-Aludsio Sosa-1741.89
246000-Sara Lameiras-12095.68
157980-Anfnia Seixas-3916.70
478870-Basilio Pedroso-16526.10
64109-Anind Zarco-14298.24
409866-Guaraci Damasceno-20726.62
965985-Melinda Roserio-16491.97
947275-Marilda Leio-8625.96
797699-Gaudancio Fiees-12097.05
752490-Gaudancio Fiees-12919.84
868141-Nuno Balsemeo-19744.21
236945-Lurdes Cotrim-4961.83
543780-Flor Portella-13153.41
408341-Moaci Mendoa-19378.20
767709-Ermelinda Quintela-11544.00
512617-Fulvio Villegas-18268.10
656364-Danilo Olaio-8282.92
498829-Mercia Caeira-20462.40
2344-Letedcia Gago-20275.54
609490-Moaci Mendoa-13368.23
479388-Emedlio Pimentel-17506.91
21858-Leonidas Mafra-11064.44
648920-Anind Zarco-3605.04
946264-Regina Barcellos-12009.12
369783-Armindo Castalo-12236.80
133472-Lina Andrade-2917.09
75569-Ximena Castilho-19053.65
214396-Anind Zarco-16403.81
465715-Odete Vasques-6508.99
421972-Cleusa Goes-2860.25
878490-Nuno Balsemeo-7035.05
271878-Artur Grillo-20775.27
848136-Esperada Cardoso-13226.92
281596-Almor Caiado-9781.54
534776-Domingos Pas-5490.41
704489-Oliveira Senchez-14651.74
200601-Emedlio Pimentel-15042.50
505450-Quintino Alcantara-1679.80
49959-Melinda Roserio-4664.46
664530-Tibefarcio Colao-14618.68
618007-Lina Andrade-1512.63
778529-Silvio Mata-6565.35
383043-Elisa Themes-13263.83
491681-Guida Juca-13286.64
29137-Gaudancio Fiees-4537.16
763119-Neuza Francia-20034.20
689894-Angilica Galante-13621.37
14882-Ubaldo Mainha-15056.42
720560-Heleedsa Marins-1852.09
841976-Cleusa Goes-15758.73
988620-Eurico Siqueira-5720.08
639880-Spnia ou Sonia Guerreiro-10717.86
333967-Branco Saraba-20341.69
719800-Urbano Rodrigues-16721.77
776348-Henrique Bento-11867.23
389746-Gaudancio Fiees-18014.86
177114-Ubaldo Mainha-16606.92
730373-Filomena Barrios-5222.23
747568-Adelino Barra-264.60
727118-Filomena Barrios-8243.02
90994-Telma Villalobos-10542.91
717686-Carminda Morais-14199.31
879073-Tibefarcio Colao-18512.65
939643-Zungela Ipiranga-15235.01
664639-Filomena Barrios-14147.94
621541-Letedcia Gago-20741.83
998487-Carminda Morais-6718.77
28782-Marilda Leio-8596.07
217877-Carminda Morais-6578.71
615730-Joaquim Rufino-5331.15
403224-Leonidas Mafra-19472.05
682014-Flor Portella-7564.40
779685-Fulvio Villegas-19123.19
46578-Henrique Bento-2987.75
7077-Jussara Varanda-15394.39
206671-Angelica Aranha-17930.61
892129-Odete Vasques-9155.76
302400-Anfnia Seixas-2691.21
419663-Cassandra Varejo-13593.39
513534-Heleedsa Marins-764.71
909639-Cleusa Goes-1438.74
596597-Silvio Mata-21335.56
730641-Odilia Camello-6748.52
645738-Almor Caiado-20968.99
578040-Cleusa Goes-16294.22
303895-Silvio Mata-4591.45
729401-Emedlio Pimentel-3875.54
548024-Celeste Duarte-9278.56
973785-Emiliana Foquio-4547.92
270606-Quintino Alcantara-11423.06
198307-Fulvio Villegas-16672.15
331532-Rebeca Neto-9363.28
420670-Zulmira Becerra-3695.75
344795-Guaraci Damasceno-18182.21
43550-Daniel Vieyra-3633.15
181574-Oliveira Carmona-17146.19
896760-Letedcia Gago-15038.65
703949-Spnia ou Sonia Guerreiro-4029.29
631922-Elisa Themes-14189.03
414908-Micaela Chavez-9146.90
152286-Emedlio Pimentel-15708.88
279984-Aludsio Sosa-10397.36
480015-Micaela Chavez-776.73
532065-Basilio Pedroso-5970.18
999064-Angilica Galante-7490.62
888089-Fulvio Villegas-20732.43
438515-Emedlio Pimentel-20676.56
542472-Honorina Lira-16478.77
18712-Almor Caiado-10830.25
286897-Manuel Capiperibe-17324.40
860562-Regina Barcellos-15251.08
165698-Domingos Pas-6049.05
315254-Almerinda Palmeira-11053.85
523519-Neeamia Arruda-15539.17
985287-Esperada Cardoso-18999.16
245894-Rodolfo Paz-16253.20
158291-Emedlio Pimentel-11892.75
935527-Trajano Fagundes-9793.34
641978-Odete Vasques-19233.53
767781-Antonio Viegas-1811.56
99895-Tabalipa Duarte-11900.17
320275-Heleedsa Marins-1746.99
793157-Danilo Olaio-2190.14
422859-Carminda Morais-16925.37
586880-Quintiliano Sousa de Arronches-21185.23
328770-Oliveira Senchez-18602.85
313751-Tarrataca Soares-4849.59
471288-Regina Barcellos-16438.95
21681-Romo Paranage-14450.53
113204-Romo Paranage-13073.38
644415-Flamednia Leiria-21454.37
800303-Jussara Varanda-12352.74
377204-Cassandra Varejo-17640.67
822430-Letedcia Gago-16620.06
217102-Regina Barcellos-15261.10
527579-Henrique Bento-21054.38
191006-Antonio Viegas-11782.68
613196-Henrique Bento-8122.56
402028-Carminda Morais-5077.94
543510-Nuno Balsemeo-13479.07
840892-Neeamia Arruda-7700.68
671088-Ubaldo Mainha-2993.85
199795-Quintino Alcantara-5407.62
742267-Odilia Camello-4521.01
822024-Heleedsa Marins-15873.18
457057-Guaraci Damasceno-15513.62
893259-Guida Juca-19695.53
772569-Esperada Cardoso-18836.82
579571-Lina Andrade-1256.01
439891-Estanislau Beserra-7661.44
154013-Elisa Themes-18389.85
821834-Emiliana Foquio-2391.73
763629-Tabalipa Duarte-4363.72
805260-Cleusa Goes-5021.15
853233-Artur Grillo-21289.37
10782-Sara Lameiras-9929.10
639381-Antonio Viegas-11018.03
536430-Silvio Mata-7930.92
205920-Tarrataca Soares-17106.72
669532-Jussara Varanda-10046.28
40472-Manuel Capiperibe-21297.82
995857-Lina Andrade-7891.20
335992-Almerinda Palmeira-3654.00
438080-Antonio Castelo-4752.05
157256-Urbano Rodrigues-6330.59
194270-Estanislau Beserra-2175.86
109405-Tibefarcio Colao-13342.25
93667-Augusta Paio-8662.78
276605-Manuel Capiperibe-17734.84
543895-Honorina Lira-2686.70
471750-Judite Damasceno-19947.10
901064-Tibefarcio Colao-12792.23
19277-Antonio Castelo-5690.75
993479-Telma Villalobos-4050.29
82290-Judite Damasceno-12391.87
140438-Adelino Barra-3638.97
108629-Domingos Pas-14780.07
880122-Tibefarcio Colao-1086.17
260189-Oliveira Senchez-2868.93
828403-Telma Villalobos-21384.37
24655-Delfina Perdigon-21344.25
519309-Daniel Vieyra-21138.43
650553-Camila Gabeira-1683.78
665664-Telma Villalobos-10293.72
402606-Carminda Morais-9039.70
714613-Neeamia Arruda-19211.11
96114-Quintiliano Sousa de Arronches-7787.36
219196-Joaquim Rufino-7261.32
620289-Edgar Carvalheiro-4089.09
21664-Lina Andrade-15377.37
92854-Telma Villalobos-8222.78
907035-Emedlio Pimentel-3923.14
427360-Lina Andrade-10369.64
538878-Artur Grillo-9741.46
196021-Liana Cardim-6790.65
39692-Taercio Mafra-7847.80
780513-Antonio Viegas-15088.76
527890-Heleedsa Marins-20380.95
408194-Delfina Perdigon-10912.32
181679-Melinda Roserio-4417.70
908591-Jussara Varanda-3583.79
577033-Angilica Galante-6882.86
88069-Melinda Roserio-5632.30
493681-Silvio Mata-5522.85
787348-Carminda Morais-10604.81
535007-Armanda Amorim-11795.21
426153-Odilia Bello-12733.01
53063-Delfina Perdigon-6723.46
328564-Oliveira Carmona-16327.54
996493-Emedlio Pimentel-1464.52
434310-Jussara Varanda-4993.60
633965-Leonidas Mafra-5309.37
663824-Odilia Camello-2075.42
174440-Camila Gabeira-18450.36
315127-Ermelinda Quintela-303.39
37546-Ubaldo Mainha-21098.74
56310-Carminda Morais-14148.17
951183-Emiliana Foquio-8713.86
457712-Ubaldo Mainha-12057.15
712538-Emedlia Silvera-6792.28
737326-Moaci Mendoa-8296.62
141282-Romo Paranage-3318.12
831440-Mercia Caeira-17254.76
267865-Silvio Mata-17526.51
989435-Jorgina Bogalho-13874.82
192172-Rebeca Neto-13090.36
432120-Leonidas Mafra-1546.09
973439-Andreia Moita-15805.60
376725-Melinda Roserio-11825.34
50172-Cassandra Varejo-517.63
175459-Emedlia Silvera-7775.00
144825-Moaci Mendoa-15706.41
84359-Oliveira Carmona-9719.89
49427-Clara Alcantara-16922.57
566413-Ximena Castilho-21362.46
422667-Clara Alcantara-12169.55
669546-Letedcia Gago-1139.03
249557-Delfina Garcia de Gondim-1003.93
215762-Antonio Viegas-18487.70
413078-Sara Lameiras-5493.36
837998-Emedlia Silvera-6435.12
924833-Basilio Pedroso-4831.73
340252-Filomena Barrios-5992.57
231726-Edgar Carvalheiro-11993.07
290048-Leonidas Mafra-19808.73
346697-Letedcia Gago-8268.12
439219-Delfim Higuera-19944.82
656628-Tarrataca Soares-4562.48
433756-Delfina Perdigon-13784.63
261019-Feledcia Peassego-16718.77
850954-Melinda Roserio-20157.15
940889-Armindo Castalo-10921.56
188458-Clara Alcantara-13804.96
425100-Anfnia Seixas-3112.44
435032-Antonio Viegas-17845.34
724043-Quintino Alcantara-7453.97
451600-Fulvio Villegas-6503.53
598879-Neuza Francia-16540.09
139321-Angelica Aranha-10419.59
966002-Celeste Duarte-21442.21
129095-Emedlia Silvera-7175.88
804059-Sara Lameiras-18345.29
652073-Emiliana Foquio-6232.34
273847-Armanda Amorim-2031.75
202456-Tarrataca Soares-1191.26
520667-Melinda Roserio-3598.50
167497-Anfnia Seixas-21423.02
812494-Emedlia Silvera-12854.17
188863-Nuno Balsemeo-370.73
61421-Clarindo Areosa-2460.39
810542-Dulce Froes-3141.68
790578-Rodolfo Paz-8849.72
442713-Tabalipa Duarte-2941.40
590847-Guida Juca-12884.14
983059-Tibefarcio Colao-7721.33
942101-Rebeca Neto-7261.70
781965-Camila Gabeira-19773.38
490926-Tabalipa Duarte-776.66
725614-Regina Barcellos-19258.55
919784-Odilia Camello-3104.33
850807-Manuel Capiperibe-11982.44
369639-Manuel Capiperibe-1625.51
449872-Emedlia Silvera-4429.93
247260-Jussara Varanda-12725.84
735960-Emedlia Silvera-8150.84
351004-Sara Lameiras-8550.26
816435-Regina Barcellos-21378.08
100205-Odete Vasques-10188.15
801194-Quintino Alcantara-12995.41
91426-Andreia Moita-18744.60
904199-Delfim Higuera-5928.27
401313-Delfim Higuera-3197.13
870475-Eurico Siqueira-7421.63
996462-Jorgina Bogalho-3359.27
536769-Daniel Vieyra-14516.63
210205-Zulmira Becerra-20610.14
570140-Tabalipa Duarte-3763.47
267720-Jonatas Felgueiras-6874.47
148143-Spnia ou Sonia Guerreiro-21322.48
883921-Jorgina Bogalho-4528.56
569179-Rebeca Neto-1902.76
498106-Flor Portella-16586.78
493986-Rodolfo Paz-14480.65
966826-Dulce Froes-20000.61
540179-Trajano Fagundes-3081.14
713456-Liana Cardim-14393.24
396054-Lurdes Cotrim-18248.95
918994-Neeamia Arruda-12946.79
773203-Clara Alcantara-20738.27
167942-Judite Damasceno-17932.27
22995-Sofras Cuaresma-7633.12
221875-Delfina Perdigon-1823.27
650571-Jorgina Bogalho-2128.21
726253-Eurico Siqueira-12977.88
245236-Urbano Rodrigues-4148.44
427129-Anfnia Seixas-5265.58
655640-Manuel Capiperibe-3404.70
714502-Emedlia Silvera-19943.89
736623-Almor Caiado-646.79
523197-Fulvio Villegas-1458.47
165651-Moaci Mendoa-19648.70
84536-Zulmira Becerra-18196.08
197518-Marilda Leio-297.75
891423-Jussara Varanda-16325.01
646363-Rebeca Neto-5212.63
31811-Antonio Castelo-2952.06
741620-Ximena Castilho-8678.62
378634-Domingos Pas-4680.93
177869-Moaci Mendoa-19308.29
836525-Flor Portella-9458.69
238522-Nuno Balsemeo-1135.51
953041-Clara Alcantara-17716.35
994539-Gaudancio Fiees-11363.49
857002-Clarindo Areosa-18032.41
23610-Eurico Siqueira-14774.03
34541-Silvio Mata-4669.52
603252-Odilia Camello-2112.09
642149-Armindo Castalo-3875.88
586580-Delfina Perdigon-1432.82
726098-Taercio Mafra-15521.19
195943-Antonio Viegas-21123.57
51813-Augusta Paio-4398.27
548287-Esperada Cardoso-10118.21
303234-Ermelinda Quintela-18936.78
75609-Honorina Lira-882.18
110650-Polibe Olivares-3052.53
351836-Oliveira Carmona-9238.56
971161-Angilica Galante-1370.15
683127-Lurdes Cotrim-20866.01
224356-Tibefarcio Colao-3948.44
667102-Fulvio Villegas-16500.40
144312-Eurico Siqueira-13746.08
773228-Daniel Vieyra-13881.56
267718-Armindo Castalo-17204.59
2855-Antonio Castelo-18565.35
657706-Henrique Bento-1701.62
780435-Feledcia Peassego-12515.14
596309-Emiliana Foquio-16734.85
516668-Leonidas Mafra-19041.68
719381-Rodolfo Paz-17269.09
40973-Zungela Ipiranga-20875.76
752671-Romo Paranage-9522.37
774811-Adelino Barra-925.26
134636-Andreia Moita-6447.94
205502-Carminda Morais-1173.13
978313-Sara Lameiras-21349.71
3964-Emedlio Pimentel-7222.67
885705-Henrique Bento-3853.80
298391-Estanislau Beserra-15118.97
828602-Tabalipa Duarte-20976.16
202435-Estanislau Beserra-15471.74
615835-Judite Damasceno-19729.26
153317-Zulmira Becerra-16672.17
363170-Lina Andrade-16418.68
548628-Delfina Perdigon-16430.74
785299-Letedcia Gago-17590.52
667483-Cassandra Varejo-1475.72
579719-Ximena Castilho-20274.58
493169-Telma Villalobos-10932.73
90960-Basilio Pedroso-15791.02
113800-Neuza Francia-17323.04
228791-Tibofarcio Camacho-10554.36
580245-Quintiliano Sousa de Arronches-9231.06
457743-Adelina Quadros-5759.85
129003-Polibe Olivares-17345.34
629585-Moaci Mendoa-19603.19
100842-Cassandra Varejo-14235.03
355915-Edgar Carvalheiro-13755.99
991112-Emedlia Silvera-13426.09
39454-Tibefarcio Colao-10812.16
220322-Sidfnio Frois-1708.46
574691-Melinda Roserio-6990.75
887934-Lurdes Cotrim-14706.55
418512-Regina Barcellos-4306.29
333764-Regina Barcellos-3712.75
322840-Rebeca Neto-14099.04
396759-Armindo Castalo-13865.21
526779-Moaci Mendoa-10233.94
147663-Tibefarcio Colao-7059.01
41450-Quintino Alcantara-19459.41
36742-Basilio Pedroso-3986.77
368679-Ximena Castilho-19062.52
136743-Odete Vasques-19991.40
10604-Trajano Fagundes-1970.75
386136-Carminda Morais-2894.09
811968-Delfina Perdigon-17717.31
557047-Silvio Mata-21081.28
321560-Antonio Viegas-14461.71
201578-Gaudancio Fiees-18133.19
690270-Tabalipa Duarte-78.77
911300-Jorgina Bogalho-19039.13
978468-Lina Andrade-6437.98
120565-Almerinda Palmeira-15779.35
434189-Jonatas Felgueiras-13344.62
893434-Oliveira Carmona-4893.65
110953-Sofras Cuaresma-7771.77
749035-Judite Damasceno-20107.34
908521-Jussara Varanda-13185.72
494384-Neuza Francia-762.90
465030-Sara Lameiras-17739.80
892619-Tibefarcio Colao-10504.08
513824-Elisa Themes-2239.02
386984-Melinda Roserio-21410.23
432739-Aludsio Sosa-18299.73
36895-Regina Barcellos-18688.67
565922-Polibe Olivares-4814.94
826307-Neuza Francia-12252.43
247513-Daniel Vieyra-11916.68
839969-Lina Andrade-14041.62
751337-Branco Saraba-4211.44
55772-Oliveira Senchez-1885.53
790016-Angelica Aranha-11050.67
322749-Almerinda Palmeira-7819.70
307066-Spnia ou Sonia Guerreiro-12184.03
269922-Leonidas Mafra-4639.56
81102-Sara Lameiras-9555.22
585278-Ubaldo Mainha-1698.65
339499-Rodolfo Paz-2151.12
181676-Zulmira Becerra-3899.52
797036-Zulmira Becerra-3602.20
424905-Celeste Duarte-1337.92
460233-Basilio Pedroso-16145.82
397839-Guida Juca-11514.21
874641-Nuno Balsemeo-3222.44
841180-Tabalipa Duarte-4615.14
190890-Regina Barcellos-20585.95
34726-Rebeca Neto-15956.97
121721-Tibefarcio Colao-10835.53
393102-Odilia Camello-18407.34
343253-Flor Portella-17960.48
437203-Esperada Cardoso-5759.89
83925-Adelino Barra-13784.49
313593-Moaci Mendoa-1323.64
513193-Urbano Rodrigues-11262.38
115464-Heleedsa Marins-18950.79
190004-Jussara Varanda-127.87
786385-Tibefarcio Colao-2558.21
247264-Delfina Garcia de Gondim-17019.43
336508-Tibefarcio Colao-12478.53
861382-Flor Portella-2977.12
122278-Almerinda Palmeira-14201.49
658616-Flor Portella-5087.50
809470-Danilo Olaio-8160.63
381236-Guida Juca-9765.76
197332-Almor Caiado-612.08
44033-Guida Juca-6813.98
486089-Carminda Morais-16451.85
141481-Marilda Leio-9749.48
866062-Manuel Capiperibe-10332.85
325154-Artur Grillo-626.62
348499-Nuno Balsemeo-5707.85
877353-Judite Damasceno-5439.60
855597-Regina Barcellos-15967.69
713775-Joaquim Rufino-5856.67
293824-Spnia ou Sonia Guerreiro-21278.64
985979-Delfim Higuera-2424.25
464779-Aludsio Sosa-12829.11
764950-Gaudancio Fiees-4025.68
8213-Guida Juca-8324.34
620376-Edgar Carvalheiro-1182.76
461042-Taercio Mafra-561.41
451064-Cleusa Goes-12220.18
190719-Quintiliano Sousa de Arronches-6993.90
993599-Micaela Chavez-7681.04
889251-Esperada Cardoso-4069.14
509491-Fulvio Villegas-15109.00
11618-Tibefarcio Colao-19453.65
214723-Celeste Duarte-19661.30
882421-Armanda Amorim-11276.54
834869-Antonio Viegas-6777.91
449801-Antonio Viegas-9142.52
849495-Armanda Amorim-11097.03
725271-Marilda Leio-17728.94
370248-Feledcia Peassego-15724.04
198366-Flor Portella-14848.09
406956-Quintiliano Sousa de Arronches-15713.19
523701-Telma Villalobos-3658.47
583746-Adelina Quadros-16610.62
695867-Delfina Garcia de Gondim-21369.44
758832-Edgar Carvalheiro-6792.95
97794-Dulce Froes-16457.45
577604-Filomena Barrios-13121.11
591968-Cleusa Goes-2223.53
996483-Letedcia Gago-21207.23
504925-Taercio Mafra-11504.38
443821-Nuno Balsemeo-15868.45
282798-Branco Saraba-15248.85
2988-Esperada Cardoso-999.85
369341-Rodolfo Paz-20096.80
390069-Flor Portella-16439.56
718254-Letedcia Gago-12685.70
298585-Neuza Francia-9396.64
98479-Honorina Lira-18792.56
308655-Emedlia Silvera-4917.69
922712-Emedlio Pimentel-18402.74
862607-Filomena Barrios-20367.17
637829-Judite Damasceno-4445.17
259998-Antonio Castelo-11565.20
460189-Tabalipa Duarte-18438.89
604470-Heleedsa Marins-14867.95
560414-Aludsio Sosa-7630.30
777823-Neuza Francia-5868.45
106192-Adelina Quadros-20679.43
303495-Augusta Paio-5367.68
223630-Anind Zarco-18606.91
97667-Celeste Duarte-10820.70
332561-Elisa Themes-19197.08
968367-Emiliana Foquio-4444.84
72479-Delfim Higuera-4649.44
889819-Filomena Barrios-19705.49
662869-Antonio Castelo-13456.26
522125-Neeamia Arruda-2359.20
45193-Angelica Aranha-21010.26
340393-Zulmira Becerra-7208.46
404209-Jussara Varanda-3635.86
257917-Camila Gabeira-322.00
861690-Marilda Leio-13135.32
465624-Angilica Galante-14375.01
105410-Estanislau Beserra-5040.90
150389-Taercio Mafra-5229.79
990632-Augusta Paio-9906.42
377095-Liana Cardim-10281.64
608365-Guida Juca-15752.10
299271-Edgar Carvalheiro-2160.66
758470-Henrique Bento-17374.71
425025-Emedlio Pimentel-15372.45
677895-Sara Lameiras-16521.06
154911-Heleedsa Marins-3790.88
599718-Ubaldo Mainha-10221.94
505209-Lina Andrade-11303.44
475855-Gaudancio Fiees-428.51
588422-Andreia Moita-6702.28
104382-Antonio Viegas-14518.37
678982-Anfnia Seixas-1606.52
99366-Neuza Francia-16284.11
105516-Ximena Castilho-12733.52
311452-Melinda Roserio-1775.46
566087-Liana Cardim-2607.01
321437-Armanda Amorim-19673.01
682684-Angelica Aranha-14673.23
23296-Elisa Themes-7313.15
6142-Jussara Varanda-11049.03
669699-Taercio Mafra-6765.24
542810-Aludsio Sosa-15472.03
998571-Sofras Cuaresma-1428.19
441191-Taercio Mafra-11219.24
128588-Zungela Ipiranga-2217.52
438804-Augusta Paio-9033.18
837463-Adelino Barra-3091.56
429975-Heleedsa Marins-10908.39
399434-Joaquim Rufino-16238.62
703767-Delfina Perdigon-7513.84
236422-Tarrataca Soares-16490.54
122116-Romo Paranage-15971.13
176472-Filomena Barrios-8116.28
641609-Camila Gabeira-10300.69
458904-Zulmira Becerra-16421.98
338955-Camila Gabeira-51.53
920323-Oliveira Senchez-7929.91
