356311-Quintino Alcantara-8337.81
620196-Cleusa Goes-5512.51
478705-Clara Alcantara-11827.88
739582-Flor Portella-19719.71
75685-Mercia Caeira-19139.34
921465-Feledcia Peassego-97.64
99642-Antonio Castelo-5159.80
814896-Antonio Castelo-5909.11
267261-Flamednia Leiria-8125.34
383562-Telma Villalobos-14847.46
606361-Judite Damasceno-8169.92
760196-Zungela Ipiranga-13566.12
540420-Quintino Alcantara-12966.07
531994-Anind Zarco-6138.63
292138-Guida Juca-7079.39
807557-Artur Grillo-1083.77
76350-Tabalipa Duarte-15344.76
730962-Aludsio Sosa-9378.07
533573-Cleusa Goes-2075.91
529669-Trajano Fagundes-3069.75
807011-Micaela Chavez-15485.81
852665-Silvio Mata-9178.58
666016-Marilda Leio-3929.14
266794-Clarindo Areosa-15114.46
354302-Neuza Francia-13292.55
891703-Domingos Pas-11165.79
677217-Silvio Mata-13466.55
474958-Estanislau Beserra-8899.02
667262-Letedcia Gago-7439.52
909539-Sofras Cuaresma-4209.98
897532-Oliveira Senchez-7718.05
393749-Melinda Roserio-17536.58
18387-Oliveira Carmona-17703.24
250151-Delfina Perdigon-20045.91
344974-Clarindo Areosa-1334.61
894894-Quintiliano Sousa de Arronches-2183.53
821376-Domingos Pas-1215.47
224062-Heleedsa Marins-3590.22
950554-Filomena Barrios-15216.89
268111-Jussara Varanda-1271.15
560297-Edgar Carvalheiro-19550.12
949824-Odilia Camello-13799.22
713240-Rebeca Neto-19059.41
874614-Dulce Froes-5347.07
998644-Sofras Cuaresma-275.69
893819-Ubaldo Mainha-10924.64
884048-Clara Alcantara-16902.85
12979-Angilica Galante-12080.25
76980-Judite Damasceno-5834.92
93274-Fulvio Villegas-242.77
107882-Augusta Paio-19848.37
927814-Estanislau Beserra-15713.03
922087-Honorina Lira-18490.16
756718-Armindo Castalo-10634.07
698501-Almerinda Palmeira-7259.22
101739-Emedlio Pimentel-183.33
858134-Guaraci Damasceno-572.17
161256-Cassandra Varejo-417.46
486063-Zungela Ipiranga-8618.23
16169-Feledcia Peassego-11139.16
661114-Elisa Themes-12190.24
834782-Adelina Quadros-19489.52
447273-Anind Zarco-7623.90
624-Dulce Froes-15771.47
777690-Adelino Barra-21028.46
607092-Tibofarcio Camacho-3254.64
932780-Delfina Perdigon-7583.22
543427-Zulmira Becerra-13754.83
179447-Guaraci Damasceno-3884.85
824098-Clarindo Areosa-14665.02
745492-Delfina Perdigon-4416.79
20277-Adelino Barra-14165.14
598277-Armindo Castalo-14759.61
225438-Tibofarcio Camacho-3784.78
260021-Clara Alcantara-8062.56
217022-Trajano Fagundes-6393.79
506613-Heleedsa Marins-9703.12
12842-Antonio Viegas-13418.55
265040-Ermelinda Quintela-8145.51
856540-Romo Paranage-21193.75
364263-Taercio Mafra-9856.37
412445-Estanislau Beserra-15456.58
928898-Leonidas Mafra-10757.72
835711-Almerinda Palmeira-14249.98
405954-Emedlia Silvera-15092.58
821777-Micaela Chavez-20544.75
217622-Clarindo Areosa-9314.98
935271-Lina Andrade-3450.27
652333-Fulvio Villegas-3368.08
854871-Rodolfo Paz-17686.65
75405-Lina Andrade-14595.45
975051-Micaela Chavez-6284.74
904943-Honorina Lira-12244.03
796001-Clarindo Areosa-18622.39
165203-Neuza Francia-19716.45
306591-Emedlia Silvera-15079.83
827256-Neuza Francia-7967.17
176331-Flor Portella-5961.68
380891-Armanda Amorim-1343.37
653089-Odilia Bello-19471.92
300670-Ubaldo Mainha-10587.84
101830-Neuza Francia-582.75
76847-Spnia ou Sonia Guerreiro-3621.80
823998-Neeamia Arruda-12989.76
85073-Angelica Aranha-10996.58
120093-Odilia Bello-5704.81
146081-Lina Andrade-3508.24
669649-Odilia Bello-14110.00
219993-Neeamia Arruda-7978.98
578505-Tarrataca Soares-14735.51
118077-Moaci Mendoa-12623.68
719325-Ubaldo Mainha-11499.86
794693-Mercia Caeira-5345.79
789432-Trajano Fagundes-4919.20
539253-Clara Alcantara-2995.21
933760-Taercio Mafra-14666.41
827432-Danilo Olaio-17527.87
954245-Ermelinda Quintela-20894.57
249469-Flamednia Leiria-6741.93
881790-Spnia ou Sonia Guerreiro-21387.72
706079-Aludsio Sosa-18094.06
346797-Joaquim Rufino-11456.42
746293-Joaquim Rufino-7759.53
842212-Henrique Bento-19247.42
914205-Odilia Camello-117.98
643827-Filomena Barrios-13037.32
370373-Tibefarcio Colao-8660.75
921099-Eurico Siqueira-16430.30
988688-Sofras Cuaresma-20832.79
954032-Emedlia Silvera-1736.77
986571-Augusta Paio-89.00
386975-Cassandra Varejo-5002.47
289780-Clara Alcantara-17059.93
771832-Aludsio Sosa-18408.35
173482-Tibefarcio Colao-562.66
612507-Tibofarcio Camacho-17469.09
692650-Clarindo Areosa-10407.96
76342-Joaquim Rufino-4362.34
433234-Henrique Bento-13442.22
983319-Esperada Cardoso-2676.93
337807-Letedcia Gago-8276.79
98422-Oliveira Carmona-21390.66
17195-Emedlia Silvera-10568.72
888817-Anfnia Seixas-2631.61
502722-Tarrataca Soares-2498.50
430866-Guida Juca-13164.63
607009-Regina Barcellos-6346.72
858585-Basilio Pedroso-21047.48
656189-Tarrataca Soares-13736.98
732940-Fulvio Villegas-12631.97
3330-Daniel Vieyra-17645.35
173440-Regina Barcellos-3921.50
590066-Augusta Paio-4391.67
999501-Emiliana Foquio-5340.56
276663-Estanislau Beserra-4540.75
819404-Zungela Ipiranga-2110.22
271552-Manuel Capiperibe-11086.29
36184-Carminda Morais-18654.88
34401-Manuel Capiperibe-19771.44
771242-Quintiliano Sousa de Arronches-13793.93
200739-Guaraci Damasceno-2459.13
309464-Flor Portella-7330.87
517096-Sara Lameiras-11936.77
597063-Eurico Siqueira-11861.92
321197-Odete Vasques-4039.85
412036-Cassandra Varejo-10508.05
482088-Dulce Froes-5785.93
224002-Danilo Olaio-281.45
230473-Antonio Castelo-19831.80
451087-Emedlio Pimentel-13454.67
869165-Flor Portella-5301.84
338864-Flamednia Leiria-3650.10
958608-Letedcia Gago-8415.27
745592-Polibe Olivares-8691.24
104984-Leonidas Mafra-7109.62
539508-Urbano Rodrigues-6168.90
480028-Silvio Mata-19033.72
82611-Armanda Amorim-9101.13
173138-Tibefarcio Colao-18893.43
924149-Armindo Castalo-19197.94
584938-Quintino Alcantara-1171.80
158834-Anind Zarco-3935.19
335629-Emiliana Foquio-9934.77
672686-Oliveira Senchez-2087.39
234914-Artur Grillo-7208.44
266272-Filomena Barrios-8363.84
135220-Anfnia Seixas-7663.80
80606-Dulce Froes-16194.63
171319-Odilia Camello-9661.52
474463-Jussara Varanda-7835.93
244928-Almerinda Palmeira-3036.94
199807-Moaci Mendoa-19198.53
164915-Silvio Mata-20701.88
173701-Henrique Bento-19483.78
306876-Zulmira Becerra-5931.29
401991-Angilica Galante-5559.11
903785-Flor Portella-7400.47
294346-Flor Portella-17241.27
797677-Sara Lameiras-13888.15
160603-Oliveira Senchez-17172.89
834210-Andreia Moita-19075.34
687665-Celeste Duarte-3422.50
59831-Moaci Mendoa-16814.15
909317-Henrique Bento-3241.05
14419-Heleedsa Marins-14344.12
963769-Odilia Bello-14283.31
296876-Mercia Caeira-9227.51
526472-Branco Saraba-18210.45
735169-Telma Villalobos-7383.59
96104-Danilo Olaio-17115.20
49779-Tibofarcio Camacho-2178.70
697484-Manuel Capiperibe-6695.58
230757-Adelino Barra-13126.18
952523-Eurico Siqueira-9930.44
568174-Jonatas Felgueiras-20670.58
828975-Mercia Caeira-9605.38
484847-Augusta Paio-6573.51
703714-Leonidas Mafra-19238.78
566184-Romo Paranage-20846.13
759926-Anfnia Seixas-21057.09
243053-Gaudancio Fiees-6232.75
776844-Heleedsa Marins-884.89
77458-Emiliana Foquio-2737.20
793459-Ermelinda Quintela-11016.72
614900-Antonio Viegas-2257.57
365008-Jorgina Bogalho-3865.86
962128-Quintiliano Sousa de Arronches-21400.71
310043-Odilia Camello-19312.91
219453-Esperada Cardoso-14843.73
488035-Angilica Galante-406.49
792744-Jussara Varanda-14648.93
967791-Estanislau Beserra-12221.86
217192-Regina Barcellos-18022.63
84426-Urbano Rodrigues-5915.73
511515-Spnia ou Sonia Guerreiro-617.04
996526-Joaquim Rufino-16470.69
535931-Branco Saraba-3335.48
426608-Guida Juca-13388.58
711381-Marilda Leio-415.94
641771-Jonatas Felgueiras-14750.82
281178-Jussara Varanda-9083.91
195733-Heleedsa Marins-7068.75
115624-Almerinda Palmeira-15400.92
238904-Augusta Paio-4256.93
550801-Rebeca Neto-5042.04
619488-Aludsio Sosa-16952.01
790292-Letedcia Gago-6642.53
31709-Judite Damasceno-2161.96
80157-Jonatas Felgueiras-1274.24
18172-Fulvio Villegas-3350.66
605681-Dulce Froes-7973.47
602088-Anind Zarco-21375.43
784237-Delfina Perdigon-1491.75
745940-Quintiliano Sousa de Arronches-15484.13
797007-Eurico Siqueira-9944.81
35986-Rodolfo Paz-8606.16
860591-Jorgina Bogalho-15334.07
749300-Silvio Mata-8579.55
979454-Jorgina Bogalho-7655.51
319562-Tibofarcio Camacho-5930.86
257660-Liana Cardim-3812.08
586491-Lurdes Cotrim-15948.10
790200-Tabalipa Duarte-11611.11
118681-Odete Vasques-8823.73
623658-Jussara Varanda-13501.70
332998-Rebeca Neto-4787.22
275931-Guaraci Damasceno-20625.83
955685-Quintiliano Sousa de Arronches-21403.32
347923-Micaela Chavez-20508.28
164028-Quintiliano Sousa de Arronches-18356.64
45771-Clara Alcantara-8224.38
274331-Angilica Galante-20670.24
561792-Rodolfo Paz-19813.31
540132-Urbano Rodrigues-21054.49
931903-Neeamia Arruda-7175.90
804258-Delfina Perdigon-4694.39
809389-Edgar Carvalheiro-9087.15
737589-Emedlio Pimentel-5521.87
620566-Gaudancio Fiees-17635.35
571183-Nuno Balsemeo-3752.15
91260-Jussara Varanda-10172.61
335534-Sara Lameiras-1920.52
906093-Marilda Leio-371.30
587175-Cleusa Goes-7016.70
157423-Flor Portella-15866.02
897492-Mercia Caeira-15389.22
359722-Neeamia Arruda-14192.48
437406-Anind Zarco-6135.02
847142-Clara Alcantara-21271.23
601088-Micaela Chavez-2832.10
51511-Edgar Carvalheiro-21173.01
423366-Delfina Perdigon-15681.53
852201-Odete Vasques-2305.76
611864-Gaudancio Fiees-14131.63
853740-Polibe Olivares-17033.20
168785-Basilio Pedroso-3037.34
439052-Gaudancio Fiees-19880.94
940473-Branco Saraba-2290.48
628733-Angilica Galante-14618.95
851755-Edgar Carvalheiro-12950.12
806273-Branco Saraba-15640.64
21705-Ermelinda Quintela-9440.04
288734-Almor Caiado-15018.56
685506-Ubaldo Mainha-9239.84
268504-Antonio Castelo-13158.38
453280-Carminda Morais-12475.23
76796-Adelino Barra-11884.78
464795-Tarrataca Soares-20474.19
354864-Odilia Bello-815.64
883923-Flor Portella-13494.16
623155-Quintino Alcantara-19312.22
180173-Dulce Froes-6967.60
406862-Edgar Carvalheiro-21330.49
209317-Almerinda Palmeira-19822.51
691065-Lina Andrade-9460.35
493176-Angilica Galante-6110.05
545847-Angelica Aranha-3685.98
692448-Domingos Pas-16380.63
403089-Spnia ou Sonia Guerreiro-7379.34
8562-Honorina Lira-19428.18
142658-Tarrataca Soares-12409.58
340536-Dulce Froes-7496.54
58267-Lina Andrade-20370.61
148052-Guaraci Damasceno-10387.87
221754-Telma Villalobos-13154.78
649466-Armindo Castalo-2754.87
599973-Sofras Cuaresma-3700.33
545031-Almor Caiado-14397.25
425113-Silvio Mata-15661.29
868952-Fulvio Villegas-636.53
728303-Antonio Castelo-3747.96
842144-Henrique Bento-19161.37
199476-Almor Caiado-13367.11
638088-Oliveira Carmona-1383.76
843488-Manuel Capiperibe-13925.97
84178-Danilo Olaio-21202.47
329792-Ermelinda Quintela-14213.63
689829-Guida Juca-4844.25
112732-Heleedsa Marins-13568.50
986071-Antonio Castelo-19727.19
677416-Edgar Carvalheiro-15339.63
842627-Feledcia Peassego-19718.05
178229-Branco Saraba-18355.21
574732-Henrique Bento-11106.76
274159-Sidfnio Frois-17795.19
967573-Ermelinda Quintela-4931.20
631800-Artur Grillo-99.66
845389-Clarindo Areosa-6986.56
300790-Urbano Rodrigues-20497.68
884739-Clara Alcantara-5062.71
122150-Honorina Lira-1584.65
672034-Polibe Olivares-998.24
358575-Domingos Pas-10800.02
272745-Cleusa Goes-8410.93
562595-Judite Damasceno-4218.83
966231-Moaci Mendoa-11378.51
616768-Odete Vasques-11169.99
663235-Aludsio Sosa-7293.61
617958-Clara Alcantara-14146.62
938754-Antonio Castelo-4440.63
494576-Neuza Francia-287.01
530079-Aludsio Sosa-5433.73
887408-Celeste Duarte-17567.32
282390-Odete Vasques-7105.21
353114-Dulce Froes-18380.84
459420-Branco Saraba-895.66
685486-Almor Caiado-18801.83
877457-Sara Lameiras-413.63
725162-Adelina Quadros-14999.81
374036-Lurdes Cotrim-11704.36
777448-Odilia Bello-10254.46
161868-Branco Saraba-4514.93
369925-Telma Villalobos-14203.80
579846-Anind Zarco-14726.63
399069-Odilia Camello-17190.16
101753-Nuno Balsemeo-17914.75
655470-Spnia ou Sonia Guerreiro-356.77
724726-Estanislau Beserra-7565.55
154909-Adelino Barra-3577.96
763161-Branco Saraba-8891.70
434222-Artur Grillo-7094.64
322946-Tibofarcio Camacho-21246.26
68664-Oliveira Senchez-9395.12
62654-Almerinda Palmeira-3816.08
