770572-Silvio Mata-2008.17
187326-Guida Juca-16221.45
619741-Sofras Cuaresma-5919.27
121181-Almerinda Palmeira-10998.92
623925-Regina Barcellos-103.14
173200-Sidfnio Frois-9701.89
753041-Joaquim Rufino-19133.62
535026-Jorgina Bogalho-6475.88
603781-Almor Caiado-5216.85
675377-Manuel Capiperibe-14241.56
827728-Sidfnio Frois-13833.11
539269-Branco Saraba-14534.99
500770-Jonatas Felgueiras-21281.18
980907-Honorina Lira-20457.56
411509-Anind Zarco-4658.96
599542-Filomena Barrios-15180.69
877178-Delfina Garcia de Gondim-19468.22
435531-Honorina Lira-13178.74
799836-Artur Grillo-13464.77
82791-Guida Juca-19681.53
22654-Jussara Varanda-18814.97
93690-Emedlio Pimentel-14325.52
310107-Antonio Viegas-9825.70
969415-Branco Saraba-20715.51
520267-Almerinda Palmeira-14574.78
385075-Emedlia Silvera-19560.78
955269-Lurdes Cotrim-20379.55
887197-Moaci Mendoa-20329.07
923000-Adelina Quadros-7302.23
644267-Marilda Leio-12203.06
38267-Angelica Aranha-10448.45
743422-Nuno Balsemeo-20739.39
463410-Andreia Moita-16347.65
817972-Zungela Ipiranga-3192.51
444642-Judite Damasceno-13747.71
967344-Joaquim Rufino-5166.73
75631-Delfina Garcia de Gondim-8626.28
6192-Spnia ou Sonia Guerreiro-310.31
843110-Romo Paranage-8169.54
157462-Cassandra Varejo-15945.99
140977-Armindo Castalo-16406.37
137735-Guaraci Damasceno-1908.97
687006-Feledcia Peassego-8463.60
322263-Henrique Bento-14401.78
24414-Quintino Alcantara-18706.23
204968-Rodolfo Paz-4561.06
496172-Judite Damasceno-8621.82
742500-Quintiliano Sousa de Arronches-7407.05
928539-Joaquim Rufino-14095.48
821421-Taercio Mafra-20677.05
52994-Honorina Lira-3883.63
613207-Sara Lameiras-4005.00
144806-Quintino Alcantara-13891.87
441547-Trajano Fagundes-420.26
505549-Almerinda Palmeira-5780.50
340727-Angilica Galante-1597.72
364861-Tibofarcio Camacho-7432.68
16867-Carminda Morais-715.27
700296-Antonio Viegas-1774.55
338148-Melinda Roserio-17912.77
91042-Ubaldo Mainha-18383.30
997246-Lurdes Cotrim-13634.59
800181-Silvio Mata-2931.20
963259-Odilia Camello-2620.78
820804-Oliveira Senchez-15895.84
817458-Ximena Castilho-13554.41
920565-Flamednia Leiria-763.22
205756-Telma Villalobos-7623.39
711928-Quintiliano Sousa de Arronches-12970.39
282190-Ermelinda Quintela-3498.94
557654-Estanislau Beserra-16629.85
712001-Joaquim Rufino-4344.98
366615-Odete Vasques-11502.99
208501-Telma Villalobos-3617.78
76274-Antonio Castelo-16565.99
510701-Antonio Castelo-4629.33
716750-Odilia Bello-15318.53
190594-Adelina Quadros-14305.75
191084-Quintiliano Sousa de Arronches-8998.04
646761-Almor Caiado-13490.86
411750-Clarindo Areosa-5511.60
506341-Tarrataca Soares-10418.72
60093-Emedlio Pimentel-10742.39
250517-Guaraci Damasceno-20374.47
519159-Antonio Castelo-18260.40
371570-Ermelinda Quintela-10180.67
181181-Polibe Olivares-19207.83
829205-Polibe Olivares-9824.90
299806-Aludsio Sosa-4221.98
842335-Oliveira Senchez-4173.61
762238-Adelina Quadros-6117.73
183261-Quintino Alcantara-6962.79
102650-Cassandra Varejo-20343.39
836939-Artur Grillo-6241.06
349386-Emedlia Silvera-10226.25
977149-Leonidas Mafra-5245.13
537686-Sara Lameiras-4852.11
467915-Judite Damasceno-9810.40
973591-Anfnia Seixas-6268.56
799348-Quintino Alcantara-7196.98
227375-Henrique Bento-16094.61
298975-Antonio Castelo-6641.60
275205-Branco Saraba-4657.79
973625-Feledcia Peassego-171.32
151792-Polibe Olivares-18274.82
369627-Rodolfo Paz-11109.75
170537-Cassandra Varejo-4780.29
271272-Micaela Chavez-14604.97
378778-Carminda Morais-11939.87
167788-Letedcia Gago-5783.03
834118-Silvio Mata-9625.30
273168-Polibe Olivares-7503.46
991279-Neuza Francia-9836.21
81249-Joaquim Rufino-5891.11
760890-Oliveira Carmona-16042.63
582066-Ximena Castilho-15601.49
916347-Angilica Galante-14748.35
977620-Sidfnio Frois-11216.23
78737-Jorgina Bogalho-14830.02
35856-Celeste Duarte-8336.86
207666-Branco Saraba-17385.20
840052-Spnia ou Sonia Guerreiro-5143.10
148980-Augusta Paio-48.17
237100-Neeamia Arruda-968.99
457704-Moaci Mendoa-14146.59
160178-Tibofarcio Camacho-6857.58
870728-Leonidas Mafra-5821.91
94335-Heleedsa Marins-15891.68
331620-Moaci Mendoa-3927.63
72525-Polibe Olivares-19147.99
116398-Aludsio Sosa-4325.23
690615-Adelina Quadros-18503.63
126855-Delfina Garcia de Gondim-3900.29
183970-Andreia Moita-8122.66
868291-Cleusa Goes-9867.23
815258-Anfnia Seixas-5934.00
427201-Taercio Mafra-7432.71
391011-Henrique Bento-19143.65
977960-Flor Portella-12722.13
83179-Gaudancio Fiees-108.02
874455-Artur Grillo-8559.18
702259-Silvio Mata-4751.25
356111-Esperada Cardoso-17662.52
310940-Filomena Barrios-14179.52
164345-Zungela Ipiranga-193.37
193570-Spnia ou Sonia Guerreiro-13221.52
497031-Judite Damasceno-4440.96
474725-Letedcia Gago-10074.87
653328-Regina Barcellos-19864.65
78872-Regina Barcellos-5690.64
336270-Dulce Froes-18839.39
600484-Ximena Castilho-12271.57
260622-Nuno Balsemeo-12605.14
432960-Armindo Castalo-19888.24
387302-Adelina Quadros-13615.05
581354-Ximena Castilho-7932.15
175293-Urbano Rodrigues-9697.12
39847-Leonidas Mafra-3257.03
785705-Delfina Garcia de Gondim-4503.56
744485-Romo Paranage-17364.35
21418-Telma Villalobos-18037.72
216549-Leonidas Mafra-10848.88
536846-Tarrataca Soares-14301.49
625516-Lina Andrade-10820.98
182881-Polibe Olivares-8530.02
77234-Mercia Caeira-17295.83
123831-Ermelinda Quintela-102.75
782579-Sidfnio Frois-7333.15
928137-Lina Andrade-15181.01
54818-Liana Cardim-14893.61
245800-Delfina Perdigon-6578.99
891890-Emiliana Foquio-20271.16
211700-Antonio Viegas-17771.69
44989-Heleedsa Marins-16743.11
219049-Tibofarcio Camacho-9890.10
414578-Estanislau Beserra-18880.87
825145-Regina Barcellos-13987.27
464134-Neeamia Arruda-21125.10
806270-Artur Grillo-7419.55
504882-Ximena Castilho-14210.09
638842-Zulmira Becerra-4237.72
577123-Adelina Quadros-17816.63
403857-Adelina Quadros-2793.91
896019-Neuza Francia-14724.37
486569-Camila Gabeira-9071.72
595512-Jorgina Bogalho-20925.86
804204-Odilia Bello-15269.28
771584-Odete Vasques-1799.08
570205-Angilica Galante-5247.15
985772-Armindo Castalo-8642.20
762769-Carminda Morais-7873.75
438968-Mercia Caeira-20979.52
263620-Basilio Pedroso-15858.72
257221-Jussara Varanda-6812.84
77989-Guaraci Damasceno-4662.87
425159-Branco Saraba-17938.83
375965-Sidfnio Frois-20986.87
54237-Sofras Cuaresma-13909.75
758908-Jonatas Felgueiras-4040.62
418115-Antonio Viegas-6560.47
603028-Antonio Viegas-14888.10
75799-Elisa Themes-14127.65
211967-Artur Grillo-3075.45
739583-Camila Gabeira-20978.03
219990-Tibofarcio Camacho-20153.97
872237-Delfina Garcia de Gondim-10493.38
143606-Nuno Balsemeo-10877.14
342890-Urbano Rodrigues-13817.69
450575-Dulce Froes-18965.28
272932-Spnia ou Sonia Guerreiro-12264.62
831194-Melinda Roserio-7925.81
764205-Anfnia Seixas-10186.57
165438-Danilo Olaio-15388.69
955104-Branco Saraba-4851.25
29222-Heleedsa Marins-14773.45
907065-Tibefarcio Colao-11277.34
667794-Heleedsa Marins-15288.77
631964-Ubaldo Mainha-20602.20
87512-Heleedsa Marins-7541.87
604643-Carminda Morais-2829.76
685482-Clara Alcantara-15108.08
576446-Odilia Bello-9300.88
232855-Feledcia Peassego-6387.70
951034-Trajano Fagundes-752.41
988203-Tabalipa Duarte-20682.71
938704-Celeste Duarte-6416.94
227696-Armanda Amorim-18843.62
747497-Trajano Fagundes-14525.10
35992-Henrique Bento-7371.14
884794-Flamednia Leiria-1422.35
679313-Rebeca Neto-3239.21
87987-Clarindo Areosa-6234.97
637559-Angelica Aranha-3062.46
89052-Gaudancio Fiees-18271.97
149346-Lina Andrade-8417.02
587486-Estanislau Beserra-15126.41
759359-Micaela Chavez-5943.85
808571-Angelica Aranha-13221.32
110717-Lina Andrade-7826.84
600019-Anfnia Seixas-8725.69
65763-Eurico Siqueira-6707.65
339142-Nuno Balsemeo-9698.53
733417-Jonatas Felgueiras-6410.07
381324-Delfim Higuera-12230.96
270670-Almerinda Palmeira-10537.61
463382-Edgar Carvalheiro-16103.49
350173-Liana Cardim-18731.08
598838-Emedlio Pimentel-12234.33
390397-Andreia Moita-17215.44
779657-Neuza Francia-19741.44
920318-Guida Juca-1167.26
981510-Melinda Roserio-19550.65
539681-Tibefarcio Colao-19767.99
344037-Cleusa Goes-8206.96
861964-Judite Damasceno-7094.83
598018-Camila Gabeira-15639.47
974551-Taercio Mafra-18782.97
251962-Taercio Mafra-13894.12
661398-Antonio Viegas-15498.03
755203-Taercio Mafra-9490.99
934523-Trajano Fagundes-18770.19
878672-Silvio Mata-3625.17
191988-Ximena Castilho-13240.56
512032-Sara Lameiras-7729.17
444208-Eurico Siqueira-5362.95
137862-Domingos Pas-14558.93
180481-Taercio Mafra-7493.84
364127-Ximena Castilho-11586.36
981021-Guida Juca-18582.97
658232-Letedcia Gago-14835.69
995778-Emedlia Silvera-9070.20
59424-Cleusa Goes-7994.15
704662-Gaudancio Fiees-21306.07
664911-Andreia Moita-12466.35
321495-Elisa Themes-15180.79
977787-Delfim Higuera-18512.17
580817-Polibe Olivares-17089.14
997112-Emedlia Silvera-8167.95
341861-Fulvio Villegas-3982.92
489109-Antonio Castelo-274.67
251218-Adelina Quadros-16784.62
548506-Micaela Chavez-11730.38
362482-Camila Gabeira-4662.59
749181-Aludsio Sosa-15349.24
52638-Honorina Lira-9047.62
651171-Lina Andrade-14327.40
659150-Almerinda Palmeira-3878.37
51126-Odete Vasques-17958.34
595414-Artur Grillo-6036.92
953411-Feledcia Peassego-5086.98
880322-Zungela Ipiranga-3124.65
343374-Regina Barcellos-18920.14
221239-Delfina Garcia de Gondim-13148.93
222258-Emedlio Pimentel-20526.42
374814-Filomena Barrios-5832.11
606765-Emedlio Pimentel-17378.62
572325-Guaraci Damasceno-5300.37
968327-Clara Alcantara-20040.88
675251-Leonidas Mafra-8762.00
674117-Jussara Varanda-11521.54
623159-Clarindo Areosa-205.50
67210-Heleedsa Marins-5358.94
549342-Antonio Viegas-13501.15
290571-Honorina Lira-2988.54
472159-Dulce Froes-7762.28
415601-Emedlia Silvera-53.51
615037-Tarrataca Soares-19849.24
651284-Celeste Duarte-19814.09
37806-Neuza Francia-8116.00
632816-Quintino Alcantara-10212.74
409072-Antonio Viegas-4904.14
166847-Branco Saraba-8974.81
938297-Basilio Pedroso-12680.30
634959-Odilia Bello-20683.21
973310-Flamednia Leiria-5383.09
522342-Edgar Carvalheiro-18777.25
449577-Zulmira Becerra-10768.56
930518-Flamednia Leiria-6710.24
499939-Eurico Siqueira-3085.78
785959-Angelica Aranha-5932.11
225637-Dulce Froes-20336.20
732000-Camila Gabeira-6473.03
615717-Ubaldo Mainha-4737.58
647085-Urbano Rodrigues-6803.93
15658-Jussara Varanda-11723.66
128953-Neuza Francia-3854.05
77385-Odete Vasques-573.71
982335-Leonidas Mafra-7183.01
812131-Almor Caiado-773.18
242023-Micaela Chavez-11581.04
946129-Honorina Lira-8178.46
580312-Ermelinda Quintela-12245.78
695430-Carminda Morais-7667.10
840825-Lurdes Cotrim-7943.57
339773-Micaela Chavez-16063.72
148081-Antonio Castelo-18315.01
197701-Silvio Mata-14750.95
103672-Rebeca Neto-3745.94
33630-Marilda Leio-5114.06
58086-Liana Cardim-5496.48
293503-Trajano Fagundes-15105.94
665307-Quintino Alcantara-17371.74
340344-Rodolfo Paz-21268.70
289615-Clara Alcantara-18002.27
631728-Neuza Francia-6780.83
339993-Cassandra Varejo-14462.31
453104-Antonio Viegas-16874.29
453342-Emedlia Silvera-3310.49
754873-Tibofarcio Camacho-1955.99
373989-Clara Alcantara-15896.57
96648-Domingos Pas-8114.67
181193-Almerinda Palmeira-20421.32
843272-Aludsio Sosa-16339.89
731305-Sara Lameiras-607.95
976027-Emedlio Pimentel-1504.26
109448-Clara Alcantara-9277.67
260520-Antonio Viegas-6307.36
506630-Nuno Balsemeo-14641.89
862817-Armanda Amorim-19989.44
624860-Trajano Fagundes-1648.34
34782-Quintiliano Sousa de Arronches-14149.31
38712-Cassandra Varejo-1246.29
249666-Liana Cardim-18134.72
846722-Armindo Castalo-8057.20
670706-Urbano Rodrigues-432.12
94094-Odilia Camello-11323.21
748617-Leonidas Mafra-16095.82
348327-Elisa Themes-8026.05
513249-Emiliana Foquio-12334.68
760661-Cleusa Goes-12660.93
181354-Augusta Paio-14501.27
585183-Zungela Ipiranga-11486.83
121103-Angilica Galante-20989.32
162162-Cassandra Varejo-21327.79
514328-Armindo Castalo-9029.66
776624-Angelica Aranha-12350.60
321749-Cassandra Varejo-2803.25
602807-Melinda Roserio-18736.73
589493-Daniel Vieyra-20511.87
520327-Zungela Ipiranga-10084.64
802004-Jonatas Felgueiras-3351.61
531171-Daniel Vieyra-8427.46
372670-Armanda Amorim-2783.84
718829-Clara Alcantara-2760.62
268249-Telma Villalobos-8965.77
546015-Adelino Barra-1428.70
145221-Regina Barcellos-10901.92
842741-Estanislau Beserra-743.11
661557-Gaudancio Fiees-7069.00
948135-Mercia Caeira-6919.37
327334-Flamednia Leiria-1942.55
350290-Almerinda Palmeira-6287.86
572067-Basilio Pedroso-21201.59
242332-Fulvio Villegas-393.94
207806-Judite Damasceno-16346.62
139197-Tabalipa Duarte-5067.25
130598-Odete Vasques-20828.70
963330-Armindo Castalo-15302.29
985721-Adelino Barra-17988.91
711020-Basilio Pedroso-19748.39
899887-Spnia ou Sonia Guerreiro-11766.83
250030-Rodolfo Paz-8545.49
862984-Fulvio Villegas-96.38
859853-Esperada Cardoso-7408.80
919150-Regina Barcellos-8860.88
555205-Filomena Barrios-13482.27
60993-Odilia Camello-12148.74
274616-Heleedsa Marins-7663.54
798881-Sara Lameiras-18763.39
739634-Joaquim Rufino-1535.67
100850-Anind Zarco-9014.67
233589-Judite Damasceno-1602.33
152670-Carminda Morais-9200.96
747115-Branco Saraba-13119.56
735753-Odilia Camello-16118.75
903186-Oliveira Carmona-5689.46
795428-Quintiliano Sousa de Arronches-4735.24
74053-Antonio Viegas-2683.15
98154-Branco Saraba-276.30
12938-Flor Portella-4583.70
799242-Antonio Castelo-1049.87
268050-Anind Zarco-13092.20
286004-Tarrataca Soares-4048.89
941524-Polibe Olivares-16596.37
993293-Lurdes Cotrim-8178.89
132766-Jussara Varanda-16617.92
15492-Filomena Barrios-4031.04
288421-Ximena Castilho-12721.78
398531-Sofras Cuaresma-15042.76
880601-Anind Zarco-7508.05
412945-Emiliana Foquio-9866.04
444508-Adelino Barra-12408.72
192616-Esperada Cardoso-2206.75
36606-Flamednia Leiria-831.33
869034-Almerinda Palmeira-15691.26
59995-Zulmira Becerra-12697.75
230102-Clarindo Areosa-5333.07
407644-Joaquim Rufino-5745.95
416293-Emedlio Pimentel-125.10
538578-Leonidas Mafra-7233.91
546839-Clarindo Areosa-7133.20
541925-Telma Villalobos-8837.65
757426-Lurdes Cotrim-13949.57
378716-Anfnia Seixas-10195.10
636560-Adelino Barra-10693.79
299414-Lina Andrade-10089.56
270464-Artur Grillo-14071.86
828787-Esperada Cardoso-5901.10
597492-Fulvio Villegas-9735.26
642028-Jorgina Bogalho-4375.81
491687-Antonio Viegas-15881.28
462062-Cleusa Goes-2351.86
304852-Angilica Galante-19829.44
338765-Ubaldo Mainha-7938.39
505326-Nuno Balsemeo-4749.91
797828-Estanislau Beserra-18442.91
381740-Marilda Leio-1210.78
272554-Domingos Pas-34.23
758692-Tibofarcio Camacho-6160.20
271389-Emiliana Foquio-13156.62
658542-Melinda Roserio-7056.70
398505-Clarindo Areosa-19201.32
386729-Jonatas Felgueiras-19049.54
848536-Anfnia Seixas-8808.09
336884-Clarindo Areosa-10783.14
204454-Almerinda Palmeira-19191.12
543945-Gaudancio Fiees-3780.10
69108-Domingos Pas-12832.83
703939-Andreia Moita-9145.58
381082-Lurdes Cotrim-14318.29
639116-Aludsio Sosa-14110.04
541232-Lurdes Cotrim-15654.02
629355-Clara Alcantara-6313.05
177263-Heleedsa Marins-36.70
80024-Judite Damasceno-7020.07
457847-Spnia ou Sonia Guerreiro-16482.12
159202-Lina Andrade-17037.56
421848-Estanislau Beserra-1283.41
107278-Antonio Castelo-18070.45
329336-Daniel Vieyra-12709.42
730049-Rodolfo Paz-11050.98
284754-Taercio Mafra-7501.56
4567-Emedlio Pimentel-4413.01
677990-Mercia Caeira-139.95
676491-Emiliana Foquio-2620.75
505397-Almor Caiado-16605.33
446184-Nuno Balsemeo-17586.92
396944-Fulvio Villegas-6776.30
146583-Antonio Castelo-5682.54
970147-Antonio Castelo-20465.83
622672-Delfim Higuera-21333.13
795405-Rebeca Neto-15341.14
370499-Silvio Mata-216.35
767387-Anind Zarco-16483.13
834607-Judite Damasceno-8525.06
909041-Adelina Quadros-8600.11
711497-Urbano Rodrigues-14424.58
785919-Fulvio Villegas-8303.71
685064-Odilia Bello-3070.34
661927-Spnia ou Sonia Guerreiro-7870.04
581238-Honorina Lira-15546.27
114817-Clara Alcantara-18734.22
803896-Lina Andrade-11613.09
794182-Eurico Siqueira-495.93
779290-Antonio Castelo-6894.27
355596-Rebeca Neto-16353.36
464597-Sara Lameiras-2405.64
781845-Dulce Froes-3563.50
729190-Moaci Mendoa-21110.35
446614-Ximena Castilho-8692.13
747101-Honorina Lira-493.11
393405-Liana Cardim-7564.26
153927-Neeamia Arruda-15932.30
549587-Mercia Caeira-8535.40
774727-Odilia Bello-6988.36
22190-Odete Vasques-13911.91
281021-Moaci Mendoa-2961.72
997404-Rodolfo Paz-13199.54
600987-Antonio Castelo-8452.00
238353-Celeste Duarte-15876.46
879650-Neuza Francia-12989.10
663902-Elisa Themes-21123.03
386513-Fulvio Villegas-12669.74
934334-Eurico Siqueira-9320.39
558402-Delfina Garcia de Gondim-6083.31
126026-Lurdes Cotrim-11483.53
546249-Flamednia Leiria-12646.34
530568-Clarindo Areosa-2521.48
348549-Trajano Fagundes-10887.49
234312-Delfina Perdigon-19339.87
849785-Carminda Morais-14273.83
259854-Artur Grillo-11235.63
612039-Emedlio Pimentel-7484.66
193884-Heleedsa Marins-14634.00
832276-Tarrataca Soares-11704.75
306505-Odete Vasques-5591.17
488518-Clara Alcantara-12646.64
