60866-Henrique Bento-18083.16
856446-Basilio Pedroso-11382.26
417133-Trajano Fagundes-14239.11
228469-Tibofarcio Camacho-17386.61
846309-Angelica Aranha-10240.88
816756-Dulce Froes-7053.10
374636-Esperada Cardoso-1578.00
768791-Jonatas Felgueiras-3025.81
44146-Andreia Moita-1667.17
320736-Augusta Paio-12381.08
391140-Judite Damasceno-8855.11
66604-Heleedsa Marins-15383.67
96472-Odilia Bello-18507.84
771617-Quintiliano Sousa de Arronches-1765.29
74808-Silvio Mata-4923.75
401615-Domingos Pas-17291.92
43398-Odilia Camello-130.83
33036-Mercia Caeira-5188.52
439544-Zungela Ipiranga-11198.96
770849-Neuza Francia-18072.17
87716-Guaraci Damasceno-3331.24
333923-Cleusa Goes-1457.07
805772-Emedlia Silvera-16128.04
705096-Augusta Paio-3200.92
265273-Aludsio Sosa-15611.67
945611-Almerinda Palmeira-15300.84
419541-Emedlio Pimentel-18711.28
209466-Manuel Capiperibe-1916.77
580785-Sofras Cuaresma-6321.17
152984-Fulvio Villegas-4584.04
865704-Fulvio Villegas-11924.92
89103-Adelino Barra-13218.26
679628-Rodolfo Paz-19846.31
570763-Rebeca Neto-3098.53
507330-Sofras Cuaresma-1836.34
819286-Antonio Viegas-4825.80
323389-Elisa Themes-19120.00
426977-Tibefarcio Colao-3347.25
866139-Ubaldo Mainha-3483.06
234077-Joaquim Rufino-21194.59
818822-Oliveira Carmona-4438.41
527868-Nuno Balsemeo-5019.30
944169-Estanislau Beserra-16846.10
680551-Almor Caiado-15476.97
24982-Trajano Fagundes-2677.21
535919-Trajano Fagundes-4845.40
131329-Spnia ou Sonia Guerreiro-17798.63
887314-Guida Juca-20192.90
804206-Taercio Mafra-17216.73
354253-Polibe Olivares-20069.07
824658-Augusta Paio-3872.42
270432-Angelica Aranha-14907.70
574554-Polibe Olivares-11682.31
510093-Antonio Viegas-10324.28
298497-Daniel Vieyra-14034.53
237742-Rebeca Neto-16949.88
240735-Clara Alcantara-12896.36
276075-Tibofarcio Camacho-20585.23
36875-Almor Caiado-20458.44
103921-Tibefarcio Colao-18837.15
630197-Almor Caiado-20305.39
30465-Emedlia Silvera-15313.26
844771-Tabalipa Duarte-17079.01
785447-Tibefarcio Colao-2499.27
939609-Domingos Pas-17622.26
814587-Spnia ou Sonia Guerreiro-21334.63
229666-Odilia Camello-18462.20
24589-Daniel Vieyra-6650.13
626332-Emedlia Silvera-10720.50
417387-Henrique Bento-12681.54
115479-Cleusa Goes-12253.00
572134-Rodolfo Paz-13873.31
315221-Feledcia Peassego-1086.92
288909-Guaraci Damasceno-12214.77
206453-Adelino Barra-19784.17
576483-Zulmira Becerra-4997.48
451270-Romo Paranage-15649.77
962143-Feledcia Peassego-5115.18
29120-Delfim Higuera-15061.45
456407-Emiliana Foquio-19755.62
598258-Esperada Cardoso-17791.94
795682-Lina Andrade-13042.82
835463-Joaquim Rufino-20415.98
292157-Tibefarcio Colao-8644.03
675856-Taercio Mafra-9526.09
801409-Emiliana Foquio-15621.86
906559-Tarrataca Soares-931.53
748393-Ermelinda Quintela-21301.15
602986-Micaela Chavez-11416.61
507213-Edgar Carvalheiro-13211.17
81347-Domingos Pas-2572.32
471938-Augusta Paio-21280.28
193098-Celeste Duarte-20223.79
605950-Emedlio Pimentel-16481.88
12295-Andreia Moita-12553.80
351741-Antonio Viegas-4586.98
438875-Sofras Cuaresma-13916.04
19717-Jussara Varanda-16053.53
118854-Zulmira Becerra-17649.56
878972-Ximena Castilho-7949.80
201104-Andreia Moita-21110.61
749787-Guida Juca-4960.49
580802-Angelica Aranha-16322.42
525723-Odilia Camello-13333.64
873459-Guida Juca-8208.93
346817-Edgar Carvalheiro-20732.45
522279-Delfina Garcia de Gondim-12952.00
334764-Moaci Mendoa-517.36
295471-Filomena Barrios-10018.55
917170-Dulce Froes-13567.34
172619-Cassandra Varejo-9444.52
660076-Zungela Ipiranga-15442.01
691576-Cleusa Goes-1652.98
618934-Aludsio Sosa-9968.24
734307-Quintino Alcantara-6082.14
746255-Gaudancio Fiees-20995.61
972540-Feledcia Peassego-5905.99
803368-Jorgina Bogalho-4694.51
503486-Odete Vasques-17187.46
159528-Antonio Viegas-11851.79
311412-Letedcia Gago-1898.68
40484-Estanislau Beserra-11375.29
335036-Oliveira Senchez-18612.20
355460-Silvio Mata-883.55
773116-Jonatas Felgueiras-17620.90
83947-Urbano Rodrigues-16953.52
156045-Artur Grillo-3468.41
944638-Adelino Barra-12556.45
953091-Angilica Galante-17321.48
332962-Spnia ou Sonia Guerreiro-13938.24
963224-Silvio Mata-10356.52
44981-Armindo Castalo-6212.09
844372-Micaela Chavez-6465.44
942199-Aludsio Sosa-5964.15
864185-Almerinda Palmeira-18041.88
516494-Angilica Galante-7957.89
729590-Jorgina Bogalho-17919.45
58456-Carminda Morais-17928.89
837857-Odete Vasques-8503.59
879616-Joaquim Rufino-21136.92
617255-Heleedsa Marins-4971.72
707041-Dulce Froes-12402.16
841755-Guida Juca-15920.61
712972-Domingos Pas-17180.03
939628-Quintiliano Sousa de Arronches-4673.84
772382-Oliveira Carmona-5959.00
473842-Branco Saraba-20556.30
500195-Ximena Castilho-11422.05
203866-Neeamia Arruda-4725.59
55637-Jussara Varanda-17654.38
247742-Micaela Chavez-19110.56
91591-Anfnia Seixas-10992.79
144022-Oliveira Carmona-4676.37
256423-Telma Villalobos-18773.50
300605-Tibofarcio Camacho-11218.06
533334-Estanislau Beserra-21105.79
554909-Polibe Olivares-965.69
37726-Nuno Balsemeo-18690.69
926423-Oliveira Carmona-937.89
690444-Gaudancio Fiees-7978.45
146399-Odilia Camello-10800.92
290217-Taercio Mafra-19761.84
650526-Nuno Balsemeo-19598.44
588052-Odete Vasques-16776.17
44994-Adelina Quadros-17259.18
885538-Marilda Leio-17614.51
626177-Neeamia Arruda-4325.22
512853-Celeste Duarte-16785.60
120376-Eurico Siqueira-8500.03
286602-Guida Juca-9446.93
407500-Gaudancio Fiees-19288.40
583973-Spnia ou Sonia Guerreiro-46.46
555768-Almor Caiado-7072.97
680990-Taercio Mafra-13338.85
156261-Tibofarcio Camacho-14549.30
953913-Nuno Balsemeo-15378.15
846329-Manuel Capiperibe-309.58
307350-Delfina Garcia de Gondim-11374.71
837171-Celeste Duarte-17045.91
672363-Angilica Galante-573.94
352211-Fulvio Villegas-1088.02
640809-Zungela Ipiranga-16223.86
113397-Regina Barcellos-14024.58
463052-Moaci Mendoa-20641.39
429847-Gaudancio Fiees-11898.11
830738-Armanda Amorim-20487.65
199060-Angilica Galante-3091.28
89722-Angilica Galante-3624.35
56802-Sidfnio Frois-19302.72
26723-Manuel Capiperibe-8114.61
206283-Feledcia Peassego-20988.13
225528-Fulvio Villegas-4299.71
407379-Branco Saraba-20760.84
886012-Dulce Froes-4070.63
249478-Liana Cardim-13954.93
59124-Adelino Barra-3248.40
200488-Odete Vasques-11040.39
299747-Tibefarcio Colao-20181.29
386106-Emedlio Pimentel-4507.02
63590-Flamednia Leiria-15467.29
135153-Artur Grillo-19559.35
524646-Ubaldo Mainha-14596.77
299691-Cleusa Goes-626.01
48760-Leonidas Mafra-6194.87
936491-Spnia ou Sonia Guerreiro-1692.53
668203-Angelica Aranha-1668.28
165104-Ermelinda Quintela-25.45
789875-Telma Villalobos-18548.45
366219-Fulvio Villegas-4187.47
214955-Polibe Olivares-16938.11
41151-Tarrataca Soares-14424.62
197017-Dulce Froes-19209.87
323364-Aludsio Sosa-4568.03
49941-Feledcia Peassego-5998.52
839799-Jonatas Felgueiras-1193.05
639139-Guaraci Damasceno-2049.73
762345-Quintino Alcantara-7581.38
957535-Anind Zarco-20879.28
281725-Flor Portella-2618.10
824423-Clarindo Areosa-15050.25
95999-Jussara Varanda-1865.83
335440-Sofras Cuaresma-5527.80
735571-Leonidas Mafra-8861.03
252827-Estanislau Beserra-11151.53
773220-Melinda Roserio-16469.93
29876-Tibofarcio Camacho-17296.32
114623-Clarindo Areosa-16879.11
260653-Romo Paranage-4783.85
251361-Lina Andrade-1191.83
989206-Gaudancio Fiees-10610.07
570481-Sara Lameiras-5556.19
613989-Esperada Cardoso-5589.55
644374-Anfnia Seixas-3832.07
994033-Neeamia Arruda-909.76
711724-Regina Barcellos-3017.49
217588-Dulce Froes-11847.79
696180-Rebeca Neto-7594.10
828955-Manuel Capiperibe-11756.71
405789-Clara Alcantara-21409.22
792901-Leonidas Mafra-19264.28
721600-Tibefarcio Colao-785.14
716683-Mercia Caeira-1871.28
7873-Moaci Mendoa-20257.73
918534-Flor Portella-17562.83
465903-Filomena Barrios-21259.95
38836-Neeamia Arruda-11067.29
243767-Cassandra Varejo-10509.41
392098-Polibe Olivares-5692.87
408660-Trajano Fagundes-17496.93
124234-Neeamia Arruda-5590.02
846892-Danilo Olaio-6497.23
188985-Odilia Bello-609.56
485952-Flor Portella-14929.64
506070-Almerinda Palmeira-15368.83
502166-Sidfnio Frois-13078.65
247461-Judite Damasceno-3054.20
771830-Anfnia Seixas-2591.80
222602-Camila Gabeira-7095.72
344078-Neeamia Arruda-21349.81
420324-Celeste Duarte-3596.22
924193-Odilia Camello-7394.69
942519-Lina Andrade-16826.58
605643-Odilia Camello-16006.60
41587-Celeste Duarte-8766.82
277089-Odilia Bello-17491.85
23873-Antonio Castelo-2249.48
15880-Celeste Duarte-17837.20
949289-Quintiliano Sousa de Arronches-7424.59
169407-Fulvio Villegas-4243.19
598376-Guaraci Damasceno-8227.40
545449-Filomena Barrios-17166.64
215874-Oliveira Carmona-10371.23
326335-Antonio Castelo-11187.29
433760-Camila Gabeira-18397.70
423981-Flamednia Leiria-6615.64
795605-Domingos Pas-18575.88
587468-Zungela Ipiranga-921.20
559689-Nuno Balsemeo-7110.69
104366-Cleusa Goes-21362.38
662863-Henrique Bento-18223.53
326711-Celeste Duarte-3284.15
975505-Antonio Castelo-4516.31
798232-Urbano Rodrigues-1054.73
280843-Neeamia Arruda-7829.07
962113-Dulce Froes-18733.31
344208-Camila Gabeira-3896.43
158238-Silvio Mata-9322.31
725089-Filomena Barrios-16127.90
751012-Leonidas Mafra-9934.11
96436-Almor Caiado-12090.74
698039-Ximena Castilho-4719.17
963660-Micaela Chavez-16688.92
868524-Celeste Duarte-402.07
501920-Tarrataca Soares-14814.88
421789-Esperada Cardoso-4269.66
421572-Trajano Fagundes-7733.11
8791-Branco Saraba-5979.85
715677-Romo Paranage-16847.10
7871-Micaela Chavez-4809.78
54782-Lina Andrade-17060.74
454785-Camila Gabeira-18877.72
786034-Emiliana Foquio-5952.52
748051-Rodolfo Paz-10131.21
183524-Cleusa Goes-21126.23
526213-Rebeca Neto-14385.61
232804-Flamednia Leiria-17999.82
66197-Henrique Bento-7595.07
646566-Taercio Mafra-5567.39
17248-Judite Damasceno-19027.47
315314-Zulmira Becerra-4913.18
203626-Emiliana Foquio-2922.90
8897-Romo Paranage-16340.76
706631-Almerinda Palmeira-6733.40
127764-Taercio Mafra-18105.23
36788-Delfina Garcia de Gondim-15335.66
428520-Emedlia Silvera-17157.99
130815-Edgar Carvalheiro-5993.81
818265-Liana Cardim-12640.28
732311-Anfnia Seixas-10275.62
623965-Feledcia Peassego-8833.93
106016-Antonio Viegas-20405.97
876502-Micaela Chavez-6761.22
899084-Clarindo Areosa-6063.45
42286-Judite Damasceno-18714.73
840732-Almor Caiado-16580.26
199861-Jussara Varanda-3929.71
57596-Andreia Moita-9971.02
939080-Oliveira Carmona-19209.20
43639-Tibofarcio Camacho-5541.69
928200-Danilo Olaio-16727.93
131193-Spnia ou Sonia Guerreiro-5404.15
623755-Gaudancio Fiees-11922.92
191920-Spnia ou Sonia Guerreiro-20761.91
616444-Fulvio Villegas-20577.49
80850-Flor Portella-11021.06
627705-Manuel Capiperibe-6478.23
973461-Urbano Rodrigues-3473.96
217018-Guida Juca-9603.36
488592-Marilda Leio-8958.96
838135-Tibofarcio Camacho-20568.24
580961-Eurico Siqueira-6394.71
437049-Esperada Cardoso-12310.95
415295-Odilia Camello-11708.03
255034-Fulvio Villegas-11319.36
84032-Almerinda Palmeira-7775.33
939076-Cassandra Varejo-16411.61
765038-Silvio Mata-11436.51
209087-Sofras Cuaresma-20318.68
89487-Clarindo Areosa-12748.73
138550-Armindo Castalo-20477.11
496593-Ximena Castilho-9388.08
269633-Tarrataca Soares-21362.45
850524-Adelino Barra-20211.77
138349-Lurdes Cotrim-11999.48
175394-Odete Vasques-15440.32
351449-Estanislau Beserra-4164.88
833669-Cassandra Varejo-3577.69
228708-Neuza Francia-2174.95
959293-Armanda Amorim-19165.84
585416-Tibofarcio Camacho-17142.39
67981-Edgar Carvalheiro-12832.52
505479-Oliveira Carmona-11640.38
70720-Marilda Leio-4014.05
922921-Estanislau Beserra-10715.43
743934-Gaudancio Fiees-9372.35
98257-Domingos Pas-11005.86
613597-Aludsio Sosa-619.36
296117-Branco Saraba-3161.65
362837-Neeamia Arruda-6761.24
818701-Clarindo Areosa-20377.10
985493-Nuno Balsemeo-152.94
476877-Jussara Varanda-16908.00
729904-Melinda Roserio-18528.70
676219-Oliveira Carmona-16723.10
570858-Rebeca Neto-1335.70
530557-Sidfnio Frois-1616.68
461687-Liana Cardim-12502.82
161991-Filomena Barrios-2480.94
873260-Camila Gabeira-13344.57
684981-Manuel Capiperibe-14892.76
735704-Tabalipa Duarte-6127.78
554726-Flor Portella-17912.54
411682-Celeste Duarte-7185.01
189798-Camila Gabeira-15631.77
511073-Judite Damasceno-12302.64
583604-Ubaldo Mainha-12637.95
242488-Elisa Themes-20802.56
837748-Eurico Siqueira-18899.35
598090-Ermelinda Quintela-9103.24
999161-Emedlio Pimentel-10580.09
110023-Delfim Higuera-18997.45
31363-Guida Juca-4238.16
752308-Odilia Camello-20892.28
859929-Nuno Balsemeo-8549.34
793499-Daniel Vieyra-20874.45
296953-Tarrataca Soares-2815.45
468548-Eurico Siqueira-8327.88
438233-Emiliana Foquio-16556.25
502126-Tabalipa Duarte-9187.40
23063-Oliveira Senchez-14457.39
852451-Moaci Mendoa-9793.65
943079-Sara Lameiras-16823.96
804527-Emedlia Silvera-9506.65
683053-Sofras Cuaresma-6370.41
738523-Lina Andrade-2663.51
574500-Estanislau Beserra-21196.48
205189-Leonidas Mafra-20636.33
124981-Oliveira Carmona-13485.88
979515-Sidfnio Frois-2226.06
674755-Jussara Varanda-201.46
379330-Heleedsa Marins-829.98
345296-Liana Cardim-10239.41
643731-Quintiliano Sousa de Arronches-3392.62
169966-Delfina Garcia de Gondim-8949.45
146503-Rebeca Neto-21066.84
568063-Emedlia Silvera-9097.75
50954-Tibofarcio Camacho-7154.96
321313-Rodolfo Paz-14566.21
733239-Heleedsa Marins-7281.17
884823-Elisa Themes-15877.92
807930-Neuza Francia-7986.87
579879-Emiliana Foquio-2605.49
264739-Delfim Higuera-3971.93
131168-Oliveira Carmona-11503.63
39097-Ubaldo Mainha-12275.09
298376-Neeamia Arruda-5685.94
722311-Dulce Froes-16026.45
295802-Delfim Higuera-8674.82
973436-Ermelinda Quintela-187.32
257337-Jussara Varanda-21226.17
686922-Almerinda Palmeira-349.41
114642-Zulmira Becerra-11775.21
483576-Quintiliano Sousa de Arronches-7903.02
630956-Nuno Balsemeo-19714.33
723482-Carminda Morais-10629.89
499677-Edgar Carvalheiro-4788.03
83098-Honorina Lira-1910.42
646230-Sara Lameiras-1158.54
863109-Angelica Aranha-16018.27
680546-Aludsio Sosa-5766.01
322353-Edgar Carvalheiro-13552.88
651508-Tibofarcio Camacho-18734.03
529658-Telma Villalobos-10074.03
600535-Anfnia Seixas-12440.34
34105-Daniel Vieyra-13307.57
9577-Celeste Duarte-12267.73
62309-Delfina Garcia de Gondim-18418.56
275960-Tarrataca Soares-17440.19
488195-Estanislau Beserra-2423.98
432253-Danilo Olaio-2125.95
992957-Emedlia Silvera-10949.17
10941-Estanislau Beserra-15405.69
549732-Odilia Bello-18100.99
906774-Anind Zarco-1532.16
696883-Rebeca Neto-20152.50
991860-Rebeca Neto-337.76
90081-Daniel Vieyra-12198.38
230209-Angelica Aranha-7336.30
740751-Ubaldo Mainha-15901.18
78790-Sara Lameiras-16605.51
18016-Quintiliano Sousa de Arronches-9200.60
761703-Quintino Alcantara-15510.71
424495-Esperada Cardoso-4361.37
489967-Edgar Carvalheiro-5130.44
105427-Sidfnio Frois-16057.41
994358-Armindo Castalo-4822.49
656437-Honorina Lira-19163.39
691115-Adelino Barra-18040.86
260973-Zulmira Becerra-2613.43
712768-Guida Juca-10374.21
276104-Jussara Varanda-4139.56
273333-Jussara Varanda-18937.18
839611-Tabalipa Duarte-9076.58
20949-Guaraci Damasceno-6106.65
417882-Ermelinda Quintela-992.86
580866-Tibefarcio Colao-7042.81
519480-Quintiliano Sousa de Arronches-15049.37
812383-Oliveira Senchez-481.45
735537-Cleusa Goes-2254.06
293487-Augusta Paio-1316.35
402136-Clara Alcantara-21269.11
87143-Sidfnio Frois-8637.01
359451-Filomena Barrios-300.57
768791-Nuno Balsemeo-14360.78
221938-Danilo Olaio-9400.12
932127-Feledcia Peassego-5571.09
891220-Fulvio Villegas-3211.45
705649-Melinda Roserio-14519.57
605624-Jonatas Felgueiras-3882.09
364600-Neuza Francia-8675.03
61367-Ermelinda Quintela-2554.21
197589-Esperada Cardoso-16195.08
84025-Almor Caiado-683.84
628819-Nuno Balsemeo-3331.53
838290-Camila Gabeira-7793.75
334216-Ermelinda Quintela-8653.07
627309-Emedlio Pimentel-10731.98
857654-Odete Vasques-11719.04
232718-Filomena Barrios-8180.26
13474-Adelino Barra-2729.07
945395-Guida Juca-5739.68
788232-Tibofarcio Camacho-21351.66
848022-Sidfnio Frois-4077.66
964378-Neeamia Arruda-5943.95
158248-Flamednia Leiria-11582.33
880218-Trajano Fagundes-510.84
