593961-Letedcia Gago-15700.30
39219-Leonidas Mafra-12952.94
962098-Manuel Capiperibe-13125.08
431146-Ximena Castilho-12937.40
695273-Tarrataca Soares-16396.08
221190-Almor Caiado-2960.73
2677-Marilda Leio-2677.15
626848-Armanda Amorim-148.31
691067-Flor Portella-3829.20
84847-Odete Vasques-4076.72
965835-Neuza Francia-17586.05
612405-Polibe Olivares-10361.61
122163-Ermelinda Quintela-2026.39
712978-Emedlio Pimentel-2210.70
188975-Silvio Mata-5547.66
911016-Jorgina Bogalho-17879.87
163019-Augusta Paio-16505.06
12835-Liana Cardim-13986.49
815747-Liana Cardim-9718.57
929043-Melinda Roserio-21419.41
167914-Augusta Paio-11084.24
394535-Silvio Mata-2145.52
915463-Angelica Aranha-18846.75
944200-Daniel Vieyra-3629.04
228936-Micaela Chavez-876.09
638274-Guaraci Damasceno-6105.20
120927-Angilica Galante-19566.83
318542-Camila Gabeira-2652.12
863754-Heleedsa Marins-13130.28
812813-Danilo Olaio-19359.57
433878-Estanislau Beserra-15346.41
692945-Antonio Viegas-18340.36
112883-Urbano Rodrigues-19819.52
172142-Lina Andrade-11434.12
301867-Honorina Lira-6121.57
197332-Leonidas Mafra-20277.96
596079-Ermelinda Quintela-13914.33
17138-Almor Caiado-11182.68
603709-Melinda Roserio-12231.32
46858-Celeste Duarte-20889.44
947784-Flor Portella-19758.95
272324-Almerinda Palmeira-4951.04
665586-Clarindo Areosa-8302.17
733382-Flor Portella-10363.89
221394-Jorgina Bogalho-13346.91
318597-Tabalipa Duarte-1324.04
936007-Almerinda Palmeira-13650.00
236645-Liana Cardim-2405.34
266048-Clara Alcantara-3051.38
839965-Zungela Ipiranga-3831.85
887438-Andreia Moita-4691.32
576382-Letedcia Gago-16714.05
817684-Fulvio Villegas-20570.70
526807-Clara Alcantara-13633.20
164303-Carminda Morais-21005.41
442756-Guaraci Damasceno-613.76
549496-Jussara Varanda-1513.12
605450-Judite Damasceno-320.65
929162-Armindo Castalo-21163.31
384384-Rebeca Neto-12746.88
816635-Delfina Perdigon-15905.75
143441-Jussara Varanda-3036.68
90450-Mercia Caeira-13954.86
254195-Lurdes Cotrim-4055.29
806818-Adelino Barra-6246.93
566537-Esperada Cardoso-5176.52
247036-Romo Paranage-21122.02
928044-Cleusa Goes-3573.23
626698-Moaci Mendoa-6662.53
495763-Daniel Vieyra-21146.37
33042-Clara Alcantara-3489.70
702671-Adelino Barra-16401.13
809678-Basilio Pedroso-407.20
986945-Esperada Cardoso-6759.74
558-Marilda Leio-2872.98
71911-Urbano Rodrigues-2093.80
3249-Quintiliano Sousa de Arronches-5746.28
763284-Anind Zarco-6005.56
588660-Judite Damasceno-5276.99
261778-Sidfnio Frois-6611.94
138955-Heleedsa Marins-13842.27
591277-Anind Zarco-10184.46
711478-Branco Saraba-12352.56
349946-Celeste Duarte-19442.43
784-Urbano Rodrigues-2137.60
344647-Liana Cardim-2918.32
856995-Liana Cardim-923.51
87324-Jussara Varanda-19141.15
641084-Heleedsa Marins-14942.20
447438-Angilica Galante-9489.98
407122-Liana Cardim-15531.37
853124-Romo Paranage-6022.44
412532-Emedlio Pimentel-5474.72
692149-Emedlio Pimentel-6368.22
462522-Taercio Mafra-12758.23
14118-Marilda Leio-9416.84
462530-Emiliana Foquio-1520.57
538441-Feledcia Peassego-10191.45
169897-Lina Andrade-17527.86
16298-Letedcia Gago-8717.50
57057-Lurdes Cotrim-4906.73
325216-Filomena Barrios-9585.26
556151-Jorgina Bogalho-17679.39
43187-Manuel Capiperibe-8121.47
805975-Almor Caiado-9146.10
812369-Ubaldo Mainha-2151.40
166985-Romo Paranage-10706.03
873071-Trajano Fagundes-19081.41
693913-Feledcia Peassego-11808.27
767225-Rebeca Neto-15638.44
322083-Estanislau Beserra-15709.01
46496-Cleusa Goes-4387.42
15391-Tibefarcio Colao-13332.99
456596-Antonio Viegas-11948.58
720059-Almerinda Palmeira-19676.64
322914-Armanda Amorim-17179.93
609810-Jorgina Bogalho-7376.76
954092-Spnia ou Sonia Guerreiro-12665.49
959438-Nuno Balsemeo-9237.59
266931-Honorina Lira-12035.27
324010-Esperada Cardoso-9073.65
54149-Gaudancio Fiees-15884.12
826825-Joaquim Rufino-17014.27
54570-Henrique Bento-17938.84
429532-Cleusa Goes-3551.20
414234-Mercia Caeira-8084.43
55498-Zungela Ipiranga-19480.53
299503-Henrique Bento-17785.23
684690-Carminda Morais-13189.99
930012-Lurdes Cotrim-1747.82
19064-Telma Villalobos-13651.06
525254-Augusta Paio-10856.77
773800-Regina Barcellos-2950.20
837205-Trajano Fagundes-7610.75
758655-Micaela Chavez-11485.04
860479-Almor Caiado-2244.35
471398-Joaquim Rufino-3514.90
758397-Trajano Fagundes-4527.90
110900-Polibe Olivares-2889.91
739171-Telma Villalobos-10409.21
894084-Moaci Mendoa-21249.40
414074-Tibofarcio Camacho-8169.81
861989-Taercio Mafra-18507.55
253221-Carminda Morais-1171.09
44366-Cleusa Goes-11058.67
439131-Augusta Paio-3422.44
309487-Letedcia Gago-16917.16
232539-Henrique Bento-15969.90
195084-Sofras Cuaresma-13246.18
156560-Elisa Themes-17983.57
416602-Ximena Castilho-20742.51
782868-Neuza Francia-9121.81
342211-Estanislau Beserra-20480.43
921458-Augusta Paio-7408.13
575177-Gaudancio Fiees-9318.57
249254-Anfnia Seixas-8288.13
357921-Clarindo Areosa-12401.22
956678-Silvio Mata-19663.55
861380-Adelino Barra-4910.66
240366-Emedlia Silvera-2807.39
56351-Andreia Moita-15101.56
328401-Adelino Barra-12494.55
581769-Silvio Mata-5843.13
106608-Trajano Fagundes-19572.35
256475-Carminda Morais-18343.26
757321-Polibe Olivares-13640.92
18683-Cassandra Varejo-7709.66
511958-Jussara Varanda-4064.39
995544-Danilo Olaio-7233.01
613045-Letedcia Gago-20105.41
103632-Telma Villalobos-10141.14
361389-Ubaldo Mainha-20064.42
800390-Antonio Castelo-15095.40
315328-Esperada Cardoso-13741.63
126722-Taercio Mafra-17174.20
311641-Jonatas Felgueiras-14976.93
825569-Estanislau Beserra-10572.28
461641-Jorgina Bogalho-20877.40
968748-Adelina Quadros-18912.52
541974-Armanda Amorim-17923.82
854231-Polibe Olivares-14420.02
838473-Trajano Fagundes-7668.79
277568-Dulce Froes-6791.96
546431-Quintiliano Sousa de Arronches-10795.11
566521-Henrique Bento-5611.55
913015-Ximena Castilho-559.83
384223-Danilo Olaio-3928.08
305363-Moaci Mendoa-6642.70
182168-Adelino Barra-6892.39
359668-Emiliana Foquio-9587.80
594581-Henrique Bento-17536.35
459609-Jonatas Felgueiras-2889.90
766803-Almor Caiado-21092.67
130634-Dulce Froes-13563.30
174064-Rodolfo Paz-21348.96
637214-Cleusa Goes-19843.26
826463-Emedlio Pimentel-1212.26
727790-Feledcia Peassego-16115.32
402208-Filomena Barrios-4192.30
845261-Branco Saraba-15625.90
669995-Oliveira Senchez-6097.01
12746-Angelica Aranha-7221.60
751254-Letedcia Gago-17589.27
685909-Tibefarcio Colao-9345.74
132041-Guida Juca-17707.48
249074-Odete Vasques-16899.02
832299-Camila Gabeira-422.45
739987-Regina Barcellos-324.89
917429-Antonio Castelo-16008.91
333371-Manuel Capiperibe-1962.53
46141-Taercio Mafra-19059.23
909968-Emedlia Silvera-17294.52
763327-Edgar Carvalheiro-4337.19
883784-Marilda Leio-8454.05
366828-Antonio Viegas-18965.37
746276-Clarindo Areosa-20007.86
484200-Adelina Quadros-12141.35
932118-Carminda Morais-20768.75
428099-Zulmira Becerra-9583.09
154310-Estanislau Beserra-6951.59
503124-Delfim Higuera-987.21
36418-Armindo Castalo-9226.31
246505-Jorgina Bogalho-13083.94
383837-Almerinda Palmeira-12177.94
611752-Fulvio Villegas-20071.61
104314-Manuel Capiperibe-15164.24
498738-Domingos Pas-17299.08
654190-Sofras Cuaresma-6213.57
782110-Nuno Balsemeo-19497.85
833760-Quintino Alcantara-18394.55
621699-Rebeca Neto-18529.58
848626-Adelina Quadros-4525.11
559991-Ximena Castilho-5077.58
474344-Romo Paranage-16301.42
310299-Ubaldo Mainha-4592.70
683544-Ermelinda Quintela-9133.74
875858-Delfim Higuera-3873.89
203188-Eurico Siqueira-10710.43
921873-Honorina Lira-8493.42
949343-Odilia Camello-13231.75
651673-Nuno Balsemeo-5413.14
75004-Esperada Cardoso-4096.79
129305-Liana Cardim-5102.38
94254-Neeamia Arruda-12767.13
369988-Edgar Carvalheiro-14070.23
806983-Antonio Viegas-6502.23
184221-Quintiliano Sousa de Arronches-10070.99
985900-Spnia ou Sonia Guerreiro-15443.02
144140-Angilica Galante-437.40
603392-Eurico Siqueira-17586.90
34317-Odilia Bello-9418.58
940039-Romo Paranage-19869.33
356977-Emedlio Pimentel-15215.78
47988-Sara Lameiras-8541.89
880558-Regina Barcellos-12025.59
982790-Clara Alcantara-2788.82
975352-Odilia Camello-17470.66
840630-Lurdes Cotrim-8945.69
781869-Oliveira Carmona-4902.29
64829-Romo Paranage-3363.49
523269-Basilio Pedroso-1249.00
811593-Almor Caiado-17088.40
262075-Zulmira Becerra-12457.13
467412-Adelina Quadros-13907.61
901947-Ermelinda Quintela-16266.42
359627-Antonio Viegas-2651.41
556701-Jonatas Felgueiras-3671.16
852675-Jussara Varanda-1724.73
967088-Taercio Mafra-7522.55
821814-Quintiliano Sousa de Arronches-8083.20
366196-Delfina Perdigon-16638.43
284613-Odilia Bello-17126.55
652068-Trajano Fagundes-13644.33
114218-Jussara Varanda-11294.17
765318-Oliveira Carmona-1368.35
491708-Sidfnio Frois-19411.95
100370-Guaraci Damasceno-7502.68
775527-Tibofarcio Camacho-18661.21
535782-Andreia Moita-3906.04
525276-Adelina Quadros-6624.26
380105-Melinda Roserio-1453.08
618234-Neeamia Arruda-19285.93
728758-Judite Damasceno-15567.61
35952-Almerinda Palmeira-5513.92
136859-Zulmira Becerra-19141.57
879333-Odilia Camello-4051.65
278870-Heleedsa Marins-5982.66
278117-Jorgina Bogalho-20930.41
266760-Flor Portella-14890.93
510318-Henrique Bento-14241.35
73618-Aludsio Sosa-870.31
996283-Clarindo Areosa-18976.50
89904-Manuel Capiperibe-21223.78
132910-Carminda Morais-20069.31
592713-Guaraci Damasceno-7945.84
887611-Sara Lameiras-1119.80
893584-Filomena Barrios-2242.58
167333-Delfim Higuera-14985.37
594238-Ubaldo Mainha-19598.03
108683-Filomena Barrios-2128.30
565185-Ubaldo Mainha-13609.04
329941-Elisa Themes-6254.16
687564-Domingos Pas-18665.06
839178-Dulce Froes-61.55
866297-Tibofarcio Camacho-4687.48
83297-Ermelinda Quintela-12436.36
465532-Joaquim Rufino-21245.29
113374-Ermelinda Quintela-17142.13
318702-Romo Paranage-18788.07
133649-Fulvio Villegas-8614.32
83491-Quintino Alcantara-14719.97
581038-Ubaldo Mainha-17083.27
728172-Neuza Francia-13515.31
770002-Honorina Lira-19583.71
258834-Guida Juca-19327.53
847877-Angilica Galante-10413.53
416466-Honorina Lira-18368.18
727119-Delfina Garcia de Gondim-6224.48
607008-Ubaldo Mainha-16387.67
290190-Zulmira Becerra-20799.00
319687-Elisa Themes-12225.00
252765-Manuel Capiperibe-13010.81
602060-Angelica Aranha-20658.09
490180-Delfina Perdigon-13440.96
17332-Adelino Barra-11428.71
292580-Nuno Balsemeo-1092.35
719887-Clarindo Areosa-5026.52
192838-Honorina Lira-3998.95
395118-Elisa Themes-12995.02
920966-Melinda Roserio-8663.09
879064-Spnia ou Sonia Guerreiro-14606.28
350949-Adelina Quadros-1483.97
666563-Sofras Cuaresma-18500.00
513470-Cleusa Goes-19894.90
247199-Zulmira Becerra-5730.23
250400-Adelino Barra-2168.32
122722-Clara Alcantara-170.69
813345-Marilda Leio-20982.61
468349-Antonio Castelo-17321.73
890082-Judite Damasceno-7976.10
244899-Dulce Froes-1560.06
99938-Danilo Olaio-12793.57
36238-Emiliana Foquio-15810.23
814675-Clara Alcantara-2650.53
688899-Filomena Barrios-14373.00
950449-Gaudancio Fiees-5880.67
930850-Ermelinda Quintela-9061.90
79273-Carminda Morais-20810.03
639188-Cassandra Varejo-4399.88
184899-Telma Villalobos-19168.78
72005-Daniel Vieyra-16.39
71137-Anfnia Seixas-2117.39
984115-Anind Zarco-17007.75
413001-Quintino Alcantara-921.06
847975-Zulmira Becerra-10247.95
306369-Carminda Morais-13467.46
597115-Armindo Castalo-11671.93
956453-Jorgina Bogalho-9887.88
93572-Filomena Barrios-12114.28
919944-Moaci Mendoa-9871.29
356535-Tabalipa Duarte-11822.01
315112-Heleedsa Marins-11097.88
630273-Zungela Ipiranga-9182.89
968581-Daniel Vieyra-3102.18
876211-Henrique Bento-12750.66
600362-Polibe Olivares-908.89
875081-Jorgina Bogalho-12694.86
855794-Angilica Galante-5329.59
872200-Ximena Castilho-21270.52
359942-Tibofarcio Camacho-13414.89
241808-Esperada Cardoso-11213.62
762697-Danilo Olaio-16226.77
538898-Delfina Perdigon-19773.07
90297-Silvio Mata-16187.92
747922-Odete Vasques-8121.84
717024-Daniel Vieyra-9947.85
431701-Gaudancio Fiees-6071.76
855506-Celeste Duarte-5555.48
67714-Cassandra Varejo-7734.21
223863-Augusta Paio-17007.80
508854-Gaudancio Fiees-9595.39
511044-Eurico Siqueira-6988.18
301570-Anind Zarco-11303.57
897252-Letedcia Gago-18074.47
711090-Celeste Duarte-6747.11
591061-Urbano Rodrigues-9044.28
876238-Jussara Varanda-16958.60
647385-Anfnia Seixas-20687.15
893658-Marilda Leio-8642.99
192278-Armanda Amorim-14415.23
495893-Neeamia Arruda-4925.49
677391-Delfim Higuera-13470.60
535532-Dulce Froes-8198.78
216940-Sidfnio Frois-19767.75
206549-Lina Andrade-8330.02
380570-Armindo Castalo-8111.10
855718-Moaci Mendoa-20019.86
507074-Danilo Olaio-13801.50
223135-Adelina Quadros-16260.43
843399-Telma Villalobos-5717.52
276863-Emiliana Foquio-17062.48
248984-Oliveira Carmona-18559.25
38811-Sofras Cuaresma-4959.77
701594-Adelina Quadros-17511.94
327630-Angelica Aranha-7979.17
664843-Quintiliano Sousa de Arronches-5958.14
430256-Silvio Mata-21396.70
571922-Rodolfo Paz-17416.93
945349-Sofras Cuaresma-21049.16
134601-Neuza Francia-18552.76
847191-Urbano Rodrigues-5460.69
108325-Augusta Paio-12843.18
945400-Mercia Caeira-4738.73
176337-Antonio Viegas-13925.75
182038-Almor Caiado-15529.02
706296-Nuno Balsemeo-16295.67
340173-Jussara Varanda-3795.14
476259-Augusta Paio-16460.86
278292-Manuel Capiperibe-10555.48
123578-Lina Andrade-16196.82
237098-Celeste Duarte-4850.46
114746-Camila Gabeira-2916.70
917561-Danilo Olaio-2391.32
213780-Regina Barcellos-11473.08
703991-Melinda Roserio-6980.07
627446-Eurico Siqueira-18717.13
364716-Oliveira Senchez-11845.70
287871-Rodolfo Paz-6385.62
420338-Eurico Siqueira-16138.41
985252-Adelino Barra-14414.80
342364-Jorgina Bogalho-6932.34
768537-Romo Paranage-10753.49
512755-Melinda Roserio-1487.83
646533-Emedlia Silvera-5569.96
355113-Flor Portella-19037.00
998830-Adelino Barra-6918.44
209822-Dulce Froes-18122.09
934697-Cleusa Goes-9620.13
261731-Leonidas Mafra-20304.33
136271-Oliveira Carmona-6799.35
209272-Tabalipa Duarte-9132.77
327925-Adelina Quadros-11290.46
633260-Oliveira Carmona-4640.75
70676-Delfina Garcia de Gondim-15397.22
816511-Daniel Vieyra-14535.93
569155-Neuza Francia-17585.92
551256-Rebeca Neto-19368.02
619339-Armindo Castalo-2202.53
766015-Silvio Mata-4025.14
236874-Armanda Amorim-13916.51
220900-Almerinda Palmeira-5123.76
438841-Rodolfo Paz-3972.21
5441-Basilio Pedroso-13378.54
870967-Ermelinda Quintela-14259.25
732847-Clarindo Areosa-18087.41
295072-Spnia ou Sonia Guerreiro-10368.27
217792-Daniel Vieyra-9818.94
865723-Lina Andrade-6810.30
526737-Rebeca Neto-7727.96
653875-Branco Saraba-7235.49
199687-Rebeca Neto-19747.70
539241-Odete Vasques-9247.25
441075-Odete Vasques-7962.47
901591-Zungela Ipiranga-17381.18
116380-Esperada Cardoso-123.67
924203-Edgar Carvalheiro-18176.62
840242-Silvio Mata-14033.96
557967-Rebeca Neto-5817.79
44780-Tabalipa Duarte-3148.22
46059-Oliveira Carmona-4854.75
214428-Lurdes Cotrim-17736.75
759159-Tarrataca Soares-7977.31
524531-Antonio Castelo-8341.72
660154-Joaquim Rufino-1995.90
236706-Eurico Siqueira-4337.06
554344-Jorgina Bogalho-8426.30
214929-Antonio Castelo-10374.71
769715-Tibefarcio Colao-8075.45
354395-Manuel Capiperibe-3731.06
251335-Angilica Galante-1366.68
213761-Tibefarcio Colao-14898.83
946223-Odete Vasques-6501.58
403912-Odilia Bello-1621.99
624975-Branco Saraba-13638.59
480379-Flamednia Leiria-13860.96
702972-Cleusa Goes-20376.50
587825-Ubaldo Mainha-603.82
901788-Esperada Cardoso-7311.51
477880-Lurdes Cotrim-4360.22
391894-Ubaldo Mainha-20952.74
781354-Letedcia Gago-21374.87
362298-Sara Lameiras-3899.50
673969-Estanislau Beserra-20723.54
157442-Almerinda Palmeira-15384.95
747011-Carminda Morais-5264.92
42706-Elisa Themes-11961.95
968730-Oliveira Senchez-10702.99
881678-Elisa Themes-15522.01
339516-Telma Villalobos-10761.95
903378-Romo Paranage-21045.87
135673-Emedlio Pimentel-8278.85
767183-Armanda Amorim-11672.47
557066-Jorgina Bogalho-17729.21
62557-Clara Alcantara-13315.95
427460-Nuno Balsemeo-428.58
888479-Telma Villalobos-4879.01
32664-Estanislau Beserra-13618.69
558592-Quintiliano Sousa de Arronches-15547.51
235977-Urbano Rodrigues-18740.91
935568-Lurdes Cotrim-5455.10
425050-Regina Barcellos-20006.46
918186-Heleedsa Marins-12869.30
361199-Tabalipa Duarte-12020.03
190704-Neeamia Arruda-19080.66
515326-Artur Grillo-4740.09
331796-Branco Saraba-4334.14
859438-Zulmira Becerra-16764.47
686078-Antonio Viegas-21160.05
229855-Esperada Cardoso-3357.58
485003-Flor Portella-10666.93
327064-Oliveira Senchez-21091.19
570096-Filomena Barrios-13055.53
60046-Oliveira Carmona-11934.31
503586-Basilio Pedroso-16976.21
541808-Camila Gabeira-616.53
438074-Aludsio Sosa-11069.85
235091-Almerinda Palmeira-17348.44
901589-Flor Portella-8680.47
351951-Marilda Leio-587.93
892989-Almor Caiado-3832.78
460785-Trajano Fagundes-17986.05
674661-Celeste Duarte-8376.91
850855-Heleedsa Marins-8152.68
513729-Elisa Themes-13567.71
274898-Flamednia Leiria-16463.13
45468-Henrique Bento-17267.51
230272-Guida Juca-20859.86
378326-Oliveira Senchez-19384.04
531870-Leonidas Mafra-6912.73
