300063-Quintino Alcantara-14704.47
34831-Quintino Alcantara-18041.98
934232-Sidfnio Frois-19807.11
318085-Celeste Duarte-12257.95
812727-Honorina Lira-12286.74
296768-Joaquim Rufino-20036.89
123283-Danilo Olaio-21195.60
675101-Almor Caiado-11231.89
883636-Delfina Garcia de Gondim-17348.27
676767-Jorgina Bogalho-15972.85
412709-Antonio Viegas-6303.59
141284-Guaraci Damasceno-3479.11
783462-Branco Saraba-9838.45
311446-Zungela Ipiranga-19821.63
579167-Ubaldo Mainha-5574.92
421171-Angelica Aranha-18307.89
999475-Leonidas Mafra-5324.28
472601-Sidfnio Frois-9781.04
768656-Sidfnio Frois-15159.87
30885-Artur Grillo-4321.80
806738-Branco Saraba-15595.93
984600-Aludsio Sosa-18837.34
360347-Oliveira Senchez-2900.34
963165-Regina Barcellos-10963.46
360864-Augusta Paio-8194.41
949159-Carminda Morais-21148.62
259617-Angelica Aranha-2493.78
130176-Taercio Mafra-10448.51
189960-Nuno Balsemeo-11976.19
109097-Artur Grillo-17616.50
312911-Camila Gabeira-15379.73
876128-Angilica Galante-18249.58
866285-Letedcia Gago-1318.35
701260-Judite Damasceno-5867.98
215492-Clara Alcantara-1206.75
221708-Lurdes Cotrim-21096.24
533027-Oliveira Senchez-21148.84
272734-Tibofarcio Camacho-1085.30
632280-Basilio Pedroso-15087.20
495303-Daniel Vieyra-16078.29
22217-Daniel Vieyra-20031.42
174787-Oliveira Carmona-11775.35
61594-Clara Alcantara-16264.01
498804-Spnia ou Sonia Guerreiro-386.19
765158-Basilio Pedroso-5438.34
505232-Letedcia Gago-15520.56
107493-Basilio Pedroso-5991.05
604120-Henrique Bento-3648.94
435012-Fulvio Villegas-18275.27
917880-Tarrataca Soares-605.38
50905-Flor Portella-19385.60
673531-Regina Barcellos-4312.52
770357-Guida Juca-17173.13
701731-Delfina Perdigon-17918.12
430818-Jussara Varanda-17510.94
834834-Emedlio Pimentel-2671.15
895644-Heleedsa Marins-16022.22
840160-Urbano Rodrigues-17108.27
314910-Polibe Olivares-16377.78
26208-Leonidas Mafra-4332.12
83149-Antonio Viegas-20062.63
798646-Heleedsa Marins-14524.53
48826-Emiliana Foquio-5967.40
216326-Cleusa Goes-17184.41
2408-Odete Vasques-11093.89
622563-Almor Caiado-10377.40
814851-Rebeca Neto-14656.35
112301-Polibe Olivares-2129.92
303997-Ermelinda Quintela-16833.07
54925-Quintino Alcantara-9428.50
827684-Quintiliano Sousa de Arronches-17469.33
677194-Leonidas Mafra-18037.31
294595-Ximena Castilho-1432.96
225129-Camila Gabeira-5395.13
483953-Leonidas Mafra-8835.15
352577-Emedlio Pimentel-17191.38
336232-Angelica Aranha-3034.69
542411-Tabalipa Duarte-15305.81
607940-Edgar Carvalheiro-14704.02
451477-Ermelinda Quintela-19504.56
507256-Estanislau Beserra-8838.00
858885-Estanislau Beserra-2089.94
663543-Micaela Chavez-3572.89
207940-Neeamia Arruda-8985.14
710159-Domingos Pas-14769.98
117369-Andreia Moita-16963.50
264405-Edgar Carvalheiro-18236.87
563263-Armanda Amorim-13137.45
854103-Telma Villalobos-18773.53
968187-Fulvio Villegas-8573.21
931724-Emedlio Pimentel-8343.45
344215-Celeste Duarte-16672.04
4306-Adelino Barra-5133.83
960823-Antonio Viegas-1171.08
430093-Daniel Vieyra-493.34
414523-Branco Saraba-14194.52
569380-Feledcia Peassego-9702.32
676813-Quintiliano Sousa de Arronches-1673.12
881825-Aludsio Sosa-13711.66
4767-Lurdes Cotrim-19701.34
100564-Oliveira Carmona-7595.82
996900-Cleusa Goes-16339.27
887321-Camila Gabeira-21019.31
582774-Aludsio Sosa-1594.08
792037-Adelino Barra-6408.38
999062-Carminda Morais-1347.69
589132-Filomena Barrios-3603.38
865773-Regina Barcellos-16210.15
404102-Odilia Camello-11524.13
295707-Jorgina Bogalho-4249.35
541120-Leonidas Mafra-13890.35
614895-Dulce Froes-6335.48
408619-Antonio Viegas-5149.52
102189-Armanda Amorim-13905.35
387193-Anind Zarco-20113.27
522846-Quintino Alcantara-17068.42
110165-Rodolfo Paz-259.48
446259-Fulvio Villegas-9398.13
94391-Estanislau Beserra-14672.18
908664-Adelina Quadros-13380.30
373618-Quintiliano Sousa de Arronches-14095.71
937328-Jussara Varanda-3687.02
427659-Angilica Galante-20301.11
881621-Sofras Cuaresma-4647.29
227334-Adelina Quadros-846.33
927594-Delfina Perdigon-9391.56
396924-Tibofarcio Camacho-1527.82
204706-Danilo Olaio-8432.28
544103-Augusta Paio-10303.23
296942-Armanda Amorim-20852.31
500694-Rodolfo Paz-16831.21
739572-Fulvio Villegas-5835.75
526827-Regina Barcellos-4205.19
782486-Andreia Moita-11484.01
572971-Polibe Olivares-7791.44
206671-Fulvio Villegas-21010.72
715353-Rebeca Neto-9539.85
655444-Odilia Camello-19931.90
409070-Antonio Castelo-3972.50
896685-Armindo Castalo-16135.47
930349-Elisa Themes-17720.48
51182-Sofras Cuaresma-1143.04
357727-Ximena Castilho-15688.31
807660-Dulce Froes-2081.30
986817-Almerinda Palmeira-17177.03
798745-Neuza Francia-16664.26
766290-Leonidas Mafra-17611.41
515970-Angelica Aranha-20277.96
10395-Letedcia Gago-12587.22
827606-Almor Caiado-9211.35
392619-Flor Portella-2055.82
595404-Jonatas Felgueiras-5216.33
889642-Guida Juca-905.07
186639-Delfim Higuera-9423.15
400722-Delfina Perdigon-13943.01
759225-Almerinda Palmeira-15311.00
222445-Rodolfo Paz-1443.83
670955-Almor Caiado-16818.99
309461-Guida Juca-5444.25
714770-Quintino Alcantara-20572.53
183826-Anfnia Seixas-18631.62
700970-Oliveira Senchez-16452.74
38478-Neeamia Arruda-19871.63
206827-Clara Alcantara-11618.67
504854-Fulvio Villegas-3177.84
538235-Manuel Capiperibe-2340.59
480937-Celeste Duarte-8642.82
597370-Almerinda Palmeira-10149.53
26626-Quintino Alcantara-5317.78
177774-Armindo Castalo-19594.93
980204-Cassandra Varejo-4691.93
364265-Sara Lameiras-21278.94
381141-Tabalipa Duarte-6074.49
904910-Sidfnio Frois-17716.56
743232-Almor Caiado-15336.77
399278-Zungela Ipiranga-16112.15
671792-Eurico Siqueira-15232.13
327065-Tabalipa Duarte-8833.26
397419-Ximena Castilho-17193.53
893249-Delfina Perdigon-9950.47
158515-Silvio Mata-17790.27
102187-Moaci Mendoa-21293.92
319670-Cleusa Goes-4202.89
733310-Lurdes Cotrim-10371.94
13394-Aludsio Sosa-6274.54
76998-Romo Paranage-5853.69
199697-Ximena Castilho-2945.57
120290-Spnia ou Sonia Guerreiro-20468.84
993378-Almor Caiado-10817.98
161128-Trajano Fagundes-912.08
821957-Estanislau Beserra-11323.66
192395-Honorina Lira-17734.68
457061-Almor Caiado-15123.04
687137-Camila Gabeira-1885.54
89450-Micaela Chavez-11115.67
168854-Filomena Barrios-3041.61
979936-Marilda Leio-1478.77
519986-Adelino Barra-15069.97
386373-Antonio Viegas-11015.07
122077-Neuza Francia-16106.68
421222-Filomena Barrios-6990.06
747662-Judite Damasceno-9831.99
982013-Tarrataca Soares-2961.72
21768-Elisa Themes-13928.59
255486-Odilia Bello-17499.49
942751-Armindo Castalo-7536.34
515545-Joaquim Rufino-151.30
645660-Regina Barcellos-10576.50
660161-Tibofarcio Camacho-4695.53
989171-Domingos Pas-21176.75
42292-Danilo Olaio-5546.13
945334-Camila Gabeira-18543.60
349540-Clarindo Areosa-17038.59
58229-Branco Saraba-5233.97
321063-Manuel Capiperibe-14976.52
667787-Manuel Capiperibe-9591.11
175401-Henrique Bento-16406.27
559953-Polibe Olivares-16892.73
458085-Oliveira Senchez-10044.49
863177-Aludsio Sosa-6679.55
969059-Jussara Varanda-7709.97
564986-Cassandra Varejo-2984.59
876056-Henrique Bento-10238.08
359331-Guida Juca-1643.83
701948-Sofras Cuaresma-562.20
26063-Oliveira Carmona-18108.88
467825-Lina Andrade-14375.80
556227-Angelica Aranha-12316.56
811255-Artur Grillo-5526.30
102930-Zulmira Becerra-5020.10
102386-Celeste Duarte-5429.79
198141-Dulce Froes-13745.44
686913-Elisa Themes-18324.20
34363-Melinda Roserio-652.96
294964-Antonio Castelo-17609.98
207849-Ximena Castilho-795.40
748475-Sidfnio Frois-695.24
432387-Delfina Garcia de Gondim-17460.80
388894-Letedcia Gago-18718.92
310860-Basilio Pedroso-9165.11
187458-Silvio Mata-9976.13
60980-Telma Villalobos-5223.28
909463-Almerinda Palmeira-13450.15
566096-Fulvio Villegas-8745.66
605460-Tabalipa Duarte-17818.61
864971-Ubaldo Mainha-12695.85
528768-Quintino Alcantara-2968.50
288604-Feledcia Peassego-5042.82
704432-Leonidas Mafra-14336.71
267042-Angelica Aranha-19419.82
839610-Trajano Fagundes-5496.85
391196-Celeste Duarte-1752.63
486786-Manuel Capiperibe-11171.72
35140-Odete Vasques-1042.55
362885-Flor Portella-15958.60
721025-Mercia Caeira-13532.42
102920-Branco Saraba-11872.87
525451-Angelica Aranha-3880.92
28492-Esperada Cardoso-1873.12
939650-Romo Paranage-11375.79
878209-Sidfnio Frois-15934.19
430202-Carminda Morais-20978.10
310123-Neuza Francia-18778.13
721237-Artur Grillo-6183.65
697909-Odilia Bello-5322.44
51453-Adelino Barra-12329.65
506072-Almor Caiado-6525.84
810241-Antonio Viegas-10081.10
396348-Adelino Barra-18981.38
169638-Silvio Mata-8995.94
924620-Rodolfo Paz-10764.73
881456-Odilia Bello-12789.03
101127-Heleedsa Marins-20292.13
9448-Nuno Balsemeo-3774.50
656162-Polibe Olivares-14931.48
679434-Angilica Galante-7157.16
460587-Marilda Leio-14622.22
44743-Camila Gabeira-18820.32
720505-Branco Saraba-3319.45
192306-Carminda Morais-3931.15
276244-Quintiliano Sousa de Arronches-18600.39
779225-Telma Villalobos-9874.37
608797-Daniel Vieyra-980.55
768098-Zulmira Becerra-3090.64
292268-Regina Barcellos-17247.20
60544-Cassandra Varejo-16459.16
310303-Regina Barcellos-14258.93
144467-Elisa Themes-1044.54
604837-Spnia ou Sonia Guerreiro-2171.75
719907-Danilo Olaio-19513.67
429326-Esperada Cardoso-21.60
611303-Angelica Aranha-2579.39
728745-Jorgina Bogalho-5215.48
59071-Heleedsa Marins-5233.16
839869-Leonidas Mafra-8816.08
285402-Judite Damasceno-21286.69
447122-Ermelinda Quintela-12024.95
347454-Mercia Caeira-9031.56
796639-Henrique Bento-912.77
191026-Tibofarcio Camacho-6649.97
700253-Polibe Olivares-13764.26
765291-Silvio Mata-11545.54
783949-Trajano Fagundes-12782.83
341002-Zulmira Becerra-16293.42
478603-Clarindo Areosa-4376.98
852914-Tibefarcio Colao-13439.83
143368-Melinda Roserio-7689.47
843257-Anind Zarco-1748.11
997324-Tarrataca Soares-14436.07
326074-Quintiliano Sousa de Arronches-6123.15
538165-Tibofarcio Camacho-2215.31
909841-Armanda Amorim-21312.97
220327-Rebeca Neto-8865.97
594772-Micaela Chavez-8804.54
768570-Daniel Vieyra-2744.49
66693-Emiliana Foquio-7933.02
549685-Nuno Balsemeo-19354.46
44201-Liana Cardim-8318.05
694709-Tabalipa Duarte-18818.03
622398-Guida Juca-10076.45
547175-Lina Andrade-1606.99
414718-Basilio Pedroso-14906.09
352683-Cassandra Varejo-9603.46
573462-Dulce Froes-12389.41
652480-Gaudancio Fiees-7022.26
429605-Oliveira Carmona-2318.09
706591-Clarindo Areosa-19563.58
930561-Delfina Garcia de Gondim-6359.19
965321-Antonio Viegas-14686.14
123861-Branco Saraba-2507.52
597209-Telma Villalobos-19423.00
601970-Almor Caiado-14772.31
419786-Guida Juca-101.00
350958-Armanda Amorim-9666.73
736490-Honorina Lira-16813.26
571336-Romo Paranage-4442.72
224762-Honorina Lira-7469.78
323785-Celeste Duarte-12109.09
744366-Joaquim Rufino-20108.74
483828-Romo Paranage-2955.14
868245-Eurico Siqueira-9721.12
952135-Basilio Pedroso-21147.13
161691-Delfim Higuera-15596.50
717239-Joaquim Rufino-1935.17
729903-Leonidas Mafra-10442.53
968254-Neuza Francia-913.41
531689-Nuno Balsemeo-2755.66
453540-Silvio Mata-13848.90
810713-Clara Alcantara-21036.34
781565-Cassandra Varejo-186.34
504848-Delfina Garcia de Gondim-4325.02
560440-Letedcia Gago-13584.54
846708-Daniel Vieyra-21396.16
232687-Honorina Lira-15888.50
291839-Carminda Morais-9450.96
192997-Clarindo Areosa-9105.81
882118-Tarrataca Soares-17171.12
549440-Feledcia Peassego-10260.82
125526-Antonio Castelo-16208.93
92049-Anfnia Seixas-6751.91
89221-Andreia Moita-5872.12
197901-Sidfnio Frois-11517.73
20059-Angelica Aranha-16986.19
524536-Carminda Morais-903.68
545939-Emedlia Silvera-15886.60
820758-Antonio Viegas-14323.70
436681-Oliveira Carmona-657.68
618470-Quintino Alcantara-3833.17
206264-Guaraci Damasceno-14484.43
944427-Romo Paranage-9770.51
316789-Neuza Francia-14121.41
191594-Flamednia Leiria-15783.38
37330-Quintiliano Sousa de Arronches-14428.75
15688-Zungela Ipiranga-4179.16
360259-Armanda Amorim-8444.62
800946-Clara Alcantara-16192.82
822357-Almor Caiado-6862.35
472531-Polibe Olivares-4683.70
721362-Clarindo Areosa-2030.93
863209-Cleusa Goes-19940.37
712343-Taercio Mafra-15648.71
773612-Branco Saraba-14955.79
123807-Joaquim Rufino-9971.32
93284-Clara Alcantara-616.64
431083-Edgar Carvalheiro-2780.24
945395-Honorina Lira-4438.25
345570-Joaquim Rufino-14696.48
513725-Delfim Higuera-7776.37
999301-Moaci Mendoa-15413.58
444176-Sidfnio Frois-10867.38
940400-Tibefarcio Colao-889.66
93546-Ximena Castilho-12827.40
585164-Elisa Themes-15248.64
468016-Lina Andrade-3664.73
782990-Ubaldo Mainha-454.21
559674-Polibe Olivares-28.82
618826-Moaci Mendoa-16712.28
429830-Spnia ou Sonia Guerreiro-8212.58
611157-Clarindo Areosa-21312.57
885423-Neuza Francia-6072.18
713407-Anind Zarco-15211.58
928251-Armindo Castalo-19902.52
237901-Odilia Bello-14453.54
679686-Cassandra Varejo-13293.38
785646-Joaquim Rufino-20601.21
916041-Dulce Froes-1871.97
871817-Regina Barcellos-16248.16
991683-Leonidas Mafra-6167.62
264523-Ermelinda Quintela-19263.73
895346-Tibefarcio Colao-14617.75
263714-Adelina Quadros-12170.05
114674-Jussara Varanda-6094.49
705487-Odilia Camello-11346.87
676312-Armanda Amorim-16423.67
636784-Feledcia Peassego-466.69
501636-Flor Portella-9205.85
248967-Danilo Olaio-4129.73
740699-Ermelinda Quintela-21409.65
490557-Leonidas Mafra-4397.45
14194-Jorgina Bogalho-11456.41
272139-Jonatas Felgueiras-10504.21
688439-Augusta Paio-2430.52
389346-Clara Alcantara-62.74
443672-Neuza Francia-18649.50
835784-Lina Andrade-18905.87
381377-Trajano Fagundes-1286.05
607421-Urbano Rodrigues-8768.54
165447-Emedlia Silvera-15115.95
1637-Guida Juca-7066.01
727147-Jonatas Felgueiras-5931.32
227400-Rodolfo Paz-17784.04
248509-Rodolfo Paz-14886.09
718724-Celeste Duarte-17139.98
875946-Cleusa Goes-17524.42
432566-Armanda Amorim-7857.94
141526-Ermelinda Quintela-8741.75
951572-Delfina Perdigon-572.99
734520-Odilia Bello-21074.65
998407-Odilia Camello-11989.83
7756-Celeste Duarte-14057.10
174264-Liana Cardim-20419.37
761645-Tarrataca Soares-297.02
400927-Moaci Mendoa-2734.21
313948-Manuel Capiperibe-17602.97
209724-Guaraci Damasceno-18377.29
692337-Jonatas Felgueiras-5523.87
779774-Estanislau Beserra-9723.39
721003-Clara Alcantara-13630.73
289427-Trajano Fagundes-17180.72
942901-Lina Andrade-3295.96
244674-Rebeca Neto-4907.70
466885-Angilica Galante-11045.32
297975-Antonio Castelo-2664.49
643641-Anfnia Seixas-1302.79
947555-Danilo Olaio-4134.89
561854-Clara Alcantara-8591.81
835211-Ermelinda Quintela-15959.61
924102-Daniel Vieyra-13531.98
993976-Neeamia Arruda-16424.88
46470-Odilia Bello-10229.47
325082-Tabalipa Duarte-877.08
57213-Heleedsa Marins-6151.75
491372-Tarrataca Soares-19464.73
346283-Delfina Perdigon-15006.33
14244-Fulvio Villegas-10300.97
927823-Guaraci Damasceno-13206.59
228545-Oliveira Carmona-10990.10
867982-Andreia Moita-4224.51
97008-Augusta Paio-13984.45
914029-Quintino Alcantara-9310.08
326801-Augusta Paio-4258.49
25941-Ermelinda Quintela-19249.06
740390-Spnia ou Sonia Guerreiro-11629.14
420131-Delfina Perdigon-5607.77
379112-Delfim Higuera-18787.91
