44719-Joaquim Rufino-8963.98
265712-Antonio Viegas-6524.56
780781-Ubaldo Mainha-7684.80
765372-Neeamia Arruda-2318.14
225604-Clara Alcantara-16754.32
817283-Zulmira Becerra-5340.99
242208-Danilo Olaio-6641.65
491251-Ermelinda Quintela-2352.96
146311-Cassandra Varejo-4008.65
186804-Armindo Castalo-13559.95
367730-Gaudancio Fiees-5358.44
542337-Andreia Moita-5056.26
481947-Guida Juca-6754.07
766494-Tibofarcio Camacho-10781.72
412063-Antonio Castelo-8809.14
408038-Delfina Perdigon-17867.31
719836-Estanislau Beserra-4214.90
409214-Jonatas Felgueiras-16449.81
475152-Fulvio Villegas-10256.44
755272-Urbano Rodrigues-13838.31
234385-Eurico Siqueira-12447.15
937584-Ximena Castilho-13552.57
96389-Emedlia Silvera-6542.55
735037-Ximena Castilho-20480.22
704280-Melinda Roserio-19849.50
105791-Mercia Caeira-7848.75
122772-Quintiliano Sousa de Arronches-18885.95
788112-Tibofarcio Camacho-1705.20
265720-Augusta Paio-6499.95
608565-Urbano Rodrigues-18757.51
462413-Anind Zarco-11175.01
160254-Anfnia Seixas-19184.39
503-Letedcia Gago-6360.52
731238-Joaquim Rufino-1863.03
150535-Marilda Leio-8010.07
352-Marilda Leio-20081.13
581619-Adelina Quadros-467.52
652896-Joaquim Rufino-20235.40
738139-Jussara Varanda-17313.22
950955-Sara Lameiras-17184.47
27203-Ximena Castilho-11934.26
818263-Gaudancio Fiees-6921.03
866472-Sofras Cuaresma-7201.03
686482-Melinda Roserio-19528.34
44786-Odilia Bello-11735.01
869801-Cleusa Goes-14105.02
569565-Guida Juca-1556.00
380265-Emedlio Pimentel-21252.53
711117-Urbano Rodrigues-3745.07
553625-Celeste Duarte-2239.74
146708-Melinda Roserio-9100.02
757457-Lurdes Cotrim-15298.20
807104-Armindo Castalo-12912.03
424741-Almor Caiado-8484.05
345405-Delfina Perdigon-1019.67
789730-Leonidas Mafra-10368.36
347154-Angilica Galante-1429.22
173154-Aludsio Sosa-14563.03
539490-Eurico Siqueira-8525.30
744586-Sidfnio Frois-11290.84
913359-Sara Lameiras-20142.30
24576-Trajano Fagundes-3305.04
238489-Regina Barcellos-1438.28
555603-Heleedsa Marins-20902.52
223506-Letedcia Gago-20611.14
392735-Camila Gabeira-8574.20
96346-Flor Portella-4872.84
883253-Spnia ou Sonia Guerreiro-9974.57
439057-Guida Juca-1165.13
18249-Emiliana Foquio-17232.57
571785-Rodolfo Paz-10936.87
126868-Ermelinda Quintela-15687.12
501762-Ximena Castilho-16929.50
111994-Henrique Bento-390.22
127696-Lina Andrade-7072.46
593653-Adelino Barra-5761.55
928723-Guaraci Damasceno-10562.51
669767-Adelina Quadros-1556.51
229754-Filomena Barrios-21470.90
319803-Odete Vasques-9626.24
9889-Marilda Leio-11211.96
446722-Dulce Froes-13853.23
387759-Tabalipa Duarte-11373.41
156456-Heleedsa Marins-16684.53
210258-Basilio Pedroso-16795.81
378219-Nuno Balsemeo-12726.91
966420-Clarindo Areosa-14846.19
354719-Delfina Garcia de Gondim-3108.06
199919-Flamednia Leiria-13550.35
557862-Angilica Galante-11748.71
689485-Anind Zarco-8993.98
24500-Danilo Olaio-3953.61
71131-Antonio Viegas-21407.49
584219-Tarrataca Soares-19844.21
119368-Antonio Castelo-20166.32
900084-Tibofarcio Camacho-35.26
351807-Trajano Fagundes-10974.93
54530-Marilda Leio-14908.47
407858-Spnia ou Sonia Guerreiro-335.64
367201-Camila Gabeira-11371.21
467160-Esperada Cardoso-823.27
763169-Sofras Cuaresma-1103.52
898447-Tibefarcio Colao-6424.23
374758-Angilica Galante-12240.07
820447-Delfina Garcia de Gondim-18941.26
363210-Celeste Duarte-12125.43
113053-Sofras Cuaresma-19028.95
482347-Neeamia Arruda-7264.66
657210-Odilia Camello-21338.74
383749-Esperada Cardoso-18297.57
498119-Feledcia Peassego-7767.41
10209-Flamednia Leiria-960.20
883095-Delfina Perdigon-11729.19
20887-Romo Paranage-8498.10
96394-Jussara Varanda-7951.46
319874-Micaela Chavez-5410.26
69547-Romo Paranage-13601.39
828185-Delfina Perdigon-4421.38
434154-Spnia ou Sonia Guerreiro-2453.11
603727-Zulmira Becerra-21246.95
411118-Neeamia Arruda-8127.10
29459-Manuel Capiperibe-15037.20
515954-Judite Damasceno-2981.19
425383-Aludsio Sosa-14841.40
858317-Jorgina Bogalho-6037.53
934125-Basilio Pedroso-18210.73
552890-Rodolfo Paz-8446.59
582773-Ximena Castilho-9194.87
78302-Clarindo Areosa-13889.21
963689-Henrique Bento-1390.41
638839-Urbano Rodrigues-4544.52
538209-Aludsio Sosa-2699.98
974023-Angelica Aranha-18435.14
328377-Guida Juca-15224.56
8733-Sara Lameiras-5308.30
319186-Fulvio Villegas-7627.64
688354-Jussara Varanda-12833.17
680236-Heleedsa Marins-18479.00
326233-Henrique Bento-10354.95
799909-Rebeca Neto-9799.75
968659-Daniel Vieyra-13636.14
846956-Emedlia Silvera-8156.68
961360-Guaraci Damasceno-15796.42
711318-Gaudancio Fiees-5334.87
601366-Marilda Leio-6744.96
244250-Letedcia Gago-6503.31
476195-Telma Villalobos-10020.20
883102-Guaraci Damasceno-9422.16
776804-Liana Cardim-9130.59
591454-Lurdes Cotrim-11598.59
963485-Judite Damasceno-16598.27
787663-Jonatas Felgueiras-10781.91
609798-Elisa Themes-9186.68
462197-Spnia ou Sonia Guerreiro-14793.80
770243-Oliveira Carmona-20969.81
424959-Honorina Lira-12277.42
360468-Domingos Pas-6927.34
96958-Henrique Bento-13366.17
766258-Almor Caiado-19313.94
930317-Branco Saraba-17185.02
585530-Esperada Cardoso-8369.82
854384-Cassandra Varejo-18887.69
307792-Lurdes Cotrim-8488.96
403425-Odilia Camello-17083.58
986012-Joaquim Rufino-16946.44
580638-Edgar Carvalheiro-13385.86
22841-Anind Zarco-14029.46
968272-Spnia ou Sonia Guerreiro-10235.59
646222-Celeste Duarte-20483.26
899277-Manuel Capiperibe-12177.72
10994-Feledcia Peassego-16593.58
466384-Domingos Pas-4417.29
112404-Clara Alcantara-5280.36
943118-Antonio Viegas-13504.40
153491-Filomena Barrios-12949.42
377595-Ermelinda Quintela-10360.39
343328-Adelino Barra-12240.62
43236-Clarindo Areosa-7135.47
876775-Jussara Varanda-4467.09
620749-Jonatas Felgueiras-13366.08
382963-Emedlio Pimentel-2481.36
126904-Andreia Moita-9886.02
156587-Artur Grillo-3412.31
81809-Adelina Quadros-13721.74
881119-Zungela Ipiranga-12658.44
841114-Feledcia Peassego-21192.21
903103-Odilia Bello-8650.81
911204-Rebeca Neto-3436.41
478727-Anind Zarco-18915.18
404634-Artur Grillo-9976.55
102891-Moaci Mendoa-15280.38
675379-Judite Damasceno-246.81
976484-Guaraci Damasceno-5238.38
830350-Antonio Viegas-17269.19
124051-Micaela Chavez-10473.17
876302-Mercia Caeira-1796.74
667743-Heleedsa Marins-4625.77
521215-Mercia Caeira-11514.88
437694-Armindo Castalo-11224.84
579754-Anind Zarco-2764.05
813968-Carminda Morais-19785.08
700386-Emiliana Foquio-14456.99
705393-Emedlio Pimentel-12671.92
425040-Zungela Ipiranga-19710.22
351503-Rodolfo Paz-6126.63
121920-Romo Paranage-6345.39
113887-Emiliana Foquio-9252.07
219788-Telma Villalobos-5612.44
450155-Quintino Alcantara-2561.98
714469-Adelino Barra-4567.78
149829-Moaci Mendoa-3521.09
622848-Marilda Leio-1903.25
293134-Fulvio Villegas-9600.31
284570-Delfina Perdigon-8549.72
228021-Melinda Roserio-12473.24
488255-Jorgina Bogalho-12554.46
422737-Emiliana Foquio-8510.76
934571-Sara Lameiras-8992.96
451313-Quintino Alcantara-17437.46
451692-Rebeca Neto-9809.76
373045-Heleedsa Marins-17561.26
801911-Leonidas Mafra-13022.66
446375-Liana Cardim-17915.59
799272-Andreia Moita-16003.60
174601-Almerinda Palmeira-3081.04
729117-Odete Vasques-11095.92
822770-Delfim Higuera-20370.15
639657-Clarindo Areosa-14054.66
700992-Oliveira Senchez-3664.34
960822-Ubaldo Mainha-424.02
998901-Ximena Castilho-7097.75
145551-Guida Juca-520.93
133861-Sofras Cuaresma-16625.39
152872-Flor Portella-3658.55
143978-Daniel Vieyra-2805.46
975032-Armindo Castalo-20192.75
251604-Esperada Cardoso-19216.14
120283-Emiliana Foquio-9127.70
284507-Urbano Rodrigues-17014.71
710782-Adelino Barra-2489.48
629929-Aludsio Sosa-13069.47
675427-Camila Gabeira-9326.09
502827-Liana Cardim-14637.43
405264-Odilia Bello-17128.96
667308-Esperada Cardoso-3875.56
549686-Odilia Camello-8825.31
24299-Domingos Pas-1582.99
30238-Fulvio Villegas-12134.19
18424-Almor Caiado-6522.20
440172-Sidfnio Frois-2184.47
263526-Camila Gabeira-8930.77
861530-Almor Caiado-1372.69
68800-Adelino Barra-14007.72
815359-Odete Vasques-326.94
416831-Cassandra Varejo-19283.61
564169-Adelino Barra-9534.27
19194-Esperada Cardoso-3649.68
88324-Antonio Viegas-525.14
443921-Telma Villalobos-14215.33
270625-Almor Caiado-5434.89
561961-Zulmira Becerra-17557.53
800479-Cassandra Varejo-14731.30
164434-Neeamia Arruda-18951.99
271335-Emiliana Foquio-3895.31
790406-Lina Andrade-16169.48
865626-Clarindo Areosa-15630.28
988379-Silvio Mata-995.64
410269-Estanislau Beserra-12956.52
251580-Neeamia Arruda-17690.96
829522-Odete Vasques-10738.83
338525-Honorina Lira-16064.45
441224-Lurdes Cotrim-3787.62
329396-Clarindo Areosa-4709.26
989518-Flor Portella-11991.98
826852-Guida Juca-21289.88
57764-Odilia Camello-15003.70
715588-Tibefarcio Colao-1958.75
857326-Spnia ou Sonia Guerreiro-5212.85
996866-Joaquim Rufino-15425.37
185335-Gaudancio Fiees-17643.66
379258-Adelino Barra-14052.21
325809-Emedlia Silvera-13581.79
919222-Almor Caiado-17605.08
711945-Leonidas Mafra-18654.98
552041-Cassandra Varejo-17058.41
856341-Anind Zarco-10624.15
189014-Delfim Higuera-8886.47
601958-Neuza Francia-15495.04
667145-Ermelinda Quintela-9500.17
344850-Regina Barcellos-5117.19
905696-Adelino Barra-7780.98
427998-Fulvio Villegas-13574.24
712233-Esperada Cardoso-15753.43
439189-Heleedsa Marins-11795.72
363847-Micaela Chavez-5596.40
792967-Fulvio Villegas-13324.96
108527-Branco Saraba-7662.02
782555-Augusta Paio-11078.04
258023-Regina Barcellos-15054.71
786513-Dulce Froes-15808.16
197545-Trajano Fagundes-2602.38
829646-Antonio Castelo-12976.66
156744-Aludsio Sosa-7768.94
508234-Feledcia Peassego-13163.34
357284-Cleusa Goes-19676.97
79801-Ubaldo Mainha-5650.07
217198-Sofras Cuaresma-7561.15
1415-Regina Barcellos-5894.14
806130-Odilia Camello-5861.88
628210-Basilio Pedroso-1414.91
685694-Jonatas Felgueiras-10196.89
841487-Trajano Fagundes-3310.35
937750-Neuza Francia-15811.92
377354-Regina Barcellos-882.16
904948-Tibefarcio Colao-20125.74
588924-Clarindo Areosa-4701.70
252919-Delfina Perdigon-8183.87
151356-Flamednia Leiria-17983.88
337137-Edgar Carvalheiro-6647.11
26462-Esperada Cardoso-5148.55
531479-Ermelinda Quintela-18605.41
274235-Emedlia Silvera-11848.99
199080-Delfina Perdigon-19928.37
18249-Leonidas Mafra-15647.30
687281-Clara Alcantara-10801.52
570025-Tabalipa Duarte-10987.41
459448-Honorina Lira-8055.10
464078-Romo Paranage-9666.61
399173-Ubaldo Mainha-5425.15
522757-Camila Gabeira-10385.41
137695-Tabalipa Duarte-18880.73
957884-Flor Portella-12038.63
296620-Almor Caiado-2835.79
859701-Neeamia Arruda-20515.97
122659-Romo Paranage-13818.00
475482-Odilia Bello-2418.87
514322-Rodolfo Paz-13443.46
940025-Zulmira Becerra-11503.27
270359-Jorgina Bogalho-2492.42
311454-Nuno Balsemeo-13747.65
207873-Camila Gabeira-3734.19
161661-Jorgina Bogalho-4123.77
530657-Neuza Francia-18226.74
252613-Sofras Cuaresma-18905.33
704882-Emedlia Silvera-7041.72
825116-Antonio Viegas-2761.64
685888-Emiliana Foquio-10766.78
572821-Eurico Siqueira-17766.19
637272-Carminda Morais-20268.89
700025-Angilica Galante-3447.17
820247-Telma Villalobos-15399.25
529417-Leonidas Mafra-10306.03
101770-Ximena Castilho-16.50
769090-Esperada Cardoso-4459.02
33275-Estanislau Beserra-17806.07
130662-Odilia Camello-7909.48
598573-Romo Paranage-7231.51
929159-Basilio Pedroso-2352.40
586500-Anfnia Seixas-2938.77
2471-Letedcia Gago-14415.77
183479-Quintino Alcantara-4219.14
783569-Melinda Roserio-12704.43
276979-Anind Zarco-8960.61
443977-Melinda Roserio-17298.30
176967-Jussara Varanda-15283.80
565906-Manuel Capiperibe-16735.11
635332-Lurdes Cotrim-2596.26
383214-Romo Paranage-7785.55
265930-Oliveira Senchez-856.58
553839-Fulvio Villegas-5776.60
558397-Manuel Capiperibe-14818.44
3827-Urbano Rodrigues-10241.44
568144-Aludsio Sosa-17644.21
265652-Almor Caiado-12303.81
381668-Quintiliano Sousa de Arronches-13125.58
104723-Micaela Chavez-5676.40
292637-Delfim Higuera-14192.75
631299-Adelina Quadros-6491.75
209881-Odilia Camello-339.57
182009-Branco Saraba-16005.11
731354-Trajano Fagundes-13985.86
194517-Esperada Cardoso-9681.06
617265-Artur Grillo-13396.74
101370-Neuza Francia-3674.56
932273-Feledcia Peassego-6448.38
659602-Cassandra Varejo-18049.43
897667-Sidfnio Frois-3437.52
277746-Lurdes Cotrim-12793.83
212646-Celeste Duarte-5521.09
805219-Odilia Bello-6032.91
57937-Odilia Bello-7270.22
670630-Zungela Ipiranga-13452.17
943220-Clarindo Areosa-15808.34
636334-Zulmira Becerra-1824.52
226654-Filomena Barrios-10273.84
374795-Manuel Capiperibe-13490.44
679368-Carminda Morais-6734.58
775704-Delfim Higuera-14077.36
530665-Basilio Pedroso-354.65
759238-Augusta Paio-9372.70
15262-Cassandra Varejo-3958.44
857134-Telma Villalobos-20405.15
805034-Quintiliano Sousa de Arronches-4529.74
459809-Emedlia Silvera-16926.11
54407-Branco Saraba-5473.54
3202-Henrique Bento-4772.45
894564-Judite Damasceno-20499.24
53835-Joaquim Rufino-2422.16
595962-Heleedsa Marins-21457.47
763530-Camila Gabeira-13520.23
705845-Clarindo Areosa-16090.38
703317-Antonio Castelo-204.11
401407-Camila Gabeira-18492.16
966437-Armanda Amorim-19926.76
983424-Lurdes Cotrim-8182.47
384641-Letedcia Gago-11182.50
829691-Odilia Camello-4026.61
248945-Trajano Fagundes-11627.15
920150-Domingos Pas-3828.27
55951-Leonidas Mafra-7625.91
461569-Heleedsa Marins-7578.13
711293-Oliveira Carmona-10955.16
508456-Sofras Cuaresma-9734.34
763574-Jorgina Bogalho-19724.00
145687-Edgar Carvalheiro-21273.84
397800-Manuel Capiperibe-3182.85
894709-Liana Cardim-416.31
315782-Eurico Siqueira-19708.80
469427-Emiliana Foquio-10713.16
886309-Antonio Castelo-16733.72
325668-Emiliana Foquio-4193.50
319117-Danilo Olaio-20000.62
240143-Daniel Vieyra-20135.70
377428-Artur Grillo-9128.50
707133-Danilo Olaio-3905.12
283665-Regina Barcellos-9939.10
626579-Quintino Alcantara-10528.04
630439-Odilia Camello-4696.36
865431-Camila Gabeira-16341.06
927517-Moaci Mendoa-2495.09
580229-Sidfnio Frois-19628.34
45763-Guaraci Damasceno-19406.70
543789-Moaci Mendoa-2034.26
992066-Armanda Amorim-7478.04
840680-Flor Portella-12715.11
589407-Quintiliano Sousa de Arronches-4453.11
139239-Nuno Balsemeo-15349.37
319869-Gaudancio Fiees-6480.84
380242-Adelina Quadros-10949.50
273212-Melinda Roserio-11108.77
54731-Guida Juca-14584.57
186367-Adelino Barra-7480.19
379415-Ximena Castilho-750.80
175033-Celeste Duarte-4130.72
336797-Domingos Pas-15869.12
494042-Andreia Moita-14290.18
77271-Antonio Castelo-2576.74
464841-Jonatas Felgueiras-2619.94
5239-Sidfnio Frois-12653.74
651540-Quintiliano Sousa de Arronches-441.63
322756-Joaquim Rufino-4192.18
828205-Tarrataca Soares-6624.04
519706-Neuza Francia-6263.00
153756-Armindo Castalo-1769.92
75077-Telma Villalobos-2273.28
539860-Delfim Higuera-11678.22
799065-Almor Caiado-18449.00
511976-Guida Juca-11638.81
825384-Tabalipa Duarte-17418.86
88368-Feledcia Peassego-9180.54
744797-Cleusa Goes-10893.77
858549-Oliveira Senchez-20712.05
991739-Trajano Fagundes-15092.41
720859-Ximena Castilho-17543.95
521624-Henrique Bento-14069.86
234714-Trajano Fagundes-17385.26
998593-Liana Cardim-10468.42
919796-Camila Gabeira-8668.70
834545-Micaela Chavez-18466.95
155785-Jonatas Felgueiras-7863.00
124026-Joaquim Rufino-9440.45
310351-Aludsio Sosa-16309.03
901126-Augusta Paio-14474.11
308472-Romo Paranage-4686.49
707421-Delfim Higuera-12551.70
434771-Sara Lameiras-10989.21
500916-Letedcia Gago-14289.20
466775-Angelica Aranha-3553.56
829893-Tibefarcio Colao-2877.07
595511-Fulvio Villegas-3438.63
415167-Guida Juca-5679.87
127971-Adelino Barra-13792.97
562128-Tibefarcio Colao-12927.15
237343-Ubaldo Mainha-9345.39
340078-Odilia Camello-4817.63
429057-Camila Gabeira-1617.14
44140-Andreia Moita-11422.15
17097-Eurico Siqueira-9731.98
376256-Odilia Bello-8185.45
430648-Feledcia Peassego-2726.56
301345-Sofras Cuaresma-2535.88
733146-Edgar Carvalheiro-18507.16
68247-Angelica Aranha-6927.94
814739-Jussara Varanda-4365.48
726186-Danilo Olaio-6888.88
324212-Carminda Morais-7093.17
843530-Delfina Perdigon-888.78
282735-Branco Saraba-20218.95
594327-Zungela Ipiranga-9327.88
612851-Flor Portella-8157.34
494093-Anfnia Seixas-3095.52
878430-Ximena Castilho-3582.85
559863-Micaela Chavez-4453.54
955869-Polibe Olivares-20181.68
407624-Moaci Mendoa-12504.11
138902-Melinda Roserio-15447.35
68122-Almor Caiado-18525.79
728903-Tibefarcio Colao-14553.78
588020-Emedlio Pimentel-7084.88
508072-Rodolfo Paz-20471.01
84568-Clarindo Areosa-15201.12
249029-Marilda Leio-18429.90
645778-Zulmira Becerra-1000.66
836943-Cleusa Goes-18790.22
576220-Ermelinda Quintela-16719.46
720038-Artur Grillo-21080.85
181102-Clara Alcantara-12016.70
519906-Branco Saraba-949.15
269898-Estanislau Beserra-19085.03
323686-Micaela Chavez-10185.27
595567-Emedlio Pimentel-19926.12
935942-Silvio Mata-7893.77
561605-Almerinda Palmeira-14070.23
57155-Emedlio Pimentel-2433.76
720980-Zulmira Becerra-20299.52
311969-Manuel Capiperibe-10131.89
154336-Adelino Barra-498.86
575258-Filomena Barrios-13764.06
890175-Jonatas Felgueiras-5721.92
209766-Filomena Barrios-7175.16
630532-Heleedsa Marins-4806.28
679268-Sofras Cuaresma-1710.80
234406-Honorina Lira-1471.58
855809-Lurdes Cotrim-8542.15
15697-Flamednia Leiria-154.53
638047-Augusta Paio-10287.65
345409-Telma Villalobos-11439.19
754962-Nuno Balsemeo-660.11
562905-Jorgina Bogalho-13979.01
389961-Nuno Balsemeo-15531.11
260556-Angelica Aranha-4312.58
742905-Ermelinda Quintela-16999.37
118742-Danilo Olaio-7596.88
33845-Clara Alcantara-20055.43
808807-Zulmira Becerra-8740.75
568902-Flamednia Leiria-11847.13
517818-Quintiliano Sousa de Arronches-7505.75
353008-Neuza Francia-7733.30
110730-Emedlia Silvera-13478.93
60883-Cassandra Varejo-877.99
527153-Ermelinda Quintela-1590.60
137812-Oliveira Carmona-14068.03
828801-Camila Gabeira-3254.38
161727-Clarindo Areosa-4694.72
226449-Quintiliano Sousa de Arronches-20822.81
260299-Danilo Olaio-7513.66
542543-Tarrataca Soares-17848.84
260220-Manuel Capiperibe-9377.53
504940-Tibefarcio Colao-17338.64
134175-Sara Lameiras-4504.41
906747-Dulce Froes-20999.68
936836-Sara Lameiras-7206.22
903711-Romo Paranage-7784.51
74481-Oliveira Carmona-2731.29
304957-Daniel Vieyra-588.72
610834-Quintino Alcantara-1511.32
146513-Almerinda Palmeira-15786.75
257402-Elisa Themes-11904.51
214816-Guaraci Damasceno-11999.56
65308-Fulvio Villegas-8576.07
715191-Guida Juca-17165.14
425022-Augusta Paio-20604.50
454058-Dulce Froes-14418.71
921040-Delfim Higuera-6204.61
859814-Daniel Vieyra-16017.66
111891-Clara Alcantara-9648.93
213469-Artur Grillo-20420.40
231423-Quintino Alcantara-12888.14
2409-Domingos Pas-16260.29
637156-Manuel Capiperibe-1066.10
229253-Telma Villalobos-11133.25
305853-Angelica Aranha-5102.67
4768-Sofras Cuaresma-18517.21
671152-Fulvio Villegas-11681.58
950379-Augusta Paio-10765.34
617956-Carminda Morais-15116.46
417830-Tabalipa Duarte-10773.76
892544-Antonio Castelo-15586.08
851374-Henrique Bento-17456.10
250205-Ximena Castilho-12247.63
772267-Emedlia Silvera-4465.09
324309-Adelina Quadros-15108.15
843167-Odete Vasques-8433.36
232552-Silvio Mata-13700.07
599650-Augusta Paio-12164.74
733065-Spnia ou Sonia Guerreiro-4416.08
276336-Rodolfo Paz-13440.26
375976-Gaudancio Fiees-12074.35
805739-Odilia Bello-12222.86
264089-Angelica Aranha-4410.53
332686-Taercio Mafra-18688.25
243073-Tabalipa Duarte-7796.66
420274-Henrique Bento-13815.09
834697-Basilio Pedroso-8212.58
923736-Lurdes Cotrim-18668.58
547203-Augusta Paio-18251.07
816991-Joaquim Rufino-16609.00
979272-Sofras Cuaresma-12687.92
265470-Eurico Siqueira-19375.98
677994-Jorgina Bogalho-9983.78
854000-Sofras Cuaresma-7052.27
55447-Quintino Alcantara-239.87
71835-Spnia ou Sonia Guerreiro-16124.07
940637-Jorgina Bogalho-8797.58
816653-Neuza Francia-11416.82
682966-Heleedsa Marins-13272.29
157534-Neeamia Arruda-8005.62
658186-Camila Gabeira-6390.58
110171-Andreia Moita-2538.40
364863-Romo Paranage-13905.18
672468-Urbano Rodrigues-9788.88
321605-Tabalipa Duarte-16129.43
636584-Almerinda Palmeira-5085.32
976923-Camila Gabeira-6564.72
575176-Branco Saraba-12792.89
547345-Odilia Bello-14459.72
142846-Camila Gabeira-15981.29
154367-Tabalipa Duarte-9323.04
957885-Edgar Carvalheiro-6559.31
875491-Camila Gabeira-19912.95
687625-Anfnia Seixas-10844.84
726973-Taercio Mafra-19518.06
752962-Carminda Morais-10779.59
702216-Delfina Garcia de Gondim-19919.36
409434-Flamednia Leiria-12200.27
314704-Odilia Bello-6290.91
448876-Spnia ou Sonia Guerreiro-20442.34
661647-Tabalipa Duarte-6839.04
932287-Melinda Roserio-21118.62
42620-Almor Caiado-18232.54
670638-Antonio Castelo-8164.58
219399-Quintiliano Sousa de Arronches-19441.85
711646-Quintino Alcantara-9354.54
735565-Almor Caiado-15501.57
231793-Andreia Moita-3730.82
533336-Almor Caiado-6933.97
323160-Adelina Quadros-16908.46
758799-Basilio Pedroso-20185.08
498439-Branco Saraba-1679.56
168603-Antonio Viegas-6879.99
650507-Dulce Froes-6741.86
132970-Danilo Olaio-11054.05
421247-Sara Lameiras-14471.17
184626-Anfnia Seixas-603.69
916381-Neeamia Arruda-18966.01
158986-Elisa Themes-17926.50
8842-Daniel Vieyra-11944.90
608794-Micaela Chavez-17002.49
113210-Tibefarcio Colao-20947.47
996327-Tibofarcio Camacho-8864.32
649989-Delfina Garcia de Gondim-665.99
761821-Micaela Chavez-7197.32
91499-Adelina Quadros-5026.69
359283-Adelina Quadros-4933.71
816444-Gaudancio Fiees-5362.87
356065-Regina Barcellos-18514.46
776498-Oliveira Carmona-7729.71
75675-Cassandra Varejo-14925.80
398892-Angelica Aranha-3992.09
678436-Guaraci Damasceno-17522.06
956927-Ubaldo Mainha-9323.72
421356-Armindo Castalo-9036.50
807473-Dulce Froes-14627.42
310574-Delfim Higuera-13976.17
698926-Letedcia Gago-1109.50
687972-Celeste Duarte-1233.06
360104-Dulce Froes-21280.83
522131-Emedlia Silvera-13736.75
932851-Heleedsa Marins-20260.74
123409-Filomena Barrios-21057.52
746056-Daniel Vieyra-1532.25
967651-Rodolfo Paz-11376.47
921165-Tarrataca Soares-18694.54
60548-Dulce Froes-16482.81
570428-Camila Gabeira-5344.96
367185-Neeamia Arruda-4247.01
126158-Odete Vasques-9640.61
856189-Guida Juca-11995.83
682424-Neeamia Arruda-6840.32
234425-Delfim Higuera-15121.56
992167-Armindo Castalo-2754.18
121993-Angelica Aranha-13353.86
418426-Odilia Camello-11168.23
972967-Moaci Mendoa-1224.00
144899-Silvio Mata-9929.71
267017-Domingos Pas-21173.38
695386-Domingos Pas-10519.80
239209-Antonio Viegas-7173.53
457809-Trajano Fagundes-4585.52
266431-Ermelinda Quintela-6747.86
827158-Esperada Cardoso-9707.78
129623-Flamednia Leiria-1314.16
595182-Armanda Amorim-12078.35
514955-Romo Paranage-13678.08
232222-Edgar Carvalheiro-20089.53
962260-Mercia Caeira-10947.36
876690-Lina Andrade-8959.48
368320-Gaudancio Fiees-13931.87
959282-Jonatas Felgueiras-18126.45
