235799-Neeamia Arruda-203.87
207497-Emiliana Foquio-12521.76
988022-Spnia ou Sonia Guerreiro-3514.14
435129-Branco Saraba-15166.26
360229-Augusta Paio-20510.10
292235-Trajano Fagundes-13246.85
313400-Leonidas Mafra-2978.97
966292-Sidfnio Frois-7635.30
736852-Urbano Rodrigues-18004.34
451034-Feledcia Peassego-13484.12
565192-Angilica Galante-419.79
278755-Urbano Rodrigues-5451.87
144841-Camila Gabeira-10011.75
158129-Flamednia Leiria-12256.10
59298-Cleusa Goes-10964.87
11113-Gaudancio Fiees-8192.95
981459-Cleusa Goes-20356.09
762417-Romo Paranage-12320.91
394554-Clara Alcantara-19878.28
938250-Sofras Cuaresma-20512.79
549144-Emiliana Foquio-14573.61
390503-Elisa Themes-5891.56
408199-Almor Caiado-13933.01
355969-Judite Damasceno-9229.75
930212-Emiliana Foquio-16890.34
30536-Jorgina Bogalho-13855.62
331935-Odilia Bello-10560.60
530559-Sara Lameiras-7623.38
775594-Zulmira Becerra-11207.33
454116-Guaraci Damasceno-15926.71
61153-Feledcia Peassego-19172.20
647540-Telma Villalobos-20546.11
420773-Edgar Carvalheiro-11095.35
885228-Aludsio Sosa-15808.91
959682-Danilo Olaio-6903.38
37068-Lurdes Cotrim-4888.85
409621-Lina Andrade-1537.33
907093-Polibe Olivares-21302.64
495776-Zulmira Becerra-7395.56
945226-Nuno Balsemeo-20770.10
673774-Emedlia Silvera-10485.87
795667-Judite Damasceno-19912.35
556957-Daniel Vieyra-11551.72
135189-Melinda Roserio-16890.57
204845-Basilio Pedroso-5235.33
308871-Jonatas Felgueiras-9025.70
491085-Sara Lameiras-14979.80
249297-Celeste Duarte-504.03
829573-Angelica Aranha-20868.99
175523-Angilica Galante-10053.61
192693-Lurdes Cotrim-10045.51
946580-Anind Zarco-13943.46
827687-Regina Barcellos-6164.20
244212-Delfina Garcia de Gondim-640.71
68476-Marilda Leio-6602.76
747044-Augusta Paio-19465.85
794100-Eurico Siqueira-10135.92
90635-Leonidas Mafra-10648.42
167209-Andreia Moita-7151.88
799415-Rebeca Neto-10853.63
957722-Domingos Pas-16205.56
219635-Ximena Castilho-20905.03
716343-Cleusa Goes-2548.47
901323-Feledcia Peassego-15180.91
659804-Aludsio Sosa-10186.76
951467-Telma Villalobos-15944.23
329734-Lurdes Cotrim-15867.33
687874-Rodolfo Paz-11493.40
449333-Oliveira Carmona-2650.24
142590-Filomena Barrios-18208.23
680169-Honorina Lira-14512.97
284900-Trajano Fagundes-2050.33
752449-Clara Alcantara-732.66
639773-Augusta Paio-636.83
598415-Ermelinda Quintela-18653.43
349571-Honorina Lira-17068.11
685761-Neeamia Arruda-4906.57
130774-Oliveira Senchez-18623.45
417555-Telma Villalobos-15773.11
408381-Odilia Bello-17224.53
762423-Polibe Olivares-11556.50
188726-Neuza Francia-8814.51
633872-Jussara Varanda-1467.20
925546-Branco Saraba-17153.60
307962-Emedlio Pimentel-13564.75
882299-Oliveira Carmona-18778.24
395602-Gaudancio Fiees-9310.26
158323-Fulvio Villegas-16771.57
261099-Delfina Perdigon-8860.91
387489-Aludsio Sosa-14204.99
369614-Guida Juca-707.78
132490-Urbano Rodrigues-6049.67
444810-Trajano Fagundes-8186.01
22917-Augusta Paio-9665.26
284487-Jorgina Bogalho-4193.50
405675-Armindo Castalo-1957.49
854301-Spnia ou Sonia Guerreiro-18901.45
960099-Romo Paranage-6468.19
410945-Ermelinda Quintela-19100.80
205226-Cassandra Varejo-16499.84
452830-Rebeca Neto-16873.54
866630-Basilio Pedroso-13260.03
731526-Odilia Camello-7709.64
316319-Delfina Garcia de Gondim-955.03
777135-Gaudancio Fiees-15107.88
228740-Artur Grillo-4397.10
20705-Ermelinda Quintela-7365.64
838792-Sara Lameiras-7445.24
330127-Regina Barcellos-1784.51
912264-Camila Gabeira-6156.57
509936-Carminda Morais-16311.09
885567-Artur Grillo-854.92
227883-Carminda Morais-11552.24
170756-Taercio Mafra-6920.57
156085-Anind Zarco-4113.50
8183-Ximena Castilho-16695.79
92997-Estanislau Beserra-20496.00
838834-Delfina Perdigon-3349.55
920369-Augusta Paio-3502.85
82349-Delfina Garcia de Gondim-8341.97
744968-Cleusa Goes-10597.07
277839-Henrique Bento-10975.93
329805-Judite Damasceno-15528.21
829324-Quintino Alcantara-10965.08
348371-Tarrataca Soares-6951.80
171431-Tibefarcio Colao-7681.88
704181-Adelino Barra-15112.81
800920-Almerinda Palmeira-5196.36
938101-Domingos Pas-5875.57
10317-Oliveira Carmona-14776.39
255497-Almerinda Palmeira-5449.00
126473-Henrique Bento-16241.78
489875-Domingos Pas-17465.08
77230-Nuno Balsemeo-16828.54
237560-Ubaldo Mainha-15287.18
231650-Jussara Varanda-6474.06
837294-Lina Andrade-16261.10
42495-Aludsio Sosa-9064.28
718749-Moaci Mendoa-13803.66
679831-Delfina Perdigon-10788.93
838005-Lina Andrade-6176.64
219560-Romo Paranage-16277.91
193710-Letedcia Gago-20472.81
504692-Lina Andrade-8838.74
323262-Spnia ou Sonia Guerreiro-9771.12
838209-Fulvio Villegas-5908.60
541364-Emedlio Pimentel-13946.97
42077-Guaraci Damasceno-11432.56
179181-Armanda Amorim-1714.91
389399-Taercio Mafra-9771.71
238728-Quintino Alcantara-995.25
988488-Emedlia Silvera-7457.45
432870-Augusta Paio-18659.38
901679-Domingos Pas-7179.60
740592-Jorgina Bogalho-5457.99
297979-Domingos Pas-20446.38
777976-Heleedsa Marins-16876.95
368412-Neuza Francia-9862.54
902911-Ermelinda Quintela-4599.49
803224-Ermelinda Quintela-6963.38
112370-Taercio Mafra-10255.77
602200-Melinda Roserio-19925.66
882835-Flor Portella-9265.15
960503-Basilio Pedroso-17214.17
912433-Almor Caiado-17651.57
492538-Joaquim Rufino-4389.72
932468-Branco Saraba-5377.50
585869-Liana Cardim-15401.18
495238-Silvio Mata-575.37
895675-Lurdes Cotrim-17653.40
983364-Micaela Chavez-12999.69
596310-Anfnia Seixas-14265.71
954074-Oliveira Senchez-16254.54
283070-Celeste Duarte-17964.15
55287-Angilica Galante-6758.43
143042-Polibe Olivares-13883.36
868194-Neeamia Arruda-2297.85
321163-Danilo Olaio-7423.71
27674-Ubaldo Mainha-19218.66
683261-Spnia ou Sonia Guerreiro-17922.78
677322-Judite Damasceno-13307.78
764939-Clara Alcantara-6368.90
934600-Odilia Camello-4563.61
619176-Rebeca Neto-5076.44
236697-Nuno Balsemeo-15086.99
527757-Guaraci Damasceno-18578.42
790333-Flor Portella-14522.27
318755-Manuel Capiperibe-19795.48
965081-Carminda Morais-1310.92
148576-Henrique Bento-6617.75
188816-Henrique Bento-21204.53
198170-Lina Andrade-12377.34
295192-Guida Juca-61.85
362717-Jussara Varanda-14998.04
361248-Heleedsa Marins-9975.57
203218-Esperada Cardoso-2646.01
897517-Odilia Camello-18873.91
376613-Odete Vasques-21087.10
226376-Flor Portella-3211.92
458395-Quintino Alcantara-8773.40
484697-Spnia ou Sonia Guerreiro-12475.29
288647-Spnia ou Sonia Guerreiro-5842.43
499259-Spnia ou Sonia Guerreiro-3140.55
70608-Basilio Pedroso-20624.18
802115-Filomena Barrios-11832.95
232717-Quintiliano Sousa de Arronches-5000.15
21807-Ximena Castilho-14009.12
37580-Odilia Camello-19682.89
117551-Domingos Pas-7970.32
805748-Augusta Paio-19564.90
269078-Micaela Chavez-7964.91
701217-Ermelinda Quintela-7952.96
867104-Andreia Moita-4423.12
217692-Tibofarcio Camacho-1938.99
888508-Danilo Olaio-5577.01
632602-Dulce Froes-8949.34
977731-Andreia Moita-9159.55
714228-Trajano Fagundes-20729.93
193553-Letedcia Gago-20506.27
348083-Neuza Francia-9799.49
875451-Delfina Perdigon-16702.18
415416-Ermelinda Quintela-19469.19
715205-Jonatas Felgueiras-9003.03
70010-Emedlio Pimentel-6840.37
358902-Dulce Froes-6504.42
459480-Ubaldo Mainha-17970.74
574963-Artur Grillo-935.68
602868-Micaela Chavez-17222.83
952514-Carminda Morais-2019.92
817571-Oliveira Carmona-1488.57
205492-Jussara Varanda-2927.32
84621-Andreia Moita-18811.48
776310-Armanda Amorim-12033.79
263466-Antonio Castelo-7209.66
165754-Nuno Balsemeo-3488.41
768937-Sara Lameiras-12703.00
305732-Delfim Higuera-18378.75
314298-Joaquim Rufino-13049.95
832215-Domingos Pas-16399.47
493387-Flamednia Leiria-14922.81
103561-Anind Zarco-6710.03
448168-Eurico Siqueira-21200.88
228425-Domingos Pas-1923.80
311438-Domingos Pas-17726.44
947601-Sidfnio Frois-6123.26
25424-Nuno Balsemeo-15640.95
177507-Carminda Morais-12279.17
414287-Emedlio Pimentel-5197.47
449991-Cassandra Varejo-15125.80
478173-Delfim Higuera-19620.73
846916-Danilo Olaio-7006.93
464376-Zulmira Becerra-15461.41
745969-Regina Barcellos-28.86
406899-Regina Barcellos-12661.97
549881-Emedlia Silvera-17251.45
533817-Regina Barcellos-20301.70
818187-Anfnia Seixas-18308.64
10658-Emedlio Pimentel-12207.95
197746-Dulce Froes-19222.45
331966-Armindo Castalo-19897.23
779945-Jonatas Felgueiras-15720.86
714471-Carminda Morais-9620.67
769221-Anind Zarco-20408.13
204153-Emiliana Foquio-17167.36
282734-Artur Grillo-7108.02
203421-Camila Gabeira-15193.36
735153-Romo Paranage-11176.71
183662-Edgar Carvalheiro-13436.82
379599-Danilo Olaio-13548.79
671530-Tibefarcio Colao-6437.28
552844-Delfim Higuera-7025.08
643452-Estanislau Beserra-547.38
875172-Odete Vasques-8205.08
992780-Jussara Varanda-10447.12
307714-Carminda Morais-3525.11
800281-Jorgina Bogalho-15037.14
463199-Daniel Vieyra-17674.49
23033-Aludsio Sosa-2241.49
861366-Rodolfo Paz-16885.29
977244-Cleusa Goes-12307.17
332488-Micaela Chavez-8127.86
774016-Quintino Alcantara-11354.29
798907-Armanda Amorim-15973.05
153130-Zungela Ipiranga-538.14
243585-Daniel Vieyra-20661.21
652857-Cassandra Varejo-7694.38
914762-Cassandra Varejo-3414.18
847487-Sara Lameiras-4654.41
978043-Ximena Castilho-2148.18
987824-Taercio Mafra-15117.96
241501-Emiliana Foquio-20511.28
2666-Delfim Higuera-12574.18
502144-Flor Portella-927.34
509156-Feledcia Peassego-5978.87
744208-Andreia Moita-1946.47
490033-Adelino Barra-17413.00
466405-Ximena Castilho-3147.31
408477-Delfim Higuera-13275.78
983561-Oliveira Carmona-18285.56
120310-Camila Gabeira-10250.61
973904-Henrique Bento-17083.02
613539-Zulmira Becerra-2858.21
199018-Andreia Moita-11073.23
605515-Taercio Mafra-6983.49
825808-Neeamia Arruda-1036.09
683965-Jorgina Bogalho-18230.99
980267-Zungela Ipiranga-9180.82
694264-Elisa Themes-13034.91
848991-Manuel Capiperibe-10559.90
338518-Mercia Caeira-18641.11
623736-Clara Alcantara-6636.01
553486-Guaraci Damasceno-4147.31
418136-Melinda Roserio-1054.46
16593-Telma Villalobos-13330.52
501987-Polibe Olivares-20038.78
634257-Guaraci Damasceno-20365.62
582610-Oliveira Senchez-530.58
261810-Delfina Perdigon-6897.52
35695-Guaraci Damasceno-1171.18
882309-Polibe Olivares-6974.56
789476-Antonio Viegas-17950.80
515050-Emiliana Foquio-11661.50
61697-Delfina Perdigon-680.84
931562-Tibofarcio Camacho-7411.01
666504-Manuel Capiperibe-16356.03
10733-Zulmira Becerra-7987.54
970632-Adelino Barra-21193.36
12608-Neuza Francia-16171.14
61489-Rebeca Neto-6196.66
100836-Anind Zarco-9555.49
767313-Daniel Vieyra-15023.38
551175-Regina Barcellos-18208.53
549609-Odete Vasques-494.31
510691-Jussara Varanda-15903.63
523582-Rebeca Neto-6995.46
446796-Liana Cardim-17755.56
931594-Almerinda Palmeira-1990.43
474595-Angilica Galante-11830.56
286416-Angilica Galante-17361.18
699695-Neuza Francia-7667.35
85656-Angelica Aranha-1390.18
68033-Filomena Barrios-5165.70
200314-Delfim Higuera-1666.35
933337-Delfim Higuera-13421.46
250993-Dulce Froes-10811.86
204324-Cassandra Varejo-13876.33
911235-Feledcia Peassego-30.81
954338-Clarindo Areosa-12755.55
144497-Trajano Fagundes-15998.42
1057-Adelina Quadros-10930.58
406325-Odilia Bello-4526.60
666131-Carminda Morais-14737.28
295525-Delfina Garcia de Gondim-10274.45
356205-Rebeca Neto-13293.78
779732-Micaela Chavez-9731.45
265315-Urbano Rodrigues-15943.50
823687-Odilia Camello-18442.61
425480-Ximena Castilho-16947.31
83303-Esperada Cardoso-6153.92
891349-Oliveira Carmona-13733.94
917749-Camila Gabeira-6293.16
478874-Guaraci Damasceno-20329.82
609545-Tibofarcio Camacho-9627.94
375725-Cleusa Goes-17631.50
288105-Almerinda Palmeira-17294.46
902970-Joaquim Rufino-15612.28
667118-Tarrataca Soares-8865.68
512143-Branco Saraba-20519.94
912641-Filomena Barrios-19455.93
671379-Polibe Olivares-1560.01
4405-Emedlia Silvera-17449.19
997375-Quintino Alcantara-4089.14
718322-Zungela Ipiranga-9595.24
400265-Odilia Bello-14158.99
976541-Romo Paranage-9727.04
698143-Leonidas Mafra-7111.23
769395-Clara Alcantara-20187.90
134237-Camila Gabeira-6038.19
230654-Neeamia Arruda-20367.31
235848-Nuno Balsemeo-14749.19
150876-Odilia Bello-114.40
865711-Guida Juca-2464.37
595542-Celeste Duarte-15061.56
119541-Neuza Francia-5230.72
310265-Cleusa Goes-7740.49
947447-Honorina Lira-10847.47
845458-Guida Juca-9020.33
795280-Tabalipa Duarte-20701.67
771450-Clara Alcantara-19889.14
857271-Silvio Mata-12736.66
944093-Jonatas Felgueiras-12978.17
949665-Adelina Quadros-5431.99
385565-Carminda Morais-10427.94
344987-Aludsio Sosa-16119.14
720007-Domingos Pas-18662.24
798732-Honorina Lira-13876.88
516835-Neuza Francia-17375.34
25083-Oliveira Carmona-16548.45
868323-Silvio Mata-10441.33
959197-Zulmira Becerra-18509.90
485436-Emiliana Foquio-20839.34
935092-Silvio Mata-13404.00
338244-Delfim Higuera-293.02
896864-Manuel Capiperibe-12576.47
527568-Manuel Capiperibe-21463.67
723250-Anfnia Seixas-15206.82
182053-Mercia Caeira-917.16
673374-Jonatas Felgueiras-20257.41
331448-Urbano Rodrigues-14841.25
935987-Liana Cardim-5036.01
206485-Augusta Paio-5590.86
810172-Tarrataca Soares-16620.21
129110-Delfina Perdigon-19113.60
726137-Angilica Galante-6657.73
269851-Trajano Fagundes-5958.17
37813-Antonio Castelo-3280.56
10175-Basilio Pedroso-9472.38
32394-Jonatas Felgueiras-12079.12
899750-Odilia Bello-10327.60
416398-Sofras Cuaresma-2632.12
439609-Emiliana Foquio-1729.35
913477-Delfim Higuera-20597.45
787666-Melinda Roserio-243.90
480447-Moaci Mendoa-15521.17
820455-Estanislau Beserra-18123.86
44048-Marilda Leio-5239.41
949960-Eurico Siqueira-12219.51
87728-Flamednia Leiria-13489.83
482437-Taercio Mafra-4123.99
2409-Sofras Cuaresma-16038.16
639546-Micaela Chavez-3317.72
362932-Micaela Chavez-8276.85
624011-Delfim Higuera-1369.89
244675-Quintino Alcantara-4364.69
154493-Rodolfo Paz-8362.90
881033-Zulmira Becerra-13353.34
180248-Feledcia Peassego-13068.00
717840-Delfim Higuera-8424.04
167183-Mercia Caeira-19678.87
892429-Jorgina Bogalho-18724.06
829566-Jorgina Bogalho-10595.61
701431-Quintino Alcantara-884.41
834548-Clara Alcantara-6210.65
358027-Armindo Castalo-2738.26
998006-Antonio Castelo-18599.80
57039-Andreia Moita-16803.78
56589-Melinda Roserio-630.74
6831-Honorina Lira-1027.92
456510-Delfim Higuera-8599.59
305377-Melinda Roserio-12198.52
486182-Zungela Ipiranga-14456.81
438536-Moaci Mendoa-17103.83
592266-Flor Portella-19262.17
218688-Heleedsa Marins-21175.75
830953-Adelina Quadros-16890.90
733164-Emedlio Pimentel-3056.63
485722-Cassandra Varejo-6387.20
38586-Flor Portella-17627.27
512189-Honorina Lira-7316.99
388968-Eurico Siqueira-1055.21
671332-Flamednia Leiria-14880.07
31531-Delfina Perdigon-9159.62
832497-Melinda Roserio-13645.54
214593-Delfim Higuera-8232.89
906142-Guaraci Damasceno-18761.21
610695-Angilica Galante-10643.70
692931-Letedcia Gago-18708.56
849452-Tarrataca Soares-13074.11
798096-Edgar Carvalheiro-2164.39
222400-Almor Caiado-5658.28
498440-Anfnia Seixas-20804.99
972135-Almor Caiado-15250.47
828564-Armanda Amorim-11353.96
934981-Armindo Castalo-15326.11
616708-Augusta Paio-8430.33
420807-Silvio Mata-9266.44
371615-Rebeca Neto-13163.37
558424-Leonidas Mafra-20751.86
988065-Domingos Pas-11585.01
117049-Camila Gabeira-15737.23
767105-Telma Villalobos-2457.38
424414-Fulvio Villegas-7677.10
560218-Ximena Castilho-5550.55
766782-Taercio Mafra-15339.90
262795-Emiliana Foquio-15271.23
395562-Cassandra Varejo-760.60
414601-Silvio Mata-17814.32
289280-Jonatas Felgueiras-8395.07
90891-Oliveira Senchez-11604.95
331621-Feledcia Peassego-13286.12
400440-Joaquim Rufino-14493.79
1382-Fulvio Villegas-8633.20
649628-Jussara Varanda-4863.96
694025-Zulmira Becerra-16831.63
865520-Adelino Barra-9819.42
586606-Armanda Amorim-2588.54
951626-Ermelinda Quintela-5782.69
169865-Tibofarcio Camacho-16635.58
90773-Leonidas Mafra-5271.65
512448-Danilo Olaio-16804.97
173642-Adelina Quadros-13944.14
572794-Tabalipa Duarte-17494.15
682039-Gaudancio Fiees-21230.65
362647-Esperada Cardoso-15032.75
33245-Quintiliano Sousa de Arronches-14226.57
343247-Quintino Alcantara-5767.60
713459-Rodolfo Paz-20397.11
31848-Basilio Pedroso-6853.98
373191-Filomena Barrios-7364.88
692849-Feledcia Peassego-12040.01
656928-Rodolfo Paz-15141.75
999828-Jussara Varanda-19127.47
178668-Letedcia Gago-10199.46
753666-Emedlio Pimentel-15383.08
491604-Tabalipa Duarte-7068.58
687981-Fulvio Villegas-527.17
738359-Rodolfo Paz-17994.31
573692-Romo Paranage-12859.79
966908-Letedcia Gago-14993.52
525250-Edgar Carvalheiro-14525.62
613044-Heleedsa Marins-3267.35
114377-Lina Andrade-17187.35
30632-Antonio Viegas-494.30
44141-Lina Andrade-1001.83
332577-Jussara Varanda-14066.75
794165-Heleedsa Marins-6558.79
531863-Judite Damasceno-2541.34
980944-Liana Cardim-7797.08
343979-Aludsio Sosa-17486.75
679036-Almor Caiado-15407.16
47620-Delfina Perdigon-18363.29
590669-Emedlio Pimentel-18824.44
397329-Antonio Viegas-12809.91
665991-Honorina Lira-75.51
242951-Guaraci Damasceno-17128.84
194158-Daniel Vieyra-13771.94
346507-Artur Grillo-17247.26
962513-Ubaldo Mainha-5002.23
557673-Ermelinda Quintela-5365.67
21529-Romo Paranage-4227.63
46932-Nuno Balsemeo-13628.10
323514-Emedlio Pimentel-5759.17
334750-Elisa Themes-21223.15
775660-Cleusa Goes-5794.97
916263-Flor Portella-17807.40
731811-Rodolfo Paz-21379.34
426636-Romo Paranage-17037.97
771802-Delfim Higuera-1302.76
824649-Honorina Lira-8508.33
68439-Marilda Leio-10698.55
28421-Guaraci Damasceno-924.18
833991-Adelina Quadros-3927.42
115879-Emiliana Foquio-15420.77
872013-Liana Cardim-14423.69
695589-Tabalipa Duarte-1938.01
919185-Polibe Olivares-13505.33
336966-Clarindo Areosa-12734.76
997148-Sara Lameiras-2167.64
880675-Branco Saraba-11075.89
847878-Edgar Carvalheiro-13996.57
61441-Rebeca Neto-4862.02
118040-Feledcia Peassego-2035.52
575640-Aludsio Sosa-2866.68
380626-Regina Barcellos-20165.40
682638-Cassandra Varejo-11057.52
724626-Nuno Balsemeo-14146.71
733454-Lurdes Cotrim-255.25
539277-Jorgina Bogalho-8105.22
137313-Ubaldo Mainha-21224.03
568882-Delfina Garcia de Gondim-2027.67
855514-Romo Paranage-19168.28
76845-Regina Barcellos-374.63
523686-Anfnia Seixas-15830.38
79843-Honorina Lira-859.35
4623-Romo Paranage-4206.18
730643-Henrique Bento-728.59
506066-Sidfnio Frois-11805.92
757527-Mercia Caeira-11526.48
289532-Quintino Alcantara-1193.02
410380-Mercia Caeira-10788.71
188508-Heleedsa Marins-8062.42
685043-Odilia Bello-15413.19
733975-Tabalipa Duarte-15293.59
451184-Domingos Pas-1649.55
225035-Antonio Viegas-10379.60
267469-Neuza Francia-472.07
981319-Elisa Themes-6907.13
219903-Polibe Olivares-20944.71
496723-Sara Lameiras-1802.77
176101-Daniel Vieyra-3506.87
138620-Regina Barcellos-18578.75
929369-Elisa Themes-8930.77
699094-Daniel Vieyra-19548.11
507082-Liana Cardim-10347.78
766664-Branco Saraba-1495.20
127774-Odete Vasques-4047.87
864094-Telma Villalobos-10677.69
192728-Tarrataca Soares-165.05
685656-Cassandra Varejo-2090.01
963839-Sara Lameiras-16201.78
628864-Judite Damasceno-1578.33
52597-Neeamia Arruda-20337.62
795530-Antonio Viegas-8429.77
414055-Emedlio Pimentel-3160.01
504367-Guida Juca-5387.67
38384-Romo Paranage-19318.95
295807-Romo Paranage-2732.76
266350-Esperada Cardoso-10384.68
223891-Branco Saraba-10851.54
457963-Heleedsa Marins-5326.34
378946-Adelino Barra-4597.79
691700-Oliveira Senchez-16728.32
81269-Filomena Barrios-14181.44
314332-Urbano Rodrigues-12250.74
809368-Lurdes Cotrim-12585.79
340468-Jorgina Bogalho-4091.33
658750-Estanislau Beserra-8714.29
261885-Jorgina Bogalho-11886.96
853423-Oliveira Senchez-13079.20
962793-Emedlio Pimentel-14093.78
766094-Artur Grillo-18437.56
885596-Feledcia Peassego-1739.64
799723-Honorina Lira-15880.46
174865-Basilio Pedroso-15983.60
67161-Adelina Quadros-12396.86
243275-Neuza Francia-6615.43
314628-Flor Portella-2687.18
661667-Clara Alcantara-11289.80
993472-Tibofarcio Camacho-11113.49
479347-Odete Vasques-4248.29
115835-Heleedsa Marins-6895.95
15450-Delfina Garcia de Gondim-20634.80
779843-Delfina Garcia de Gondim-1377.96
688194-Lina Andrade-504.88
187262-Lina Andrade-21175.55
265062-Edgar Carvalheiro-4353.14
992683-Jussara Varanda-12306.29
149579-Marilda Leio-4818.07
2102-Zungela Ipiranga-13748.00
290493-Delfim Higuera-6997.96
472717-Henrique Bento-11369.12
927718-Celeste Duarte-9984.44
830846-Augusta Paio-19572.24
812426-Delfim Higuera-11364.28
154086-Joaquim Rufino-19086.15
697898-Joaquim Rufino-12373.97
784331-Edgar Carvalheiro-16793.90
588486-Rebeca Neto-19585.39
372250-Henrique Bento-11160.58
538101-Neuza Francia-4598.64
16128-Odilia Camello-13993.37
605131-Delfina Perdigon-14832.65
190704-Regina Barcellos-8856.12
56220-Quintiliano Sousa de Arronches-11944.24
925599-Ermelinda Quintela-18605.79
866003-Lina Andrade-19762.77
120707-Branco Saraba-555.77
4339-Judite Damasceno-6621.66
211270-Trajano Fagundes-6300.54
734972-Domingos Pas-10705.92
538440-Dulce Froes-2611.25
286565-Almor Caiado-10387.30
962094-Clara Alcantara-11719.21
893926-Carminda Morais-7984.93
253904-Almerinda Palmeira-21164.19
745641-Sidfnio Frois-8008.01
150553-Ximena Castilho-15819.22
944971-Ximena Castilho-13954.43
311177-Zulmira Becerra-7231.70
218571-Jorgina Bogalho-9399.05
23053-Emedlio Pimentel-5979.60
648284-Henrique Bento-8342.46
571040-Cassandra Varejo-4997.25
589462-Antonio Castelo-15516.19
65033-Joaquim Rufino-8313.89
119135-Heleedsa Marins-2476.51
966020-Adelina Quadros-10378.02
390017-Ubaldo Mainha-5862.63
495966-Liana Cardim-8515.74
656117-Guida Juca-8023.09
408570-Polibe Olivares-8983.32
285806-Clara Alcantara-3914.97
409308-Marilda Leio-7650.68
969780-Domingos Pas-7571.74
23443-Andreia Moita-15622.39
495896-Celeste Duarte-7458.74
802197-Tibofarcio Camacho-2843.57
30349-Emedlio Pimentel-2332.63
701044-Angilica Galante-12547.59
58256-Adelina Quadros-18314.15
320604-Zungela Ipiranga-8863.40
59232-Romo Paranage-8281.42
44355-Andreia Moita-5480.68
754418-Taercio Mafra-12180.38
599700-Basilio Pedroso-14890.61
834105-Odilia Camello-13300.73
235978-Almor Caiado-15418.75
439522-Almerinda Palmeira-15589.06
