447206-Oliveira Senchez-15322.78
708673-Oliveira Carmona-9687.11
984484-Neuza Francia-15406.31
324965-Jussara Varanda-5339.86
111047-Celeste Duarte-19168.25
658716-Emedlio Pimentel-8818.05
688167-Angelica Aranha-2436.74
622022-Rodolfo Paz-10281.20
761387-Trajano Fagundes-18511.08
340294-Moaci Mendoa-7486.10
233723-Aludsio Sosa-6253.26
276237-Melinda Roserio-1335.51
258711-Emiliana Foquio-18845.35
732580-Honorina Lira-19188.60
975587-Gaudancio Fiees-4884.88
7708-Oliveira Senchez-20921.46
995996-Regina Barcellos-5163.51
788154-Rebeca Neto-16079.73
124636-Estanislau Beserra-3562.51
508281-Almerinda Palmeira-2251.07
984699-Oliveira Senchez-2613.41
66155-Odilia Bello-11466.17
858419-Angelica Aranha-3963.93
798253-Andreia Moita-19211.25
724204-Honorina Lira-8096.17
991350-Moaci Mendoa-381.41
580278-Guida Juca-8141.37
843710-Aludsio Sosa-9349.25
226989-Guaraci Damasceno-1995.66
234628-Emedlio Pimentel-13050.75
852231-Adelino Barra-16960.59
312158-Honorina Lira-17601.25
806730-Melinda Roserio-3185.00
869488-Antonio Viegas-10592.98
309045-Ubaldo Mainha-2215.39
720097-Tabalipa Duarte-18695.30
310415-Quintino Alcantara-4426.27
251815-Clarindo Areosa-4794.71
682671-Jussara Varanda-8606.98
848018-Celeste Duarte-12899.32
637206-Silvio Mata-3683.01
767607-Angelica Aranha-8686.13
31810-Gaudancio Fiees-7769.36
688527-Eurico Siqueira-19778.06
986689-Telma Villalobos-20951.15
901884-Filomena Barrios-16173.51
958172-Daniel Vieyra-4891.78
151551-Micaela Chavez-13744.30
786526-Ubaldo Mainha-15861.12
987733-Angelica Aranha-14804.77
779806-Guaraci Damasceno-12826.30
631092-Guaraci Damasceno-12539.14
124099-Rodolfo Paz-3934.62
633597-Almor Caiado-12451.51
441489-Odete Vasques-14351.38
271979-Emedlio Pimentel-17730.39
665474-Cassandra Varejo-1495.14
685899-Mercia Caeira-16736.66
693316-Ermelinda Quintela-8379.68
882012-Quintiliano Sousa de Arronches-21369.56
35670-Cleusa Goes-4332.52
973817-Romo Paranage-17178.83
41316-Henrique Bento-13085.24
44897-Zulmira Becerra-16711.57
370401-Romo Paranage-17175.99
326872-Almor Caiado-16693.87
150761-Urbano Rodrigues-12485.69
152481-Tibefarcio Colao-8977.71
100201-Artur Grillo-10964.65
160238-Celeste Duarte-5578.63
213316-Spnia ou Sonia Guerreiro-5718.99
412992-Taercio Mafra-15068.73
526874-Almor Caiado-20839.14
619476-Antonio Viegas-9324.75
862974-Angilica Galante-303.62
760409-Sara Lameiras-14726.89
697312-Ermelinda Quintela-4343.56
664560-Telma Villalobos-16995.08
297352-Antonio Castelo-2001.25
414918-Fulvio Villegas-18172.85
4991-Guida Juca-15890.15
847379-Celeste Duarte-7979.44
89525-Antonio Castelo-6979.87
855528-Zulmira Becerra-16826.07
811691-Esperada Cardoso-7019.86
366798-Almerinda Palmeira-13387.46
309181-Delfina Garcia de Gondim-10709.60
853370-Spnia ou Sonia Guerreiro-481.41
652560-Guaraci Damasceno-20914.38
949123-Ximena Castilho-15963.70
592368-Basilio Pedroso-6998.91
650669-Danilo Olaio-19827.38
97842-Marilda Leio-7203.44
458853-Delfina Garcia de Gondim-3687.16
811303-Carminda Morais-4515.28
525593-Neuza Francia-5388.95
444948-Edgar Carvalheiro-1527.20
203776-Letedcia Gago-5415.74
503615-Sofras Cuaresma-4557.43
928314-Edgar Carvalheiro-9916.92
638111-Oliveira Carmona-5598.00
395379-Ubaldo Mainha-18794.51
580406-Feledcia Peassego-150.65
269121-Mercia Caeira-13455.24
81001-Sofras Cuaresma-3608.52
879020-Joaquim Rufino-13863.77
939940-Adelino Barra-15998.22
961073-Carminda Morais-14355.42
123330-Henrique Bento-4455.62
756767-Jonatas Felgueiras-9774.91
759951-Domingos Pas-5536.45
654225-Danilo Olaio-7630.41
803320-Melinda Roserio-2561.37
813113-Jussara Varanda-18784.06
22781-Judite Damasceno-8700.04
276718-Ubaldo Mainha-803.99
425370-Emedlia Silvera-8483.39
810623-Aludsio Sosa-20973.00
253143-Spnia ou Sonia Guerreiro-17279.40
954545-Sofras Cuaresma-18316.97
347601-Zulmira Becerra-18574.56
541031-Esperada Cardoso-3576.27
218209-Ermelinda Quintela-14624.30
444273-Anind Zarco-15972.44
710781-Rodolfo Paz-11307.83
829035-Danilo Olaio-5145.76
840982-Marilda Leio-2875.18
675218-Oliveira Carmona-6023.28
84574-Moaci Mendoa-20005.81
539961-Oliveira Carmona-6430.52
2398-Silvio Mata-18164.00
109996-Clarindo Areosa-17854.57
258135-Edgar Carvalheiro-2821.92
59924-Jussara Varanda-16166.36
268132-Liana Cardim-6918.63
996465-Sofras Cuaresma-162.09
123943-Romo Paranage-9760.50
590507-Almerinda Palmeira-8762.41
389933-Branco Saraba-11523.26
129199-Quintiliano Sousa de Arronches-1023.82
81426-Telma Villalobos-8513.84
490212-Silvio Mata-18054.94
42487-Tibefarcio Colao-15802.69
541571-Cleusa Goes-4318.45
284227-Emedlio Pimentel-2386.30
325938-Emedlio Pimentel-18706.26
943424-Odete Vasques-11132.66
594758-Clarindo Areosa-9623.73
57860-Almerinda Palmeira-13677.63
134929-Filomena Barrios-19098.92
264158-Regina Barcellos-1254.90
793148-Mercia Caeira-194.97
811986-Feledcia Peassego-19495.39
506179-Estanislau Beserra-9355.97
869055-Clara Alcantara-7223.98
578691-Clara Alcantara-2932.40
13180-Micaela Chavez-1627.00
497151-Cassandra Varejo-6182.94
738526-Jussara Varanda-1148.69
305528-Filomena Barrios-6530.04
254470-Jussara Varanda-7282.68
587751-Edgar Carvalheiro-95.77
448070-Guida Juca-2823.89
577212-Tabalipa Duarte-18288.96
551451-Judite Damasceno-19707.64
155273-Antonio Castelo-13998.60
417847-Flor Portella-1323.89
946765-Spnia ou Sonia Guerreiro-12918.86
848885-Telma Villalobos-14596.25
30492-Clara Alcantara-17879.30
104435-Armanda Amorim-2317.01
184842-Almerinda Palmeira-19372.89
761927-Rebeca Neto-1202.53
394527-Silvio Mata-6558.31
624215-Heleedsa Marins-18283.82
767922-Jussara Varanda-17290.54
635233-Feledcia Peassego-809.88
718630-Quintino Alcantara-1449.35
96517-Trajano Fagundes-7357.83
343108-Ermelinda Quintela-10738.14
593330-Joaquim Rufino-9214.35
627695-Neeamia Arruda-4041.36
239349-Letedcia Gago-16888.98
240280-Letedcia Gago-2828.09
136667-Lurdes Cotrim-14164.33
830268-Telma Villalobos-15172.01
383423-Moaci Mendoa-8783.52
842016-Anind Zarco-18100.71
186846-Emiliana Foquio-6356.84
156439-Andreia Moita-17650.27
89029-Antonio Castelo-15561.37
206381-Melinda Roserio-7372.81
645302-Tibofarcio Camacho-14655.20
821160-Zulmira Becerra-18757.60
343869-Odilia Camello-16494.13
764882-Neeamia Arruda-6097.60
239472-Zungela Ipiranga-1566.60
218191-Antonio Castelo-4225.02
615099-Feledcia Peassego-5516.89
311785-Domingos Pas-20038.45
338743-Almerinda Palmeira-1244.51
284054-Neeamia Arruda-15876.57
881618-Esperada Cardoso-18883.02
893362-Spnia ou Sonia Guerreiro-11466.40
713812-Jussara Varanda-185.00
483537-Tibofarcio Camacho-3322.65
454107-Almerinda Palmeira-16695.04
293458-Delfina Perdigon-19637.22
720222-Almerinda Palmeira-13598.54
314563-Moaci Mendoa-5936.82
968645-Lina Andrade-7390.21
759448-Silvio Mata-5698.21
347369-Augusta Paio-4902.19
971759-Jonatas Felgueiras-416.29
356546-Mercia Caeira-16543.43
671101-Lina Andrade-3023.43
745692-Daniel Vieyra-17977.97
996446-Emiliana Foquio-5766.07
749027-Trajano Fagundes-5963.27
673929-Esperada Cardoso-3451.58
476648-Quintino Alcantara-15881.26
729860-Odilia Camello-15864.02
156298-Esperada Cardoso-10772.66
884914-Branco Saraba-15262.38
769570-Lina Andrade-5141.10
154137-Feledcia Peassego-18377.81
319849-Rodolfo Paz-18120.44
989827-Regina Barcellos-5935.56
898613-Adelina Quadros-7523.05
661306-Tabalipa Duarte-6924.96
622397-Neeamia Arruda-2704.89
604275-Almerinda Palmeira-17582.19
407348-Jonatas Felgueiras-3008.91
945938-Camila Gabeira-20817.76
113407-Dulce Froes-18050.62
623568-Trajano Fagundes-16367.33
992661-Honorina Lira-19090.52
158443-Anind Zarco-21440.42
447075-Feledcia Peassego-104.57
62427-Jussara Varanda-11631.18
835415-Neeamia Arruda-19007.41
251036-Ubaldo Mainha-8148.62
68738-Carminda Morais-6227.85
668595-Antonio Viegas-18147.31
22365-Clarindo Areosa-1373.61
486596-Daniel Vieyra-15399.84
248741-Quintiliano Sousa de Arronches-20299.77
570845-Jonatas Felgueiras-12576.52
449353-Guida Juca-19470.99
633294-Guaraci Damasceno-3996.78
829301-Taercio Mafra-12555.13
514022-Neeamia Arruda-18077.64
933669-Trajano Fagundes-14953.49
728189-Angilica Galante-13955.34
331551-Delfina Garcia de Gondim-8870.73
513326-Camila Gabeira-4840.76
427651-Celeste Duarte-20243.25
910729-Carminda Morais-8774.12
952385-Tibefarcio Colao-19318.61
967586-Tibefarcio Colao-16450.11
101285-Lina Andrade-7093.57
975879-Micaela Chavez-15428.71
228349-Anind Zarco-16088.04
782394-Henrique Bento-12080.49
67601-Letedcia Gago-2748.97
713729-Micaela Chavez-6144.10
860699-Marilda Leio-17158.38
501172-Anfnia Seixas-11932.65
793591-Anfnia Seixas-11907.33
217735-Jonatas Felgueiras-17187.01
803328-Aludsio Sosa-17928.02
934840-Danilo Olaio-11662.95
830605-Moaci Mendoa-6540.39
75713-Zungela Ipiranga-8788.22
887815-Sara Lameiras-15078.89
256573-Trajano Fagundes-5311.19
217638-Angilica Galante-16359.80
19753-Adelino Barra-4099.98
750115-Rodolfo Paz-2583.08
341724-Zungela Ipiranga-9805.25
460580-Almerinda Palmeira-8288.45
935984-Sofras Cuaresma-10587.80
798311-Cassandra Varejo-13306.10
981229-Zulmira Becerra-9922.02
729281-Delfina Garcia de Gondim-14390.90
857664-Tabalipa Duarte-14108.63
912410-Adelina Quadros-13915.97
321169-Sidfnio Frois-12581.33
994670-Antonio Castelo-18878.83
401652-Danilo Olaio-9177.42
542403-Neeamia Arruda-21402.02
485506-Jorgina Bogalho-19696.54
239543-Taercio Mafra-19489.69
32863-Adelina Quadros-15394.67
164213-Nuno Balsemeo-19491.96
184842-Branco Saraba-13055.70
841182-Jussara Varanda-2229.99
477582-Gaudancio Fiees-4173.20
627918-Aludsio Sosa-9343.15
569430-Silvio Mata-8172.33
552556-Adelino Barra-17847.75
896978-Jorgina Bogalho-13347.77
21183-Mercia Caeira-6335.33
755777-Marilda Leio-3350.82
209177-Eurico Siqueira-13182.46
269200-Romo Paranage-7959.47
192417-Ermelinda Quintela-14467.88
229172-Antonio Viegas-6117.82
915570-Jorgina Bogalho-8484.10
485374-Joaquim Rufino-2674.96
313013-Almerinda Palmeira-19970.49
859066-Marilda Leio-4234.62
575871-Moaci Mendoa-9004.83
778091-Sofras Cuaresma-4637.55
446954-Nuno Balsemeo-1054.81
344447-Urbano Rodrigues-12647.50
811881-Letedcia Gago-10574.59
278018-Adelino Barra-8752.04
64028-Augusta Paio-19761.20
680933-Liana Cardim-19531.22
530385-Antonio Castelo-17239.51
671140-Filomena Barrios-12813.26
588703-Jussara Varanda-4474.19
555321-Henrique Bento-11711.97
603859-Clara Alcantara-6971.60
898529-Taercio Mafra-9745.04
656877-Spnia ou Sonia Guerreiro-11613.16
720087-Jorgina Bogalho-14805.94
565740-Filomena Barrios-2021.75
821755-Letedcia Gago-4078.56
90266-Ermelinda Quintela-7673.86
407477-Sara Lameiras-9180.57
703071-Andreia Moita-471.62
481879-Moaci Mendoa-9357.18
16029-Silvio Mata-17713.21
31051-Adelina Quadros-17247.36
312497-Guida Juca-15919.10
52784-Manuel Capiperibe-6721.46
513790-Jonatas Felgueiras-17247.12
611084-Emedlio Pimentel-13030.50
830041-Henrique Bento-18221.40
32730-Almor Caiado-9840.64
561865-Armanda Amorim-13597.67
509671-Taercio Mafra-17022.49
654237-Emedlia Silvera-3277.81
991575-Andreia Moita-16368.12
317076-Jonatas Felgueiras-4516.41
475324-Ubaldo Mainha-21246.94
744338-Daniel Vieyra-10887.24
188146-Marilda Leio-14673.35
487683-Moaci Mendoa-9186.82
173333-Guaraci Damasceno-11667.14
432588-Joaquim Rufino-13452.76
854152-Emedlia Silvera-19017.86
993346-Guida Juca-18599.56
970381-Antonio Castelo-19169.48
200138-Polibe Olivares-8997.82
339495-Daniel Vieyra-21172.57
141242-Melinda Roserio-6075.17
171119-Estanislau Beserra-8677.06
767234-Jussara Varanda-11581.93
503501-Jorgina Bogalho-988.83
303748-Melinda Roserio-7553.16
903752-Zungela Ipiranga-10271.70
752688-Clarindo Areosa-18501.63
382936-Clara Alcantara-7006.50
341899-Henrique Bento-14508.50
942075-Adelino Barra-13977.06
752600-Tibofarcio Camacho-12133.63
803616-Delfim Higuera-4750.51
189855-Zulmira Becerra-4858.18
774062-Almerinda Palmeira-9203.22
588967-Taercio Mafra-6151.42
680084-Tibofarcio Camacho-9300.45
557083-Sara Lameiras-14197.98
423258-Lina Andrade-2646.97
753832-Clarindo Areosa-12490.39
865882-Silvio Mata-5294.98
751084-Filomena Barrios-2307.67
153775-Camila Gabeira-14415.70
778454-Delfina Perdigon-13342.77
596452-Tibefarcio Colao-8275.67
813806-Aludsio Sosa-10881.56
830400-Neeamia Arruda-13138.36
533092-Odilia Camello-12589.09
915227-Artur Grillo-6358.49
463539-Angelica Aranha-13616.03
861814-Odilia Camello-409.85
965900-Trajano Fagundes-9387.36
949743-Romo Paranage-3674.06
500813-Danilo Olaio-13421.85
869994-Emedlio Pimentel-7262.98
560787-Manuel Capiperibe-7661.11
393291-Cleusa Goes-694.58
787612-Neeamia Arruda-18109.91
980086-Polibe Olivares-13984.23
386352-Melinda Roserio-16798.86
831958-Silvio Mata-19587.48
291683-Flor Portella-14852.30
1777-Quintiliano Sousa de Arronches-14726.97
798559-Basilio Pedroso-2487.14
388237-Angilica Galante-4465.84
544873-Aludsio Sosa-8391.44
373788-Jorgina Bogalho-20415.38
38712-Guaraci Damasceno-6888.42
129434-Carminda Morais-3483.38
69210-Dulce Froes-12847.25
128226-Letedcia Gago-4520.73
172364-Sara Lameiras-5273.65
952708-Letedcia Gago-17413.66
655737-Flor Portella-12406.81
543553-Daniel Vieyra-3595.86
728960-Gaudancio Fiees-20731.31
542116-Leonidas Mafra-10270.21
813422-Romo Paranage-6825.76
592321-Fulvio Villegas-1512.22
794040-Antonio Castelo-688.07
398471-Emedlio Pimentel-17969.35
267428-Flor Portella-10816.24
883164-Rodolfo Paz-10090.93
195421-Quintiliano Sousa de Arronches-19467.49
737717-Artur Grillo-9418.09
347342-Cleusa Goes-8680.54
134140-Clarindo Areosa-3441.13
458698-Silvio Mata-15869.26
624981-Emedlia Silvera-21125.18
645778-Zulmira Becerra-11718.29
391089-Emedlio Pimentel-4447.44
209225-Flamednia Leiria-18900.11
908221-Leonidas Mafra-5504.11
973502-Manuel Capiperibe-461.22
236331-Odilia Bello-6258.60
84945-Flamednia Leiria-5887.24
580570-Romo Paranage-7738.58
613345-Ubaldo Mainha-10753.17
221983-Delfina Perdigon-344.58
52270-Almor Caiado-1471.04
689768-Jorgina Bogalho-5504.95
779057-Edgar Carvalheiro-16967.04
492500-Oliveira Carmona-19656.12
815510-Telma Villalobos-9511.02
403824-Clara Alcantara-20413.38
800997-Heleedsa Marins-13009.40
252340-Neeamia Arruda-8030.37
332674-Emedlia Silvera-15746.50
339069-Emiliana Foquio-33.88
896550-Antonio Castelo-5354.41
282805-Delfina Perdigon-10921.30
412659-Celeste Duarte-13229.09
69891-Spnia ou Sonia Guerreiro-1619.18
654017-Angilica Galante-7657.34
844107-Leonidas Mafra-7861.38
410582-Jussara Varanda-11649.39
184431-Danilo Olaio-6227.07
848852-Telma Villalobos-16510.40
829839-Tarrataca Soares-15418.95
752373-Antonio Viegas-2603.08
294936-Guida Juca-11255.91
332266-Taercio Mafra-2875.20
589939-Feledcia Peassego-17835.90
976178-Ximena Castilho-18692.44
464485-Domingos Pas-5906.04
323896-Anind Zarco-7210.15
606651-Quintino Alcantara-7017.16
958730-Oliveira Carmona-13065.65
960772-Tibofarcio Camacho-14633.95
351114-Leonidas Mafra-12066.63
182024-Sara Lameiras-6834.75
143272-Moaci Mendoa-4443.23
46619-Trajano Fagundes-384.29
351860-Sofras Cuaresma-14314.06
907209-Tabalipa Duarte-12793.87
600140-Clara Alcantara-16237.10
748000-Estanislau Beserra-16178.33
603131-Lina Andrade-20647.92
498205-Celeste Duarte-2442.69
321349-Jonatas Felgueiras-4546.20
936407-Dulce Froes-10838.02
658890-Odilia Bello-10764.62
417809-Aludsio Sosa-17555.09
766702-Augusta Paio-11353.77
875939-Basilio Pedroso-21292.84
589627-Armanda Amorim-12284.00
318349-Armanda Amorim-17451.49
279240-Telma Villalobos-72.68
321153-Fulvio Villegas-19607.66
757574-Lurdes Cotrim-5576.04
373582-Almerinda Palmeira-3530.57
464113-Cassandra Varejo-3252.32
877785-Jonatas Felgueiras-7616.50
720890-Jorgina Bogalho-12984.16
485957-Antonio Castelo-16572.92
637473-Lurdes Cotrim-2813.98
532038-Antonio Castelo-392.33
259950-Trajano Fagundes-16325.12
296293-Regina Barcellos-20728.33
601838-Cassandra Varejo-6761.07
527699-Mercia Caeira-7964.81
772254-Letedcia Gago-9699.45
478774-Jonatas Felgueiras-16408.23
210230-Anfnia Seixas-7000.60
834835-Adelino Barra-17265.46
259798-Celeste Duarte-17047.00
85259-Filomena Barrios-1107.48
575571-Jussara Varanda-7100.08
333864-Clara Alcantara-12723.04
374696-Marilda Leio-20419.06
19416-Silvio Mata-13259.50
237135-Oliveira Senchez-2082.39
170393-Henrique Bento-19127.18
269701-Artur Grillo-17524.44
785411-Tabalipa Duarte-8627.96
626164-Emedlio Pimentel-13730.55
348885-Daniel Vieyra-2166.57
820979-Armindo Castalo-12862.32
805335-Taercio Mafra-2940.83
139457-Micaela Chavez-13484.58
580920-Tabalipa Duarte-7119.93
19658-Melinda Roserio-8852.30
403434-Mercia Caeira-459.17
126384-Joaquim Rufino-11031.87
425750-Odilia Bello-10604.88
271139-Flamednia Leiria-15751.15
332727-Oliveira Carmona-7809.80
142552-Delfim Higuera-8648.01
960566-Fulvio Villegas-13116.06
599412-Leonidas Mafra-20467.46
660930-Tibefarcio Colao-15988.43
189170-Anfnia Seixas-7643.79
440034-Odete Vasques-5132.99
441353-Silvio Mata-3389.42
887005-Armindo Castalo-9413.67
644530-Jonatas Felgueiras-18996.38
457373-Sidfnio Frois-6234.88
927147-Flor Portella-15186.30
662127-Spnia ou Sonia Guerreiro-10001.07
963472-Estanislau Beserra-3402.23
238582-Marilda Leio-15808.84
506874-Gaudancio Fiees-17530.73
5483-Artur Grillo-10650.29
937506-Odete Vasques-14294.71
56293-Danilo Olaio-3038.74
663606-Odilia Bello-6985.18
418314-Fulvio Villegas-18389.76
636598-Clara Alcantara-17944.19
688495-Moaci Mendoa-18510.81
830282-Danilo Olaio-1555.61
750474-Melinda Roserio-2038.00
513637-Cleusa Goes-5603.07
172135-Nuno Balsemeo-21103.12
129402-Camila Gabeira-6047.66
28173-Cleusa Goes-14418.22
810551-Antonio Castelo-13870.02
231323-Odilia Bello-20154.21
655920-Rodolfo Paz-19605.74
710542-Neuza Francia-20872.62
388460-Delfina Garcia de Gondim-15596.09
289086-Nuno Balsemeo-2768.76
589702-Esperada Cardoso-19853.89
479478-Telma Villalobos-10070.78
398449-Heleedsa Marins-27.23
304319-Joaquim Rufino-14587.52
84095-Manuel Capiperibe-20215.62
