608471-Domingos Pas-12400.86
221093-Honorina Lira-19299.59
927613-Romo Paranage-20329.98
449903-Mercia Caeira-8098.57
138187-Delfim Higuera-11548.57
16197-Neuza Francia-14285.03
799971-Trajano Fagundes-13909.17
981848-Liana Cardim-12672.78
603571-Marilda Leio-3324.85
520358-Sofras Cuaresma-9417.89
733687-Oliveira Senchez-2827.53
107424-Domingos Pas-16519.74
403776-Micaela Chavez-2674.18
888410-Ermelinda Quintela-13968.68
622677-Micaela Chavez-13025.23
425356-Angelica Aranha-6230.55
121125-Judite Damasceno-12118.55
928770-Daniel Vieyra-8293.53
447429-Regina Barcellos-7094.73
682944-Neuza Francia-17929.94
490829-Cassandra Varejo-622.44
510305-Branco Saraba-17663.51
5535-Delfim Higuera-14492.71
15300-Tibefarcio Colao-9146.76
398690-Flor Portella-6208.15
122955-Zulmira Becerra-14042.40
382813-Odete Vasques-10158.78
560067-Flor Portella-14668.07
531545-Trajano Fagundes-927.70
988325-Adelina Quadros-1134.53
750745-Taercio Mafra-5849.44
749965-Micaela Chavez-15014.54
756134-Armanda Amorim-4979.76
664161-Odilia Camello-17549.92
956653-Armanda Amorim-17873.90
288150-Liana Cardim-17500.30
674848-Dulce Froes-9239.29
433071-Daniel Vieyra-7000.05
544667-Heleedsa Marins-1980.53
129560-Camila Gabeira-18980.41
224460-Basilio Pedroso-2993.09
563055-Odete Vasques-21270.59
769120-Lurdes Cotrim-4433.31
762785-Almor Caiado-19579.95
432458-Emedlio Pimentel-16254.68
433522-Clarindo Areosa-7482.73
674981-Delfina Garcia de Gondim-20969.48
794312-Adelina Quadros-4408.97
236638-Neeamia Arruda-9044.42
965739-Augusta Paio-20495.71
631857-Angilica Galante-13743.12
242173-Branco Saraba-10883.91
339696-Armindo Castalo-8106.77
897257-Camila Gabeira-19904.40
479213-Rodolfo Paz-12473.89
451549-Gaudancio Fiees-13498.22
969924-Liana Cardim-15544.97
417152-Flamednia Leiria-7298.08
386004-Ubaldo Mainha-3425.61
408025-Liana Cardim-4855.26
471541-Emedlia Silvera-12721.58
360000-Mercia Caeira-11399.17
823369-Clarindo Areosa-15902.57
617782-Melinda Roserio-9736.70
923753-Marilda Leio-10451.49
214286-Ermelinda Quintela-14446.01
777533-Feledcia Peassego-17745.71
804692-Lurdes Cotrim-8115.04
728836-Carminda Morais-14028.90
610983-Basilio Pedroso-15992.98
64342-Clarindo Areosa-11512.86
346077-Aludsio Sosa-3581.63
535596-Elisa Themes-13469.86
402019-Odete Vasques-2661.20
224483-Odete Vasques-12210.44
951799-Odete Vasques-15422.58
501136-Urbano Rodrigues-19780.36
63829-Oliveira Carmona-3303.57
950542-Anind Zarco-13350.86
881561-Augusta Paio-16016.96
855330-Neuza Francia-10322.77
987353-Celeste Duarte-10011.40
552509-Ubaldo Mainha-4491.92
890494-Joaquim Rufino-1871.10
898566-Manuel Capiperibe-578.51
55937-Antonio Castelo-13088.03
330508-Tibefarcio Colao-9948.20
692205-Moaci Mendoa-6704.00
74531-Delfina Garcia de Gondim-10653.51
347139-Celeste Duarte-3747.49
434406-Lina Andrade-12316.04
807874-Quintiliano Sousa de Arronches-6131.08
860247-Taercio Mafra-18066.60
898543-Domingos Pas-21075.51
56895-Almerinda Palmeira-3419.66
775410-Odilia Camello-18500.22
752021-Sofras Cuaresma-16338.68
796965-Danilo Olaio-14680.77
682232-Lurdes Cotrim-166.68
685712-Leonidas Mafra-8300.15
385686-Sofras Cuaresma-12124.49
362846-Nuno Balsemeo-1677.74
995975-Melinda Roserio-2016.34
820669-Adelina Quadros-5135.32
755300-Angilica Galante-13695.89
57054-Henrique Bento-18433.65
645028-Almerinda Palmeira-13296.33
85765-Marilda Leio-18064.30
410391-Jussara Varanda-14566.29
118504-Silvio Mata-16153.14
58963-Polibe Olivares-17367.00
119800-Eurico Siqueira-7055.79
288370-Honorina Lira-16705.75
633534-Angelica Aranha-7859.12
45787-Anind Zarco-3861.84
423694-Cassandra Varejo-5292.41
339544-Jorgina Bogalho-3764.02
640199-Almor Caiado-9224.88
17862-Esperada Cardoso-6904.15
579770-Sofras Cuaresma-7455.33
156708-Camila Gabeira-14625.92
183084-Ximena Castilho-19257.12
983124-Aludsio Sosa-6005.17
933428-Rodolfo Paz-14411.50
416186-Anfnia Seixas-1127.13
488294-Tibefarcio Colao-12521.36
957866-Angilica Galante-2669.92
60571-Emedlia Silvera-9386.32
593374-Angelica Aranha-4401.67
787564-Emiliana Foquio-9357.46
296149-Odilia Bello-11079.03
21167-Marilda Leio-216.02
325465-Quintiliano Sousa de Arronches-21395.86
237721-Odilia Camello-12210.35
545902-Anind Zarco-20744.52
554364-Tarrataca Soares-17744.56
803808-Artur Grillo-169.30
455616-Estanislau Beserra-2789.91
595551-Domingos Pas-721.01
666710-Estanislau Beserra-8528.88
271244-Anind Zarco-20891.84
984468-Manuel Capiperibe-12227.22
926184-Trajano Fagundes-11065.64
384761-Honorina Lira-12638.01
510086-Guida Juca-3328.64
347946-Telma Villalobos-8474.18
322035-Zungela Ipiranga-11892.22
288249-Quintino Alcantara-17346.78
403140-Sidfnio Frois-12587.89
684570-Angilica Galante-4519.72
228661-Delfim Higuera-597.60
675770-Camila Gabeira-15447.45
725332-Delfim Higuera-3901.87
876825-Andreia Moita-14915.72
580029-Ermelinda Quintela-19950.82
734777-Silvio Mata-20134.30
378419-Tibofarcio Camacho-6512.68
436118-Melinda Roserio-3230.73
1149-Eurico Siqueira-19674.76
666885-Delfim Higuera-17296.77
220892-Anfnia Seixas-5454.22
475671-Armanda Amorim-16700.98
452390-Zungela Ipiranga-8303.39
509217-Guaraci Damasceno-1657.33
883874-Elisa Themes-8973.13
122263-Micaela Chavez-8045.64
778749-Sidfnio Frois-16619.42
173492-Jorgina Bogalho-13388.95
245756-Artur Grillo-1144.12
623797-Ximena Castilho-2080.79
490676-Filomena Barrios-3253.00
601285-Anfnia Seixas-4077.76
972798-Anfnia Seixas-16782.28
531397-Silvio Mata-9482.54
178197-Tibefarcio Colao-16291.37
423282-Rebeca Neto-19062.60
614600-Sofras Cuaresma-4795.55
74184-Antonio Viegas-6857.28
122989-Emedlio Pimentel-21119.74
647803-Guida Juca-17221.14
365901-Aludsio Sosa-21156.05
505943-Rebeca Neto-12047.22
260053-Fulvio Villegas-5342.12
869914-Dulce Froes-4942.59
696000-Tibefarcio Colao-4289.54
351044-Basilio Pedroso-1858.94
86175-Tarrataca Soares-17785.08
763460-Jussara Varanda-15630.99
335371-Domingos Pas-20102.22
835759-Jorgina Bogalho-7923.86
415159-Jorgina Bogalho-17867.52
294463-Esperada Cardoso-12437.74
949343-Daniel Vieyra-8335.50
348540-Anfnia Seixas-13864.20
517623-Flamednia Leiria-9206.33
824115-Antonio Castelo-3335.00
906631-Dulce Froes-4295.86
543921-Spnia ou Sonia Guerreiro-7233.50
425828-Elisa Themes-4062.01
281758-Sara Lameiras-17400.37
284564-Sofras Cuaresma-6379.69
892217-Dulce Froes-17202.63
738707-Emiliana Foquio-10997.29
796832-Honorina Lira-4545.94
630693-Neuza Francia-7331.11
902136-Rodolfo Paz-14169.36
583499-Neeamia Arruda-1173.59
289382-Nuno Balsemeo-16089.02
93970-Feledcia Peassego-1348.45
636603-Cleusa Goes-21021.26
81438-Mercia Caeira-6429.27
278024-Daniel Vieyra-203.36
765007-Danilo Olaio-14390.75
318794-Carminda Morais-11383.88
292945-Spnia ou Sonia Guerreiro-17600.18
899814-Carminda Morais-15854.37
523147-Spnia ou Sonia Guerreiro-8005.37
216417-Clarindo Areosa-11838.26
292139-Eurico Siqueira-34.36
52980-Neuza Francia-14170.73
367405-Antonio Castelo-19221.54
650572-Odilia Bello-11579.49
229649-Estanislau Beserra-3682.30
21275-Flamednia Leiria-3865.49
923046-Eurico Siqueira-4518.42
452585-Odilia Camello-14847.42
917657-Antonio Viegas-16712.65
741244-Quintino Alcantara-14409.98
467267-Mercia Caeira-15172.90
554260-Armanda Amorim-1588.59
283980-Urbano Rodrigues-12532.27
940991-Almor Caiado-11433.94
933863-Clara Alcantara-15496.23
517655-Sara Lameiras-14241.61
489198-Telma Villalobos-12216.00
511890-Manuel Capiperibe-16750.53
455163-Domingos Pas-20539.71
967926-Carminda Morais-3282.28
306856-Guaraci Damasceno-2542.12
565923-Jonatas Felgueiras-19667.66
930788-Neeamia Arruda-11255.66
450184-Liana Cardim-5210.24
434839-Ximena Castilho-1734.74
649762-Antonio Castelo-15219.91
413745-Oliveira Carmona-14099.97
536087-Clarindo Areosa-15975.09
400250-Delfina Perdigon-15224.80
45732-Rebeca Neto-19854.48
688952-Heleedsa Marins-20227.55
654751-Domingos Pas-16378.37
963407-Tibefarcio Colao-1002.85
15029-Heleedsa Marins-14797.35
976540-Neeamia Arruda-4916.86
561237-Fulvio Villegas-17993.36
823100-Clara Alcantara-14942.66
685175-Telma Villalobos-283.18
116398-Odilia Camello-10337.19
550780-Domingos Pas-18867.64
696859-Ubaldo Mainha-18809.70
54608-Emedlia Silvera-3861.41
210991-Melinda Roserio-18561.04
933635-Delfina Garcia de Gondim-11016.35
679884-Edgar Carvalheiro-14136.12
899953-Henrique Bento-466.90
627850-Moaci Mendoa-5725.13
869125-Neeamia Arruda-20651.98
619315-Clara Alcantara-19048.31
366288-Liana Cardim-21453.81
77970-Adelino Barra-9675.95
61217-Taercio Mafra-7731.66
881952-Gaudancio Fiees-13813.77
503668-Delfina Garcia de Gondim-17703.10
376549-Adelino Barra-3135.06
419081-Armanda Amorim-14794.06
830084-Cleusa Goes-3475.51
506950-Manuel Capiperibe-4754.20
502119-Honorina Lira-13130.39
732193-Cassandra Varejo-879.22
726552-Adelino Barra-9330.00
723205-Telma Villalobos-15760.61
344199-Clara Alcantara-15074.59
101998-Tarrataca Soares-8274.79
495278-Eurico Siqueira-10158.56
500579-Flor Portella-4167.91
711844-Almor Caiado-8296.21
435820-Emedlia Silvera-16011.28
874034-Romo Paranage-6121.47
659238-Neeamia Arruda-10438.79
825858-Quintino Alcantara-4881.22
619811-Aludsio Sosa-8258.45
63001-Sara Lameiras-2957.06
399123-Emiliana Foquio-7538.08
561812-Romo Paranage-11543.03
747304-Marilda Leio-7633.20
822849-Rodolfo Paz-17750.32
965352-Urbano Rodrigues-4669.84
43940-Emedlia Silvera-10518.58
161574-Artur Grillo-11395.17
200896-Zulmira Becerra-7278.59
239874-Eurico Siqueira-7844.79
856079-Rodolfo Paz-20825.42
447814-Cassandra Varejo-17084.57
518748-Tarrataca Soares-14325.36
961782-Ermelinda Quintela-15682.83
679645-Romo Paranage-14476.22
51478-Gaudancio Fiees-14181.04
551527-Ximena Castilho-19551.48
198262-Emiliana Foquio-768.26
240228-Emiliana Foquio-1660.27
403979-Trajano Fagundes-10082.67
412719-Andreia Moita-20321.23
127000-Trajano Fagundes-4500.87
165172-Taercio Mafra-13846.06
22513-Honorina Lira-15565.67
683250-Anfnia Seixas-13827.63
408284-Odete Vasques-16928.15
117083-Clara Alcantara-19403.66
683680-Zungela Ipiranga-5900.81
283667-Cleusa Goes-8333.21
742901-Odete Vasques-10107.25
681194-Henrique Bento-19481.38
194251-Filomena Barrios-17937.81
164845-Emedlia Silvera-13014.63
187491-Anfnia Seixas-16254.85
9494-Delfina Perdigon-13816.85
453703-Regina Barcellos-1976.09
518174-Letedcia Gago-6877.27
246848-Ximena Castilho-17564.10
801299-Branco Saraba-2482.10
382423-Melinda Roserio-11859.53
746447-Romo Paranage-10591.51
233097-Joaquim Rufino-19503.45
322891-Taercio Mafra-12730.26
18226-Adelino Barra-4597.30
797236-Antonio Viegas-10787.39
855917-Aludsio Sosa-2827.10
729397-Rodolfo Paz-16372.28
485555-Tibofarcio Camacho-6549.91
839004-Mercia Caeira-17077.92
513621-Ximena Castilho-6666.91
429737-Cassandra Varejo-6874.37
483719-Guaraci Damasceno-16546.71
835271-Odete Vasques-18709.93
165917-Silvio Mata-5735.28
498170-Ubaldo Mainha-14663.25
515280-Liana Cardim-16371.81
141885-Henrique Bento-6314.27
11418-Feledcia Peassego-3894.29
291209-Rebeca Neto-15012.68
297629-Fulvio Villegas-5052.98
257226-Angelica Aranha-5597.28
883898-Basilio Pedroso-14652.11
855546-Camila Gabeira-7205.63
369717-Gaudancio Fiees-17747.29
130256-Manuel Capiperibe-19582.27
113951-Flamednia Leiria-5052.59
323563-Danilo Olaio-19084.01
277265-Melinda Roserio-4129.28
221906-Angelica Aranha-20702.20
475137-Odilia Camello-6860.33
419383-Daniel Vieyra-17412.91
317441-Guida Juca-20001.75
886058-Filomena Barrios-12655.46
964476-Andreia Moita-8104.33
570922-Esperada Cardoso-10945.63
535336-Joaquim Rufino-10491.93
164579-Almerinda Palmeira-9570.33
737106-Odete Vasques-3078.27
254822-Almerinda Palmeira-19040.48
40381-Lurdes Cotrim-10110.40
123754-Zungela Ipiranga-4429.76
934680-Emedlia Silvera-8872.93
989580-Neeamia Arruda-18511.79
91023-Cassandra Varejo-9106.60
953980-Regina Barcellos-7867.47
43919-Tibofarcio Camacho-7982.83
392471-Neeamia Arruda-4349.64
174225-Armanda Amorim-3282.17
367897-Armindo Castalo-8674.72
813751-Honorina Lira-14065.12
293064-Daniel Vieyra-3031.52
63063-Tibefarcio Colao-2646.03
40350-Micaela Chavez-6085.93
564119-Camila Gabeira-20556.84
36792-Trajano Fagundes-20856.38
72272-Jonatas Felgueiras-5091.98
300863-Zulmira Becerra-21265.91
78832-Zungela Ipiranga-2562.81
683444-Clara Alcantara-17536.49
852957-Quintino Alcantara-989.79
578860-Tabalipa Duarte-2732.72
280537-Dulce Froes-18703.36
275429-Angelica Aranha-4478.92
965946-Aludsio Sosa-15664.56
316564-Romo Paranage-17414.93
930909-Regina Barcellos-20675.65
827965-Adelina Quadros-14463.83
688664-Gaudancio Fiees-8349.78
282815-Feledcia Peassego-5411.78
348889-Spnia ou Sonia Guerreiro-3215.47
927267-Zulmira Becerra-11871.26
174407-Cleusa Goes-14334.06
24990-Adelina Quadros-19476.82
468596-Guida Juca-2861.64
112600-Emedlio Pimentel-16544.80
910983-Guida Juca-3969.28
907663-Oliveira Senchez-16067.56
527815-Silvio Mata-14239.61
912962-Feledcia Peassego-1767.60
463703-Andreia Moita-8801.09
510143-Domingos Pas-6455.52
312641-Flor Portella-19237.27
966965-Spnia ou Sonia Guerreiro-6842.68
29817-Quintiliano Sousa de Arronches-18307.37
548966-Sidfnio Frois-9763.66
77554-Adelina Quadros-2067.93
687855-Elisa Themes-312.17
680730-Sara Lameiras-4287.45
167717-Guaraci Damasceno-16556.58
348610-Adelino Barra-11706.38
560016-Odilia Camello-12201.48
413498-Andreia Moita-20774.61
189594-Regina Barcellos-13179.44
647381-Zungela Ipiranga-15369.74
785511-Clara Alcantara-60.39
404195-Delfina Perdigon-6141.17
467047-Henrique Bento-11338.05
285680-Spnia ou Sonia Guerreiro-8640.02
581463-Esperada Cardoso-6396.86
153563-Trajano Fagundes-10020.34
318164-Filomena Barrios-1251.11
551589-Elisa Themes-13435.24
28247-Eurico Siqueira-17957.14
773127-Armindo Castalo-12818.78
771178-Aludsio Sosa-881.79
135000-Almerinda Palmeira-20165.84
808281-Almerinda Palmeira-10215.67
182332-Ermelinda Quintela-8573.69
817671-Tarrataca Soares-8004.67
110910-Joaquim Rufino-10276.20
558455-Romo Paranage-2714.55
670449-Marilda Leio-13250.07
243182-Ermelinda Quintela-18170.35
276323-Trajano Fagundes-2843.24
799688-Armanda Amorim-7050.95
362245-Quintino Alcantara-19082.30
41547-Flamednia Leiria-19530.39
41801-Tarrataca Soares-8707.37
43739-Almerinda Palmeira-12375.55
731428-Danilo Olaio-4141.82
969832-Moaci Mendoa-17187.41
318967-Guaraci Damasceno-20764.11
708682-Polibe Olivares-14171.71
812219-Dulce Froes-10589.63
309665-Micaela Chavez-3912.79
986529-Honorina Lira-15676.42
763360-Camila Gabeira-9072.00
107203-Camila Gabeira-16912.41
336444-Feledcia Peassego-4888.02
32546-Oliveira Carmona-870.49
865424-Artur Grillo-14880.19
153242-Almor Caiado-5218.54
447590-Delfim Higuera-6795.63
293066-Oliveira Carmona-16093.75
979149-Manuel Capiperibe-2982.01
244314-Gaudancio Fiees-11291.88
772617-Quintino Alcantara-18239.51
855988-Marilda Leio-12565.75
160406-Spnia ou Sonia Guerreiro-2844.28
52599-Tibofarcio Camacho-18554.60
127125-Regina Barcellos-5548.42
942439-Emedlio Pimentel-9489.95
201694-Danilo Olaio-679.59
631722-Sidfnio Frois-18762.52
25196-Antonio Viegas-2157.48
214510-Artur Grillo-865.08
561909-Domingos Pas-12492.81
108939-Almerinda Palmeira-13621.37
897402-Camila Gabeira-12958.14
3741-Edgar Carvalheiro-1403.83
159384-Odete Vasques-4575.10
850517-Jorgina Bogalho-18184.52
396105-Polibe Olivares-20046.54
504832-Camila Gabeira-2858.02
505268-Anfnia Seixas-20158.27
707078-Moaci Mendoa-11435.58
613145-Trajano Fagundes-13841.20
470475-Anind Zarco-14972.29
935329-Delfina Perdigon-10266.43
311447-Adelino Barra-4611.63
664080-Zulmira Becerra-20353.22
858651-Silvio Mata-7946.89
564756-Neeamia Arruda-15560.85
229985-Odilia Camello-7041.06
663755-Danilo Olaio-19956.12
328864-Filomena Barrios-14338.35
18682-Artur Grillo-1479.65
505828-Quintino Alcantara-21094.35
129936-Ubaldo Mainha-21323.70
567766-Judite Damasceno-5011.98
904619-Heleedsa Marins-12188.62
751270-Lurdes Cotrim-5452.37
566508-Domingos Pas-15768.02
35677-Edgar Carvalheiro-865.48
823203-Jorgina Bogalho-982.12
954281-Andreia Moita-18275.41
643423-Almerinda Palmeira-10660.76
968890-Delfim Higuera-12105.82
39620-Rodolfo Paz-14757.12
753015-Romo Paranage-10097.96
145521-Basilio Pedroso-21007.00
860170-Adelino Barra-9109.68
780183-Taercio Mafra-14065.35
785314-Odilia Camello-12970.87
413098-Angelica Aranha-8684.26
652451-Jonatas Felgueiras-21363.80
759509-Tabalipa Duarte-19495.40
314711-Adelina Quadros-16920.25
821238-Urbano Rodrigues-7135.81
730771-Marilda Leio-408.51
322054-Heleedsa Marins-1349.96
808222-Andreia Moita-8838.56
15223-Celeste Duarte-9346.37
540517-Augusta Paio-18434.22
614090-Basilio Pedroso-193.51
416049-Zungela Ipiranga-17530.04
758905-Letedcia Gago-20357.63
177693-Letedcia Gago-10155.94
694593-Quintiliano Sousa de Arronches-8019.32
439541-Melinda Roserio-13796.63
496656-Odilia Camello-11025.01
254205-Jorgina Bogalho-11893.09
496162-Neuza Francia-378.41
272684-Ximena Castilho-13723.82
652151-Cleusa Goes-9845.12
457768-Judite Damasceno-11199.28
676519-Filomena Barrios-14586.87
435476-Fulvio Villegas-9193.81
736233-Silvio Mata-7125.92
618410-Honorina Lira-1665.48
867726-Nuno Balsemeo-2910.44
597000-Marilda Leio-10392.99
699105-Rebeca Neto-11747.95
954225-Micaela Chavez-21040.68
631322-Feledcia Peassego-8292.36
659846-Camila Gabeira-3662.10
208600-Guida Juca-7038.87
37094-Oliveira Senchez-16443.22
460039-Ubaldo Mainha-5845.75
331378-Anind Zarco-3857.09
381881-Quintino Alcantara-10885.77
933604-Angelica Aranha-6806.91
794767-Flor Portella-459.06
13299-Camila Gabeira-1188.60
613364-Ubaldo Mainha-5954.92
725405-Feledcia Peassego-14951.51
798175-Andreia Moita-2758.76
41523-Zulmira Becerra-11209.13
698550-Clarindo Areosa-7508.90
431145-Antonio Castelo-21152.21
227905-Quintiliano Sousa de Arronches-1511.19
69136-Flamednia Leiria-2560.53
209042-Moaci Mendoa-14718.48
660138-Artur Grillo-16888.61
695108-Emedlio Pimentel-1319.91
966103-Joaquim Rufino-20807.16
447244-Cassandra Varejo-650.31
331402-Emedlia Silvera-19860.72
537700-Telma Villalobos-1732.87
835075-Oliveira Carmona-17817.18
841938-Eurico Siqueira-5354.63
426015-Antonio Viegas-10205.32
217010-Adelina Quadros-21287.41
914028-Tabalipa Duarte-7399.17
471294-Feledcia Peassego-11056.12
520130-Henrique Bento-19075.79
236734-Emedlia Silvera-13645.42
829707-Taercio Mafra-1803.90
336142-Aludsio Sosa-21469.28
248784-Antonio Viegas-14062.79
899011-Clara Alcantara-4916.37
668703-Clara Alcantara-4915.80
975114-Melinda Roserio-20867.97
162066-Flor Portella-10282.27
726506-Edgar Carvalheiro-17296.98
765447-Polibe Olivares-4917.35
553350-Basilio Pedroso-9569.71
855685-Leonidas Mafra-12538.01
746679-Joaquim Rufino-3556.54
441235-Odilia Camello-11609.03
854146-Elisa Themes-14898.01
246020-Lurdes Cotrim-14934.70
169643-Honorina Lira-14279.62
350407-Celeste Duarte-6176.40
448452-Emiliana Foquio-7513.67
675236-Romo Paranage-19611.32
996864-Armanda Amorim-20326.85
376932-Adelino Barra-10310.58
630490-Edgar Carvalheiro-9423.21
844294-Guida Juca-19397.62
337068-Delfim Higuera-15101.32
467101-Antonio Viegas-1888.95
693114-Angelica Aranha-11440.64
715765-Odilia Camello-619.31
481787-Taercio Mafra-19773.79
462473-Artur Grillo-15535.71
177955-Sofras Cuaresma-6980.84
381319-Eurico Siqueira-7754.61
385920-Rebeca Neto-19660.92
44253-Judite Damasceno-21219.36
121453-Oliveira Carmona-5017.89
516533-Carminda Morais-18922.56
381843-Jussara Varanda-3424.66
725201-Honorina Lira-866.98
708674-Henrique Bento-56.96
575120-Esperada Cardoso-18291.59
573635-Tibofarcio Camacho-17538.53
290272-Polibe Olivares-7367.51
64364-Almor Caiado-316.53
158944-Daniel Vieyra-21416.97
531598-Mercia Caeira-17853.35
552824-Liana Cardim-4523.68
468644-Neeamia Arruda-17837.50
965051-Flor Portella-7649.91
876102-Liana Cardim-1612.16
199305-Guaraci Damasceno-7237.91
93543-Taercio Mafra-1188.81
72034-Armindo Castalo-3791.72
28062-Jorgina Bogalho-3882.36
592118-Ximena Castilho-10883.95
608495-Ubaldo Mainha-1244.43
414263-Domingos Pas-11539.96
992874-Anind Zarco-709.81
37443-Tabalipa Duarte-1669.46
780087-Taercio Mafra-15038.22
218946-Cassandra Varejo-17640.21
332845-Emiliana Foquio-3536.31
816092-Odete Vasques-1182.20
50005-Celeste Duarte-18332.48
936858-Augusta Paio-10223.56
37256-Liana Cardim-19549.64
989003-Regina Barcellos-8378.95
824986-Flor Portella-17108.88
410694-Lina Andrade-6214.42
987682-Dulce Froes-19512.22
297328-Judite Damasceno-14109.57
882049-Daniel Vieyra-8298.06
864535-Dulce Froes-19616.22
18706-Honorina Lira-12481.89
408928-Tarrataca Soares-8686.42
710495-Oliveira Carmona-8171.96
455007-Clarindo Areosa-7317.01
195287-Ximena Castilho-10645.26
432683-Augusta Paio-14519.37
99544-Odilia Bello-5114.41
104675-Delfim Higuera-5517.38
647381-Delfina Garcia de Gondim-1491.36
821207-Odilia Camello-15700.01
214538-Polibe Olivares-8985.36
371789-Ermelinda Quintela-6704.61
401430-Leonidas Mafra-19741.72
395604-Romo Paranage-6391.43
801279-Trajano Fagundes-21143.38
611329-Henrique Bento-282.88
346844-Tarrataca Soares-9903.87
336968-Anfnia Seixas-620.08
800647-Quintino Alcantara-11546.55
554376-Romo Paranage-3269.93
963301-Ximena Castilho-19922.08
77429-Estanislau Beserra-15410.96
317266-Delfina Perdigon-21434.97
269124-Danilo Olaio-14594.09
438359-Manuel Capiperibe-3267.27
133604-Romo Paranage-4563.38
765554-Ximena Castilho-3222.01
354595-Tabalipa Duarte-18755.38
681705-Lina Andrade-848.55
661635-Flamednia Leiria-749.26
126218-Armanda Amorim-16598.89
159567-Oliveira Carmona-17929.67
137906-Moaci Mendoa-13428.00
320788-Artur Grillo-11265.86
646866-Filomena Barrios-18760.24
827781-Zungela Ipiranga-3606.74
296215-Joaquim Rufino-1799.56
151712-Daniel Vieyra-18453.11
15300-Gaudancio Fiees-16135.09
50712-Taercio Mafra-17811.70
79155-Urbano Rodrigues-17708.13
831519-Delfina Garcia de Gondim-3334.89
195945-Quintino Alcantara-2871.43
573863-Joaquim Rufino-14584.64
360878-Esperada Cardoso-1916.27
874620-Delfim Higuera-7484.55
242772-Clarindo Areosa-10097.51
812176-Moaci Mendoa-19659.03
436154-Moaci Mendoa-15314.34
915352-Adelino Barra-8610.01
804146-Jussara Varanda-2815.97
614895-Rebeca Neto-17854.29
392323-Antonio Viegas-4711.41
2753-Delfina Perdigon-6297.15
682605-Carminda Morais-15730.76
419295-Ermelinda Quintela-14804.67
313723-Odete Vasques-8082.26
680498-Neeamia Arruda-20260.38
357864-Carminda Morais-5669.90
576582-Romo Paranage-8109.06
965583-Andreia Moita-6852.26
683790-Ubaldo Mainha-18498.41
890770-Emiliana Foquio-18027.50
240780-Sofras Cuaresma-18867.53
570962-Moaci Mendoa-10809.51
528181-Neuza Francia-12613.71
456570-Fulvio Villegas-6412.01
135993-Zungela Ipiranga-15478.81
718162-Angilica Galante-15317.56
767434-Mercia Caeira-588.48
818168-Quintino Alcantara-10578.14
465873-Dulce Froes-20044.98
58420-Armanda Amorim-10849.05
791755-Fulvio Villegas-7336.62
239740-Emedlio Pimentel-2617.49
279607-Odete Vasques-20082.78
302327-Edgar Carvalheiro-2792.50
550672-Eurico Siqueira-3793.86
353172-Augusta Paio-21271.05
145979-Odilia Camello-6113.88
360799-Artur Grillo-9882.07
801777-Ximena Castilho-13916.72
600160-Almor Caiado-14597.31
664624-Tarrataca Soares-16635.23
