680016-Zungela Ipiranga-9364.18
254681-Feledcia Peassego-20946.97
275045-Ximena Castilho-12958.72
442645-Jorgina Bogalho-19938.09
282633-Zungela Ipiranga-7757.57
297866-Polibe Olivares-20584.09
111363-Zulmira Becerra-13734.76
37021-Oliveira Carmona-17849.25
780591-Mercia Caeira-8376.54
821617-Tibefarcio Colao-5012.13
856345-Almor Caiado-6510.91
648439-Estanislau Beserra-18153.45
588780-Antonio Viegas-16181.37
696929-Aludsio Sosa-16405.79
267935-Adelino Barra-8383.78
268734-Sidfnio Frois-17736.76
893963-Sofras Cuaresma-8313.04
40713-Letedcia Gago-21033.41
549388-Emedlia Silvera-9156.38
27407-Rodolfo Paz-13064.59
133799-Edgar Carvalheiro-17003.16
337802-Basilio Pedroso-9924.81
271393-Zulmira Becerra-5575.86
76603-Cleusa Goes-14632.83
207008-Sidfnio Frois-210.67
94109-Manuel Capiperibe-15583.36
422945-Almor Caiado-20492.29
711431-Branco Saraba-3367.87
957540-Oliveira Senchez-11883.36
857475-Ximena Castilho-15113.63
486608-Branco Saraba-21334.97
206292-Polibe Olivares-16743.51
271209-Carminda Morais-811.39
989107-Eurico Siqueira-7972.16
318983-Guaraci Damasceno-15214.23
510767-Feledcia Peassego-8820.33
895029-Zulmira Becerra-9374.56
99484-Neeamia Arruda-9136.84
161154-Rebeca Neto-4481.58
860629-Ximena Castilho-3785.32
19526-Lurdes Cotrim-12060.18
526896-Edgar Carvalheiro-14342.25
514824-Ximena Castilho-7310.12
88444-Branco Saraba-7145.18
461036-Trajano Fagundes-8778.37
900535-Romo Paranage-20593.47
192029-Melinda Roserio-17377.59
713127-Romo Paranage-7443.75
537248-Eurico Siqueira-11825.36
697428-Daniel Vieyra-18203.96
737425-Odete Vasques-18169.32
791038-Leonidas Mafra-7249.75
712423-Letedcia Gago-16844.90
772972-Melinda Roserio-9580.95
49289-Judite Damasceno-90.72
264734-Marilda Leio-10059.73
513416-Judite Damasceno-12121.65
734632-Domingos Pas-5293.95
639814-Antonio Castelo-14419.32
702854-Clara Alcantara-8431.46
813932-Antonio Castelo-2443.99
943303-Urbano Rodrigues-17791.90
813613-Letedcia Gago-6794.19
696071-Marilda Leio-13211.92
96135-Jonatas Felgueiras-2067.58
849141-Ermelinda Quintela-10050.23
465856-Ubaldo Mainha-3030.52
357663-Sofras Cuaresma-11857.87
624045-Odete Vasques-2719.43
426156-Tarrataca Soares-1571.62
657330-Edgar Carvalheiro-12199.76
820741-Micaela Chavez-3714.36
959637-Clara Alcantara-11932.50
621547-Almerinda Palmeira-1214.62
378562-Odilia Bello-180.74
691718-Oliveira Senchez-17609.23
10608-Guaraci Damasceno-9669.06
978203-Almor Caiado-15212.63
856688-Odilia Camello-20208.88
183311-Henrique Bento-15008.30
655500-Antonio Castelo-17814.87
43384-Polibe Olivares-3848.24
621650-Judite Damasceno-1833.00
619072-Jussara Varanda-7139.22
324974-Flamednia Leiria-7873.00
788646-Cleusa Goes-4125.09
791174-Armindo Castalo-5955.19
329621-Artur Grillo-4010.14
687676-Antonio Castelo-3583.87
472449-Branco Saraba-19095.70
935852-Judite Damasceno-16027.42
375463-Edgar Carvalheiro-18297.85
250939-Zungela Ipiranga-749.23
892245-Artur Grillo-13125.42
479100-Filomena Barrios-4213.84
656695-Tarrataca Soares-19031.72
274171-Flor Portella-3204.80
797385-Jussara Varanda-2713.26
100351-Leonidas Mafra-7940.14
807114-Cassandra Varejo-130.02
343832-Spnia ou Sonia Guerreiro-2329.38
884186-Estanislau Beserra-5263.14
765270-Eurico Siqueira-12645.65
430369-Moaci Mendoa-14934.57
533735-Moaci Mendoa-13344.52
937578-Melinda Roserio-8056.25
366319-Ermelinda Quintela-16679.00
314216-Romo Paranage-5932.13
759471-Aludsio Sosa-12503.14
107829-Delfim Higuera-13651.21
542601-Judite Damasceno-2909.81
235641-Tibefarcio Colao-19568.65
230332-Nuno Balsemeo-3051.47
631972-Gaudancio Fiees-19615.77
92338-Oliveira Carmona-11976.27
452756-Ximena Castilho-9480.81
985521-Flor Portella-16254.47
514510-Polibe Olivares-16777.62
852992-Antonio Castelo-15060.37
721348-Anfnia Seixas-14686.62
592027-Telma Villalobos-13277.21
400881-Antonio Viegas-5384.73
523374-Honorina Lira-9307.03
726796-Antonio Viegas-4318.51
903394-Anfnia Seixas-3544.60
532268-Sofras Cuaresma-11199.13
786466-Elisa Themes-3364.15
972862-Ximena Castilho-4719.29
856139-Sidfnio Frois-17977.82
85702-Adelina Quadros-8130.20
919611-Clara Alcantara-18256.12
250754-Sidfnio Frois-7735.29
963316-Dulce Froes-3305.69
822567-Henrique Bento-17612.96
775230-Liana Cardim-1167.15
871391-Quintiliano Sousa de Arronches-10262.48
48628-Basilio Pedroso-10005.50
673262-Micaela Chavez-17075.23
92211-Liana Cardim-15928.96
548596-Adelino Barra-19069.81
182948-Clara Alcantara-18674.17
537870-Daniel Vieyra-17651.85
881707-Angelica Aranha-14096.64
928438-Edgar Carvalheiro-11060.03
342740-Aludsio Sosa-6682.95
700599-Urbano Rodrigues-12941.66
487477-Jussara Varanda-17842.15
688893-Delfina Garcia de Gondim-16164.04
335711-Tibefarcio Colao-3210.13
764570-Leonidas Mafra-15515.61
729523-Tabalipa Duarte-3342.61
306245-Odilia Bello-1443.15
928323-Polibe Olivares-15201.97
119129-Adelina Quadros-10976.42
121813-Jorgina Bogalho-14559.84
839769-Henrique Bento-8022.01
805266-Clarindo Areosa-2562.05
837473-Manuel Capiperibe-1544.10
909253-Armanda Amorim-9687.46
876745-Antonio Castelo-2020.27
342003-Leonidas Mafra-8147.56
740992-Delfim Higuera-3375.79
840816-Jonatas Felgueiras-16915.07
121145-Clara Alcantara-9121.43
404545-Rodolfo Paz-19082.65
982598-Estanislau Beserra-5016.21
243048-Quintino Alcantara-20134.26
234523-Antonio Viegas-10017.80
146637-Judite Damasceno-13216.89
71602-Carminda Morais-2710.82
558013-Lina Andrade-19044.24
821523-Gaudancio Fiees-16466.81
400002-Angilica Galante-12630.39
175158-Ximena Castilho-156.76
108133-Jorgina Bogalho-11580.81
25314-Rebeca Neto-10635.80
660005-Clara Alcantara-10263.39
16035-Estanislau Beserra-6830.90
265945-Lina Andrade-16502.37
261799-Delfim Higuera-21013.08
800871-Heleedsa Marins-14403.83
96331-Augusta Paio-17.20
970777-Ximena Castilho-771.20
868884-Quintiliano Sousa de Arronches-10392.96
426133-Jorgina Bogalho-18384.04
247987-Regina Barcellos-17829.45
206918-Jonatas Felgueiras-16751.22
591840-Angilica Galante-17711.38
272931-Guaraci Damasceno-779.20
159444-Telma Villalobos-18591.82
128123-Ximena Castilho-8744.99
520972-Delfina Garcia de Gondim-861.12
628039-Lurdes Cotrim-19790.83
773788-Joaquim Rufino-18024.68
595717-Delfina Perdigon-4684.10
498371-Odete Vasques-20326.58
497051-Odete Vasques-5543.82
351159-Andreia Moita-1944.90
778866-Sofras Cuaresma-19547.63
475866-Micaela Chavez-7144.38
997408-Carminda Morais-10395.67
901505-Andreia Moita-5396.04
526033-Carminda Morais-8612.32
270994-Nuno Balsemeo-11200.06
827899-Judite Damasceno-13316.01
304880-Quintiliano Sousa de Arronches-5066.16
727251-Camila Gabeira-18561.13
787722-Honorina Lira-21114.64
502328-Neuza Francia-19557.60
137013-Delfina Perdigon-8917.52
469930-Micaela Chavez-10207.49
818302-Odilia Camello-16356.51
762107-Odilia Bello-5906.93
304826-Anind Zarco-1104.80
348048-Armindo Castalo-12343.08
285202-Tarrataca Soares-15056.13
396979-Neuza Francia-5598.57
406649-Angilica Galante-721.61
389701-Micaela Chavez-18136.63
168121-Tabalipa Duarte-15673.17
385003-Odilia Bello-11923.03
168468-Anfnia Seixas-15631.21
72194-Sara Lameiras-6184.00
207866-Joaquim Rufino-3372.21
865626-Cassandra Varejo-3745.69
124839-Cassandra Varejo-11988.54
228-Odilia Bello-5477.67
505197-Zulmira Becerra-11231.74
507256-Aludsio Sosa-9720.80
268921-Oliveira Senchez-20492.48
782410-Quintiliano Sousa de Arronches-7741.50
77834-Elisa Themes-3338.34
507643-Urbano Rodrigues-12679.07
146926-Telma Villalobos-1426.31
783031-Regina Barcellos-2254.96
211151-Odilia Bello-7006.21
285224-Guida Juca-20746.21
699796-Clara Alcantara-19086.43
791646-Guida Juca-1666.67
63102-Guida Juca-9519.36
651177-Almor Caiado-8612.34
58507-Delfim Higuera-9153.12
103392-Urbano Rodrigues-6023.36
31589-Edgar Carvalheiro-5130.00
696979-Ubaldo Mainha-7577.83
447611-Ximena Castilho-4235.10
535983-Rebeca Neto-10157.95
908132-Antonio Castelo-9470.11
970706-Zungela Ipiranga-2893.19
113406-Anind Zarco-8563.82
20707-Edgar Carvalheiro-20680.34
77610-Ermelinda Quintela-8216.08
485289-Telma Villalobos-8277.12
799586-Neeamia Arruda-5572.60
744718-Rebeca Neto-3474.73
186313-Tibefarcio Colao-5729.21
765562-Romo Paranage-2849.73
966342-Mercia Caeira-313.98
326553-Honorina Lira-9353.68
869804-Tabalipa Duarte-18214.82
348664-Almor Caiado-4440.19
61896-Daniel Vieyra-18720.96
603686-Tibefarcio Colao-21445.82
481676-Guaraci Damasceno-3818.98
359145-Emiliana Foquio-10216.42
535476-Dulce Froes-21418.29
221820-Melinda Roserio-1481.11
703402-Rodolfo Paz-14100.77
712722-Jonatas Felgueiras-13939.20
41425-Esperada Cardoso-2663.06
752613-Danilo Olaio-11266.55
13817-Quintiliano Sousa de Arronches-5412.33
399894-Camila Gabeira-15728.37
497886-Flor Portella-5288.35
855734-Tarrataca Soares-697.10
686768-Adelina Quadros-9532.46
954951-Odilia Camello-14554.67
196268-Eurico Siqueira-4446.87
835201-Armanda Amorim-10154.00
842458-Tabalipa Duarte-13094.41
847796-Delfina Garcia de Gondim-357.10
388274-Neeamia Arruda-14097.24
25152-Flor Portella-19581.24
760070-Zungela Ipiranga-3611.38
392614-Zungela Ipiranga-14709.94
183856-Oliveira Senchez-13401.97
320108-Cleusa Goes-5416.68
566933-Oliveira Senchez-15078.65
890673-Guida Juca-21227.00
166937-Zulmira Becerra-11740.59
232825-Lurdes Cotrim-4834.23
469705-Taercio Mafra-4948.11
939475-Celeste Duarte-9328.36
762171-Emiliana Foquio-17945.96
419471-Romo Paranage-13145.05
786870-Adelino Barra-5142.05
916198-Odilia Bello-15355.26
512922-Marilda Leio-2316.09
796797-Jonatas Felgueiras-1600.16
996897-Leonidas Mafra-5671.83
154647-Letedcia Gago-17194.16
506308-Domingos Pas-4484.02
614754-Jussara Varanda-15903.41
847175-Almerinda Palmeira-2756.20
217810-Augusta Paio-13280.39
98744-Sofras Cuaresma-5223.42
693097-Artur Grillo-9592.59
955822-Quintiliano Sousa de Arronches-19467.71
83185-Melinda Roserio-17820.85
943093-Tarrataca Soares-14805.98
861652-Telma Villalobos-2042.69
203009-Ximena Castilho-1362.92
871791-Dulce Froes-5389.06
376798-Ermelinda Quintela-12227.54
478100-Micaela Chavez-4014.88
117367-Melinda Roserio-16935.87
962104-Armindo Castalo-21442.79
