815692-Emedlio Pimentel-16259.03
210123-Quintino Alcantara-17200.90
70644-Armanda Amorim-2244.60
191893-Tarrataca Soares-6053.13
743527-Antonio Castelo-8491.29
311405-Cleusa Goes-12533.71
334224-Domingos Pas-8960.01
542638-Quintino Alcantara-17479.86
135602-Branco Saraba-11116.67
455385-Jorgina Bogalho-17277.11
197748-Feledcia Peassego-8140.33
421199-Letedcia Gago-17942.43
57029-Camila Gabeira-10008.30
266141-Elisa Themes-10100.21
156782-Daniel Vieyra-17557.65
278193-Jonatas Felgueiras-7715.93
370870-Jonatas Felgueiras-11169.27
756952-Angilica Galante-14514.70
135831-Guida Juca-13501.22
684548-Antonio Castelo-21145.77
587301-Flamednia Leiria-12392.91
557843-Zulmira Becerra-10532.29
135252-Ximena Castilho-18502.86
172722-Telma Villalobos-6840.68
522755-Lurdes Cotrim-16262.25
518432-Telma Villalobos-10890.20
884588-Tibefarcio Colao-2049.07
768497-Sara Lameiras-3916.64
638404-Quintiliano Sousa de Arronches-16387.99
692105-Anind Zarco-7430.00
973268-Estanislau Beserra-1831.04
286912-Neeamia Arruda-19236.62
359510-Regina Barcellos-12423.13
778060-Sidfnio Frois-5110.03
218102-Carminda Morais-3350.42
939515-Honorina Lira-15635.60
253706-Jorgina Bogalho-11549.61
494898-Angilica Galante-52.46
238433-Fulvio Villegas-20098.84
103563-Domingos Pas-18380.93
62023-Neeamia Arruda-12175.82
311563-Almor Caiado-9623.86
306084-Filomena Barrios-7192.62
102617-Almor Caiado-14890.40
967301-Odete Vasques-21342.58
573272-Cleusa Goes-1157.14
198723-Camila Gabeira-4999.67
247228-Anind Zarco-1089.78
959388-Almor Caiado-3942.17
471033-Angilica Galante-5583.21
499415-Edgar Carvalheiro-5683.83
631837-Neuza Francia-16636.94
942492-Carminda Morais-6025.17
566634-Quintino Alcantara-13826.19
709689-Tibofarcio Camacho-3931.03
378061-Cassandra Varejo-14076.76
639237-Angelica Aranha-12203.91
861455-Tibofarcio Camacho-361.55
329564-Anfnia Seixas-3941.14
198319-Telma Villalobos-17855.85
676179-Taercio Mafra-6586.01
736411-Artur Grillo-14912.33
698631-Camila Gabeira-19121.75
922351-Tibofarcio Camacho-10162.58
701981-Micaela Chavez-14619.68
255625-Melinda Roserio-14368.62
522797-Estanislau Beserra-3570.18
757203-Filomena Barrios-15248.79
970094-Elisa Themes-6507.25
916255-Anfnia Seixas-18919.24
182897-Adelina Quadros-6441.16
315692-Rodolfo Paz-2723.69
175258-Almerinda Palmeira-17390.68
551328-Lurdes Cotrim-14685.06
62871-Antonio Viegas-9497.25
677188-Cassandra Varejo-1694.97
967553-Cassandra Varejo-13910.19
165392-Delfim Higuera-8192.93
517934-Zulmira Becerra-7107.79
984567-Eurico Siqueira-14596.96
552676-Artur Grillo-14768.78
238028-Zulmira Becerra-13307.11
156109-Moaci Mendoa-5374.02
765763-Sofras Cuaresma-18469.54
633625-Telma Villalobos-1995.33
985735-Carminda Morais-2832.10
716508-Gaudancio Fiees-13581.77
465180-Regina Barcellos-3498.59
609559-Anind Zarco-15893.77
479209-Flor Portella-11758.78
272449-Quintino Alcantara-8949.47
214515-Almor Caiado-14051.85
9114-Estanislau Beserra-20503.41
387580-Judite Damasceno-4476.23
788618-Feledcia Peassego-19082.57
914208-Basilio Pedroso-14517.59
536327-Urbano Rodrigues-5149.92
694125-Neuza Francia-16024.57
144805-Danilo Olaio-19440.67
891166-Almor Caiado-430.62
333110-Jonatas Felgueiras-20863.35
169888-Tarrataca Soares-1280.65
233544-Edgar Carvalheiro-8830.75
699335-Estanislau Beserra-17954.62
634941-Clara Alcantara-387.67
586882-Feledcia Peassego-8576.81
265050-Odilia Bello-1267.34
636998-Dulce Froes-13844.28
868118-Adelino Barra-11550.89
476344-Regina Barcellos-1494.97
478947-Lurdes Cotrim-19748.30
944955-Letedcia Gago-16655.16
596045-Carminda Morais-5522.66
104677-Lurdes Cotrim-13199.65
236616-Clara Alcantara-15206.00
141839-Telma Villalobos-13537.04
322432-Esperada Cardoso-11024.85
494905-Melinda Roserio-21251.22
640788-Ubaldo Mainha-4765.06
369642-Flor Portella-20409.83
160674-Jussara Varanda-15519.78
286335-Angilica Galante-20519.23
993844-Almor Caiado-6510.35
775963-Silvio Mata-15471.40
536625-Antonio Castelo-8928.93
64447-Camila Gabeira-5965.51
789989-Rebeca Neto-21098.74
733228-Estanislau Beserra-16528.85
137344-Camila Gabeira-8280.42
114439-Trajano Fagundes-15794.12
104735-Mercia Caeira-18025.72
441342-Ximena Castilho-14363.75
294150-Odilia Bello-6088.85
929405-Quintiliano Sousa de Arronches-2031.78
530092-Zulmira Becerra-20147.14
247503-Antonio Viegas-17872.95
184873-Angelica Aranha-3786.01
607252-Lina Andrade-628.51
667992-Almerinda Palmeira-769.88
751562-Esperada Cardoso-15761.03
817955-Guida Juca-4147.24
378822-Gaudancio Fiees-7151.65
379120-Tarrataca Soares-19954.59
414892-Guaraci Damasceno-5129.05
107169-Romo Paranage-18824.35
208919-Basilio Pedroso-11821.99
861981-Estanislau Beserra-19133.84
388788-Flamednia Leiria-8835.08
833300-Telma Villalobos-2176.92
319954-Delfina Perdigon-3924.43
218392-Almerinda Palmeira-13012.61
721992-Camila Gabeira-2011.57
600739-Emedlio Pimentel-12915.36
364828-Lina Andrade-9284.67
822927-Delfim Higuera-6590.90
995309-Henrique Bento-13762.99
979125-Fulvio Villegas-15291.61
80716-Trajano Fagundes-10800.67
516959-Sofras Cuaresma-16819.00
457902-Estanislau Beserra-20152.20
501631-Adelina Quadros-15119.55
785585-Sidfnio Frois-19746.77
718404-Estanislau Beserra-5447.94
143292-Spnia ou Sonia Guerreiro-21261.58
473304-Letedcia Gago-4794.98
754884-Zulmira Becerra-19144.93
235534-Cassandra Varejo-17759.88
616479-Dulce Froes-4425.86
21325-Trajano Fagundes-1246.19
118062-Antonio Viegas-8990.77
658254-Nuno Balsemeo-470.95
459854-Clarindo Areosa-1308.80
934390-Augusta Paio-18655.99
944630-Spnia ou Sonia Guerreiro-8042.58
938169-Silvio Mata-17547.32
22178-Gaudancio Fiees-1570.03
921928-Sara Lameiras-14882.38
983049-Ermelinda Quintela-12193.71
627032-Almerinda Palmeira-2339.09
170825-Celeste Duarte-8970.27
967087-Odete Vasques-14536.85
717858-Angelica Aranha-10576.62
661481-Zulmira Becerra-20575.96
915049-Romo Paranage-14500.57
327036-Clara Alcantara-1635.11
753075-Guaraci Damasceno-10045.34
672121-Andreia Moita-10544.55
612357-Guaraci Damasceno-18424.38
621794-Artur Grillo-1535.82
766448-Urbano Rodrigues-19647.53
987869-Rebeca Neto-7012.36
304040-Celeste Duarte-224.70
500546-Judite Damasceno-19031.32
812144-Basilio Pedroso-4455.63
898478-Adelina Quadros-20708.90
716501-Augusta Paio-8161.60
537448-Angelica Aranha-7433.48
113205-Zulmira Becerra-14809.61
576605-Clara Alcantara-13240.99
432619-Clarindo Areosa-3973.82
832015-Melinda Roserio-17473.69
433047-Marilda Leio-11261.90
695568-Flor Portella-8122.07
586674-Quintiliano Sousa de Arronches-5235.35
18291-Guaraci Damasceno-10644.34
477643-Tibefarcio Colao-20421.50
986910-Antonio Castelo-14662.04
951668-Esperada Cardoso-8248.33
354966-Armanda Amorim-13374.10
856540-Elisa Themes-10903.59
627216-Polibe Olivares-9807.07
634080-Leonidas Mafra-3146.57
111344-Tibofarcio Camacho-1498.69
236840-Neeamia Arruda-3964.55
925617-Daniel Vieyra-3569.90
537417-Emiliana Foquio-1949.84
792609-Flamednia Leiria-9149.71
912372-Letedcia Gago-14239.23
992711-Delfina Perdigon-14167.94
204475-Cassandra Varejo-10471.67
281408-Domingos Pas-1323.10
244084-Tabalipa Duarte-15209.45
912895-Moaci Mendoa-9405.72
788386-Camila Gabeira-2943.25
199055-Artur Grillo-277.67
559732-Letedcia Gago-643.05
586918-Leonidas Mafra-12200.97
818061-Regina Barcellos-20910.10
399071-Neeamia Arruda-20105.19
906552-Almerinda Palmeira-1552.40
773124-Honorina Lira-12175.21
347154-Edgar Carvalheiro-5022.82
94394-Leonidas Mafra-12831.94
194060-Oliveira Senchez-774.99
265531-Manuel Capiperibe-17036.98
327097-Moaci Mendoa-7837.74
372754-Edgar Carvalheiro-15073.61
905764-Nuno Balsemeo-10456.96
361445-Odete Vasques-2236.11
127466-Guaraci Damasceno-3785.18
60368-Dulce Froes-4532.91
303719-Aludsio Sosa-14286.38
7951-Cassandra Varejo-14717.32
800761-Oliveira Senchez-7324.43
402637-Ermelinda Quintela-17547.08
288251-Dulce Froes-6005.52
478670-Urbano Rodrigues-17599.24
766502-Oliveira Senchez-18528.30
580472-Cleusa Goes-1557.08
945995-Danilo Olaio-2328.35
34842-Honorina Lira-9838.96
161125-Sara Lameiras-3937.16
568930-Leonidas Mafra-21307.24
171150-Ximena Castilho-6930.41
788877-Mercia Caeira-6699.60
104814-Emiliana Foquio-20892.48
711398-Angilica Galante-7202.43
195546-Tibefarcio Colao-20780.10
375321-Delfim Higuera-18111.07
166146-Oliveira Senchez-19300.53
474572-Tibefarcio Colao-4426.04
590075-Rebeca Neto-7137.65
343459-Nuno Balsemeo-10983.34
345469-Oliveira Senchez-7320.21
790166-Basilio Pedroso-18398.10
459433-Lurdes Cotrim-18304.31
196719-Polibe Olivares-14876.59
858426-Fulvio Villegas-1713.71
866670-Esperada Cardoso-10747.46
582897-Danilo Olaio-1264.29
134573-Jonatas Felgueiras-19999.03
98417-Melinda Roserio-7060.10
261796-Heleedsa Marins-19683.53
181719-Ermelinda Quintela-8162.15
142594-Jussara Varanda-1295.22
579762-Estanislau Beserra-16629.81
265124-Odilia Camello-17221.78
710052-Jorgina Bogalho-20670.36
681050-Jussara Varanda-2554.19
758588-Jussara Varanda-7380.02
921367-Rebeca Neto-16001.37
171523-Dulce Froes-16782.35
702887-Feledcia Peassego-13660.13
84389-Celeste Duarte-6467.11
487178-Camila Gabeira-2133.70
700133-Adelino Barra-7359.50
377124-Almerinda Palmeira-87.31
713197-Domingos Pas-8994.42
936603-Delfina Garcia de Gondim-11911.23
389958-Clarindo Areosa-5473.98
788466-Flor Portella-8983.19
606697-Rodolfo Paz-5390.07
434728-Augusta Paio-1832.26
132370-Cassandra Varejo-9293.10
561443-Clarindo Areosa-13617.98
995761-Ermelinda Quintela-11730.14
443814-Danilo Olaio-459.08
69617-Neuza Francia-16156.21
247947-Armanda Amorim-17585.57
845475-Fulvio Villegas-15494.64
445098-Urbano Rodrigues-11147.69
214094-Odete Vasques-3068.92
218176-Silvio Mata-19793.26
235491-Tarrataca Soares-16579.75
480464-Clarindo Areosa-1590.53
95687-Flamednia Leiria-19070.49
177276-Spnia ou Sonia Guerreiro-21224.92
474003-Delfina Garcia de Gondim-3800.78
728623-Daniel Vieyra-8943.26
622188-Edgar Carvalheiro-17731.72
396933-Andreia Moita-16071.33
6929-Delfim Higuera-19963.47
140053-Domingos Pas-3240.82
982839-Jussara Varanda-1038.34
652380-Clarindo Areosa-19823.14
119504-Andreia Moita-18779.26
117047-Adelino Barra-5266.20
22134-Artur Grillo-846.10
64314-Danilo Olaio-14513.39
180191-Armindo Castalo-15229.61
759723-Zulmira Becerra-8468.74
624080-Domingos Pas-3213.98
379960-Esperada Cardoso-4855.38
978442-Telma Villalobos-15225.20
68250-Letedcia Gago-666.89
694473-Melinda Roserio-17748.09
401930-Guida Juca-13774.42
118083-Esperada Cardoso-10679.81
396197-Adelina Quadros-3145.61
33275-Almerinda Palmeira-8757.41
842088-Ermelinda Quintela-60.17
300439-Judite Damasceno-9676.42
106069-Oliveira Senchez-19200.21
509860-Sidfnio Frois-5475.16
747302-Daniel Vieyra-6555.85
815211-Clara Alcantara-2557.95
325628-Camila Gabeira-12551.97
455828-Guida Juca-14813.15
196166-Urbano Rodrigues-13142.28
275267-Sidfnio Frois-16482.61
348021-Guida Juca-21091.03
295011-Tibefarcio Colao-89.20
639517-Guida Juca-16390.26
521592-Zulmira Becerra-8810.52
440428-Guaraci Damasceno-21338.00
532053-Celeste Duarte-9371.31
465027-Quintiliano Sousa de Arronches-13164.57
356397-Micaela Chavez-16509.13
711945-Jussara Varanda-20251.09
661394-Cassandra Varejo-17429.00
835878-Odilia Camello-1797.65
27826-Moaci Mendoa-3300.60
377670-Delfina Garcia de Gondim-3676.99
265370-Judite Damasceno-7782.21
669369-Romo Paranage-9366.61
657916-Celeste Duarte-9097.10
958189-Feledcia Peassego-3246.91
455766-Tabalipa Duarte-5590.48
785084-Almerinda Palmeira-5332.76
342339-Sara Lameiras-5619.37
677159-Esperada Cardoso-15207.73
631632-Jussara Varanda-12683.17
506198-Esperada Cardoso-7722.11
923278-Armindo Castalo-19524.77
392732-Neuza Francia-10616.62
694566-Quintiliano Sousa de Arronches-9028.37
611288-Moaci Mendoa-17317.95
17581-Joaquim Rufino-5087.67
336569-Spnia ou Sonia Guerreiro-8625.52
280772-Micaela Chavez-19598.94
641807-Odilia Camello-11540.88
767697-Angilica Galante-5542.36
953453-Basilio Pedroso-1692.58
838591-Flor Portella-16381.82
461056-Flor Portella-15470.91
744924-Lurdes Cotrim-20297.86
738602-Camila Gabeira-18759.13
939820-Filomena Barrios-2544.47
188624-Almerinda Palmeira-9637.84
713311-Adelino Barra-17340.64
175276-Liana Cardim-132.22
926749-Judite Damasceno-2759.90
511909-Guaraci Damasceno-7049.44
308425-Camila Gabeira-16677.82
98021-Danilo Olaio-17952.43
550066-Adelino Barra-20239.88
355179-Augusta Paio-11162.43
471549-Antonio Castelo-15441.83
354944-Polibe Olivares-17193.72
790446-Micaela Chavez-276.01
636748-Lurdes Cotrim-13257.76
87359-Jussara Varanda-6922.20
773913-Judite Damasceno-15427.32
718960-Flor Portella-3545.56
362131-Esperada Cardoso-12276.54
612509-Anfnia Seixas-9287.21
648310-Elisa Themes-3605.92
629878-Quintino Alcantara-12550.64
542089-Taercio Mafra-19734.19
754217-Oliveira Carmona-12307.26
547034-Sara Lameiras-9868.79
562347-Feledcia Peassego-2484.82
567855-Lina Andrade-17172.56
517009-Aludsio Sosa-12674.92
764754-Clara Alcantara-5373.70
772144-Angelica Aranha-10739.83
284105-Celeste Duarte-6121.47
39239-Esperada Cardoso-10277.77
493717-Zulmira Becerra-4278.36
836163-Andreia Moita-19235.90
779890-Melinda Roserio-8066.53
500173-Sara Lameiras-13852.16
956466-Mercia Caeira-17877.83
144326-Antonio Castelo-5718.17
404882-Tibofarcio Camacho-15525.82
319805-Delfina Garcia de Gondim-828.70
471863-Delfim Higuera-3341.54
216237-Letedcia Gago-12751.93
24475-Oliveira Senchez-1552.03
284225-Marilda Leio-8410.40
269583-Sidfnio Frois-12128.19
133647-Andreia Moita-4488.36
996482-Rodolfo Paz-13887.92
115649-Mercia Caeira-12804.53
242813-Leonidas Mafra-4783.74
740104-Taercio Mafra-2102.11
220032-Emedlio Pimentel-14046.82
363611-Neuza Francia-1274.15
800720-Camila Gabeira-19284.40
557096-Dulce Froes-1912.40
936011-Silvio Mata-4415.10
968147-Artur Grillo-15186.43
215853-Lina Andrade-15236.40
279686-Edgar Carvalheiro-262.72
643953-Esperada Cardoso-4415.15
622464-Almerinda Palmeira-11592.55
954658-Rodolfo Paz-11059.91
957346-Ximena Castilho-8938.71
153415-Eurico Siqueira-15506.72
552933-Anind Zarco-13567.45
992064-Lina Andrade-881.98
283402-Antonio Castelo-6991.66
894416-Flor Portella-2798.98
814276-Delfim Higuera-6181.78
703660-Clarindo Areosa-1383.38
451098-Oliveira Senchez-3929.60
925452-Liana Cardim-14649.15
598585-Angilica Galante-15408.72
686734-Delfim Higuera-18960.26
214374-Ubaldo Mainha-5380.95
498435-Oliveira Carmona-4556.04
292147-Adelina Quadros-7138.87
729158-Edgar Carvalheiro-17617.81
322302-Almerinda Palmeira-6931.12
703582-Daniel Vieyra-9358.16
83105-Armindo Castalo-8207.83
233681-Antonio Castelo-5582.25
891692-Almor Caiado-15528.23
420751-Marilda Leio-17845.10
621578-Jussara Varanda-10342.41
600325-Basilio Pedroso-16407.39
260299-Danilo Olaio-18980.31
602352-Andreia Moita-11772.77
325984-Liana Cardim-10021.16
743586-Oliveira Carmona-13988.19
15463-Tibofarcio Camacho-6614.19
731376-Lina Andrade-20966.52
878687-Mercia Caeira-3680.60
414743-Anfnia Seixas-6644.81
976606-Daniel Vieyra-2416.19
149913-Delfina Garcia de Gondim-4562.19
926729-Quintino Alcantara-13964.80
106808-Silvio Mata-16140.82
68213-Adelina Quadros-13889.24
141572-Fulvio Villegas-13391.84
546898-Zungela Ipiranga-16032.00
251641-Emiliana Foquio-4264.48
664902-Lurdes Cotrim-14213.26
934321-Eurico Siqueira-18337.41
713930-Henrique Bento-14122.34
250807-Ermelinda Quintela-6949.00
527035-Odete Vasques-1373.43
351113-Antonio Viegas-4534.50
968551-Sidfnio Frois-12575.18
218004-Fulvio Villegas-10951.76
286701-Celeste Duarte-9022.39
774100-Odilia Camello-14994.91
430234-Micaela Chavez-12976.72
146795-Adelina Quadros-18496.07
860888-Feledcia Peassego-6448.37
194090-Adelina Quadros-8650.88
746727-Tabalipa Duarte-20036.15
295450-Sidfnio Frois-16634.82
926260-Fulvio Villegas-10219.67
997845-Quintino Alcantara-10811.85
770142-Manuel Capiperibe-10924.72
258615-Eurico Siqueira-17172.46
678288-Odete Vasques-7571.93
456906-Cleusa Goes-7278.56
976506-Anind Zarco-1462.33
246400-Zungela Ipiranga-14014.27
416500-Quintiliano Sousa de Arronches-6546.90
