641113-Zungela Ipiranga-14377.14
811701-Adelino Barra-5162.31
57741-Jonatas Felgueiras-14717.64
654000-Romo Paranage-14783.82
54947-Anfnia Seixas-17805.31
198092-Polibe Olivares-17590.52
212667-Polibe Olivares-4971.32
320379-Estanislau Beserra-6478.31
119007-Armindo Castalo-17091.17
28788-Tibefarcio Colao-18105.15
821247-Emedlio Pimentel-14375.26
671154-Flor Portella-4918.54
256856-Nuno Balsemeo-2824.28
490412-Edgar Carvalheiro-8300.82
473146-Emedlio Pimentel-21461.37
451107-Lina Andrade-16258.51
330984-Cleusa Goes-20770.64
141312-Tabalipa Duarte-789.01
74103-Manuel Capiperibe-20720.20
223116-Rebeca Neto-11375.65
647409-Anind Zarco-1279.02
275997-Esperada Cardoso-8685.74
135941-Lurdes Cotrim-7743.47
275864-Sidfnio Frois-6813.54
797396-Angelica Aranha-1213.43
882984-Odilia Camello-11247.94
20645-Angilica Galante-6706.42
806221-Cassandra Varejo-20837.83
906909-Tibefarcio Colao-1393.73
157723-Aludsio Sosa-7115.96
923502-Marilda Leio-14812.44
731410-Quintiliano Sousa de Arronches-170.36
909500-Zulmira Becerra-11301.72
999161-Emedlio Pimentel-19974.48
687097-Cassandra Varejo-19497.62
28256-Antonio Castelo-6201.61
220729-Tibofarcio Camacho-19151.82
509889-Romo Paranage-20369.88
183409-Quintiliano Sousa de Arronches-16334.11
909354-Tarrataca Soares-2660.85
200158-Lurdes Cotrim-18930.09
393422-Dulce Froes-15092.57
676651-Flamednia Leiria-17541.66
790349-Nuno Balsemeo-7626.82
290337-Gaudancio Fiees-15123.69
617057-Angelica Aranha-18543.97
254321-Marilda Leio-12671.34
533112-Feledcia Peassego-18276.44
111094-Regina Barcellos-14673.44
62372-Filomena Barrios-1107.69
126413-Leonidas Mafra-10429.69
434274-Ermelinda Quintela-968.79
778306-Micaela Chavez-2885.56
810801-Leonidas Mafra-2448.63
291271-Guida Juca-6471.53
566169-Flamednia Leiria-16167.70
485775-Odete Vasques-21310.24
619790-Tabalipa Duarte-7130.74
258083-Artur Grillo-15941.85
307563-Zungela Ipiranga-6187.64
958657-Telma Villalobos-6458.90
618516-Jussara Varanda-10093.24
51253-Odete Vasques-17261.03
166370-Tabalipa Duarte-17789.13
479380-Ubaldo Mainha-10177.21
161029-Anind Zarco-13922.87
239572-Trajano Fagundes-13752.89
484795-Flamednia Leiria-7344.25
373883-Emedlia Silvera-15066.83
122949-Almor Caiado-10305.07
641348-Edgar Carvalheiro-17194.66
645590-Spnia ou Sonia Guerreiro-11716.01
12745-Ximena Castilho-8961.69
452168-Liana Cardim-4998.51
754209-Fulvio Villegas-7453.31
209204-Heleedsa Marins-9974.92
950564-Edgar Carvalheiro-9632.48
232610-Andreia Moita-19097.32
588453-Artur Grillo-13696.23
645540-Spnia ou Sonia Guerreiro-8102.62
466243-Neeamia Arruda-3424.20
693327-Carminda Morais-10090.65
244714-Clara Alcantara-7595.94
898711-Guida Juca-20300.47
498823-Angilica Galante-7703.17
819968-Filomena Barrios-19225.26
944669-Judite Damasceno-6609.93
358701-Lina Andrade-12642.26
714559-Henrique Bento-1503.31
270325-Trajano Fagundes-10609.76
817212-Sidfnio Frois-3199.59
862933-Moaci Mendoa-7206.52
509652-Zulmira Becerra-11248.97
841327-Zulmira Becerra-11113.12
24327-Angilica Galante-3113.27
538034-Odilia Bello-18901.47
59829-Almerinda Palmeira-7976.08
829283-Taercio Mafra-5564.83
847543-Estanislau Beserra-19011.98
4845-Cleusa Goes-20434.68
424138-Aludsio Sosa-20138.02
263123-Marilda Leio-13841.81
683741-Sofras Cuaresma-13262.07
698739-Clara Alcantara-5885.65
276637-Romo Paranage-18185.89
171644-Manuel Capiperibe-14666.43
625669-Armanda Amorim-5302.19
556571-Basilio Pedroso-21200.49
229666-Domingos Pas-17034.13
749757-Nuno Balsemeo-6499.34
729682-Oliveira Senchez-19173.58
184738-Micaela Chavez-15531.37
808254-Angilica Galante-5663.37
812239-Rodolfo Paz-18640.36
644461-Romo Paranage-10338.29
320095-Branco Saraba-9935.17
142757-Emiliana Foquio-15181.43
89822-Sofras Cuaresma-11212.16
519990-Edgar Carvalheiro-10669.62
664172-Quintiliano Sousa de Arronches-15057.12
276343-Anind Zarco-13509.58
722770-Moaci Mendoa-9226.59
350035-Micaela Chavez-9414.67
700494-Jonatas Felgueiras-3847.96
615475-Ermelinda Quintela-3639.56
635657-Manuel Capiperibe-11902.76
815427-Anind Zarco-4589.36
214613-Daniel Vieyra-11150.25
178850-Armindo Castalo-15675.45
72035-Leonidas Mafra-15702.10
899012-Sofras Cuaresma-10190.02
600272-Judite Damasceno-19277.25
955290-Danilo Olaio-13855.91
647807-Tabalipa Duarte-7188.08
376564-Basilio Pedroso-5159.40
967253-Silvio Mata-4480.92
75167-Moaci Mendoa-19819.08
325975-Cassandra Varejo-13526.38
308952-Melinda Roserio-6803.34
770117-Delfina Perdigon-16684.06
942875-Eurico Siqueira-6718.21
589612-Clara Alcantara-17554.21
895067-Esperada Cardoso-298.93
667493-Jorgina Bogalho-3565.41
751833-Flor Portella-3044.34
792549-Flor Portella-9074.01
626088-Clarindo Areosa-10114.76
395206-Mercia Caeira-21348.02
189727-Lurdes Cotrim-11036.27
45991-Flamednia Leiria-11323.98
628172-Emedlio Pimentel-15793.40
212613-Judite Damasceno-16479.30
38435-Lurdes Cotrim-1133.41
972025-Polibe Olivares-645.25
713879-Angilica Galante-18862.77
912175-Flamednia Leiria-16475.86
686219-Taercio Mafra-5387.28
400494-Odilia Bello-11661.24
753261-Jussara Varanda-3498.30
439722-Almor Caiado-18048.76
564617-Quintino Alcantara-6590.20
994254-Moaci Mendoa-787.49
877960-Celeste Duarte-19917.88
138321-Celeste Duarte-13412.76
455850-Angilica Galante-9935.06
690757-Filomena Barrios-14644.18
843001-Neeamia Arruda-10546.21
987747-Henrique Bento-17460.21
934620-Antonio Castelo-5962.91
541627-Augusta Paio-4332.47
29830-Tibofarcio Camacho-7778.12
891160-Elisa Themes-1543.22
682527-Lurdes Cotrim-3182.00
815348-Mercia Caeira-12993.39
473470-Aludsio Sosa-13067.95
925077-Melinda Roserio-6450.02
479071-Guaraci Damasceno-2213.61
761540-Odilia Bello-10473.49
684042-Manuel Capiperibe-9628.00
919953-Oliveira Senchez-10713.41
64320-Andreia Moita-3578.88
228964-Feledcia Peassego-4017.79
142849-Tarrataca Soares-7034.61
360762-Angelica Aranha-13762.77
371082-Danilo Olaio-3372.66
887686-Almor Caiado-16201.92
822751-Elisa Themes-4301.87
895198-Manuel Capiperibe-16009.48
505523-Armanda Amorim-20036.32
923337-Eurico Siqueira-19880.69
72012-Zungela Ipiranga-12116.50
548869-Camila Gabeira-3333.95
348162-Melinda Roserio-15795.38
347851-Antonio Viegas-4994.15
202610-Delfim Higuera-5817.86
851936-Odilia Bello-6726.74
502939-Tarrataca Soares-890.13
31324-Ximena Castilho-20329.08
908486-Guida Juca-18079.30
101750-Andreia Moita-103.69
636391-Romo Paranage-13684.41
58590-Oliveira Senchez-2175.07
775860-Neeamia Arruda-10068.55
438024-Daniel Vieyra-19072.03
409486-Basilio Pedroso-20704.05
131013-Feledcia Peassego-6557.74
76738-Neeamia Arruda-4557.93
693027-Guaraci Damasceno-16918.24
290476-Adelino Barra-11162.49
520425-Tibefarcio Colao-18393.51
335530-Ubaldo Mainha-6375.03
316464-Cassandra Varejo-160.78
692191-Lina Andrade-3768.54
605560-Honorina Lira-2758.09
450037-Joaquim Rufino-10892.18
80353-Tarrataca Soares-10068.66
384194-Branco Saraba-16489.42
217015-Celeste Duarte-12981.52
957663-Marilda Leio-15554.42
660716-Aludsio Sosa-1294.79
216808-Eurico Siqueira-11558.14
730655-Moaci Mendoa-15511.31
751128-Joaquim Rufino-16488.23
626388-Artur Grillo-8809.45
736991-Augusta Paio-18943.95
252843-Delfina Perdigon-9759.92
542232-Elisa Themes-9458.92
140801-Melinda Roserio-18931.09
79874-Clarindo Areosa-15555.83
267937-Anind Zarco-17412.44
323094-Oliveira Carmona-3129.77
881734-Jorgina Bogalho-7867.08
35153-Oliveira Carmona-12324.59
526505-Anind Zarco-5096.02
342872-Rebeca Neto-5253.39
377387-Almor Caiado-12025.92
277416-Oliveira Carmona-10496.50
