217311-Eurico Siqueira-257.50
964413-Mercia Caeira-13111.89
627093-Lurdes Cotrim-6250.34
625303-Micaela Chavez-6139.23
88833-Flor Portella-13024.83
178498-Sara Lameiras-9688.17
92199-Ubaldo Mainha-16174.93
310581-Antonio Castelo-6198.35
959705-Augusta Paio-19623.72
939721-Guida Juca-10016.84
388175-Zulmira Becerra-8846.37
562330-Basilio Pedroso-12266.02
114050-Esperada Cardoso-7677.45
784863-Cassandra Varejo-4668.87
911280-Andreia Moita-6779.76
363877-Trajano Fagundes-12341.54
222512-Rebeca Neto-13122.46
371908-Armanda Amorim-17425.57
611771-Urbano Rodrigues-8040.33
363186-Delfina Garcia de Gondim-16989.73
616586-Joaquim Rufino-4488.77
809384-Ermelinda Quintela-4479.56
191601-Cassandra Varejo-1735.86
124491-Angelica Aranha-15983.71
980511-Daniel Vieyra-937.99
836369-Taercio Mafra-7121.63
509062-Antonio Viegas-12303.85
190941-Liana Cardim-612.74
223706-Armindo Castalo-8708.85
628302-Feledcia Peassego-5117.65
233282-Flor Portella-5843.81
475634-Rodolfo Paz-6931.91
319771-Neeamia Arruda-18.99
425491-Carminda Morais-12830.23
934449-Judite Damasceno-8555.20
902774-Artur Grillo-218.73
541668-Spnia ou Sonia Guerreiro-18983.82
943330-Carminda Morais-16600.89
418341-Oliveira Senchez-20743.13
926407-Basilio Pedroso-8084.58
407248-Flor Portella-10116.91
281744-Anind Zarco-14211.67
112225-Odilia Camello-11160.03
45446-Delfina Perdigon-8639.44
349918-Adelina Quadros-11318.79
453272-Feledcia Peassego-4502.98
719387-Ubaldo Mainha-533.56
887126-Tibofarcio Camacho-12532.99
328397-Fulvio Villegas-14977.18
654972-Jorgina Bogalho-15906.44
262741-Tibofarcio Camacho-10835.68
735585-Augusta Paio-4253.66
431945-Antonio Castelo-639.94
510718-Almerinda Palmeira-1730.40
129099-Telma Villalobos-2033.90
267599-Andreia Moita-2488.43
278940-Trajano Fagundes-10215.62
188536-Liana Cardim-16044.50
703679-Camila Gabeira-20587.78
48077-Sofras Cuaresma-11079.49
850030-Zungela Ipiranga-14112.12
859174-Antonio Viegas-14054.64
34789-Zulmira Becerra-17838.96
729352-Edgar Carvalheiro-4009.23
368354-Sofras Cuaresma-6870.52
402597-Manuel Capiperibe-13503.20
734854-Oliveira Carmona-2651.15
423147-Melinda Roserio-14773.03
410806-Honorina Lira-2045.23
148877-Antonio Castelo-6685.72
531062-Melinda Roserio-15304.22
480961-Judite Damasceno-16542.81
313023-Ermelinda Quintela-3138.32
139473-Filomena Barrios-7725.61
489406-Taercio Mafra-17469.30
745443-Zulmira Becerra-738.49
844505-Filomena Barrios-4985.83
22331-Clara Alcantara-9270.07
649695-Elisa Themes-4649.34
571346-Oliveira Carmona-6100.83
958610-Trajano Fagundes-8056.14
74226-Esperada Cardoso-21350.95
653781-Odilia Bello-7289.24
645570-Antonio Castelo-9460.63
560313-Andreia Moita-8120.69
527107-Ubaldo Mainha-5303.31
329905-Eurico Siqueira-3496.92
247647-Elisa Themes-12917.14
985221-Sidfnio Frois-6658.80
246307-Melinda Roserio-5309.68
78981-Judite Damasceno-19949.27
849626-Letedcia Gago-265.17
417416-Sidfnio Frois-3261.71
817140-Ermelinda Quintela-3828.17
778152-Ubaldo Mainha-5973.77
185157-Adelino Barra-16569.04
440752-Antonio Castelo-6167.50
279793-Jorgina Bogalho-20369.98
641778-Trajano Fagundes-9524.99
937514-Regina Barcellos-18627.46
315878-Delfina Perdigon-11413.41
824284-Andreia Moita-3187.07
943693-Lurdes Cotrim-10491.25
470778-Tabalipa Duarte-14989.42
94067-Delfina Garcia de Gondim-2932.36
786614-Delfina Garcia de Gondim-13264.21
810215-Elisa Themes-3773.78
525727-Ermelinda Quintela-921.75
471832-Augusta Paio-13978.16
298225-Adelina Quadros-4642.70
92606-Moaci Mendoa-491.02
329935-Antonio Viegas-9579.27
600792-Clara Alcantara-10308.70
526254-Oliveira Senchez-9968.58
784594-Rebeca Neto-18019.52
419775-Feledcia Peassego-21107.38
958903-Liana Cardim-3060.65
764588-Nuno Balsemeo-10325.90
84477-Liana Cardim-12870.62
903793-Artur Grillo-17353.61
501545-Zungela Ipiranga-7609.69
924012-Cassandra Varejo-3588.16
569874-Romo Paranage-5554.17
856549-Delfim Higuera-16769.43
84824-Esperada Cardoso-19587.27
549203-Melinda Roserio-19981.47
951196-Angelica Aranha-13046.22
731555-Oliveira Carmona-4949.03
686425-Delfim Higuera-16059.88
457584-Andreia Moita-12954.08
15250-Tarrataca Soares-14259.09
675301-Lina Andrade-9913.50
778373-Cleusa Goes-3104.36
235456-Taercio Mafra-4322.93
582735-Liana Cardim-7083.78
881573-Zulmira Becerra-14319.27
434938-Trajano Fagundes-17818.78
53044-Oliveira Senchez-21356.09
777970-Spnia ou Sonia Guerreiro-4378.12
81549-Tibefarcio Colao-2337.86
745654-Ubaldo Mainha-19878.02
379243-Anfnia Seixas-14539.93
344956-Almerinda Palmeira-17377.71
727232-Tibefarcio Colao-17225.23
568679-Angelica Aranha-2576.22
137538-Polibe Olivares-12925.04
886288-Filomena Barrios-4954.55
257481-Marilda Leio-3200.25
48409-Antonio Viegas-17988.03
827196-Taercio Mafra-19238.84
13989-Regina Barcellos-2831.46
143036-Mercia Caeira-19325.25
621997-Regina Barcellos-7883.87
537100-Adelino Barra-17011.14
744892-Letedcia Gago-20526.83
846551-Estanislau Beserra-16543.37
874927-Leonidas Mafra-3567.39
297569-Oliveira Carmona-16119.97
846032-Armanda Amorim-16200.45
206743-Zungela Ipiranga-19868.72
869989-Feledcia Peassego-18604.03
334669-Rebeca Neto-5190.62
308788-Odilia Bello-11016.84
570721-Henrique Bento-17712.21
355922-Angilica Galante-8124.82
279832-Judite Damasceno-10813.29
707671-Telma Villalobos-18622.04
107081-Liana Cardim-6420.18
531107-Ermelinda Quintela-17038.64
757719-Liana Cardim-11905.87
384819-Oliveira Senchez-14834.57
674412-Quintino Alcantara-2753.08
5743-Delfim Higuera-11676.17
207416-Delfina Garcia de Gondim-16031.87
555718-Clara Alcantara-11570.60
102978-Camila Gabeira-868.56
986732-Filomena Barrios-18325.63
609622-Emiliana Foquio-4471.87
261833-Antonio Castelo-5457.18
959070-Dulce Froes-17794.76
44882-Tibefarcio Colao-17773.77
533257-Clara Alcantara-8225.68
599935-Trajano Fagundes-8475.73
866915-Edgar Carvalheiro-4932.97
354943-Zulmira Becerra-14608.53
841617-Urbano Rodrigues-15079.56
657136-Branco Saraba-1414.59
709130-Cassandra Varejo-20130.69
262464-Domingos Pas-1448.47
195876-Antonio Castelo-4518.06
232459-Melinda Roserio-6258.51
725852-Delfina Perdigon-3799.00
43426-Tarrataca Soares-2330.17
977619-Moaci Mendoa-12868.84
615504-Armindo Castalo-10177.55
829354-Silvio Mata-2381.13
382651-Flamednia Leiria-292.86
15768-Oliveira Senchez-1059.95
352140-Feledcia Peassego-11102.58
406522-Delfina Perdigon-4509.70
936634-Guaraci Damasceno-14662.03
876350-Oliveira Carmona-13444.45
867379-Tabalipa Duarte-3610.05
464520-Nuno Balsemeo-18309.82
842486-Ubaldo Mainha-9151.14
589699-Tarrataca Soares-9179.43
809137-Odilia Bello-19263.26
487533-Sidfnio Frois-14778.58
750860-Armindo Castalo-197.27
860953-Camila Gabeira-2451.33
776882-Emedlia Silvera-17860.70
543529-Almor Caiado-21249.46
726855-Almerinda Palmeira-20843.30
926796-Neeamia Arruda-3643.11
10266-Flamednia Leiria-17531.53
364913-Cassandra Varejo-12692.59
316002-Adelina Quadros-4205.85
69726-Adelino Barra-14960.72
818863-Filomena Barrios-663.40
342228-Andreia Moita-5712.00
319347-Jussara Varanda-13149.77
531734-Judite Damasceno-7760.37
188889-Sofras Cuaresma-14817.64
850592-Emedlio Pimentel-15176.91
10813-Daniel Vieyra-232.18
285056-Artur Grillo-1635.82
19029-Fulvio Villegas-294.15
595381-Jonatas Felgueiras-17974.85
29882-Regina Barcellos-12788.20
707376-Antonio Viegas-17311.62
1682-Nuno Balsemeo-14579.98
398489-Marilda Leio-19255.29
741443-Lina Andrade-1832.35
930628-Andreia Moita-8870.85
946916-Basilio Pedroso-15730.96
116442-Eurico Siqueira-10088.97
61608-Carminda Morais-1124.33
591553-Polibe Olivares-8100.28
710162-Guida Juca-2845.74
168294-Urbano Rodrigues-7032.82
826904-Urbano Rodrigues-1638.00
979226-Delfina Perdigon-4521.98
168790-Joaquim Rufino-15459.40
638802-Mercia Caeira-12343.87
799708-Guaraci Damasceno-20293.34
694476-Emedlio Pimentel-13889.67
655317-Jorgina Bogalho-5825.44
547288-Joaquim Rufino-306.52
923764-Silvio Mata-12293.62
636312-Urbano Rodrigues-20975.31
27160-Tibefarcio Colao-10588.74
415656-Daniel Vieyra-15758.53
366238-Adelino Barra-1295.38
35090-Antonio Viegas-3491.77
305510-Emedlio Pimentel-16049.77
188309-Jussara Varanda-17726.71
968545-Sara Lameiras-10158.43
181599-Branco Saraba-15113.90
939203-Melinda Roserio-7618.30
754889-Judite Damasceno-459.83
368737-Jorgina Bogalho-10950.10
782429-Quintino Alcantara-10719.42
910806-Trajano Fagundes-19023.09
978960-Antonio Viegas-16218.60
433870-Tabalipa Duarte-11176.82
255158-Filomena Barrios-19628.70
42914-Armindo Castalo-8713.55
375097-Cleusa Goes-1030.53
875966-Zungela Ipiranga-4679.92
739331-Esperada Cardoso-1032.63
649837-Tarrataca Soares-18596.32
434390-Ximena Castilho-16059.31
104920-Ubaldo Mainha-19418.42
797513-Emedlio Pimentel-1183.37
667324-Silvio Mata-16647.71
30412-Zulmira Becerra-205.42
581254-Anind Zarco-8695.85
491519-Basilio Pedroso-4994.77
792143-Delfina Garcia de Gondim-10883.53
439594-Romo Paranage-17180.92
553832-Daniel Vieyra-1912.58
194721-Ximena Castilho-18616.93
294271-Delfina Garcia de Gondim-18627.98
702366-Carminda Morais-3241.11
3154-Elisa Themes-18897.79
469441-Andreia Moita-17223.26
838591-Flamednia Leiria-15944.23
562799-Quintino Alcantara-3744.31
340016-Regina Barcellos-17212.23
109444-Micaela Chavez-21016.63
658678-Tabalipa Duarte-15617.33
840103-Jorgina Bogalho-11964.44
468853-Esperada Cardoso-20777.38
455733-Ermelinda Quintela-18129.57
779705-Armanda Amorim-20239.60
390990-Honorina Lira-16809.46
28395-Urbano Rodrigues-5993.01
283890-Lina Andrade-17978.64
499868-Carminda Morais-10847.20
585001-Odilia Bello-10753.46
762266-Letedcia Gago-18730.04
714206-Neuza Francia-10423.61
875211-Heleedsa Marins-1893.46
833850-Heleedsa Marins-12558.02
420339-Aludsio Sosa-650.98
302004-Zungela Ipiranga-4294.89
509255-Telma Villalobos-2220.34
656052-Delfina Perdigon-3123.18
233912-Spnia ou Sonia Guerreiro-11998.17
551332-Telma Villalobos-18254.03
47904-Cleusa Goes-17596.81
793814-Armindo Castalo-11939.12
983782-Jussara Varanda-19897.87
944783-Romo Paranage-17151.37
862833-Augusta Paio-6940.74
257437-Ermelinda Quintela-8163.76
114388-Angilica Galante-16568.85
272279-Moaci Mendoa-5150.57
810260-Gaudancio Fiees-20602.91
68347-Oliveira Senchez-15713.59
188690-Oliveira Senchez-11499.23
829966-Elisa Themes-2102.33
832279-Almerinda Palmeira-20962.17
697186-Clara Alcantara-2956.78
364068-Sofras Cuaresma-9165.41
128983-Adelina Quadros-16877.99
382921-Clara Alcantara-21429.13
670628-Ximena Castilho-7337.02
792346-Emedlio Pimentel-14055.12
731593-Liana Cardim-9480.97
589720-Silvio Mata-4368.02
645347-Edgar Carvalheiro-17446.32
612680-Liana Cardim-16189.80
883283-Nuno Balsemeo-2491.94
807357-Artur Grillo-10385.58
805242-Guaraci Damasceno-19046.87
695294-Neeamia Arruda-11295.86
986768-Neeamia Arruda-10827.73
819365-Romo Paranage-20765.65
976053-Filomena Barrios-10158.13
491812-Flor Portella-18734.03
447251-Melinda Roserio-21140.48
636183-Augusta Paio-7841.78
558742-Joaquim Rufino-20210.61
159713-Anfnia Seixas-10973.85
818279-Henrique Bento-8547.06
275527-Armanda Amorim-21094.02
678548-Angelica Aranha-759.05
266917-Guaraci Damasceno-17117.24
399951-Regina Barcellos-4872.16
629645-Silvio Mata-1212.24
661041-Eurico Siqueira-17636.72
324105-Oliveira Carmona-13298.24
172-Flamednia Leiria-9158.99
870076-Celeste Duarte-8175.75
297886-Feledcia Peassego-19513.94
928936-Angilica Galante-17101.86
146149-Feledcia Peassego-893.80
169207-Trajano Fagundes-21176.47
757754-Zungela Ipiranga-6105.64
159735-Neeamia Arruda-8111.93
481221-Filomena Barrios-10088.54
883913-Henrique Bento-8006.95
464139-Adelina Quadros-18056.95
105182-Basilio Pedroso-21255.65
647103-Marilda Leio-6513.79
411496-Tarrataca Soares-14353.08
93655-Marilda Leio-13119.71
163997-Angelica Aranha-13641.40
990942-Adelino Barra-15208.98
517841-Taercio Mafra-6505.74
785562-Polibe Olivares-6265.71
241356-Mercia Caeira-14154.55
521406-Dulce Froes-16539.20
700807-Odilia Bello-12155.41
971975-Zulmira Becerra-11977.04
153190-Lurdes Cotrim-3076.32
36331-Quintiliano Sousa de Arronches-6547.26
783594-Adelino Barra-1674.06
210952-Delfim Higuera-5573.97
202006-Tibefarcio Colao-1644.31
386400-Quintino Alcantara-12572.17
941528-Domingos Pas-13044.58
191495-Nuno Balsemeo-16359.80
652827-Urbano Rodrigues-10201.97
195599-Quintiliano Sousa de Arronches-2746.85
634049-Jussara Varanda-13508.38
380763-Tarrataca Soares-16638.75
98240-Odete Vasques-13031.75
472041-Urbano Rodrigues-2389.02
259920-Augusta Paio-12291.04
137964-Guida Juca-7900.07
71043-Ermelinda Quintela-20779.48
975773-Rodolfo Paz-15986.56
316295-Emedlio Pimentel-11578.25
714143-Moaci Mendoa-7335.37
816421-Esperada Cardoso-9771.71
550976-Tarrataca Soares-11765.52
527817-Esperada Cardoso-4961.67
394589-Eurico Siqueira-3001.55
174937-Zungela Ipiranga-21094.15
386704-Liana Cardim-1320.69
331804-Zulmira Becerra-14371.40
735242-Sofras Cuaresma-9976.32
634775-Zungela Ipiranga-4674.65
731212-Basilio Pedroso-10621.79
512878-Dulce Froes-18319.96
165669-Lina Andrade-9370.63
693210-Domingos Pas-11795.91
395449-Taercio Mafra-5795.02
516041-Domingos Pas-18416.77
740640-Domingos Pas-8355.80
971999-Danilo Olaio-9659.12
184350-Ubaldo Mainha-13896.47
52835-Antonio Castelo-15952.82
262987-Clarindo Areosa-4555.29
10403-Jonatas Felgueiras-3925.58
445486-Moaci Mendoa-6097.24
432647-Fulvio Villegas-6234.17
586477-Armindo Castalo-17368.13
411723-Nuno Balsemeo-20413.29
651953-Edgar Carvalheiro-6185.86
477836-Honorina Lira-4060.74
444062-Liana Cardim-13342.58
559109-Ubaldo Mainha-7068.28
139272-Flamednia Leiria-18290.91
898696-Oliveira Carmona-11396.17
686504-Celeste Duarte-17630.63
20970-Rebeca Neto-5810.12
462615-Esperada Cardoso-2371.15
922380-Esperada Cardoso-10315.26
58851-Rebeca Neto-7786.95
291435-Odete Vasques-17581.72
435586-Micaela Chavez-11121.33
742898-Taercio Mafra-19856.92
848145-Marilda Leio-5513.48
482541-Spnia ou Sonia Guerreiro-187.63
675315-Fulvio Villegas-724.49
592136-Jussara Varanda-16494.70
442568-Filomena Barrios-16344.49
105706-Joaquim Rufino-6068.88
613945-Cassandra Varejo-4084.63
224276-Cleusa Goes-18747.54
908699-Telma Villalobos-16767.07
851564-Branco Saraba-12039.66
138410-Branco Saraba-20518.14
32225-Melinda Roserio-3808.13
543412-Basilio Pedroso-8784.88
633810-Tibofarcio Camacho-20070.80
736065-Elisa Themes-950.39
953007-Jussara Varanda-11741.45
212711-Rodolfo Paz-8432.75
167132-Taercio Mafra-18684.99
810456-Fulvio Villegas-3609.24
103099-Ubaldo Mainha-19497.76
87816-Filomena Barrios-8994.31
936585-Romo Paranage-11864.63
548102-Sofras Cuaresma-18030.06
608870-Polibe Olivares-2171.57
139861-Emedlio Pimentel-13048.93
636394-Judite Damasceno-10083.62
537202-Branco Saraba-3590.91
901135-Anind Zarco-1357.75
19629-Zulmira Becerra-20965.85
877326-Aludsio Sosa-9112.04
700773-Cassandra Varejo-7128.09
854467-Artur Grillo-20527.45
820949-Celeste Duarte-6548.10
275534-Ermelinda Quintela-8864.19
843063-Carminda Morais-1020.75
933399-Antonio Castelo-20837.11
684953-Augusta Paio-9957.65
228022-Almor Caiado-15416.66
270530-Adelina Quadros-13012.02
753880-Guaraci Damasceno-19510.79
13284-Antonio Castelo-4002.96
219856-Armindo Castalo-8481.51
889471-Basilio Pedroso-15279.72
81892-Filomena Barrios-11707.64
947281-Domingos Pas-17836.07
189000-Melinda Roserio-13140.56
825464-Adelina Quadros-9362.58
36679-Clarindo Areosa-14934.86
538835-Oliveira Senchez-5592.73
142387-Andreia Moita-6420.27
950434-Anfnia Seixas-15440.40
567146-Elisa Themes-20172.60
445459-Angelica Aranha-11006.65
649827-Armindo Castalo-5972.64
272770-Emedlio Pimentel-7242.11
970500-Anfnia Seixas-6389.16
895764-Emedlio Pimentel-13497.42
585764-Emedlio Pimentel-10682.95
974339-Mercia Caeira-20778.34
48414-Quintiliano Sousa de Arronches-324.92
234371-Cleusa Goes-1384.43
716633-Delfim Higuera-9610.10
349666-Adelino Barra-2579.72
470772-Odete Vasques-8316.22
871837-Nuno Balsemeo-14208.94
879573-Clara Alcantara-21278.65
460083-Telma Villalobos-7412.77
814671-Esperada Cardoso-4043.79
655007-Odilia Bello-5113.53
767974-Taercio Mafra-2159.18
423804-Henrique Bento-14691.53
119428-Aludsio Sosa-3763.86
107407-Branco Saraba-20807.35
760860-Letedcia Gago-16677.22
678031-Cassandra Varejo-3081.11
806201-Romo Paranage-19329.90
367076-Anfnia Seixas-14139.67
669766-Almor Caiado-18347.81
783656-Sofras Cuaresma-3939.53
247581-Edgar Carvalheiro-19457.21
203927-Almor Caiado-6896.61
603129-Angilica Galante-3172.97
12333-Delfina Perdigon-6984.04
909702-Oliveira Senchez-7861.65
428711-Liana Cardim-11778.43
842131-Neuza Francia-4501.65
153166-Lina Andrade-13895.32
741227-Oliveira Senchez-10507.19
708430-Ximena Castilho-5020.19
29115-Gaudancio Fiees-18212.66
784400-Honorina Lira-7459.86
692303-Sidfnio Frois-17095.90
985811-Cleusa Goes-13781.18
530940-Cleusa Goes-95.44
314816-Angilica Galante-5829.73
725627-Tibefarcio Colao-2243.31
126595-Aludsio Sosa-10614.85
494155-Sara Lameiras-16882.26
675682-Odete Vasques-3614.51
809831-Tibofarcio Camacho-18874.80
664578-Tibofarcio Camacho-397.81
696429-Mercia Caeira-5824.73
541166-Rodolfo Paz-17444.59
273490-Urbano Rodrigues-13115.06
686967-Clarindo Areosa-9513.37
943274-Emiliana Foquio-9720.63
881318-Manuel Capiperibe-11591.89
351823-Camila Gabeira-7792.00
57258-Aludsio Sosa-16668.76
781281-Letedcia Gago-20686.85
287825-Antonio Castelo-17828.66
780816-Neuza Francia-14990.79
379735-Tabalipa Duarte-15346.20
96916-Adelina Quadros-4404.10
874765-Delfina Perdigon-11500.97
625640-Sidfnio Frois-5465.57
708026-Spnia ou Sonia Guerreiro-12274.38
275089-Flor Portella-2873.06
100759-Emedlio Pimentel-9243.63
860763-Liana Cardim-14931.45
616920-Armanda Amorim-16674.33
669983-Gaudancio Fiees-457.30
679551-Ubaldo Mainha-4851.09
180491-Esperada Cardoso-687.23
187392-Urbano Rodrigues-9535.97
531421-Regina Barcellos-15752.23
454557-Emedlia Silvera-104.47
567044-Armindo Castalo-16157.23
395741-Henrique Bento-16368.23
616329-Cassandra Varejo-4352.00
522288-Augusta Paio-20458.17
327252-Danilo Olaio-660.04
211298-Odilia Bello-15206.83
231945-Spnia ou Sonia Guerreiro-17118.64
662683-Carminda Morais-19510.51
190479-Eurico Siqueira-10420.99
791312-Estanislau Beserra-21045.54
830147-Rebeca Neto-20026.37
691513-Quintino Alcantara-15155.49
916315-Eurico Siqueira-1626.82
285835-Oliveira Carmona-127.20
120602-Tibefarcio Colao-7010.48
168728-Artur Grillo-15792.59
842652-Delfim Higuera-20344.91
239292-Regina Barcellos-3596.70
233411-Leonidas Mafra-19998.60
967003-Trajano Fagundes-10591.68
148094-Daniel Vieyra-9125.14
51773-Henrique Bento-18472.06
811503-Aludsio Sosa-4926.39
255343-Zulmira Becerra-4894.41
549270-Flor Portella-13575.61
330562-Feledcia Peassego-9952.46
311476-Sara Lameiras-20350.89
188855-Anind Zarco-2508.45
117387-Micaela Chavez-8910.78
144845-Emiliana Foquio-12360.45
242139-Jussara Varanda-12961.93
9016-Tabalipa Duarte-5397.61
324867-Ermelinda Quintela-6035.73
322371-Odilia Bello-19228.28
