608256-Letedcia Gago-3847.50
277871-Armanda Amorim-2222.84
734986-Delfina Garcia de Gondim-3402.77
381470-Oliveira Senchez-15581.57
895522-Emedlia Silvera-2659.70
409372-Leonidas Mafra-5859.64
373131-Sara Lameiras-16004.23
1612-Artur Grillo-9577.09
184462-Oliveira Carmona-12490.01
955703-Neeamia Arruda-1298.93
655307-Anind Zarco-9598.76
45398-Feledcia Peassego-4466.70
164511-Almerinda Palmeira-17944.05
891791-Mercia Caeira-2753.03
782366-Cassandra Varejo-7881.99
92453-Antonio Viegas-17966.08
754812-Romo Paranage-10274.98
231647-Jussara Varanda-20604.99
690762-Sara Lameiras-20442.00
906736-Filomena Barrios-20521.56
897758-Ximena Castilho-4603.27
574466-Polibe Olivares-1438.89
535007-Tibefarcio Colao-1195.70
289362-Rebeca Neto-15624.62
200429-Feledcia Peassego-12617.61
81850-Oliveira Carmona-18658.53
927660-Estanislau Beserra-7021.24
228894-Neuza Francia-7193.56
722450-Armanda Amorim-18970.46
733333-Leonidas Mafra-18114.70
153827-Armanda Amorim-6608.84
934125-Basilio Pedroso-18314.58
901153-Sara Lameiras-12505.10
789897-Trajano Fagundes-14057.99
981829-Clara Alcantara-17079.99
372470-Jorgina Bogalho-2755.98
403896-Zungela Ipiranga-19895.25
416536-Feledcia Peassego-20077.54
961056-Ximena Castilho-12879.93
705568-Filomena Barrios-10792.43
638479-Flor Portella-15113.96
382391-Micaela Chavez-13968.47
531759-Fulvio Villegas-11822.64
251094-Emedlia Silvera-5145.71
432187-Angelica Aranha-18165.53
406462-Delfina Garcia de Gondim-15814.41
233667-Lurdes Cotrim-16058.45
184966-Tarrataca Soares-7697.78
492008-Carminda Morais-11337.39
878257-Sara Lameiras-4469.61
734099-Danilo Olaio-7616.00
989996-Gaudancio Fiees-3904.98
220413-Carminda Morais-16250.30
960358-Feledcia Peassego-2897.97
15545-Fulvio Villegas-947.46
70051-Nuno Balsemeo-1541.52
238431-Tibefarcio Colao-1863.86
931993-Henrique Bento-8935.71
412334-Branco Saraba-8475.79
885554-Joaquim Rufino-19454.58
117689-Moaci Mendoa-17037.08
746215-Clarindo Areosa-7832.15
737961-Tibofarcio Camacho-10154.35
510432-Jorgina Bogalho-15033.95
853525-Judite Damasceno-15054.11
749070-Camila Gabeira-5819.97
118593-Guida Juca-11562.36
333285-Ximena Castilho-9226.84
326036-Judite Damasceno-18890.96
574253-Celeste Duarte-10484.98
783505-Estanislau Beserra-16276.16
108623-Jorgina Bogalho-8428.79
931998-Edgar Carvalheiro-911.33
785389-Branco Saraba-5546.43
952594-Zungela Ipiranga-6004.97
865800-Edgar Carvalheiro-20452.46
415118-Heleedsa Marins-278.81
866919-Liana Cardim-4492.14
406168-Jonatas Felgueiras-19315.40
8523-Leonidas Mafra-13136.31
101296-Zulmira Becerra-11899.31
902235-Jonatas Felgueiras-1745.56
434040-Polibe Olivares-8054.88
400772-Delfim Higuera-4127.89
279141-Aludsio Sosa-14337.42
84692-Aludsio Sosa-18156.08
887476-Urbano Rodrigues-17125.39
925926-Danilo Olaio-13109.22
164737-Tibefarcio Colao-15043.29
16245-Antonio Castelo-9928.53
366004-Estanislau Beserra-17219.55
848054-Telma Villalobos-11003.73
208610-Estanislau Beserra-20588.07
218338-Delfina Perdigon-13177.25
354966-Micaela Chavez-3805.20
504722-Almerinda Palmeira-7526.05
416678-Anfnia Seixas-8684.92
209427-Emedlia Silvera-18844.18
216253-Rodolfo Paz-4280.99
279546-Honorina Lira-5361.15
489909-Neuza Francia-11094.81
630849-Odilia Camello-16283.29
327339-Branco Saraba-7880.54
27731-Emiliana Foquio-8272.73
517412-Flamednia Leiria-1531.44
748978-Ximena Castilho-15136.49
620932-Oliveira Senchez-5115.82
32041-Dulce Froes-14697.91
365576-Cleusa Goes-5425.24
60409-Augusta Paio-18088.04
608712-Leonidas Mafra-1398.10
628133-Angilica Galante-10204.41
20906-Mercia Caeira-3302.84
737423-Branco Saraba-10223.12
694809-Elisa Themes-13618.29
172205-Odete Vasques-6350.95
254302-Tibefarcio Colao-6577.16
344929-Tabalipa Duarte-9947.48
853660-Filomena Barrios-8096.30
977936-Tarrataca Soares-16066.90
217652-Zulmira Becerra-838.15
455162-Anind Zarco-1104.43
22170-Leonidas Mafra-6394.64
159989-Telma Villalobos-15822.02
570606-Sara Lameiras-21088.96
125339-Angelica Aranha-4525.85
845262-Armindo Castalo-16608.39
147055-Anfnia Seixas-1597.01
756495-Sofras Cuaresma-21285.54
889837-Carminda Morais-15530.48
342979-Branco Saraba-11167.82
605829-Guida Juca-19292.38
309238-Ermelinda Quintela-13237.76
813248-Heleedsa Marins-884.52
629238-Carminda Morais-11980.23
790974-Zulmira Becerra-5106.65
47432-Delfim Higuera-16875.10
19546-Tarrataca Soares-9451.73
255707-Antonio Castelo-19009.30
121493-Nuno Balsemeo-8023.36
193664-Sidfnio Frois-16056.79
80933-Lurdes Cotrim-1558.01
411433-Anind Zarco-17681.11
206070-Urbano Rodrigues-3304.40
718619-Filomena Barrios-11600.69
643891-Delfim Higuera-13238.60
154089-Delfim Higuera-14569.08
19869-Rodolfo Paz-694.44
586158-Sara Lameiras-3036.99
222970-Oliveira Senchez-8218.21
424592-Trajano Fagundes-10830.15
408676-Trajano Fagundes-11710.95
146738-Sara Lameiras-11965.07
177298-Celeste Duarte-17987.13
660347-Henrique Bento-2649.48
166489-Joaquim Rufino-8515.92
853769-Emedlia Silvera-18637.46
51096-Basilio Pedroso-6672.82
938229-Andreia Moita-17168.68
271665-Esperada Cardoso-6986.08
941240-Sidfnio Frois-13130.32
806285-Artur Grillo-3819.57
472631-Danilo Olaio-19821.04
765866-Liana Cardim-9947.98
499240-Armanda Amorim-18034.58
301990-Anind Zarco-13111.41
481442-Taercio Mafra-285.11
85030-Guida Juca-17905.62
132298-Armindo Castalo-11000.17
362603-Guida Juca-20052.88
446494-Delfim Higuera-10137.46
544930-Sara Lameiras-18785.52
738844-Delfina Garcia de Gondim-4605.41
956022-Odilia Bello-6753.07
402534-Augusta Paio-7058.06
796998-Adelina Quadros-17121.08
783307-Jorgina Bogalho-7231.06
31901-Jussara Varanda-13431.91
562649-Silvio Mata-14943.23
994415-Emiliana Foquio-14802.02
517463-Clara Alcantara-21226.49
589091-Guaraci Damasceno-2097.10
134326-Jonatas Felgueiras-12074.49
783554-Rebeca Neto-20174.05
746779-Filomena Barrios-1433.24
167994-Guaraci Damasceno-1451.21
762746-Taercio Mafra-7269.04
352100-Cleusa Goes-16049.36
19855-Joaquim Rufino-12990.15
704241-Sara Lameiras-15260.09
709627-Lurdes Cotrim-8370.43
460901-Neuza Francia-5451.49
280700-Odilia Bello-10322.83
641656-Zungela Ipiranga-21330.67
309635-Liana Cardim-5473.30
300229-Camila Gabeira-2260.14
399076-Sidfnio Frois-3327.77
120323-Almor Caiado-8961.29
548999-Cleusa Goes-15591.49
301051-Angilica Galante-12743.69
771786-Leonidas Mafra-20470.79
891347-Adelina Quadros-5960.56
237368-Cassandra Varejo-9473.37
548692-Ubaldo Mainha-14139.79
264991-Guida Juca-5238.05
821503-Guida Juca-11301.05
982521-Ubaldo Mainha-6500.20
564058-Trajano Fagundes-19541.41
598013-Ubaldo Mainha-20906.89
647037-Feledcia Peassego-4065.07
221897-Augusta Paio-5292.79
840055-Tarrataca Soares-2866.86
123308-Basilio Pedroso-20359.24
689628-Guida Juca-5419.89
838923-Mercia Caeira-21172.54
834324-Mercia Caeira-4625.92
327472-Flor Portella-180.91
113819-Urbano Rodrigues-15106.55
29113-Guaraci Damasceno-1027.69
93208-Heleedsa Marins-13884.16
559401-Telma Villalobos-4511.54
104616-Quintino Alcantara-2755.11
222458-Silvio Mata-14066.34
677274-Silvio Mata-5818.40
110722-Domingos Pas-20816.79
865141-Quintiliano Sousa de Arronches-110.30
240761-Zulmira Becerra-10383.57
120305-Delfina Garcia de Gondim-12014.71
173154-Odilia Bello-13965.00
431953-Judite Damasceno-10351.10
681403-Emedlio Pimentel-13916.69
725993-Oliveira Carmona-2182.90
973423-Cassandra Varejo-2585.12
144709-Zungela Ipiranga-3121.90
304895-Adelino Barra-17933.00
751678-Delfim Higuera-9306.82
273855-Daniel Vieyra-10019.23
403005-Ubaldo Mainha-5095.59
186834-Danilo Olaio-14077.33
739706-Neeamia Arruda-14921.64
225012-Artur Grillo-11693.62
381001-Oliveira Senchez-9686.05
531375-Taercio Mafra-11765.78
832148-Spnia ou Sonia Guerreiro-16817.23
972947-Jussara Varanda-8785.44
309048-Micaela Chavez-8842.96
191127-Spnia ou Sonia Guerreiro-140.86
913952-Augusta Paio-4334.89
140400-Heleedsa Marins-15056.76
866878-Sofras Cuaresma-11859.32
702948-Delfim Higuera-8626.73
724362-Marilda Leio-9870.54
35737-Odilia Camello-18345.86
859531-Trajano Fagundes-5169.34
389370-Anind Zarco-19109.07
219626-Adelino Barra-16557.32
248143-Adelino Barra-19099.23
199330-Liana Cardim-15643.54
709846-Zungela Ipiranga-18204.94
469195-Henrique Bento-19273.61
909332-Armindo Castalo-7725.80
228012-Delfina Perdigon-18953.05
634875-Cassandra Varejo-12188.57
652400-Lina Andrade-11492.33
392593-Zulmira Becerra-19986.22
676701-Sofras Cuaresma-12653.58
772754-Henrique Bento-20276.06
954608-Cassandra Varejo-9923.22
625267-Telma Villalobos-8165.48
487919-Estanislau Beserra-7605.34
282269-Emedlia Silvera-1689.59
266034-Gaudancio Fiees-2111.87
303863-Fulvio Villegas-18558.22
443483-Polibe Olivares-19844.74
33395-Delfina Perdigon-1313.83
530194-Lina Andrade-14700.60
275631-Emiliana Foquio-4423.49
460833-Esperada Cardoso-13573.04
999754-Feledcia Peassego-3534.46
65496-Flamednia Leiria-10839.33
492235-Quintiliano Sousa de Arronches-4397.32
15623-Cleusa Goes-14309.98
843669-Ximena Castilho-7498.18
44814-Odete Vasques-2307.78
994942-Estanislau Beserra-3908.12
83423-Lina Andrade-9933.42
529883-Emedlia Silvera-15466.17
98817-Carminda Morais-18130.78
505908-Oliveira Carmona-12095.94
461001-Urbano Rodrigues-15566.60
949644-Estanislau Beserra-4866.68
397521-Neuza Francia-9196.84
548997-Lina Andrade-4560.44
522595-Spnia ou Sonia Guerreiro-3146.05
3418-Manuel Capiperibe-16446.00
351357-Rebeca Neto-22.00
275817-Rebeca Neto-9477.30
549553-Armindo Castalo-663.45
643524-Adelina Quadros-4978.51
182998-Emedlio Pimentel-9113.12
172246-Anind Zarco-20672.62
893537-Judite Damasceno-19871.75
612905-Nuno Balsemeo-8822.41
666917-Joaquim Rufino-6082.80
499056-Delfina Garcia de Gondim-10022.83
142719-Delfina Garcia de Gondim-481.51
128098-Armanda Amorim-13634.27
763530-Micaela Chavez-10954.92
477143-Danilo Olaio-6016.52
785043-Eurico Siqueira-2353.52
785432-Zulmira Becerra-10805.24
937840-Delfina Perdigon-14294.17
290594-Leonidas Mafra-5655.47
203716-Emiliana Foquio-13862.14
205668-Rodolfo Paz-19747.13
324097-Sofras Cuaresma-5743.72
642425-Leonidas Mafra-3260.16
206889-Sofras Cuaresma-6287.80
116306-Spnia ou Sonia Guerreiro-11482.57
876584-Eurico Siqueira-9465.58
948724-Telma Villalobos-15803.44
798722-Quintino Alcantara-13887.98
340452-Nuno Balsemeo-12916.05
639262-Regina Barcellos-17448.09
217749-Zulmira Becerra-9155.31
79330-Spnia ou Sonia Guerreiro-4483.71
608067-Oliveira Carmona-3455.30
563425-Tibefarcio Colao-15547.37
11310-Aludsio Sosa-19948.53
627950-Lina Andrade-162.46
596342-Adelina Quadros-8251.95
88732-Regina Barcellos-465.10
515010-Liana Cardim-18148.50
4433-Judite Damasceno-5700.06
707565-Branco Saraba-12152.24
123463-Romo Paranage-4578.19
943902-Odilia Bello-4934.27
264276-Honorina Lira-5379.91
880820-Tarrataca Soares-16870.02
754325-Armanda Amorim-2471.46
186185-Antonio Castelo-7487.43
994538-Edgar Carvalheiro-21248.31
600870-Leonidas Mafra-15098.63
812129-Gaudancio Fiees-16168.67
864735-Sara Lameiras-16845.75
931653-Judite Damasceno-15402.15
886035-Eurico Siqueira-17581.59
886659-Honorina Lira-5169.39
107710-Daniel Vieyra-5928.20
214552-Heleedsa Marins-9865.74
567416-Augusta Paio-4972.77
115027-Moaci Mendoa-7052.71
688811-Rebeca Neto-8518.72
112869-Daniel Vieyra-812.01
542815-Emedlio Pimentel-1380.66
712750-Antonio Viegas-19379.97
702004-Esperada Cardoso-16344.00
118644-Filomena Barrios-17202.86
42448-Carminda Morais-16029.10
968373-Neeamia Arruda-11296.41
557075-Letedcia Gago-3167.25
888542-Emiliana Foquio-21368.40
567860-Domingos Pas-1940.45
110039-Anind Zarco-5981.58
552216-Celeste Duarte-17717.01
569252-Estanislau Beserra-6349.30
317314-Flor Portella-19406.32
223952-Anind Zarco-18872.67
586147-Romo Paranage-10128.26
768366-Armindo Castalo-10043.10
41288-Liana Cardim-21088.68
591097-Sofras Cuaresma-7802.72
412331-Clara Alcantara-12908.40
105862-Delfina Garcia de Gondim-8554.67
516522-Almerinda Palmeira-10910.19
992695-Rebeca Neto-15345.88
466034-Anind Zarco-15789.05
371630-Sofras Cuaresma-8346.46
563438-Marilda Leio-19662.32
181872-Artur Grillo-12715.17
441485-Tibefarcio Colao-18845.58
942397-Melinda Roserio-76.65
283282-Fulvio Villegas-6410.78
185656-Nuno Balsemeo-3417.00
246036-Liana Cardim-13382.16
7239-Joaquim Rufino-16212.09
214718-Lina Andrade-9811.92
570478-Celeste Duarte-10525.63
709515-Regina Barcellos-14081.27
674278-Angelica Aranha-15033.08
465844-Odilia Bello-3202.66
641288-Emedlia Silvera-3232.09
89153-Romo Paranage-15014.92
893650-Telma Villalobos-19016.78
164820-Celeste Duarte-21219.24
454879-Zulmira Becerra-17864.47
365784-Manuel Capiperibe-15301.78
182144-Almor Caiado-11462.65
644265-Emedlia Silvera-3744.91
370998-Spnia ou Sonia Guerreiro-2276.82
614356-Delfina Garcia de Gondim-17101.47
415629-Augusta Paio-4883.05
398616-Sara Lameiras-16373.94
459298-Lina Andrade-58.04
736241-Odilia Camello-7439.69
229614-Quintiliano Sousa de Arronches-6479.40
932112-Honorina Lira-12523.06
342474-Almor Caiado-19884.88
832330-Oliveira Carmona-15436.49
448765-Cleusa Goes-18840.20
890004-Odete Vasques-21336.34
597532-Angelica Aranha-20295.66
30099-Taercio Mafra-15794.81
954635-Sidfnio Frois-14244.57
73147-Guaraci Damasceno-19061.93
115320-Telma Villalobos-679.39
637449-Neuza Francia-18258.71
337900-Tibofarcio Camacho-17187.30
819855-Regina Barcellos-7990.79
309181-Camila Gabeira-4750.44
963806-Armindo Castalo-1024.50
282277-Tarrataca Soares-15.64
905883-Emiliana Foquio-4955.94
440129-Delfina Perdigon-9385.49
778665-Armindo Castalo-10846.22
86313-Augusta Paio-9082.54
850655-Quintiliano Sousa de Arronches-484.07
921123-Camila Gabeira-352.62
996215-Feledcia Peassego-20150.81
236547-Delfina Perdigon-20673.91
13117-Odilia Camello-4198.71
940283-Almerinda Palmeira-9301.53
433672-Domingos Pas-19390.59
440958-Trajano Fagundes-7890.15
905087-Jussara Varanda-17807.94
78652-Ermelinda Quintela-13633.97
191267-Cassandra Varejo-1847.64
691397-Jussara Varanda-16446.85
921515-Ximena Castilho-12891.97
746657-Cassandra Varejo-6619.50
131938-Almerinda Palmeira-16469.63
451012-Anind Zarco-20829.04
334114-Henrique Bento-18518.54
327696-Cassandra Varejo-3858.11
870041-Anind Zarco-12567.16
34296-Lurdes Cotrim-20757.95
968485-Neeamia Arruda-7635.02
310057-Jorgina Bogalho-12931.94
913264-Honorina Lira-10886.32
114313-Heleedsa Marins-9488.95
222385-Basilio Pedroso-13490.27
201287-Moaci Mendoa-2439.94
333296-Eurico Siqueira-19303.28
556998-Odilia Camello-4611.72
279818-Gaudancio Fiees-10700.42
829479-Odete Vasques-5465.93
775940-Marilda Leio-19465.61
486210-Andreia Moita-10233.88
397763-Manuel Capiperibe-21073.01
23166-Regina Barcellos-7709.32
598967-Sidfnio Frois-12291.54
654635-Jorgina Bogalho-17543.55
614101-Spnia ou Sonia Guerreiro-11292.05
460094-Nuno Balsemeo-12927.62
117219-Feledcia Peassego-8865.58
490565-Lurdes Cotrim-16913.88
175136-Branco Saraba-7756.80
878552-Sara Lameiras-4716.83
775857-Armanda Amorim-2765.97
821271-Jussara Varanda-14796.20
761451-Emedlia Silvera-4477.35
244687-Henrique Bento-9753.90
721992-Moaci Mendoa-8505.20
43832-Rebeca Neto-19249.80
537902-Antonio Castelo-2896.14
74243-Oliveira Carmona-14961.04
719856-Quintino Alcantara-11777.96
443226-Flamednia Leiria-981.91
554409-Cleusa Goes-16979.67
483021-Clarindo Areosa-6233.04
859728-Tarrataca Soares-21180.66
390563-Flamednia Leiria-10888.27
793166-Zungela Ipiranga-20745.49
400832-Adelina Quadros-5631.09
286911-Celeste Duarte-13106.47
247575-Lina Andrade-10922.38
595949-Emedlia Silvera-4544.74
140679-Moaci Mendoa-13439.17
851623-Almerinda Palmeira-4889.88
675599-Armindo Castalo-21444.71
635774-Oliveira Senchez-6388.47
331115-Cleusa Goes-14962.37
416259-Camila Gabeira-285.47
538010-Flor Portella-16599.48
156462-Cleusa Goes-12407.51
872484-Guida Juca-18049.98
725696-Edgar Carvalheiro-7491.11
374883-Telma Villalobos-9962.52
214949-Lurdes Cotrim-8706.20
21751-Jorgina Bogalho-6488.11
