313659-Quintino Alcantara-4670.21
421480-Almerinda Palmeira-10888.47
133055-Liana Cardim-14189.65
280083-Augusta Paio-6071.83
774115-Delfina Perdigon-6024.25
565460-Telma Villalobos-7460.35
933690-Henrique Bento-8130.41
250270-Antonio Viegas-14417.03
94848-Rodolfo Paz-14077.90
203650-Silvio Mata-14991.12
187370-Clara Alcantara-8606.29
828537-Regina Barcellos-15630.50
122091-Anind Zarco-20661.83
804850-Marilda Leio-14249.80
648218-Emedlio Pimentel-9682.70
300399-Sara Lameiras-2073.52
375842-Sofras Cuaresma-13422.86
121492-Taercio Mafra-10540.52
778054-Trajano Fagundes-9236.64
336488-Tibofarcio Camacho-5293.84
480274-Daniel Vieyra-5100.87
7497-Tibefarcio Colao-364.32
897829-Artur Grillo-14375.54
752837-Odilia Bello-13918.75
307653-Flor Portella-9090.40
287341-Delfina Perdigon-2778.57
301624-Letedcia Gago-11752.33
357009-Angelica Aranha-10968.71
147855-Aludsio Sosa-7761.65
728700-Almor Caiado-10675.01
421391-Daniel Vieyra-4074.98
259269-Emedlia Silvera-21415.05
663813-Tarrataca Soares-9159.20
768080-Fulvio Villegas-2971.89
852152-Carminda Morais-8924.97
722848-Flor Portella-11567.84
945630-Melinda Roserio-18360.86
454187-Polibe Olivares-15959.59
531493-Gaudancio Fiees-18781.07
788749-Jorgina Bogalho-19428.36
913253-Silvio Mata-11417.73
641430-Neuza Francia-3355.49
801817-Dulce Froes-10872.13
32858-Edgar Carvalheiro-11679.81
139403-Silvio Mata-20028.33
802374-Elisa Themes-2650.72
322171-Aludsio Sosa-4570.18
74635-Ermelinda Quintela-17734.72
213963-Odilia Camello-9735.20
518209-Lurdes Cotrim-11283.08
840214-Trajano Fagundes-6197.38
660252-Taercio Mafra-21053.79
502172-Lurdes Cotrim-13266.98
263804-Jussara Varanda-18687.30
214336-Judite Damasceno-8283.86
177775-Adelino Barra-12621.89
441460-Quintino Alcantara-13005.11
790665-Taercio Mafra-21185.86
615102-Jussara Varanda-5183.16
62627-Artur Grillo-15708.34
861940-Quintino Alcantara-20486.74
434434-Cleusa Goes-2118.51
72080-Eurico Siqueira-3493.53
922341-Artur Grillo-12296.17
753297-Tibofarcio Camacho-10023.47
449803-Ubaldo Mainha-5600.42
702004-Camila Gabeira-10594.83
488234-Delfina Garcia de Gondim-417.90
262680-Jorgina Bogalho-12504.05
556835-Emedlio Pimentel-1209.84
675802-Sofras Cuaresma-7438.46
16480-Silvio Mata-21132.80
769357-Armanda Amorim-2698.69
736249-Telma Villalobos-5957.91
433663-Anfnia Seixas-21115.45
33706-Almerinda Palmeira-3775.11
822402-Jonatas Felgueiras-21012.13
638272-Delfim Higuera-12972.17
555953-Joaquim Rufino-18864.80
789406-Aludsio Sosa-5475.53
373194-Ximena Castilho-5562.29
147531-Oliveira Senchez-3847.62
772670-Silvio Mata-21385.31
750782-Spnia ou Sonia Guerreiro-7017.84
862025-Emedlio Pimentel-907.34
320734-Tarrataca Soares-11337.68
337388-Ximena Castilho-7981.06
837097-Tibefarcio Colao-3842.61
126876-Artur Grillo-20108.17
821829-Polibe Olivares-19011.23
17285-Tabalipa Duarte-16260.12
58834-Elisa Themes-10866.76
897262-Silvio Mata-4949.65
604648-Tarrataca Soares-2002.32
103335-Leonidas Mafra-14320.94
662972-Romo Paranage-8979.31
249713-Lina Andrade-13052.69
49210-Augusta Paio-15661.06
582402-Clara Alcantara-17222.33
111969-Emedlio Pimentel-8765.71
194745-Heleedsa Marins-12975.88
22886-Fulvio Villegas-15816.47
96519-Antonio Castelo-16945.44
734057-Antonio Castelo-19061.49
155398-Tarrataca Soares-6647.69
310557-Adelina Quadros-819.48
749591-Joaquim Rufino-5351.98
778552-Heleedsa Marins-19782.47
101119-Oliveira Senchez-14133.46
240541-Rodolfo Paz-7269.74
502578-Celeste Duarte-4666.85
809479-Guida Juca-11887.08
792424-Emedlio Pimentel-11303.21
256787-Odilia Camello-2825.71
436998-Gaudancio Fiees-14947.27
227787-Filomena Barrios-5625.53
466240-Joaquim Rufino-7673.03
973392-Cleusa Goes-7595.98
102694-Henrique Bento-9236.99
981021-Gaudancio Fiees-11229.40
430202-Estanislau Beserra-11109.59
983876-Nuno Balsemeo-3662.84
184524-Cassandra Varejo-21230.77
445760-Dulce Froes-4338.50
372234-Tarrataca Soares-19412.87
583632-Anind Zarco-16350.31
226574-Mercia Caeira-4130.14
583478-Delfina Perdigon-17279.87
703554-Marilda Leio-7036.06
169205-Silvio Mata-12095.87
125103-Tibofarcio Camacho-19750.17
765994-Oliveira Senchez-25.18
114764-Emedlia Silvera-11687.02
300636-Romo Paranage-7256.64
57667-Rebeca Neto-5795.53
57609-Basilio Pedroso-13951.36
611017-Trajano Fagundes-11068.79
467484-Augusta Paio-2499.79
438266-Domingos Pas-8026.83
108129-Carminda Morais-20308.52
233967-Antonio Viegas-3664.93
318358-Quintiliano Sousa de Arronches-5712.59
203485-Neuza Francia-16863.74
165420-Odete Vasques-5471.91
977302-Armindo Castalo-17312.49
108833-Emiliana Foquio-2908.23
271450-Emiliana Foquio-10834.34
964095-Armindo Castalo-5814.18
643810-Gaudancio Fiees-16918.56
929641-Emedlio Pimentel-10434.80
835312-Delfina Perdigon-19067.14
758322-Neuza Francia-10975.49
198899-Odete Vasques-11297.53
341567-Antonio Viegas-19789.18
664790-Neuza Francia-19314.12
540803-Emedlio Pimentel-7810.37
69590-Celeste Duarte-1628.25
994076-Taercio Mafra-4897.89
381389-Romo Paranage-13424.33
967787-Almerinda Palmeira-12768.78
922475-Telma Villalobos-15027.14
370556-Emedlia Silvera-18474.72
78024-Camila Gabeira-1661.87
675995-Cassandra Varejo-19225.29
465105-Quintiliano Sousa de Arronches-13997.10
19374-Mercia Caeira-13247.67
912762-Liana Cardim-9453.53
723583-Gaudancio Fiees-13683.47
468377-Urbano Rodrigues-6962.45
585411-Spnia ou Sonia Guerreiro-18792.13
699166-Filomena Barrios-5056.52
527256-Carminda Morais-12370.22
904391-Ubaldo Mainha-3496.17
66761-Telma Villalobos-16772.93
147082-Delfina Garcia de Gondim-14722.74
155359-Neeamia Arruda-14658.10
200426-Aludsio Sosa-19487.22
586437-Marilda Leio-18569.62
244783-Basilio Pedroso-17719.47
368332-Andreia Moita-12380.49
854019-Odilia Camello-12987.48
86214-Fulvio Villegas-17132.75
306885-Taercio Mafra-14316.96
198581-Tibofarcio Camacho-15837.63
651923-Fulvio Villegas-20009.10
815351-Daniel Vieyra-3195.82
746020-Mercia Caeira-16157.82
62576-Tibefarcio Colao-17573.68
210040-Zulmira Becerra-12341.30
118856-Neuza Francia-13884.98
756813-Joaquim Rufino-13498.68
562738-Flor Portella-4734.71
874484-Regina Barcellos-6067.78
319130-Quintiliano Sousa de Arronches-19159.76
572673-Jonatas Felgueiras-20286.28
616570-Taercio Mafra-1969.60
470195-Leonidas Mafra-20407.06
562662-Antonio Castelo-20627.69
133906-Zungela Ipiranga-16314.95
652305-Neuza Francia-14431.30
252325-Lina Andrade-12294.03
84078-Moaci Mendoa-14959.66
223874-Anfnia Seixas-13323.57
576106-Romo Paranage-10881.92
691183-Domingos Pas-2932.81
232539-Rodolfo Paz-4198.98
355533-Adelino Barra-7863.68
776943-Henrique Bento-11939.31
566854-Telma Villalobos-13520.65
519106-Estanislau Beserra-8852.33
969326-Almerinda Palmeira-10314.86
287886-Jussara Varanda-9420.86
593704-Flor Portella-1828.26
677313-Marilda Leio-1854.03
253647-Anind Zarco-3860.94
974629-Polibe Olivares-6383.26
655611-Spnia ou Sonia Guerreiro-12616.82
558964-Armanda Amorim-17244.59
747266-Tibefarcio Colao-16365.42
946909-Rodolfo Paz-845.77
276748-Flor Portella-6045.47
526302-Emedlio Pimentel-2513.51
258309-Angilica Galante-16459.45
347253-Elisa Themes-11001.38
144969-Filomena Barrios-5299.08
224129-Telma Villalobos-19638.83
201305-Cleusa Goes-13040.55
546692-Almerinda Palmeira-5911.30
339305-Emiliana Foquio-18878.78
713049-Cleusa Goes-3833.41
320231-Tibefarcio Colao-18156.18
413175-Gaudancio Fiees-9716.60
108663-Aludsio Sosa-14949.19
146923-Rebeca Neto-4227.82
71356-Almerinda Palmeira-9909.27
89498-Angilica Galante-13451.51
950240-Oliveira Carmona-19053.53
492765-Angelica Aranha-13104.16
10367-Letedcia Gago-7542.71
586253-Basilio Pedroso-15889.84
223177-Polibe Olivares-4048.21
439521-Estanislau Beserra-3807.50
490467-Marilda Leio-3113.75
2423-Eurico Siqueira-3795.22
652702-Estanislau Beserra-7705.94
727657-Augusta Paio-18706.83
201916-Guida Juca-231.50
731090-Danilo Olaio-7846.42
390497-Anfnia Seixas-15846.53
960106-Taercio Mafra-19122.39
354122-Anfnia Seixas-18519.79
398351-Joaquim Rufino-20084.18
102742-Antonio Viegas-4854.25
725605-Flamednia Leiria-10764.27
646897-Regina Barcellos-5865.96
495236-Mercia Caeira-16933.24
11103-Taercio Mafra-20655.26
395804-Spnia ou Sonia Guerreiro-8597.74
196030-Zulmira Becerra-8146.80
783792-Marilda Leio-16706.40
872138-Jonatas Felgueiras-16635.11
264947-Odete Vasques-4614.26
924451-Joaquim Rufino-11835.28
959313-Letedcia Gago-10297.70
516456-Neuza Francia-4229.34
183588-Sidfnio Frois-3539.45
533855-Neuza Francia-204.73
550202-Taercio Mafra-13278.68
692689-Camila Gabeira-12915.81
520739-Zungela Ipiranga-6658.81
587902-Jussara Varanda-10397.53
150059-Manuel Capiperibe-6705.34
163082-Marilda Leio-20864.59
84734-Neeamia Arruda-13039.34
950143-Daniel Vieyra-8499.67
412011-Neeamia Arruda-14951.51
714347-Neuza Francia-8152.01
59067-Cleusa Goes-9807.51
177262-Manuel Capiperibe-6289.60
492132-Tibefarcio Colao-13444.81
963783-Lina Andrade-7445.85
946339-Rebeca Neto-6812.52
354501-Henrique Bento-10154.15
807365-Emedlia Silvera-850.16
546886-Regina Barcellos-11139.66
219963-Lurdes Cotrim-3938.94
838184-Almerinda Palmeira-17656.09
412653-Trajano Fagundes-8521.84
888229-Quintiliano Sousa de Arronches-6608.78
944591-Heleedsa Marins-20063.70
881883-Oliveira Senchez-1168.50
88595-Melinda Roserio-9507.96
346026-Sara Lameiras-6746.67
62277-Tabalipa Duarte-4719.91
713012-Tarrataca Soares-13725.38
363744-Almerinda Palmeira-16517.58
165357-Artur Grillo-16635.96
168060-Trajano Fagundes-14285.25
