320240-Fulvio Villegas-4605.99
621387-Urbano Rodrigues-7885.30
77059-Armindo Castalo-8342.22
492243-Melinda Roserio-1030.31
191577-Estanislau Beserra-17135.39
972951-Odilia Bello-20021.20
605088-Taercio Mafra-14254.37
404034-Zulmira Becerra-19992.54
564081-Delfina Perdigon-20259.70
230591-Sara Lameiras-5960.39
77012-Neeamia Arruda-13571.07
729708-Elisa Themes-4472.44
579004-Odilia Bello-6503.21
58669-Taercio Mafra-18998.14
513686-Delfina Perdigon-2655.22
272225-Lurdes Cotrim-18774.95
459297-Antonio Castelo-9256.16
164844-Polibe Olivares-11070.20
562842-Odilia Camello-3621.00
260071-Rodolfo Paz-238.47
108706-Fulvio Villegas-10339.25
259327-Heleedsa Marins-11066.54
939461-Marilda Leio-8627.50
841833-Celeste Duarte-16408.08
291779-Jussara Varanda-18023.22
281008-Trajano Fagundes-4311.10
906369-Camila Gabeira-19045.70
484633-Domingos Pas-20557.35
832961-Clarindo Areosa-3218.14
667987-Liana Cardim-13770.74
542368-Anind Zarco-456.99
39766-Basilio Pedroso-2939.58
781567-Delfina Perdigon-7628.98
844830-Marilda Leio-1392.56
238151-Sara Lameiras-6735.48
153107-Delfina Garcia de Gondim-19318.29
79000-Clara Alcantara-16212.51
137270-Lurdes Cotrim-11672.52
215600-Feledcia Peassego-4216.02
394423-Fulvio Villegas-14102.70
420683-Jonatas Felgueiras-4343.28
887743-Taercio Mafra-9983.68
8959-Trajano Fagundes-14021.50
396040-Quintiliano Sousa de Arronches-1485.11
591303-Eurico Siqueira-12847.49
141138-Melinda Roserio-7814.19
285066-Antonio Viegas-5160.14
515089-Eurico Siqueira-14141.51
512402-Edgar Carvalheiro-2878.83
807143-Marilda Leio-17942.78
692089-Marilda Leio-16622.14
275945-Delfina Garcia de Gondim-9256.19
334391-Armindo Castalo-6911.44
774184-Delfina Garcia de Gondim-18215.40
986213-Gaudancio Fiees-16626.48
745905-Odilia Bello-20167.89
850622-Heleedsa Marins-11675.90
206732-Heleedsa Marins-10196.22
331572-Henrique Bento-14811.34
574457-Danilo Olaio-7264.58
87020-Ermelinda Quintela-1326.66
927983-Tibofarcio Camacho-18929.42
653464-Jonatas Felgueiras-20062.76
528677-Artur Grillo-12355.67
914805-Delfina Garcia de Gondim-18675.53
566351-Regina Barcellos-2808.15
152775-Zulmira Becerra-5546.66
236725-Antonio Viegas-153.89
504526-Clarindo Areosa-19777.21
139076-Regina Barcellos-4208.11
567502-Quintino Alcantara-10498.98
726839-Odilia Camello-43.43
21182-Liana Cardim-4299.96
459491-Delfina Perdigon-15815.25
437805-Melinda Roserio-14599.56
96485-Andreia Moita-13500.39
543965-Carminda Morais-20331.92
98016-Moaci Mendoa-18779.45
273726-Ermelinda Quintela-1509.66
99849-Micaela Chavez-14351.05
899882-Armindo Castalo-10821.88
849560-Ximena Castilho-7544.32
257534-Fulvio Villegas-13774.53
974545-Clara Alcantara-14949.12
742075-Jonatas Felgueiras-7808.67
95391-Filomena Barrios-8979.63
264048-Jussara Varanda-17155.07
98668-Fulvio Villegas-1061.21
322334-Lurdes Cotrim-13843.95
782971-Angelica Aranha-5890.11
55036-Angelica Aranha-5939.11
741901-Fulvio Villegas-15317.61
771551-Camila Gabeira-10005.35
797448-Dulce Froes-10065.09
348271-Jorgina Bogalho-6377.67
371527-Anind Zarco-17618.63
949921-Rodolfo Paz-3646.43
236228-Nuno Balsemeo-12957.42
983525-Sofras Cuaresma-2755.81
696339-Judite Damasceno-14293.64
513745-Joaquim Rufino-8829.35
35951-Marilda Leio-18336.77
506148-Anind Zarco-21384.48
429167-Honorina Lira-797.62
264498-Neuza Francia-15341.11
999003-Delfina Perdigon-15189.98
180111-Estanislau Beserra-13844.65
384493-Neuza Francia-10162.17
226515-Edgar Carvalheiro-1447.17
463553-Moaci Mendoa-10684.13
711807-Feledcia Peassego-9274.44
871159-Branco Saraba-8039.96
823875-Flor Portella-14525.02
794783-Carminda Morais-21029.31
791134-Moaci Mendoa-21027.12
71355-Flor Portella-852.27
214484-Ubaldo Mainha-12434.08
517275-Oliveira Senchez-8503.08
562044-Elisa Themes-11595.35
187476-Rodolfo Paz-14079.98
692894-Oliveira Senchez-372.27
133335-Daniel Vieyra-19360.98
767052-Odete Vasques-464.38
365596-Emedlio Pimentel-18112.33
726416-Honorina Lira-17945.40
714134-Neeamia Arruda-6341.28
216630-Henrique Bento-918.59
183825-Daniel Vieyra-5323.76
884653-Mercia Caeira-11039.38
302638-Antonio Viegas-20821.26
134119-Armanda Amorim-6013.35
925547-Daniel Vieyra-18394.68
712872-Artur Grillo-11877.52
2243-Esperada Cardoso-7846.34
255531-Guida Juca-7098.76
737234-Artur Grillo-3501.07
930003-Basilio Pedroso-12243.23
563005-Fulvio Villegas-4220.24
504382-Mercia Caeira-11069.08
980649-Basilio Pedroso-12762.11
971711-Lina Andrade-19983.45
189375-Tibefarcio Colao-20532.71
504801-Delfina Garcia de Gondim-975.00
774567-Lina Andrade-18785.02
793457-Lurdes Cotrim-9092.74
868957-Zungela Ipiranga-14400.11
556071-Basilio Pedroso-14084.58
618339-Antonio Viegas-20580.21
56685-Anfnia Seixas-20915.25
949504-Gaudancio Fiees-5210.22
484272-Henrique Bento-9019.94
837533-Judite Damasceno-11241.83
691677-Delfina Perdigon-9762.04
297405-Adelina Quadros-5044.95
53017-Jorgina Bogalho-15202.88
684930-Tarrataca Soares-15231.58
423630-Dulce Froes-11472.30
2098-Rebeca Neto-4843.65
604160-Antonio Viegas-669.38
114469-Telma Villalobos-9988.87
352015-Elisa Themes-10673.71
450917-Adelina Quadros-8737.25
336723-Odilia Bello-1099.33
722305-Antonio Castelo-21112.31
126257-Liana Cardim-12198.00
804110-Armindo Castalo-2930.01
9451-Filomena Barrios-18284.25
188635-Antonio Viegas-6079.43
388314-Basilio Pedroso-13485.48
145576-Quintiliano Sousa de Arronches-8621.78
924718-Liana Cardim-4250.47
697452-Danilo Olaio-20354.98
653152-Oliveira Carmona-13043.51
845677-Oliveira Senchez-4765.89
16888-Zulmira Becerra-14307.16
992948-Honorina Lira-7810.36
642813-Silvio Mata-21150.46
522555-Carminda Morais-3987.51
283217-Melinda Roserio-19851.39
465133-Quintino Alcantara-3758.01
50511-Antonio Castelo-3867.26
523622-Lurdes Cotrim-7724.23
722001-Emedlia Silvera-5095.93
853675-Moaci Mendoa-5744.38
732403-Angelica Aranha-14714.55
411201-Letedcia Gago-4259.64
607704-Antonio Castelo-11086.07
745542-Joaquim Rufino-3716.46
826813-Jussara Varanda-8469.29
455677-Estanislau Beserra-4539.11
779307-Telma Villalobos-1914.78
149718-Tibefarcio Colao-11270.01
534179-Zungela Ipiranga-19867.23
785767-Emedlia Silvera-7330.93
110433-Anind Zarco-16248.26
183492-Edgar Carvalheiro-15867.53
292701-Camila Gabeira-9118.77
963864-Antonio Viegas-14286.23
385616-Odilia Bello-15974.50
462623-Neuza Francia-6194.22
340463-Danilo Olaio-15042.01
943853-Angilica Galante-3818.67
486597-Feledcia Peassego-14354.01
621849-Almor Caiado-16741.87
195284-Mercia Caeira-15748.14
740144-Elisa Themes-4205.14
249377-Angelica Aranha-11398.06
365795-Nuno Balsemeo-15527.70
644657-Zulmira Becerra-20581.56
852830-Aludsio Sosa-3461.35
488150-Neuza Francia-10874.75
84776-Honorina Lira-3739.35
199036-Micaela Chavez-11254.22
552929-Gaudancio Fiees-17040.44
132-Lina Andrade-5367.56
789400-Odete Vasques-12424.96
848285-Domingos Pas-20997.45
784491-Angelica Aranha-20696.27
859913-Ximena Castilho-15237.88
901364-Armanda Amorim-13091.57
364520-Telma Villalobos-18796.46
28688-Daniel Vieyra-12792.47
76291-Angelica Aranha-6349.62
525156-Spnia ou Sonia Guerreiro-19335.15
677402-Jorgina Bogalho-16130.32
159815-Basilio Pedroso-12983.37
155886-Jussara Varanda-4287.02
474668-Filomena Barrios-20634.86
80026-Silvio Mata-11888.63
841224-Melinda Roserio-15497.64
737236-Tibefarcio Colao-16181.29
624879-Guida Juca-7506.74
964356-Feledcia Peassego-14767.50
209562-Augusta Paio-9367.91
531402-Celeste Duarte-8049.85
92455-Edgar Carvalheiro-5086.61
181923-Delfim Higuera-4683.34
16479-Moaci Mendoa-18238.08
994621-Odete Vasques-18328.88
277359-Estanislau Beserra-4062.46
233875-Polibe Olivares-374.99
835967-Andreia Moita-18141.24
201115-Odilia Camello-18150.89
44708-Almerinda Palmeira-11658.15
403323-Emiliana Foquio-15703.46
309797-Edgar Carvalheiro-14179.55
69881-Celeste Duarte-19511.37
15508-Danilo Olaio-9746.70
480227-Anfnia Seixas-5581.80
807598-Branco Saraba-779.74
415337-Micaela Chavez-8432.08
667965-Eurico Siqueira-4385.60
594170-Clarindo Areosa-1432.78
786596-Celeste Duarte-5923.23
286750-Neeamia Arruda-15717.26
255684-Quintiliano Sousa de Arronches-3995.52
402269-Anind Zarco-5216.22
882390-Camila Gabeira-2191.54
687068-Jorgina Bogalho-15556.34
896329-Guaraci Damasceno-14249.58
351398-Basilio Pedroso-13768.90
305863-Aludsio Sosa-8820.74
900955-Liana Cardim-6911.85
584679-Oliveira Senchez-1334.87
115652-Marilda Leio-1457.74
992574-Honorina Lira-15330.30
824251-Neeamia Arruda-5089.48
825311-Guaraci Damasceno-18368.31
495881-Aludsio Sosa-8980.34
346934-Liana Cardim-16729.31
172181-Jussara Varanda-2727.98
721849-Branco Saraba-10301.04
831905-Judite Damasceno-14640.05
219816-Silvio Mata-12421.06
930292-Neeamia Arruda-15302.22
883007-Tarrataca Soares-17512.14
387758-Quintiliano Sousa de Arronches-11755.55
30779-Anind Zarco-17543.80
311226-Angelica Aranha-1673.93
742030-Silvio Mata-12677.40
647141-Micaela Chavez-8384.28
958249-Angilica Galante-18701.50
343318-Jonatas Felgueiras-5064.98
912872-Ermelinda Quintela-11857.18
969859-Camila Gabeira-2051.65
317380-Daniel Vieyra-12840.48
694769-Emedlia Silvera-5269.52
20647-Jonatas Felgueiras-6029.83
693755-Leonidas Mafra-17312.94
917513-Taercio Mafra-11725.52
71900-Augusta Paio-3517.16
541017-Sofras Cuaresma-6456.74
114376-Lina Andrade-7890.17
692932-Honorina Lira-14729.30
410421-Spnia ou Sonia Guerreiro-6834.16
349791-Rodolfo Paz-7137.34
503616-Emiliana Foquio-9494.28
245203-Carminda Morais-18994.49
367159-Quintino Alcantara-11056.59
881717-Odete Vasques-16135.77
652163-Angelica Aranha-8011.65
850678-Telma Villalobos-10887.06
715463-Fulvio Villegas-13588.20
78423-Cassandra Varejo-9280.30
675727-Leonidas Mafra-10384.40
437666-Cleusa Goes-10727.90
763599-Armanda Amorim-6348.10
41286-Ubaldo Mainha-9000.55
301505-Ermelinda Quintela-14754.22
371835-Trajano Fagundes-3808.20
994306-Guida Juca-10314.72
848765-Odilia Camello-21183.23
860755-Celeste Duarte-12165.55
922652-Angelica Aranha-9801.50
914624-Lurdes Cotrim-4473.42
322882-Liana Cardim-19707.79
981159-Odilia Camello-3920.59
67871-Tibofarcio Camacho-5331.01
120019-Celeste Duarte-8494.02
831356-Neuza Francia-9247.74
635749-Domingos Pas-19317.68
121450-Odete Vasques-20746.17
313123-Polibe Olivares-19989.94
841496-Anind Zarco-3464.33
399503-Mercia Caeira-7373.48
397564-Flor Portella-17076.71
701823-Cassandra Varejo-18236.52
332248-Sara Lameiras-20347.20
17692-Almerinda Palmeira-20928.40
125313-Andreia Moita-9561.88
569533-Moaci Mendoa-2383.40
486163-Tibefarcio Colao-7404.61
242235-Daniel Vieyra-14037.74
69563-Antonio Castelo-14396.16
46571-Clara Alcantara-17760.15
881690-Mercia Caeira-13039.29
496234-Odete Vasques-10961.47
170154-Gaudancio Fiees-17874.79
461089-Feledcia Peassego-21304.97
154192-Tibefarcio Colao-14531.39
137649-Flor Portella-1362.25
889415-Zungela Ipiranga-13587.11
290959-Cleusa Goes-7964.69
686684-Zulmira Becerra-18135.39
31948-Oliveira Senchez-10951.02
725022-Neuza Francia-12359.84
88789-Sidfnio Frois-20594.80
137112-Adelino Barra-18101.66
905158-Anfnia Seixas-10211.44
545651-Sara Lameiras-5418.14
373595-Tarrataca Soares-12969.52
541092-Liana Cardim-9233.58
169591-Neuza Francia-14956.49
88567-Eurico Siqueira-7178.52
139518-Sara Lameiras-10838.84
205593-Neuza Francia-11836.09
717062-Spnia ou Sonia Guerreiro-5772.14
892098-Lurdes Cotrim-10883.51
546599-Delfina Garcia de Gondim-4567.73
730961-Spnia ou Sonia Guerreiro-7753.18
54144-Guaraci Damasceno-8526.92
602033-Clara Alcantara-9272.33
377145-Anind Zarco-17394.03
621713-Quintino Alcantara-3980.07
921654-Heleedsa Marins-4901.47
323537-Tarrataca Soares-16443.53
741758-Clarindo Areosa-8695.86
639845-Basilio Pedroso-14094.78
220658-Cassandra Varejo-7565.41
945286-Delfina Garcia de Gondim-10412.72
625-Rebeca Neto-15693.26
7972-Clara Alcantara-3294.44
889446-Anind Zarco-8278.22
419654-Lurdes Cotrim-17134.43
317985-Sofras Cuaresma-5048.81
100034-Henrique Bento-4447.21
7175-Rodolfo Paz-6214.63
128198-Leonidas Mafra-9471.03
600215-Estanislau Beserra-10843.23
361087-Delfina Perdigon-20542.69
440115-Augusta Paio-1037.86
210894-Emedlia Silvera-8247.94
730868-Honorina Lira-8456.83
169628-Delfina Perdigon-16621.03
615742-Micaela Chavez-18444.21
208727-Estanislau Beserra-3290.37
670529-Nuno Balsemeo-4470.44
234562-Zungela Ipiranga-6281.73
276572-Emedlia Silvera-19607.73
859512-Anfnia Seixas-6066.50
230693-Anind Zarco-16360.90
927909-Regina Barcellos-16068.18
585896-Honorina Lira-14460.65
65447-Polibe Olivares-7457.51
504629-Emiliana Foquio-20513.67
825094-Domingos Pas-15580.92
866733-Heleedsa Marins-9102.78
887656-Mercia Caeira-9775.13
11355-Joaquim Rufino-10217.90
974842-Daniel Vieyra-17996.49
207051-Micaela Chavez-573.96
741312-Honorina Lira-16593.24
69244-Leonidas Mafra-4924.26
80295-Taercio Mafra-16794.92
710471-Clarindo Areosa-4915.13
277757-Edgar Carvalheiro-17283.38
882187-Neeamia Arruda-15397.21
47289-Neeamia Arruda-5471.25
868556-Trajano Fagundes-18451.36
495261-Delfina Perdigon-756.27
772138-Leonidas Mafra-15878.34
139303-Heleedsa Marins-430.92
356706-Emedlia Silvera-5611.61
638865-Celeste Duarte-18402.42
671759-Emedlio Pimentel-12474.69
587482-Zulmira Becerra-6272.63
111114-Trajano Fagundes-3086.61
429536-Guida Juca-7387.08
260957-Angelica Aranha-3980.93
881950-Liana Cardim-12475.89
668379-Basilio Pedroso-17463.61
367289-Sidfnio Frois-13830.16
390238-Ximena Castilho-17643.73
839474-Leonidas Mafra-415.28
296795-Filomena Barrios-12552.00
266832-Sara Lameiras-10143.04
91030-Melinda Roserio-8769.31
152475-Silvio Mata-17533.61
338823-Micaela Chavez-3261.38
177781-Aludsio Sosa-19120.20
644193-Emiliana Foquio-18682.05
461461-Camila Gabeira-2520.89
370897-Anfnia Seixas-8704.79
441747-Micaela Chavez-20683.18
754305-Regina Barcellos-12301.31
568099-Romo Paranage-9949.15
644534-Zulmira Becerra-9435.22
865799-Almerinda Palmeira-4681.91
828237-Marilda Leio-1160.46
367702-Danilo Olaio-17322.24
12159-Cassandra Varejo-10973.84
533745-Almor Caiado-19468.46
71763-Daniel Vieyra-287.33
499273-Odilia Camello-1991.75
971490-Neeamia Arruda-34.45
127471-Urbano Rodrigues-6890.14
620105-Leonidas Mafra-7356.58
527803-Taercio Mafra-4520.40
829157-Angelica Aranha-5768.68
268772-Honorina Lira-15082.36
728598-Tarrataca Soares-1987.65
426070-Eurico Siqueira-5422.98
695773-Tabalipa Duarte-17743.70
960651-Emedlio Pimentel-13643.86
60176-Tabalipa Duarte-15013.57
807497-Eurico Siqueira-12930.01
469446-Danilo Olaio-17536.21
653404-Marilda Leio-16126.65
544550-Tarrataca Soares-4760.11
965356-Moaci Mendoa-8172.80
642659-Judite Damasceno-2535.25
704300-Estanislau Beserra-6529.51
128092-Tabalipa Duarte-1201.63
284933-Anfnia Seixas-16731.23
616569-Odilia Camello-9377.00
393657-Anind Zarco-12915.07
184297-Adelina Quadros-15819.77
149375-Guaraci Damasceno-6051.47
154690-Honorina Lira-9766.91
28480-Rebeca Neto-6651.73
654798-Andreia Moita-14028.16
45805-Adelino Barra-21395.20
735244-Clarindo Areosa-5271.64
311232-Guaraci Damasceno-8894.49
273042-Guida Juca-12780.66
624867-Zungela Ipiranga-16964.60
977828-Ubaldo Mainha-6861.60
468380-Urbano Rodrigues-11303.09
624328-Guaraci Damasceno-13334.64
307531-Leonidas Mafra-18724.93
270411-Quintiliano Sousa de Arronches-21081.47
757916-Heleedsa Marins-917.10
712470-Micaela Chavez-6604.45
313493-Manuel Capiperibe-12937.56
70692-Regina Barcellos-12085.46
527893-Almor Caiado-19061.70
492592-Delfina Garcia de Gondim-3846.65
950587-Quintiliano Sousa de Arronches-5451.33
71635-Neuza Francia-18527.57
883934-Estanislau Beserra-4885.81
869193-Anind Zarco-15648.52
186422-Sara Lameiras-10401.26
539923-Almerinda Palmeira-17148.38
57788-Andreia Moita-15616.68
24950-Honorina Lira-1062.55
574330-Basilio Pedroso-4337.83
99586-Anfnia Seixas-16882.76
785014-Emiliana Foquio-11567.43
296343-Emedlio Pimentel-15918.14
788263-Odilia Camello-18226.98
772902-Neeamia Arruda-3670.84
421411-Sofras Cuaresma-7752.70
779594-Odilia Bello-8918.10
99048-Honorina Lira-12438.68
174653-Oliveira Senchez-5734.09
312156-Flor Portella-1585.00
620072-Jorgina Bogalho-16955.99
108933-Judite Damasceno-15759.01
730768-Telma Villalobos-9297.14
626256-Lina Andrade-10905.02
102929-Cleusa Goes-17832.75
947550-Antonio Viegas-8212.12
434387-Odete Vasques-4435.08
759559-Neeamia Arruda-13106.08
269263-Nuno Balsemeo-4212.98
34190-Jorgina Bogalho-11316.11
582235-Oliveira Carmona-10527.47
922340-Lurdes Cotrim-5693.72
5094-Tibefarcio Colao-2266.19
418484-Estanislau Beserra-18772.46
562797-Tabalipa Duarte-17148.65
274521-Guida Juca-13043.29
256431-Judite Damasceno-16857.63
564802-Lina Andrade-2790.39
257424-Carminda Morais-7933.08
359246-Spnia ou Sonia Guerreiro-11873.43
960951-Delfina Garcia de Gondim-18949.25
162125-Judite Damasceno-3093.64
296838-Joaquim Rufino-18823.69
145083-Judite Damasceno-17633.04
495122-Tarrataca Soares-17748.66
636210-Danilo Olaio-1366.57
506110-Henrique Bento-19189.13
884416-Emiliana Foquio-15709.95
870176-Rodolfo Paz-3367.69
670747-Odete Vasques-9371.28
81935-Ubaldo Mainha-13830.89
756515-Lina Andrade-12227.67
803421-Odilia Bello-20320.64
469773-Neuza Francia-4457.25
381827-Armindo Castalo-18492.21
191568-Rebeca Neto-15833.73
