621548-Anfnia Seixas-6780.10
113569-Edgar Carvalheiro-11791.11
211911-Heleedsa Marins-19021.70
50433-Liana Cardim-5781.22
170989-Celeste Duarte-10445.55
75174-Quintiliano Sousa de Arronches-18495.93
221334-Delfina Garcia de Gondim-17656.17
808487-Regina Barcellos-3831.57
83412-Henrique Bento-10941.83
592829-Manuel Capiperibe-9378.39
264530-Taercio Mafra-17604.30
582684-Delfim Higuera-15800.60
574568-Silvio Mata-14097.89
738617-Feledcia Peassego-15768.39
739428-Feledcia Peassego-8935.26
294450-Gaudancio Fiees-14056.02
238579-Liana Cardim-7543.39
837507-Clara Alcantara-16811.48
172387-Antonio Viegas-15577.48
520689-Estanislau Beserra-5708.57
404403-Camila Gabeira-1346.38
33898-Camila Gabeira-307.37
807277-Rodolfo Paz-6593.11
750563-Danilo Olaio-245.66
331756-Melinda Roserio-4723.06
467597-Cleusa Goes-9716.00
712795-Clarindo Areosa-14158.39
91607-Antonio Viegas-9101.93
626981-Anfnia Seixas-7318.81
345191-Feledcia Peassego-1809.18
418983-Almor Caiado-2793.23
439653-Almerinda Palmeira-1398.73
520772-Neuza Francia-9416.80
906953-Aludsio Sosa-2919.47
648631-Neeamia Arruda-9162.79
916795-Emedlia Silvera-17117.46
302972-Delfina Perdigon-2329.76
28495-Elisa Themes-3930.67
418205-Daniel Vieyra-4276.94
71866-Liana Cardim-14310.39
582307-Urbano Rodrigues-459.75
730411-Sara Lameiras-1804.14
615213-Zungela Ipiranga-12669.35
327633-Quintino Alcantara-4203.59
89938-Armindo Castalo-13650.07
674259-Ximena Castilho-6994.40
858694-Quintiliano Sousa de Arronches-19767.43
398175-Melinda Roserio-16562.88
130209-Sidfnio Frois-14192.23
743534-Flor Portella-6758.11
791545-Esperada Cardoso-21443.93
162293-Silvio Mata-16646.40
406028-Leonidas Mafra-14147.72
330027-Sidfnio Frois-20540.99
201205-Trajano Fagundes-14597.05
867670-Ximena Castilho-1038.96
797020-Danilo Olaio-11057.55
185697-Almerinda Palmeira-15861.53
158014-Sara Lameiras-3077.99
824598-Emedlia Silvera-1500.59
46994-Ubaldo Mainha-12938.51
244185-Branco Saraba-18710.13
855823-Jorgina Bogalho-20214.19
402682-Oliveira Carmona-5392.66
824418-Sofras Cuaresma-20114.67
253311-Jussara Varanda-9118.51
638860-Carminda Morais-10996.48
767686-Antonio Castelo-6603.50
700988-Armanda Amorim-21345.08
373324-Adelina Quadros-16548.49
372911-Sofras Cuaresma-6524.12
765706-Marilda Leio-13206.56
314824-Nuno Balsemeo-16925.12
151829-Andreia Moita-8874.31
88003-Ximena Castilho-14732.56
762340-Liana Cardim-5200.25
816395-Taercio Mafra-8746.64
141566-Danilo Olaio-2189.48
136030-Cleusa Goes-2091.66
929994-Odilia Bello-1170.55
266994-Augusta Paio-6184.28
487631-Ubaldo Mainha-17101.94
721495-Zungela Ipiranga-7620.25
890965-Sidfnio Frois-13361.77
842422-Eurico Siqueira-11917.81
260719-Angelica Aranha-17885.44
46231-Elisa Themes-10828.76
995977-Honorina Lira-1805.34
779303-Letedcia Gago-6676.70
103279-Estanislau Beserra-7046.00
792503-Edgar Carvalheiro-4413.84
377619-Sidfnio Frois-11718.71
651866-Lina Andrade-4721.09
438365-Branco Saraba-3635.16
172502-Quintiliano Sousa de Arronches-13853.59
162342-Delfina Perdigon-12541.36
177548-Delfina Garcia de Gondim-8816.99
373334-Taercio Mafra-13676.94
517385-Tarrataca Soares-12249.90
827042-Rebeca Neto-4406.10
708333-Neuza Francia-6694.02
501465-Emedlio Pimentel-4162.96
4850-Honorina Lira-10019.48
49662-Sara Lameiras-19713.87
271380-Telma Villalobos-20645.59
790709-Neeamia Arruda-6072.38
369991-Quintino Alcantara-2669.32
825619-Branco Saraba-19183.05
815513-Leonidas Mafra-14853.39
992055-Sara Lameiras-13246.82
252534-Liana Cardim-15533.90
413002-Angelica Aranha-6424.08
961090-Odete Vasques-3019.29
618293-Henrique Bento-12939.79
791929-Sara Lameiras-6597.67
840771-Antonio Viegas-17385.57
25540-Silvio Mata-20239.28
908819-Guaraci Damasceno-4512.69
519288-Taercio Mafra-14960.85
119898-Silvio Mata-15310.77
330281-Armanda Amorim-12608.46
942940-Almor Caiado-11267.75
851846-Urbano Rodrigues-1532.53
225218-Almor Caiado-9598.71
501420-Tibofarcio Camacho-17626.63
852956-Eurico Siqueira-17995.04
958518-Regina Barcellos-1770.46
479304-Estanislau Beserra-20719.54
821352-Melinda Roserio-2619.90
18398-Tibefarcio Colao-2671.10
897484-Liana Cardim-3804.40
199648-Regina Barcellos-12713.83
393651-Tibofarcio Camacho-12087.51
33399-Urbano Rodrigues-11944.93
652203-Romo Paranage-10525.11
554146-Eurico Siqueira-6998.80
13586-Esperada Cardoso-7438.39
916866-Angilica Galante-14513.18
605957-Melinda Roserio-4456.56
380022-Carminda Morais-13596.74
747466-Jonatas Felgueiras-12230.88
477177-Silvio Mata-15892.87
982157-Manuel Capiperibe-9531.97
739849-Lina Andrade-17642.31
884897-Quintino Alcantara-10213.99
692880-Letedcia Gago-15319.54
520920-Almerinda Palmeira-7394.83
910910-Almor Caiado-6679.17
255317-Letedcia Gago-17685.23
589781-Lina Andrade-12424.19
550552-Guida Juca-6206.83
435209-Ermelinda Quintela-11641.60
735747-Quintiliano Sousa de Arronches-18521.42
787661-Neuza Francia-6903.98
332521-Augusta Paio-7862.83
904451-Jussara Varanda-17549.76
356408-Silvio Mata-11010.13
163262-Romo Paranage-11489.24
287966-Tabalipa Duarte-18231.80
584575-Basilio Pedroso-12382.86
555135-Augusta Paio-18088.36
613484-Estanislau Beserra-17677.88
991973-Odilia Bello-2390.40
567902-Jussara Varanda-5788.28
374670-Spnia ou Sonia Guerreiro-18341.60
97185-Zungela Ipiranga-7625.81
289593-Dulce Froes-2114.54
481831-Daniel Vieyra-9246.17
74413-Emedlio Pimentel-584.21
706002-Delfina Garcia de Gondim-2060.06
272970-Cleusa Goes-5795.61
39137-Romo Paranage-2546.91
448976-Silvio Mata-8206.83
33701-Joaquim Rufino-10832.51
16808-Telma Villalobos-6591.42
283195-Regina Barcellos-5697.55
42094-Dulce Froes-1995.61
330777-Urbano Rodrigues-2880.43
543802-Delfim Higuera-15031.17
452838-Elisa Themes-13183.40
164018-Oliveira Carmona-9761.29
711542-Joaquim Rufino-10971.68
563324-Judite Damasceno-6981.34
971463-Angilica Galante-16311.67
690915-Emiliana Foquio-2917.01
603257-Gaudancio Fiees-17609.84
96590-Aludsio Sosa-13515.42
43673-Tibefarcio Colao-1643.89
607769-Gaudancio Fiees-14959.33
109548-Almerinda Palmeira-7269.02
100881-Elisa Themes-12430.66
169607-Heleedsa Marins-5582.94
929211-Fulvio Villegas-4403.74
371666-Tibofarcio Camacho-11283.45
581225-Guida Juca-10535.53
932559-Heleedsa Marins-20501.56
39205-Guaraci Damasceno-5857.69
223461-Clarindo Areosa-11668.12
934454-Joaquim Rufino-4229.37
795652-Cassandra Varejo-5600.46
480355-Letedcia Gago-17841.47
326940-Ermelinda Quintela-3798.33
341841-Taercio Mafra-8967.62
490386-Micaela Chavez-20081.34
322629-Joaquim Rufino-5022.31
855378-Guida Juca-13331.64
888179-Emiliana Foquio-7757.20
463126-Fulvio Villegas-11769.43
943701-Daniel Vieyra-6773.94
357354-Jorgina Bogalho-7801.89
189626-Artur Grillo-6561.86
88183-Romo Paranage-12815.13
797273-Artur Grillo-16058.55
363867-Armanda Amorim-1798.62
792132-Emedlia Silvera-7821.84
289336-Neeamia Arruda-15570.40
458736-Anfnia Seixas-21179.28
396922-Manuel Capiperibe-16689.07
147567-Neeamia Arruda-3743.67
351144-Delfina Garcia de Gondim-18777.25
600849-Guaraci Damasceno-4634.31
513915-Jorgina Bogalho-16695.19
743598-Jorgina Bogalho-17593.16
768164-Estanislau Beserra-11731.96
926577-Judite Damasceno-10395.05
832764-Adelina Quadros-2643.11
902934-Cleusa Goes-8977.69
692643-Delfim Higuera-13781.66
941705-Edgar Carvalheiro-7248.30
100926-Filomena Barrios-15081.81
933254-Rebeca Neto-21407.82
984453-Honorina Lira-1118.12
32407-Urbano Rodrigues-960.72
968012-Anind Zarco-8428.41
248951-Jonatas Felgueiras-652.83
230557-Feledcia Peassego-4131.16
251857-Marilda Leio-10720.19
233734-Liana Cardim-6702.28
122961-Clara Alcantara-3846.86
895945-Romo Paranage-8927.87
393688-Tibefarcio Colao-8272.37
838519-Branco Saraba-8442.21
802270-Tibefarcio Colao-777.70
598566-Dulce Froes-1337.38
107626-Adelina Quadros-11919.87
121582-Sofras Cuaresma-18872.18
962476-Joaquim Rufino-16289.86
56339-Artur Grillo-3877.36
349150-Sofras Cuaresma-19798.59
955772-Domingos Pas-3372.71
776407-Rodolfo Paz-16326.65
379199-Esperada Cardoso-20345.03
310768-Almerinda Palmeira-10648.22
798360-Quintino Alcantara-4829.37
642843-Andreia Moita-14620.44
770795-Filomena Barrios-7466.82
14980-Tabalipa Duarte-7486.45
794684-Neuza Francia-2182.18
802550-Lurdes Cotrim-5335.67
496635-Adelina Quadros-2720.39
494217-Rebeca Neto-9418.15
212199-Quintiliano Sousa de Arronches-3887.11
184089-Ximena Castilho-8720.21
409592-Sara Lameiras-3403.36
889422-Ubaldo Mainha-17839.79
356180-Taercio Mafra-9732.66
40422-Basilio Pedroso-4687.98
743062-Domingos Pas-13425.92
181482-Fulvio Villegas-21173.95
994995-Elisa Themes-10304.08
563196-Delfina Garcia de Gondim-11219.02
828827-Oliveira Carmona-10716.31
114057-Eurico Siqueira-17238.15
221154-Moaci Mendoa-10087.41
265038-Tabalipa Duarte-12076.30
869685-Andreia Moita-13649.86
156679-Judite Damasceno-12205.43
604848-Eurico Siqueira-2558.02
270530-Quintiliano Sousa de Arronches-10059.84
502875-Heleedsa Marins-11559.79
774009-Telma Villalobos-10430.58
376689-Dulce Froes-1524.04
173764-Armindo Castalo-5185.18
25056-Estanislau Beserra-10587.39
696223-Emedlia Silvera-1085.20
862811-Melinda Roserio-12773.90
811968-Artur Grillo-10170.63
558674-Dulce Froes-761.84
897615-Quintiliano Sousa de Arronches-8204.55
664044-Odete Vasques-16359.58
321893-Lurdes Cotrim-6472.48
914435-Dulce Froes-9436.25
137518-Letedcia Gago-7663.15
691583-Telma Villalobos-9873.40
986222-Lurdes Cotrim-19470.36
427210-Nuno Balsemeo-11344.15
854374-Leonidas Mafra-16702.27
340840-Gaudancio Fiees-18757.86
629671-Melinda Roserio-9462.00
418701-Anfnia Seixas-9988.64
186572-Basilio Pedroso-9167.02
529186-Lina Andrade-18216.16
759017-Cassandra Varejo-4902.70
22826-Tabalipa Duarte-7939.62
541769-Regina Barcellos-15939.48
64530-Romo Paranage-19503.75
493500-Andreia Moita-10807.46
501710-Almerinda Palmeira-2056.03
177656-Artur Grillo-17282.33
824572-Clara Alcantara-2121.68
945334-Clarindo Areosa-11083.55
313950-Antonio Castelo-11648.84
307110-Camila Gabeira-5341.59
131282-Lurdes Cotrim-18821.82
295170-Oliveira Carmona-19727.24
527702-Heleedsa Marins-9143.05
658985-Henrique Bento-21317.98
50042-Tibofarcio Camacho-1998.16
226844-Jonatas Felgueiras-16369.94
119710-Clara Alcantara-8213.35
876332-Lurdes Cotrim-15362.80
851307-Ermelinda Quintela-1341.10
442718-Dulce Froes-18534.17
820789-Almor Caiado-10180.65
160750-Flor Portella-7628.77
965176-Augusta Paio-8874.04
661277-Estanislau Beserra-3785.80
103427-Oliveira Carmona-9066.30
665170-Branco Saraba-523.73
459827-Sidfnio Frois-9094.93
422449-Emiliana Foquio-1818.85
255962-Sofras Cuaresma-9337.37
973200-Zungela Ipiranga-6916.96
365883-Gaudancio Fiees-20935.16
940486-Melinda Roserio-16381.94
271482-Sofras Cuaresma-9196.75
907049-Taercio Mafra-18883.36
340689-Taercio Mafra-13299.56
106815-Tarrataca Soares-15976.21
383084-Ubaldo Mainha-1245.97
994068-Emedlio Pimentel-14180.20
401454-Elisa Themes-1437.92
919192-Adelina Quadros-17617.65
854391-Anind Zarco-3636.48
371037-Camila Gabeira-21265.88
280654-Aludsio Sosa-4333.76
594591-Carminda Morais-4932.83
488185-Armindo Castalo-1431.40
11479-Quintiliano Sousa de Arronches-17302.47
424021-Neeamia Arruda-4491.46
329168-Antonio Viegas-14161.40
119604-Branco Saraba-18725.42
162989-Odilia Camello-19524.61
385689-Augusta Paio-13618.32
157549-Tibefarcio Colao-11187.19
639319-Judite Damasceno-19860.00
796175-Artur Grillo-5561.11
805746-Augusta Paio-15025.99
771459-Sara Lameiras-14371.27
874837-Emedlia Silvera-4120.67
92058-Anind Zarco-14843.96
329220-Emedlia Silvera-5410.32
358637-Almerinda Palmeira-6631.95
153510-Melinda Roserio-3950.97
112426-Augusta Paio-18302.55
175870-Celeste Duarte-1644.11
131676-Branco Saraba-6122.07
854191-Zungela Ipiranga-7670.12
716806-Micaela Chavez-19587.84
859042-Honorina Lira-14901.75
631277-Leonidas Mafra-16332.67
60285-Neeamia Arruda-16585.96
547520-Celeste Duarte-17099.55
12174-Marilda Leio-14016.25
824990-Angilica Galante-10972.54
357006-Nuno Balsemeo-7759.46
405227-Anind Zarco-8710.78
564244-Trajano Fagundes-18759.32
838596-Telma Villalobos-17861.65
756113-Oliveira Senchez-1845.40
740816-Carminda Morais-18151.72
121874-Domingos Pas-16517.48
51595-Dulce Froes-15668.12
176617-Ubaldo Mainha-13653.41
915332-Sidfnio Frois-2616.82
908939-Guida Juca-15220.39
313109-Emedlio Pimentel-6899.61
924018-Mercia Caeira-4690.41
63763-Jonatas Felgueiras-2143.96
503805-Tabalipa Duarte-13631.52
118981-Heleedsa Marins-324.09
34052-Guaraci Damasceno-20015.31
545534-Moaci Mendoa-13690.99
12066-Melinda Roserio-9457.92
136213-Joaquim Rufino-11267.08
514049-Zulmira Becerra-15946.16
837797-Odete Vasques-3664.46
755485-Eurico Siqueira-2018.86
121304-Leonidas Mafra-18679.50
652061-Eurico Siqueira-8809.70
723149-Estanislau Beserra-8786.06
998550-Micaela Chavez-13466.40
22197-Esperada Cardoso-17961.85
374316-Delfina Garcia de Gondim-17897.13
67080-Almerinda Palmeira-5813.66
958184-Melinda Roserio-14158.80
888282-Eurico Siqueira-7742.34
295305-Elisa Themes-16749.90
743497-Filomena Barrios-16991.11
587807-Letedcia Gago-4852.80
584348-Aludsio Sosa-3655.19
506639-Jonatas Felgueiras-10075.18
960204-Filomena Barrios-19155.40
545694-Gaudancio Fiees-3614.30
407022-Marilda Leio-20054.97
492225-Rodolfo Paz-6669.72
710241-Ximena Castilho-153.77
374181-Honorina Lira-7406.72
924415-Letedcia Gago-11644.16
941057-Delfina Garcia de Gondim-15010.03
444266-Guida Juca-9661.04
553023-Camila Gabeira-17396.11
301379-Ermelinda Quintela-15280.87
267573-Odilia Camello-17006.33
947319-Eurico Siqueira-10555.56
993182-Flor Portella-7195.65
435563-Delfina Perdigon-1397.91
628613-Cassandra Varejo-18301.66
811464-Lina Andrade-16976.06
621773-Jussara Varanda-16100.64
711601-Almor Caiado-3010.24
320449-Telma Villalobos-7965.77
963219-Rodolfo Paz-1483.95
662108-Carminda Morais-1526.63
791433-Edgar Carvalheiro-4516.10
934626-Neeamia Arruda-16266.03
49870-Adelina Quadros-7985.55
541799-Micaela Chavez-8891.84
222071-Urbano Rodrigues-14259.95
317831-Sofras Cuaresma-19606.17
416887-Trajano Fagundes-8308.45
652642-Oliveira Senchez-5496.82
499032-Ermelinda Quintela-21246.45
432613-Odete Vasques-10288.23
31785-Daniel Vieyra-19186.15
187217-Armanda Amorim-3570.66
907486-Marilda Leio-13061.16
935539-Rebeca Neto-4861.74
129204-Angilica Galante-7853.96
445600-Lina Andrade-12207.14
342138-Moaci Mendoa-11456.47
263083-Celeste Duarte-15263.00
761458-Guaraci Damasceno-19547.99
171347-Romo Paranage-18117.48
727619-Almerinda Palmeira-6502.96
410296-Guida Juca-16734.83
696208-Basilio Pedroso-13059.07
53624-Sara Lameiras-18348.42
594803-Oliveira Carmona-7954.88
647563-Fulvio Villegas-20329.34
833675-Angelica Aranha-7147.92
864742-Leonidas Mafra-14370.55
577563-Trajano Fagundes-7013.33
968063-Taercio Mafra-8035.04
181997-Edgar Carvalheiro-18962.32
527151-Emedlia Silvera-1361.59
421799-Delfina Perdigon-14448.55
464867-Lurdes Cotrim-1784.25
681802-Zulmira Becerra-15210.20
294677-Spnia ou Sonia Guerreiro-4561.83
137674-Artur Grillo-10920.17
627680-Polibe Olivares-21118.82
933690-Urbano Rodrigues-19179.76
554736-Basilio Pedroso-4874.60
439782-Jussara Varanda-9966.42
620615-Telma Villalobos-10691.69
284450-Emiliana Foquio-10621.07
887831-Jorgina Bogalho-1340.89
333593-Delfina Garcia de Gondim-9187.71
783643-Moaci Mendoa-20540.65
167230-Edgar Carvalheiro-4657.19
859196-Estanislau Beserra-15943.47
122624-Manuel Capiperibe-5237.97
718972-Guida Juca-13563.52
819589-Dulce Froes-16087.91
668444-Branco Saraba-19314.12
192187-Almerinda Palmeira-18502.13
54321-Leonidas Mafra-5236.17
857526-Micaela Chavez-19339.51
196607-Adelina Quadros-4342.51
719125-Antonio Viegas-2049.34
775109-Joaquim Rufino-19607.94
712949-Sidfnio Frois-6964.32
142911-Andreia Moita-14081.51
549412-Anind Zarco-6044.87
598095-Oliveira Carmona-1816.72
816113-Taercio Mafra-2758.64
657967-Zulmira Becerra-1844.35
588526-Flamednia Leiria-858.09
805943-Emedlia Silvera-15010.05
88543-Letedcia Gago-5912.41
606705-Delfim Higuera-5960.16
471757-Celeste Duarte-14797.29
650094-Eurico Siqueira-8653.88
180099-Guaraci Damasceno-13879.38
17907-Honorina Lira-18965.36
784133-Filomena Barrios-13128.68
279579-Angelica Aranha-6990.43
392078-Heleedsa Marins-1891.47
971573-Henrique Bento-7019.53
801709-Quintiliano Sousa de Arronches-21440.42
566066-Artur Grillo-6861.65
640194-Honorina Lira-701.53
663067-Joaquim Rufino-8198.03
837307-Armindo Castalo-21439.83
498855-Clara Alcantara-13565.17
348858-Ubaldo Mainha-3888.18
546801-Emedlio Pimentel-10910.98
696059-Jussara Varanda-18394.90
654160-Branco Saraba-2729.78
617711-Oliveira Senchez-11207.79
338540-Telma Villalobos-2928.62
75406-Manuel Capiperibe-18975.02
57610-Delfina Perdigon-1886.81
428062-Gaudancio Fiees-8695.19
736176-Clarindo Areosa-2495.34
612750-Edgar Carvalheiro-6578.83
357545-Odilia Camello-2229.46
661234-Eurico Siqueira-12766.42
595989-Elisa Themes-17572.96
459-Silvio Mata-10184.30
963186-Angelica Aranha-17987.69
607228-Odilia Bello-3993.60
887990-Angelica Aranha-4474.18
488271-Zungela Ipiranga-6608.46
71818-Guaraci Damasceno-2800.99
205593-Jorgina Bogalho-12017.11
641025-Armindo Castalo-4435.85
690399-Sidfnio Frois-8522.46
745791-Marilda Leio-4693.59
778776-Leonidas Mafra-21443.59
591063-Trajano Fagundes-15788.39
781421-Emiliana Foquio-16064.46
990046-Silvio Mata-1498.50
363652-Adelina Quadros-1763.39
772251-Taercio Mafra-16824.11
714698-Silvio Mata-17296.16
56203-Oliveira Senchez-7067.73
827216-Honorina Lira-18524.64
272852-Basilio Pedroso-5637.26
14568-Tibefarcio Colao-14085.05
186426-Angelica Aranha-12126.12
643319-Urbano Rodrigues-2689.10
977005-Regina Barcellos-4749.00
212391-Sidfnio Frois-20192.64
810243-Angelica Aranha-14765.52
506737-Odilia Camello-12437.83
430975-Camila Gabeira-19788.40
940503-Anfnia Seixas-17571.83
696554-Urbano Rodrigues-18554.56
327822-Anind Zarco-18834.71
318414-Silvio Mata-7121.73
180572-Silvio Mata-1403.33
972468-Edgar Carvalheiro-5673.10
647500-Romo Paranage-2930.39
144885-Emedlia Silvera-21258.49
569143-Silvio Mata-20508.72
609517-Trajano Fagundes-12698.19
939735-Neuza Francia-2262.76
250196-Ubaldo Mainha-19199.73
286693-Tibofarcio Camacho-3778.17
344353-Armanda Amorim-20391.35
530591-Andreia Moita-20403.16
110478-Jussara Varanda-19878.05
106762-Urbano Rodrigues-20314.52
883097-Elisa Themes-2001.14
211732-Lina Andrade-3236.83
840071-Manuel Capiperibe-19842.92
824316-Carminda Morais-15937.48
991684-Romo Paranage-10045.15
647731-Mercia Caeira-7803.18
774322-Camila Gabeira-1821.79
590587-Feledcia Peassego-4227.09
739844-Sidfnio Frois-17708.20
199099-Delfim Higuera-4064.43
697095-Jonatas Felgueiras-4963.26
560429-Delfina Garcia de Gondim-13695.38
328541-Neeamia Arruda-21223.78
399703-Ximena Castilho-4387.18
263474-Odilia Camello-2232.26
616408-Flamednia Leiria-11838.74
786327-Branco Saraba-9091.65
607997-Sara Lameiras-1112.72
261990-Rebeca Neto-10780.12
720774-Esperada Cardoso-817.27
664553-Trajano Fagundes-17104.24
721861-Elisa Themes-16475.01
461841-Flor Portella-19438.29
10362-Odete Vasques-17217.46
307159-Emiliana Foquio-12075.25
635133-Rodolfo Paz-1736.58
797328-Henrique Bento-11454.44
621745-Leonidas Mafra-18670.52
671681-Manuel Capiperibe-838.31
57612-Micaela Chavez-20785.52
369950-Augusta Paio-12927.32
524496-Guaraci Damasceno-739.71
732981-Mercia Caeira-8934.32
835478-Ubaldo Mainha-14404.43
139949-Guida Juca-11612.66
187136-Antonio Viegas-10604.18
624769-Zulmira Becerra-19182.15
227171-Emedlio Pimentel-17693.53
101281-Marilda Leio-10365.41
986943-Branco Saraba-14905.99
115960-Polibe Olivares-13904.85
669075-Urbano Rodrigues-12325.26
239422-Leonidas Mafra-2387.75
155542-Emedlia Silvera-5316.11
333489-Clarindo Areosa-4022.67
36737-Flor Portella-739.71
398047-Fulvio Villegas-7305.95
720098-Flamednia Leiria-11338.23
610886-Clarindo Areosa-13949.24
332401-Mercia Caeira-4444.27
121770-Armindo Castalo-5115.43
643546-Jonatas Felgueiras-11592.12
135943-Edgar Carvalheiro-18874.52
577153-Esperada Cardoso-3451.24
977540-Trajano Fagundes-4014.57
644263-Ermelinda Quintela-11164.94
728807-Heleedsa Marins-5164.08
61204-Sofras Cuaresma-18941.28
746848-Heleedsa Marins-6742.55
490123-Anfnia Seixas-12355.88
832290-Regina Barcellos-13617.10
176003-Oliveira Senchez-1978.70
562111-Fulvio Villegas-21130.05
723595-Jonatas Felgueiras-15580.99
495933-Letedcia Gago-21210.77
535427-Guaraci Damasceno-6682.37
545564-Sidfnio Frois-4074.82
667465-Odilia Bello-11095.44
611950-Fulvio Villegas-2488.07
996652-Odilia Bello-10092.97
808513-Nuno Balsemeo-5866.46
163493-Artur Grillo-3713.38
247021-Jorgina Bogalho-15959.00
782166-Fulvio Villegas-2041.40
957174-Domingos Pas-10226.36
589183-Dulce Froes-1586.88
231282-Estanislau Beserra-19812.33
765167-Honorina Lira-7784.17
459991-Basilio Pedroso-19790.29
410288-Honorina Lira-5355.42
948461-Delfina Perdigon-11873.50
228983-Manuel Capiperibe-1510.30
862697-Leonidas Mafra-7332.77
18250-Henrique Bento-5265.76
789147-Delfina Garcia de Gondim-20235.33
152930-Edgar Carvalheiro-13306.39
753861-Jorgina Bogalho-17118.70
353452-Estanislau Beserra-15361.51
496555-Delfim Higuera-5501.28
446371-Neuza Francia-15755.38
693023-Odilia Camello-15530.03
101504-Odilia Bello-18442.32
847818-Tibefarcio Colao-4996.11
10428-Romo Paranage-17796.29
312931-Ubaldo Mainha-7999.35
251259-Ubaldo Mainha-18290.88
877191-Quintiliano Sousa de Arronches-12403.58
768996-Rebeca Neto-15887.11
561435-Odete Vasques-18362.08
415515-Aludsio Sosa-841.70
811535-Zulmira Becerra-16368.63
558008-Delfim Higuera-6384.81
334781-Jorgina Bogalho-17553.29
905225-Rodolfo Paz-1408.56
51508-Anfnia Seixas-2941.69
247155-Artur Grillo-10904.20
597702-Sofras Cuaresma-5408.14
818079-Angilica Galante-6265.83
706158-Sofras Cuaresma-21261.44
238282-Emedlia Silvera-5760.76
308386-Angilica Galante-8068.88
897637-Tabalipa Duarte-18584.46
718664-Silvio Mata-17342.96
666870-Armindo Castalo-11677.18
760503-Odete Vasques-6852.86
788712-Tabalipa Duarte-1630.50
420779-Adelino Barra-9316.47
926916-Leonidas Mafra-4079.82
144223-Almerinda Palmeira-1282.04
85609-Manuel Capiperibe-6424.42
197444-Jonatas Felgueiras-13787.51
689103-Antonio Castelo-17426.49
662091-Zungela Ipiranga-14308.84
996930-Micaela Chavez-9430.67
671343-Esperada Cardoso-20588.27
514615-Carminda Morais-12831.32
294355-Adelino Barra-4450.69
887756-Mercia Caeira-7849.96
63814-Tibefarcio Colao-17441.41
900317-Zulmira Becerra-8637.43
329131-Flamednia Leiria-3754.56
645439-Odilia Camello-19161.45
923603-Odilia Bello-18293.24
498402-Tibefarcio Colao-18703.21
307767-Basilio Pedroso-325.09
919558-Jorgina Bogalho-9050.23
64577-Cassandra Varejo-12833.17
373230-Jonatas Felgueiras-17082.05
179950-Augusta Paio-6587.85
674542-Sara Lameiras-2612.02
611640-Guaraci Damasceno-10915.31
332336-Moaci Mendoa-18091.77
