587463-Neeamia Arruda-5047.28
416954-Tabalipa Duarte-19109.50
895406-Quintino Alcantara-1293.20
431453-Angilica Galante-9950.27
956808-Eurico Siqueira-15982.29
569374-Tabalipa Duarte-8073.53
648177-Quintiliano Sousa de Arronches-3733.41
160583-Gaudancio Fiees-1489.45
692034-Henrique Bento-8337.64
56112-Angilica Galante-563.77
774319-Mercia Caeira-5324.21
765962-Leonidas Mafra-20858.38
151703-Flamednia Leiria-20202.50
270581-Jonatas Felgueiras-11361.97
18088-Cleusa Goes-19961.54
808880-Heleedsa Marins-6512.40
250421-Cleusa Goes-844.04
336498-Honorina Lira-480.81
25897-Esperada Cardoso-7857.73
220847-Manuel Capiperibe-203.46
130907-Tabalipa Duarte-10031.20
516474-Cassandra Varejo-9754.03
367985-Antonio Castelo-12415.54
539828-Jussara Varanda-8313.41
254836-Liana Cardim-6978.76
198261-Tarrataca Soares-902.01
494610-Ximena Castilho-11064.51
647887-Eurico Siqueira-123.04
745890-Branco Saraba-3753.30
608328-Leonidas Mafra-15485.51
363742-Odete Vasques-2511.98
23630-Gaudancio Fiees-13307.14
554003-Polibe Olivares-2555.99
333914-Spnia ou Sonia Guerreiro-14501.39
827521-Esperada Cardoso-16143.93
991632-Celeste Duarte-1991.08
395621-Quintino Alcantara-1591.19
720371-Elisa Themes-18677.67
610111-Sofras Cuaresma-11790.29
789581-Emedlio Pimentel-10741.54
798539-Ubaldo Mainha-16095.18
444010-Regina Barcellos-11700.58
8308-Henrique Bento-18416.12
126784-Guida Juca-13494.62
102723-Emedlia Silvera-8298.06
954213-Sara Lameiras-1313.14
490135-Taercio Mafra-20527.09
509965-Flamednia Leiria-2359.46
317498-Emedlia Silvera-11715.56
971335-Jonatas Felgueiras-13503.46
175971-Odete Vasques-7926.61
95018-Basilio Pedroso-5016.21
728598-Branco Saraba-14526.29
961048-Sara Lameiras-5922.73
848549-Odete Vasques-8993.75
129584-Filomena Barrios-9243.29
35120-Spnia ou Sonia Guerreiro-7573.36
59766-Almor Caiado-15048.46
367761-Sara Lameiras-10316.80
704997-Flamednia Leiria-18606.51
196153-Flamednia Leiria-12453.43
237676-Angelica Aranha-15844.38
336844-Delfina Perdigon-20611.67
564013-Emedlio Pimentel-7836.44
253097-Carminda Morais-13494.93
264320-Melinda Roserio-10781.39
589314-Ubaldo Mainha-1686.90
140054-Flor Portella-9277.50
636909-Filomena Barrios-9281.18
689992-Cleusa Goes-13488.23
121588-Rodolfo Paz-11165.35
697531-Jonatas Felgueiras-18407.73
410889-Domingos Pas-3966.26
753618-Jorgina Bogalho-7731.90
885207-Polibe Olivares-249.60
392026-Sidfnio Frois-11292.24
744642-Melinda Roserio-20698.13
433190-Manuel Capiperibe-6044.70
967634-Nuno Balsemeo-12641.07
698176-Danilo Olaio-9253.13
596152-Emedlio Pimentel-9384.35
353885-Odilia Camello-20961.32
550042-Jussara Varanda-6050.59
429572-Almor Caiado-653.29
469877-Guaraci Damasceno-10692.15
3154-Armanda Amorim-2211.23
191690-Flamednia Leiria-5928.68
70607-Regina Barcellos-7943.01
699669-Oliveira Carmona-1827.85
962991-Micaela Chavez-19374.83
49218-Tibefarcio Colao-14765.95
187206-Almor Caiado-454.66
614631-Almor Caiado-13760.16
151987-Odilia Camello-10869.62
912342-Almor Caiado-21094.32
116089-Liana Cardim-14979.51
60253-Letedcia Gago-3306.59
817796-Zulmira Becerra-9237.30
561476-Odilia Bello-20574.29
928203-Clarindo Areosa-3649.09
607968-Dulce Froes-14899.58
238713-Cleusa Goes-1066.61
1616-Antonio Castelo-2032.76
340271-Nuno Balsemeo-289.44
491944-Liana Cardim-3568.57
890899-Judite Damasceno-12119.73
896458-Eurico Siqueira-15760.33
285968-Sidfnio Frois-13713.67
976266-Zulmira Becerra-12024.45
451338-Aludsio Sosa-1858.90
925714-Delfim Higuera-13944.98
511897-Anfnia Seixas-14717.36
47421-Oliveira Carmona-3662.54
631384-Danilo Olaio-8305.95
660654-Cassandra Varejo-7826.03
154166-Almor Caiado-12914.94
115072-Tibefarcio Colao-4309.07
218712-Domingos Pas-9411.93
84749-Flor Portella-14691.69
380147-Armindo Castalo-501.37
584251-Almerinda Palmeira-7690.62
262631-Andreia Moita-8075.74
602492-Clarindo Areosa-2111.38
218466-Armindo Castalo-3557.69
778892-Honorina Lira-1809.46
196112-Emedlio Pimentel-17961.00
102567-Edgar Carvalheiro-2567.32
558512-Guida Juca-1884.67
381742-Domingos Pas-3675.52
166438-Honorina Lira-7039.32
324451-Sofras Cuaresma-15625.16
12805-Branco Saraba-1382.95
437510-Celeste Duarte-8328.98
116534-Manuel Capiperibe-17021.16
906499-Letedcia Gago-6274.11
299350-Camila Gabeira-1131.24
702338-Jussara Varanda-13712.26
11923-Andreia Moita-16827.85
514071-Aludsio Sosa-2716.83
701402-Honorina Lira-4878.49
25253-Adelino Barra-3696.90
927690-Romo Paranage-13117.03
404259-Jussara Varanda-4906.57
502381-Gaudancio Fiees-4202.90
886143-Delfina Perdigon-19311.96
732552-Polibe Olivares-15110.12
679422-Filomena Barrios-4512.31
358177-Celeste Duarte-13302.43
503883-Feledcia Peassego-7942.73
201287-Adelina Quadros-3124.91
346890-Lurdes Cotrim-20825.16
8591-Regina Barcellos-4309.60
481725-Antonio Viegas-4603.64
852432-Daniel Vieyra-2343.83
339178-Tibefarcio Colao-1087.85
753559-Lina Andrade-2645.18
291687-Mercia Caeira-3501.97
572482-Heleedsa Marins-6225.56
638103-Almor Caiado-12700.59
902996-Antonio Viegas-5127.77
500896-Clarindo Areosa-12021.24
305310-Quintino Alcantara-6056.49
329042-Eurico Siqueira-10091.31
9604-Emedlio Pimentel-10979.83
979882-Danilo Olaio-4268.39
662726-Neeamia Arruda-17705.92
357486-Elisa Themes-9474.00
799206-Delfim Higuera-14759.73
483455-Joaquim Rufino-7441.27
957010-Branco Saraba-11710.30
921273-Cleusa Goes-10970.47
917848-Clara Alcantara-8918.69
874426-Zulmira Becerra-18671.98
195266-Jussara Varanda-2187.24
415454-Filomena Barrios-6617.04
904781-Eurico Siqueira-8323.67
428502-Quintino Alcantara-942.41
149687-Gaudancio Fiees-10460.40
426515-Celeste Duarte-7230.40
762867-Feledcia Peassego-20669.97
392736-Lurdes Cotrim-10954.34
663012-Tibofarcio Camacho-20383.52
65935-Augusta Paio-10317.43
115933-Flor Portella-6834.54
665440-Jussara Varanda-12278.70
53634-Flor Portella-6262.91
550427-Cassandra Varejo-12907.20
447505-Adelino Barra-14238.69
833704-Filomena Barrios-16482.96
347125-Taercio Mafra-10865.75
407118-Camila Gabeira-2514.84
514579-Flamednia Leiria-3451.47
7522-Fulvio Villegas-19732.13
698638-Artur Grillo-18498.45
630234-Esperada Cardoso-10730.27
265842-Gaudancio Fiees-695.97
268186-Andreia Moita-6101.48
511106-Almor Caiado-14945.95
310160-Basilio Pedroso-20514.29
148802-Urbano Rodrigues-8772.92
16748-Micaela Chavez-12906.99
802567-Zungela Ipiranga-937.30
973162-Mercia Caeira-3257.38
886607-Neeamia Arruda-17064.36
254522-Basilio Pedroso-1595.83
8712-Ximena Castilho-6418.49
570310-Andreia Moita-18381.17
851467-Nuno Balsemeo-16951.45
1870-Eurico Siqueira-12589.71
480738-Emedlia Silvera-12526.36
18235-Adelina Quadros-15956.53
556152-Fulvio Villegas-12359.72
241151-Armindo Castalo-644.61
655519-Nuno Balsemeo-12603.48
431540-Manuel Capiperibe-12121.19
751008-Urbano Rodrigues-11476.44
151205-Neeamia Arruda-16932.14
215262-Adelina Quadros-19920.66
874333-Tibofarcio Camacho-13205.84
478473-Tabalipa Duarte-13270.65
891160-Emiliana Foquio-9505.99
519512-Guaraci Damasceno-4426.72
361758-Oliveira Carmona-1484.29
458123-Lurdes Cotrim-20410.85
990893-Celeste Duarte-15280.33
106656-Taercio Mafra-18297.84
587604-Delfina Perdigon-8684.51
701925-Dulce Froes-14016.66
960725-Aludsio Sosa-6290.57
706868-Neuza Francia-6020.52
89157-Moaci Mendoa-504.59
157043-Celeste Duarte-2649.79
196743-Delfina Garcia de Gondim-13393.41
181417-Andreia Moita-14517.99
546730-Clarindo Areosa-1613.06
30852-Almerinda Palmeira-19224.13
675198-Esperada Cardoso-9345.17
533727-Sidfnio Frois-11832.19
974258-Neuza Francia-686.96
515015-Cleusa Goes-9974.03
636735-Trajano Fagundes-9270.08
357653-Oliveira Carmona-14531.65
750275-Micaela Chavez-16643.62
572103-Delfim Higuera-16250.60
995008-Emiliana Foquio-4481.23
966884-Henrique Bento-14931.54
238738-Clara Alcantara-16128.29
961776-Mercia Caeira-3528.79
867612-Telma Villalobos-18528.53
830580-Emiliana Foquio-9908.84
845505-Emiliana Foquio-12415.21
836250-Domingos Pas-14078.79
289624-Neeamia Arruda-19326.29
600089-Danilo Olaio-8167.18
225768-Branco Saraba-1012.29
157554-Anind Zarco-13141.96
18456-Heleedsa Marins-19904.35
396078-Branco Saraba-8509.13
508698-Ubaldo Mainha-14447.80
317040-Feledcia Peassego-1061.27
527974-Neeamia Arruda-17319.73
263361-Almor Caiado-20778.09
163891-Armanda Amorim-14086.15
942661-Cleusa Goes-10637.31
297439-Ximena Castilho-3474.74
774956-Andreia Moita-15686.31
922416-Joaquim Rufino-2071.66
415017-Oliveira Carmona-14925.62
270134-Lurdes Cotrim-1655.87
11081-Delfina Perdigon-5899.04
636522-Jorgina Bogalho-16154.32
299544-Delfina Garcia de Gondim-20216.96
841447-Danilo Olaio-11143.76
528860-Camila Gabeira-5578.35
450236-Quintiliano Sousa de Arronches-19771.32
84233-Flamednia Leiria-15254.24
946791-Moaci Mendoa-6958.62
243943-Mercia Caeira-11012.77
453817-Camila Gabeira-9470.64
476731-Lurdes Cotrim-20860.75
110560-Delfim Higuera-12142.28
233513-Angelica Aranha-17205.27
681841-Delfina Perdigon-7178.85
261520-Armanda Amorim-1389.30
572638-Spnia ou Sonia Guerreiro-8003.80
357315-Neeamia Arruda-6559.81
289459-Neuza Francia-10199.28
903877-Emedlia Silvera-17351.72
80296-Ermelinda Quintela-15051.42
327414-Odilia Bello-17746.19
511327-Rodolfo Paz-5022.46
127307-Sara Lameiras-15674.79
955065-Emedlio Pimentel-6056.77
158494-Heleedsa Marins-11729.39
712959-Zulmira Becerra-380.28
399546-Sofras Cuaresma-18433.85
542267-Antonio Castelo-17151.91
30835-Edgar Carvalheiro-20080.95
829323-Clarindo Areosa-20671.75
175160-Tibefarcio Colao-20580.19
628484-Danilo Olaio-4230.47
309465-Celeste Duarte-9251.74
34000-Lurdes Cotrim-12911.29
643536-Nuno Balsemeo-4878.04
699637-Neuza Francia-12205.17
619836-Emiliana Foquio-11714.33
37421-Antonio Castelo-18659.75
899185-Micaela Chavez-18525.22
932717-Augusta Paio-848.68
624540-Dulce Froes-18050.43
451385-Oliveira Senchez-5091.88
523811-Daniel Vieyra-17064.97
591684-Trajano Fagundes-6750.48
336845-Jonatas Felgueiras-2802.07
537167-Delfina Perdigon-6609.07
248936-Heleedsa Marins-4700.43
378522-Tabalipa Duarte-3635.97
699034-Artur Grillo-13614.96
147051-Melinda Roserio-9039.45
770167-Daniel Vieyra-4960.86
928498-Odete Vasques-19125.38
133373-Emiliana Foquio-13605.78
28451-Ximena Castilho-4076.86
52444-Heleedsa Marins-18070.23
396552-Tibofarcio Camacho-2890.76
257382-Neuza Francia-1868.41
67183-Carminda Morais-11962.20
368223-Angilica Galante-7374.35
191337-Armindo Castalo-8185.82
398553-Antonio Castelo-13593.53
648679-Gaudancio Fiees-1227.97
602902-Flor Portella-18269.31
54336-Danilo Olaio-9544.76
69685-Andreia Moita-9440.44
292487-Joaquim Rufino-1359.57
422378-Spnia ou Sonia Guerreiro-18982.15
595546-Ximena Castilho-9597.98
882118-Eurico Siqueira-13341.66
664925-Emedlia Silvera-5788.74
393038-Heleedsa Marins-9262.73
723701-Manuel Capiperibe-20339.21
108299-Adelina Quadros-1160.41
70643-Tarrataca Soares-11740.95
235121-Danilo Olaio-15881.65
422227-Basilio Pedroso-16384.57
201831-Eurico Siqueira-19858.79
306519-Guaraci Damasceno-9529.91
147516-Delfina Perdigon-10508.74
940208-Heleedsa Marins-14935.38
315296-Oliveira Carmona-10374.48
42945-Danilo Olaio-1786.88
84359-Sidfnio Frois-8297.96
56559-Danilo Olaio-563.83
20700-Andreia Moita-4136.18
29227-Odilia Bello-15610.41
511395-Melinda Roserio-16402.42
208236-Angilica Galante-8380.65
219635-Basilio Pedroso-3507.29
397465-Almor Caiado-9156.69
449414-Regina Barcellos-12039.85
290388-Leonidas Mafra-4275.44
569066-Emedlio Pimentel-8566.28
888350-Antonio Viegas-232.01
818928-Andreia Moita-10292.22
914133-Rebeca Neto-5237.67
982805-Sidfnio Frois-7902.79
447322-Anfnia Seixas-15794.87
419581-Adelino Barra-17037.07
265350-Judite Damasceno-3496.21
649553-Honorina Lira-2435.86
997933-Zulmira Becerra-1643.93
550543-Joaquim Rufino-21459.62
382980-Branco Saraba-20093.67
114942-Sara Lameiras-9287.02
465199-Regina Barcellos-4921.33
855978-Celeste Duarte-1906.32
5462-Heleedsa Marins-20100.79
736523-Armindo Castalo-4610.15
196677-Filomena Barrios-8892.80
326131-Ermelinda Quintela-4934.46
956535-Odilia Bello-3109.61
130833-Daniel Vieyra-5205.11
933385-Regina Barcellos-19518.94
453454-Marilda Leio-3665.25
195390-Edgar Carvalheiro-4729.91
704770-Antonio Viegas-16848.46
492991-Antonio Viegas-13473.68
800993-Tibofarcio Camacho-2986.21
815706-Clarindo Areosa-10368.18
450949-Liana Cardim-1826.60
672486-Elisa Themes-10876.17
803411-Zulmira Becerra-20317.48
896436-Ubaldo Mainha-17241.97
872617-Emiliana Foquio-1881.67
67232-Odilia Bello-6003.63
394416-Eurico Siqueira-13370.67
353326-Nuno Balsemeo-10410.77
907636-Delfina Garcia de Gondim-12918.78
476928-Antonio Castelo-16456.93
842903-Quintino Alcantara-3046.61
655114-Dulce Froes-18073.33
427847-Camila Gabeira-20231.37
711645-Tarrataca Soares-9505.49
405840-Carminda Morais-5989.38
141726-Spnia ou Sonia Guerreiro-18970.06
351798-Danilo Olaio-10419.16
441090-Lina Andrade-3717.86
898713-Spnia ou Sonia Guerreiro-18966.94
977541-Neuza Francia-17826.87
874253-Honorina Lira-9190.46
947683-Odilia Bello-19467.01
638014-Aludsio Sosa-8816.46
592432-Cleusa Goes-3918.74
260674-Manuel Capiperibe-2817.96
96193-Sidfnio Frois-9179.38
810733-Clara Alcantara-6258.06
592711-Estanislau Beserra-10902.47
451471-Fulvio Villegas-15111.46
704358-Domingos Pas-396.39
167078-Odete Vasques-20075.14
290581-Danilo Olaio-11549.78
263705-Delfina Garcia de Gondim-7171.32
373509-Delfina Garcia de Gondim-5782.41
549134-Celeste Duarte-3150.18
179548-Tibefarcio Colao-1156.30
815632-Lurdes Cotrim-5804.41
884506-Celeste Duarte-8990.34
739498-Gaudancio Fiees-21124.85
804595-Armindo Castalo-12177.06
556725-Sidfnio Frois-20078.73
387848-Tibofarcio Camacho-4926.80
920374-Armanda Amorim-6269.44
98503-Branco Saraba-1388.34
666583-Heleedsa Marins-21263.83
514104-Danilo Olaio-7460.79
331848-Tabalipa Duarte-424.11
438910-Anfnia Seixas-10572.95
309083-Jorgina Bogalho-20150.35
841082-Angilica Galante-5173.56
496095-Estanislau Beserra-4944.29
697431-Jorgina Bogalho-7178.16
876422-Odilia Camello-9867.37
703786-Judite Damasceno-353.52
255604-Celeste Duarte-4030.18
341605-Tabalipa Duarte-2240.49
57983-Spnia ou Sonia Guerreiro-4163.81
731823-Tibefarcio Colao-16058.20
923132-Guida Juca-5876.45
632437-Zulmira Becerra-10204.86
47744-Danilo Olaio-7964.98
852483-Jussara Varanda-19231.96
853589-Angelica Aranha-12605.89
282062-Armanda Amorim-16732.92
60468-Adelino Barra-15920.64
737941-Zungela Ipiranga-13319.22
494029-Taercio Mafra-10084.97
660716-Henrique Bento-12022.29
122508-Telma Villalobos-6646.68
651608-Armanda Amorim-15083.00
536259-Elisa Themes-6558.65
849537-Silvio Mata-1152.33
979292-Lurdes Cotrim-3790.87
362250-Oliveira Carmona-20743.69
96914-Flor Portella-10449.46
849868-Camila Gabeira-15646.84
651567-Regina Barcellos-846.94
833861-Armanda Amorim-9423.55
352012-Rodolfo Paz-8999.94
515102-Emiliana Foquio-19726.45
680567-Emedlio Pimentel-3826.98
344500-Celeste Duarte-9195.48
720686-Ubaldo Mainha-60.43
201899-Sara Lameiras-7764.05
975574-Estanislau Beserra-11185.02
846370-Tabalipa Duarte-14353.52
123188-Moaci Mendoa-19510.04
929420-Armanda Amorim-9343.54
447833-Moaci Mendoa-21387.06
666966-Rodolfo Paz-18567.38
670200-Jussara Varanda-11089.34
54336-Mercia Caeira-6917.95
188209-Clarindo Areosa-3810.32
892704-Rodolfo Paz-14372.34
482587-Almerinda Palmeira-12387.26
534678-Flamednia Leiria-13775.72
786918-Joaquim Rufino-10382.12
216984-Clara Alcantara-12291.41
518296-Jonatas Felgueiras-10051.06
329715-Flor Portella-10307.73
786496-Joaquim Rufino-6669.59
457604-Lina Andrade-5695.30
676223-Angelica Aranha-8537.18
421646-Aludsio Sosa-18986.11
605179-Polibe Olivares-14836.10
291034-Nuno Balsemeo-6536.61
329077-Andreia Moita-9734.48
403581-Anind Zarco-3801.81
315703-Guida Juca-19636.99
966511-Almerinda Palmeira-1815.45
871108-Anind Zarco-13013.32
710060-Jussara Varanda-14107.89
860572-Lina Andrade-14294.66
43330-Celeste Duarte-13634.04
460235-Celeste Duarte-19890.09
119563-Adelina Quadros-1298.16
867686-Zulmira Becerra-15161.45
827791-Sidfnio Frois-16565.49
929299-Moaci Mendoa-14853.81
652747-Melinda Roserio-9938.64
665101-Leonidas Mafra-20387.35
636561-Anind Zarco-14339.61
137817-Rodolfo Paz-20188.22
873429-Adelina Quadros-20268.65
219750-Henrique Bento-7478.42
692071-Emedlia Silvera-15679.61
341424-Heleedsa Marins-15698.29
438374-Flor Portella-17916.57
716258-Flamednia Leiria-13151.02
209724-Leonidas Mafra-11452.72
248488-Regina Barcellos-1654.53
135398-Marilda Leio-11900.90
811706-Neeamia Arruda-4937.44
469987-Angelica Aranha-10776.17
48239-Domingos Pas-5453.53
635290-Moaci Mendoa-3805.62
554877-Estanislau Beserra-12369.03
619726-Aludsio Sosa-19403.42
266122-Carminda Morais-7235.74
777066-Romo Paranage-16977.84
184476-Ximena Castilho-7495.49
326756-Danilo Olaio-13276.84
946671-Odilia Bello-5480.12
904793-Guaraci Damasceno-19874.82
728099-Polibe Olivares-5670.47
425882-Quintiliano Sousa de Arronches-4231.98
568648-Adelino Barra-16857.53
573139-Joaquim Rufino-15758.89
234443-Armanda Amorim-17501.55
30915-Fulvio Villegas-15464.49
582597-Odete Vasques-19586.33
103646-Flamednia Leiria-7304.76
714273-Daniel Vieyra-14434.23
68645-Ubaldo Mainha-18213.28
556545-Andreia Moita-17435.72
914073-Jonatas Felgueiras-19579.98
316950-Ermelinda Quintela-18850.83
139304-Ubaldo Mainha-9471.73
819508-Cleusa Goes-9359.24
73820-Clarindo Areosa-10189.54
628318-Zulmira Becerra-1940.53
731489-Domingos Pas-7741.57
35084-Sofras Cuaresma-18018.71
350809-Elisa Themes-16234.56
665005-Edgar Carvalheiro-13165.29
542262-Artur Grillo-14264.43
101518-Ubaldo Mainha-1862.77
446707-Basilio Pedroso-9804.16
681203-Elisa Themes-14542.35
587479-Basilio Pedroso-1838.26
458955-Ximena Castilho-10144.54
963753-Cleusa Goes-4007.02
461335-Polibe Olivares-18177.37
898372-Daniel Vieyra-15186.04
663305-Odilia Bello-14907.85
516938-Eurico Siqueira-1538.44
885152-Antonio Viegas-784.62
852947-Ermelinda Quintela-8029.08
509816-Carminda Morais-17555.90
90201-Oliveira Carmona-3916.94
625017-Zungela Ipiranga-4051.53
213214-Armindo Castalo-16071.16
474790-Marilda Leio-4330.94
124018-Oliveira Senchez-4739.92
229544-Tibofarcio Camacho-14036.56
380616-Clara Alcantara-6706.89
