744945-Anfnia Seixas-1831.92
234456-Artur Grillo-10870.39
464431-Andreia Moita-2260.82
233644-Spnia ou Sonia Guerreiro-3173.32
229407-Jussara Varanda-15957.88
262813-Zulmira Becerra-13999.21
703240-Lurdes Cotrim-10547.44
58860-Honorina Lira-20704.73
151770-Manuel Capiperibe-15907.05
40701-Camila Gabeira-18051.57
341615-Tabalipa Duarte-13227.47
553803-Dulce Froes-6874.98
899869-Zungela Ipiranga-13929.62
682326-Artur Grillo-4057.12
909865-Honorina Lira-7499.42
261721-Heleedsa Marins-12492.04
500871-Clarindo Areosa-9304.24
778632-Daniel Vieyra-21374.83
755183-Gaudancio Fiees-12831.51
547597-Marilda Leio-4307.08
361515-Polibe Olivares-13720.50
37255-Gaudancio Fiees-12931.20
752286-Zulmira Becerra-7625.36
65237-Ubaldo Mainha-20672.18
193852-Joaquim Rufino-6446.45
142755-Nuno Balsemeo-15379.06
496604-Edgar Carvalheiro-16324.07
626679-Judite Damasceno-3947.02
230204-Guaraci Damasceno-16324.58
55550-Tibefarcio Colao-7065.21
554165-Andreia Moita-2263.99
316194-Odilia Bello-14024.37
576092-Anfnia Seixas-10267.05
798290-Daniel Vieyra-14727.70
249138-Angelica Aranha-9104.81
641690-Lina Andrade-9356.23
755112-Sofras Cuaresma-8006.36
292644-Filomena Barrios-15602.63
829498-Emedlia Silvera-9900.10
33797-Danilo Olaio-6805.81
946242-Sidfnio Frois-2896.52
908447-Heleedsa Marins-11399.68
506919-Adelino Barra-17715.44
157881-Flamednia Leiria-14298.59
27306-Emedlio Pimentel-5206.24
57764-Ermelinda Quintela-19412.66
994624-Feledcia Peassego-4985.38
371461-Quintiliano Sousa de Arronches-14178.30
934203-Basilio Pedroso-3941.76
470739-Antonio Viegas-8582.10
45017-Nuno Balsemeo-10931.56
502201-Clarindo Areosa-3235.81
428602-Celeste Duarte-19900.88
543804-Lurdes Cotrim-4127.62
462099-Estanislau Beserra-19537.89
860987-Liana Cardim-8153.63
883224-Tibofarcio Camacho-6828.74
58118-Carminda Morais-10412.46
495995-Fulvio Villegas-1376.96
459763-Neeamia Arruda-17521.67
4974-Spnia ou Sonia Guerreiro-1487.29
202144-Joaquim Rufino-19962.31
883819-Tarrataca Soares-1071.76
626092-Angelica Aranha-19507.20
227253-Romo Paranage-4096.98
969144-Odilia Camello-6895.59
977103-Tarrataca Soares-15784.42
38946-Micaela Chavez-17295.00
930965-Ximena Castilho-5555.13
515363-Cassandra Varejo-11939.72
309584-Lina Andrade-304.94
259872-Jorgina Bogalho-16496.96
307376-Heleedsa Marins-7490.96
442665-Adelina Quadros-12477.22
856324-Honorina Lira-2804.66
575658-Feledcia Peassego-5154.35
658431-Almor Caiado-17464.12
615620-Emedlio Pimentel-1769.67
335038-Marilda Leio-15198.98
750887-Angelica Aranha-18744.13
333908-Clarindo Areosa-20987.23
161820-Emedlio Pimentel-11384.99
736826-Neeamia Arruda-14648.07
971175-Gaudancio Fiees-7727.66
957727-Polibe Olivares-16226.22
642230-Honorina Lira-16731.98
885671-Romo Paranage-17398.56
87627-Liana Cardim-3579.88
306215-Jorgina Bogalho-7163.23
37430-Antonio Castelo-8050.74
741037-Jorgina Bogalho-2289.24
454712-Mercia Caeira-12840.86
864249-Anfnia Seixas-16718.23
886170-Branco Saraba-14993.11
630216-Adelino Barra-5697.85
839992-Flamednia Leiria-14404.27
996-Micaela Chavez-5058.29
573978-Antonio Castelo-14919.17
630589-Flamednia Leiria-18332.23
585442-Manuel Capiperibe-20852.60
470253-Filomena Barrios-12945.17
594606-Taercio Mafra-16389.72
734725-Odilia Bello-4733.53
681635-Quintiliano Sousa de Arronches-6942.39
394352-Anfnia Seixas-14018.69
761906-Odilia Bello-7292.26
327249-Antonio Castelo-13392.27
265166-Cleusa Goes-6833.17
191277-Andreia Moita-10859.48
956972-Basilio Pedroso-19195.33
280435-Basilio Pedroso-7635.20
44629-Delfina Garcia de Gondim-18641.14
411375-Telma Villalobos-20648.49
601147-Celeste Duarte-6830.47
617824-Celeste Duarte-6389.58
935485-Armindo Castalo-14077.19
680010-Jorgina Bogalho-3675.63
253421-Odete Vasques-14058.28
259697-Domingos Pas-5855.36
488702-Rebeca Neto-7704.93
10570-Silvio Mata-6182.90
49986-Adelina Quadros-3578.51
578015-Estanislau Beserra-12732.62
975257-Armindo Castalo-7413.80
95178-Tibofarcio Camacho-2615.14
117051-Delfina Garcia de Gondim-4034.49
848164-Artur Grillo-4601.29
838569-Camila Gabeira-9373.83
629540-Adelina Quadros-11796.42
884370-Jussara Varanda-8726.47
188502-Guida Juca-21016.58
12188-Odete Vasques-18662.24
982740-Neuza Francia-18053.19
802179-Branco Saraba-2448.10
668492-Tarrataca Soares-264.22
8736-Guaraci Damasceno-4045.39
68464-Augusta Paio-21083.87
207630-Jonatas Felgueiras-347.42
175048-Flamednia Leiria-13093.71
194701-Emedlio Pimentel-5757.72
707208-Zungela Ipiranga-19009.61
509356-Adelino Barra-17534.89
162127-Camila Gabeira-19974.72
593248-Flor Portella-4027.90
403865-Adelino Barra-19474.59
244506-Lurdes Cotrim-8279.84
17954-Sofras Cuaresma-5995.69
436921-Rebeca Neto-16297.76
238478-Artur Grillo-10294.68
198673-Clarindo Areosa-15316.63
806209-Romo Paranage-17593.70
588008-Elisa Themes-1833.96
110410-Daniel Vieyra-14565.58
467780-Ximena Castilho-4096.67
635377-Armindo Castalo-20790.71
224730-Branco Saraba-2838.32
352891-Sofras Cuaresma-18698.50
900728-Emedlia Silvera-8548.03
674108-Elisa Themes-3235.58
335274-Sofras Cuaresma-14557.57
768597-Flor Portella-8290.79
678931-Lina Andrade-5451.84
78464-Aludsio Sosa-3228.10
982642-Zungela Ipiranga-19672.78
677291-Lina Andrade-14284.30
347256-Delfim Higuera-8801.71
1273-Adelina Quadros-7270.40
224158-Taercio Mafra-9299.41
256245-Carminda Morais-15236.15
239878-Neuza Francia-16699.50
918815-Delfim Higuera-19447.19
967560-Zulmira Becerra-21013.98
411820-Rebeca Neto-17459.93
930076-Tibefarcio Colao-7284.92
115576-Sara Lameiras-15991.69
888536-Angilica Galante-20105.16
9815-Clarindo Areosa-6430.34
981015-Mercia Caeira-2437.74
755409-Odete Vasques-2950.31
604180-Heleedsa Marins-18262.71
209649-Cleusa Goes-20741.89
410728-Domingos Pas-6506.73
795426-Joaquim Rufino-20340.85
990505-Branco Saraba-12385.31
496449-Cleusa Goes-8211.63
915932-Tabalipa Duarte-7135.68
22740-Cleusa Goes-11995.78
686115-Odete Vasques-20015.59
290434-Manuel Capiperibe-18268.31
509805-Sidfnio Frois-9989.51
712206-Clara Alcantara-9736.77
633530-Carminda Morais-4326.04
469060-Tarrataca Soares-20684.00
329964-Tabalipa Duarte-19089.07
166181-Manuel Capiperibe-19214.03
687706-Quintiliano Sousa de Arronches-13868.35
241794-Judite Damasceno-11853.75
346070-Zungela Ipiranga-20440.61
708341-Andreia Moita-5978.67
617556-Tibofarcio Camacho-5178.94
313592-Dulce Froes-13266.06
198914-Zulmira Becerra-6737.56
273786-Flor Portella-6607.41
950027-Gaudancio Fiees-8860.71
157715-Zulmira Becerra-20782.37
45130-Sara Lameiras-15414.41
500807-Antonio Castelo-12861.99
534561-Jussara Varanda-19555.46
160112-Edgar Carvalheiro-16457.70
616517-Mercia Caeira-6519.04
540661-Liana Cardim-8002.18
142192-Romo Paranage-20174.17
864542-Neuza Francia-6592.07
986786-Mercia Caeira-9071.57
48485-Adelina Quadros-18523.14
513383-Telma Villalobos-208.76
330118-Oliveira Senchez-4213.77
521430-Romo Paranage-21059.11
806137-Romo Paranage-6335.88
441969-Estanislau Beserra-21262.04
487788-Eurico Siqueira-11402.61
655800-Jussara Varanda-7969.20
579534-Letedcia Gago-15287.84
244402-Silvio Mata-11092.88
980370-Romo Paranage-14473.36
986322-Anfnia Seixas-1693.66
433612-Filomena Barrios-8096.96
596739-Tarrataca Soares-2587.34
821773-Adelino Barra-5605.40
817056-Domingos Pas-1654.98
232847-Cassandra Varejo-17389.86
866387-Angelica Aranha-1651.58
432942-Romo Paranage-4127.38
722651-Heleedsa Marins-9949.82
169189-Adelino Barra-6504.79
446624-Ermelinda Quintela-14574.65
83733-Tibofarcio Camacho-6624.15
614027-Delfim Higuera-16990.12
572069-Adelina Quadros-803.50
117970-Taercio Mafra-17471.67
900952-Delfina Perdigon-9089.16
428972-Melinda Roserio-5132.99
393278-Sofras Cuaresma-4302.48
658412-Letedcia Gago-13189.71
727514-Henrique Bento-19391.40
132715-Camila Gabeira-19955.87
903752-Zulmira Becerra-15091.87
370743-Neeamia Arruda-9013.17
87822-Artur Grillo-1304.06
344774-Mercia Caeira-19775.24
99921-Mercia Caeira-21264.24
841050-Leonidas Mafra-17173.70
256667-Tibefarcio Colao-15472.79
409952-Quintiliano Sousa de Arronches-9974.54
61661-Almor Caiado-11771.82
675812-Judite Damasceno-13863.14
787782-Tarrataca Soares-17942.18
314832-Joaquim Rufino-10631.05
853701-Emedlio Pimentel-15991.93
258868-Filomena Barrios-18155.38
831035-Adelina Quadros-18776.38
835755-Romo Paranage-13769.95
139413-Taercio Mafra-4787.68
691305-Carminda Morais-17431.78
730434-Anfnia Seixas-18702.40
425990-Marilda Leio-15104.32
224596-Clara Alcantara-21212.20
209985-Polibe Olivares-700.51
28890-Joaquim Rufino-13509.05
253378-Honorina Lira-17491.63
517773-Clarindo Areosa-8645.11
206673-Zulmira Becerra-17533.47
298108-Estanislau Beserra-6340.02
669002-Sofras Cuaresma-842.10
10473-Trajano Fagundes-14229.41
533683-Melinda Roserio-1468.83
887698-Camila Gabeira-3991.07
976272-Almor Caiado-15413.17
686500-Telma Villalobos-1798.63
589853-Ximena Castilho-7401.16
547456-Eurico Siqueira-9046.34
142880-Tarrataca Soares-6523.57
766230-Aludsio Sosa-17006.55
641469-Daniel Vieyra-13018.40
727607-Regina Barcellos-4533.67
53600-Quintiliano Sousa de Arronches-3324.17
327964-Nuno Balsemeo-1778.21
338482-Adelina Quadros-17837.97
399986-Celeste Duarte-19184.84
882528-Odilia Bello-335.90
528626-Flor Portella-921.38
202018-Feledcia Peassego-18242.81
738459-Zungela Ipiranga-1645.63
277364-Antonio Castelo-20342.05
26389-Urbano Rodrigues-5864.49
232321-Branco Saraba-19865.02
321150-Tabalipa Duarte-13023.46
517472-Sara Lameiras-6552.01
31272-Rebeca Neto-1151.18
924145-Delfina Garcia de Gondim-10330.00
933117-Emiliana Foquio-8630.45
92313-Odete Vasques-4697.64
92055-Estanislau Beserra-16065.02
779506-Delfina Garcia de Gondim-6122.96
307317-Cleusa Goes-18663.22
718665-Odilia Bello-3490.71
30882-Emedlio Pimentel-5023.92
680722-Sara Lameiras-5779.09
644458-Neuza Francia-21169.41
92237-Romo Paranage-10043.81
130266-Daniel Vieyra-1278.31
822352-Spnia ou Sonia Guerreiro-3919.23
795023-Lina Andrade-3015.31
847214-Ximena Castilho-15573.11
104042-Oliveira Senchez-11661.35
809466-Oliveira Carmona-17288.53
49790-Clarindo Areosa-14304.00
636627-Urbano Rodrigues-4485.98
941162-Feledcia Peassego-5672.42
847031-Edgar Carvalheiro-15573.34
269465-Trajano Fagundes-13049.81
737090-Mercia Caeira-20498.03
484629-Adelina Quadros-13211.15
734189-Spnia ou Sonia Guerreiro-14309.62
795838-Ubaldo Mainha-1185.82
695965-Neuza Francia-1179.08
150539-Cleusa Goes-12679.58
513414-Jussara Varanda-5761.11
785710-Ubaldo Mainha-8450.52
515052-Celeste Duarte-424.15
141936-Branco Saraba-13486.85
599481-Micaela Chavez-13319.38
980000-Tarrataca Soares-4619.39
891900-Oliveira Senchez-3451.90
114687-Jussara Varanda-15939.86
504734-Judite Damasceno-17796.81
748003-Urbano Rodrigues-12513.48
391727-Melinda Roserio-5113.78
149334-Guaraci Damasceno-1376.80
665282-Lurdes Cotrim-997.12
515455-Eurico Siqueira-14018.54
346473-Artur Grillo-20244.53
13390-Branco Saraba-2119.49
794879-Lurdes Cotrim-5608.41
