208795-Camila Gabeira-19268.44
330151-Domingos Pas-21146.80
26453-Basilio Pedroso-9769.35
546965-Spnia ou Sonia Guerreiro-17478.78
283563-Dulce Froes-14504.86
509184-Elisa Themes-6184.65
46086-Emedlio Pimentel-5948.94
703365-Henrique Bento-18748.29
888716-Lina Andrade-4379.34
144004-Sofras Cuaresma-5980.59
821245-Sara Lameiras-16307.40
103701-Zungela Ipiranga-11605.86
318783-Liana Cardim-1041.29
555500-Celeste Duarte-9816.76
693939-Polibe Olivares-8784.76
508371-Rebeca Neto-4815.01
778656-Camila Gabeira-11195.47
134044-Telma Villalobos-8777.67
722047-Emiliana Foquio-17996.56
447507-Daniel Vieyra-20138.00
53893-Jorgina Bogalho-15591.37
532128-Sidfnio Frois-21152.41
206480-Neuza Francia-440.76
816139-Branco Saraba-6926.32
820360-Emiliana Foquio-8253.26
827388-Emedlia Silvera-5363.50
299867-Clarindo Areosa-12431.29
182338-Regina Barcellos-18982.63
893828-Jorgina Bogalho-21369.85
56115-Rebeca Neto-2349.49
277092-Jussara Varanda-11990.03
237645-Edgar Carvalheiro-20605.35
300629-Tibefarcio Colao-6392.58
492497-Andreia Moita-595.90
876566-Andreia Moita-20694.11
736401-Delfina Garcia de Gondim-16767.54
97536-Liana Cardim-16475.71
522411-Emiliana Foquio-4292.69
714391-Letedcia Gago-20441.63
78545-Spnia ou Sonia Guerreiro-4877.36
758876-Antonio Viegas-6530.13
92983-Armindo Castalo-20232.50
668215-Heleedsa Marins-14640.67
836060-Clarindo Areosa-12270.76
635665-Antonio Viegas-1464.69
277322-Sidfnio Frois-12482.06
753050-Domingos Pas-7188.19
874209-Artur Grillo-18253.42
774843-Rebeca Neto-11505.73
693352-Leonidas Mafra-4941.68
44539-Romo Paranage-18699.26
915001-Henrique Bento-3945.36
320515-Guida Juca-3307.20
500264-Gaudancio Fiees-17225.56
270387-Antonio Castelo-9677.08
967597-Delfina Perdigon-10389.86
935634-Sidfnio Frois-3252.55
990716-Almerinda Palmeira-696.46
798831-Antonio Castelo-229.37
802862-Nuno Balsemeo-1746.30
542572-Jorgina Bogalho-7596.75
295054-Clarindo Areosa-8295.90
814305-Anfnia Seixas-2974.27
917305-Angilica Galante-19499.27
612903-Nuno Balsemeo-15517.14
261315-Jussara Varanda-11721.97
631644-Taercio Mafra-3406.50
337780-Filomena Barrios-7046.40
385782-Silvio Mata-5459.55
522746-Romo Paranage-19087.58
827216-Branco Saraba-9858.17
574421-Judite Damasceno-5776.29
857344-Antonio Viegas-5599.59
860554-Domingos Pas-2493.93
936461-Esperada Cardoso-8730.06
237084-Guaraci Damasceno-4297.83
523391-Telma Villalobos-1679.32
64786-Heleedsa Marins-8062.69
251828-Flor Portella-20226.55
375714-Guida Juca-6726.94
129796-Delfina Perdigon-15455.21
74966-Micaela Chavez-686.12
609872-Letedcia Gago-9314.70
571383-Liana Cardim-1698.46
976113-Armanda Amorim-16537.83
610803-Edgar Carvalheiro-20560.20
443050-Guida Juca-2680.60
441192-Ximena Castilho-9101.25
79594-Delfina Perdigon-19043.76
673438-Angelica Aranha-11262.68
541938-Joaquim Rufino-8979.15
227668-Camila Gabeira-19789.89
58385-Delfina Perdigon-9041.16
848394-Gaudancio Fiees-1182.03
31353-Quintiliano Sousa de Arronches-15711.79
220165-Tibofarcio Camacho-3723.07
708849-Ximena Castilho-19887.50
612698-Tarrataca Soares-3187.07
302195-Manuel Capiperibe-3617.87
679476-Adelino Barra-5164.60
234583-Emedlio Pimentel-5440.02
827435-Telma Villalobos-14302.30
32453-Neuza Francia-16052.88
223335-Delfina Perdigon-16291.37
744281-Almor Caiado-17511.68
80810-Sofras Cuaresma-6969.05
437302-Moaci Mendoa-10436.13
853499-Flamednia Leiria-8117.43
910541-Manuel Capiperibe-8075.61
860255-Carminda Morais-9062.41
594708-Artur Grillo-17804.75
727344-Domingos Pas-6808.19
882186-Domingos Pas-19708.51
152754-Odilia Camello-1395.91
626783-Clara Alcantara-17993.35
796739-Tabalipa Duarte-139.32
273424-Honorina Lira-11343.70
16242-Micaela Chavez-11337.40
466385-Quintino Alcantara-9221.67
703447-Augusta Paio-2565.43
917218-Tabalipa Duarte-2631.38
133285-Ubaldo Mainha-18398.65
579315-Anind Zarco-5232.64
830045-Jonatas Felgueiras-15124.17
733871-Esperada Cardoso-6305.60
322145-Domingos Pas-15963.56
815033-Polibe Olivares-4871.46
437736-Celeste Duarte-14391.62
802953-Armanda Amorim-4761.45
729231-Letedcia Gago-1073.65
412399-Antonio Castelo-8492.82
570687-Lurdes Cotrim-10984.16
64234-Ximena Castilho-1375.11
925495-Eurico Siqueira-17193.41
377803-Mercia Caeira-10305.91
165441-Sidfnio Frois-19699.13
401923-Danilo Olaio-9392.45
8199-Marilda Leio-11296.83
870473-Sofras Cuaresma-12054.86
899285-Angelica Aranha-19742.15
987594-Gaudancio Fiees-471.44
697405-Clarindo Areosa-14997.14
788766-Augusta Paio-5702.95
660216-Andreia Moita-13772.20
948156-Micaela Chavez-19125.98
312075-Clarindo Areosa-18282.80
32360-Micaela Chavez-11381.98
415138-Tibefarcio Colao-9767.23
960301-Daniel Vieyra-3301.10
650586-Tarrataca Soares-1205.25
222145-Joaquim Rufino-6045.13
75843-Almerinda Palmeira-20452.10
344967-Telma Villalobos-19875.15
125182-Clara Alcantara-9546.92
279239-Anfnia Seixas-4591.56
508305-Tarrataca Soares-11314.69
683580-Trajano Fagundes-2730.17
103745-Adelino Barra-5184.32
722890-Rodolfo Paz-11593.93
827615-Zungela Ipiranga-5245.60
663504-Antonio Castelo-8687.82
642956-Regina Barcellos-8938.58
853010-Neuza Francia-16982.03
357900-Cleusa Goes-12718.44
83122-Ermelinda Quintela-13341.23
439183-Daniel Vieyra-7681.48
75173-Quintiliano Sousa de Arronches-15438.32
425718-Augusta Paio-3054.52
15371-Jussara Varanda-3301.75
198253-Silvio Mata-6760.02
422704-Anfnia Seixas-11696.66
159967-Polibe Olivares-18583.09
623799-Manuel Capiperibe-20941.62
119320-Sara Lameiras-3000.36
306744-Tibofarcio Camacho-6.35
650581-Anind Zarco-9610.75
979258-Andreia Moita-7146.66
325135-Guaraci Damasceno-3996.08
619703-Regina Barcellos-9926.24
306910-Delfim Higuera-6763.38
553696-Dulce Froes-17187.61
582206-Telma Villalobos-4294.37
984634-Lina Andrade-10010.61
105949-Domingos Pas-11261.80
71332-Oliveira Carmona-17594.87
676375-Almerinda Palmeira-12126.54
945735-Jussara Varanda-6171.50
46640-Dulce Froes-2459.91
599187-Danilo Olaio-6176.11
326267-Danilo Olaio-7439.18
571847-Romo Paranage-11494.71
483078-Andreia Moita-5555.70
219268-Rebeca Neto-20035.54
633428-Clara Alcantara-7491.77
83458-Lurdes Cotrim-2117.65
168833-Elisa Themes-17254.41
845087-Melinda Roserio-17633.87
187395-Sara Lameiras-18694.33
137826-Aludsio Sosa-2015.49
228104-Tabalipa Duarte-13848.75
656482-Branco Saraba-18004.47
845664-Jussara Varanda-4704.46
988321-Delfina Garcia de Gondim-14006.66
708252-Henrique Bento-2428.15
92074-Jonatas Felgueiras-15918.99
995587-Tarrataca Soares-11535.84
553021-Letedcia Gago-20364.29
776337-Armindo Castalo-6601.33
990672-Lurdes Cotrim-17192.71
815729-Cleusa Goes-19114.99
558417-Silvio Mata-19131.55
288786-Danilo Olaio-12955.17
589042-Silvio Mata-4880.22
960170-Oliveira Senchez-4917.30
508121-Oliveira Senchez-2853.39
336929-Angilica Galante-16283.34
606619-Rebeca Neto-14384.04
779276-Zulmira Becerra-3326.96
901542-Tibofarcio Camacho-7046.87
572603-Eurico Siqueira-10245.03
635079-Odete Vasques-20360.61
660817-Camila Gabeira-5938.66
616543-Silvio Mata-15484.55
270581-Angilica Galante-4609.32
223657-Judite Damasceno-2279.56
108284-Eurico Siqueira-10612.93
576943-Adelina Quadros-3914.16
474723-Ximena Castilho-21291.96
21721-Moaci Mendoa-17016.13
355765-Branco Saraba-14577.02
704957-Sofras Cuaresma-6348.54
725781-Estanislau Beserra-10335.15
263899-Tabalipa Duarte-9766.47
340338-Angilica Galante-18649.18
630645-Zungela Ipiranga-17936.58
775951-Odilia Bello-2072.83
771843-Micaela Chavez-4068.60
171343-Silvio Mata-1338.51
783492-Heleedsa Marins-483.89
566259-Carminda Morais-18697.45
884428-Neuza Francia-10669.66
263713-Silvio Mata-17006.92
509252-Guaraci Damasceno-7714.72
726440-Feledcia Peassego-9148.12
391799-Fulvio Villegas-4749.59
497098-Edgar Carvalheiro-18847.35
411971-Marilda Leio-3300.23
259388-Neeamia Arruda-15441.95
302274-Heleedsa Marins-15649.78
474875-Fulvio Villegas-10970.61
349794-Honorina Lira-11649.45
594814-Esperada Cardoso-16572.09
870752-Daniel Vieyra-10202.35
794151-Heleedsa Marins-8024.77
635592-Clarindo Areosa-14648.69
167789-Guaraci Damasceno-10878.83
982674-Augusta Paio-7328.11
657189-Delfim Higuera-7910.70
666059-Sara Lameiras-12443.73
580060-Henrique Bento-16468.47
754957-Trajano Fagundes-13087.14
412061-Adelino Barra-8648.25
760799-Lurdes Cotrim-13486.96
581424-Moaci Mendoa-15894.90
730626-Carminda Morais-13046.42
839049-Oliveira Carmona-1403.26
198996-Adelina Quadros-4513.08
582312-Moaci Mendoa-4969.66
676691-Judite Damasceno-4111.48
265626-Neeamia Arruda-2422.44
915376-Domingos Pas-18599.99
26721-Andreia Moita-20364.12
347022-Sidfnio Frois-3246.89
418235-Manuel Capiperibe-17912.70
966802-Emedlio Pimentel-9085.17
900873-Adelina Quadros-2988.72
233899-Esperada Cardoso-18470.71
861499-Camila Gabeira-15881.70
592117-Jonatas Felgueiras-10663.63
178971-Angilica Galante-18466.29
645992-Mercia Caeira-7310.60
826622-Tabalipa Duarte-10320.87
348379-Anind Zarco-1119.51
565663-Andreia Moita-11383.69
788977-Delfina Garcia de Gondim-6188.52
653913-Joaquim Rufino-182.69
360966-Daniel Vieyra-4245.03
376456-Lurdes Cotrim-4228.81
357574-Tarrataca Soares-8044.73
486731-Taercio Mafra-6661.68
860338-Polibe Olivares-16548.14
749705-Domingos Pas-7841.57
566893-Angilica Galante-10665.06
589053-Odete Vasques-17030.71
881259-Ermelinda Quintela-21358.60
690487-Delfina Garcia de Gondim-15220.31
888492-Camila Gabeira-19.08
674269-Liana Cardim-1742.84
630130-Neeamia Arruda-3886.42
465471-Henrique Bento-10561.29
929566-Oliveira Senchez-2715.05
970494-Clara Alcantara-20422.55
614976-Adelina Quadros-19623.38
693683-Tarrataca Soares-3564.44
657554-Angilica Galante-11633.25
989743-Telma Villalobos-9965.32
74771-Eurico Siqueira-1549.37
179241-Gaudancio Fiees-4856.11
648300-Danilo Olaio-14292.41
106769-Telma Villalobos-19047.07
249971-Tibofarcio Camacho-16111.53
207546-Henrique Bento-12796.39
838820-Jorgina Bogalho-19422.54
975820-Antonio Viegas-15634.64
700561-Quintino Alcantara-12816.38
285668-Emiliana Foquio-17156.28
934111-Elisa Themes-7362.19
974151-Almerinda Palmeira-9153.98
814949-Jorgina Bogalho-5285.63
297727-Oliveira Senchez-3801.86
909217-Basilio Pedroso-11364.36
542461-Henrique Bento-1571.60
430811-Armindo Castalo-3739.99
173864-Armanda Amorim-7059.75
877027-Micaela Chavez-7086.75
905205-Armindo Castalo-3704.77
465239-Sofras Cuaresma-12134.11
478325-Guaraci Damasceno-10919.02
102379-Lurdes Cotrim-1802.33
967532-Urbano Rodrigues-10145.31
55607-Jussara Varanda-3559.56
812523-Lurdes Cotrim-6234.99
725126-Spnia ou Sonia Guerreiro-17119.30
408391-Elisa Themes-12886.20
556003-Trajano Fagundes-18574.97
858220-Clara Alcantara-2869.19
788434-Armindo Castalo-18683.84
970471-Jonatas Felgueiras-3143.78
34518-Zungela Ipiranga-4054.81
177931-Clara Alcantara-14234.48
507480-Marilda Leio-9780.20
273135-Melinda Roserio-6803.49
198796-Delfina Perdigon-18100.74
639635-Leonidas Mafra-20144.83
55121-Moaci Mendoa-7095.55
145814-Rebeca Neto-13244.13
230088-Sidfnio Frois-12797.18
725702-Artur Grillo-13116.89
639510-Oliveira Senchez-1882.39
270109-Basilio Pedroso-5854.17
947932-Neeamia Arruda-7359.25
98547-Fulvio Villegas-17761.98
231711-Zungela Ipiranga-17159.13
327292-Flor Portella-9290.69
42802-Trajano Fagundes-1216.41
255268-Augusta Paio-23.03
902600-Nuno Balsemeo-9415.33
450036-Heleedsa Marins-20052.58
375903-Guaraci Damasceno-21378.98
782578-Polibe Olivares-15196.84
153947-Ermelinda Quintela-11651.49
61968-Elisa Themes-14302.47
802813-Danilo Olaio-7909.95
650664-Liana Cardim-9593.23
981208-Armanda Amorim-10763.65
383154-Edgar Carvalheiro-8521.37
198369-Feledcia Peassego-5735.56
247991-Almor Caiado-21090.06
502493-Polibe Olivares-14778.98
480040-Antonio Viegas-12331.97
391268-Polibe Olivares-6508.68
227305-Feledcia Peassego-7089.30
777638-Neeamia Arruda-20877.32
757417-Esperada Cardoso-1548.99
322628-Antonio Viegas-12198.81
12040-Judite Damasceno-16972.64
4173-Zulmira Becerra-7639.78
45466-Domingos Pas-18472.27
861621-Camila Gabeira-19637.29
92149-Sidfnio Frois-13017.25
7159-Adelino Barra-4466.33
587287-Emiliana Foquio-1343.77
931080-Edgar Carvalheiro-21411.54
270250-Taercio Mafra-17404.28
932088-Basilio Pedroso-20087.51
475750-Feledcia Peassego-9202.79
672856-Esperada Cardoso-6248.00
909654-Delfim Higuera-20638.45
185237-Anfnia Seixas-8002.23
359155-Dulce Froes-11193.15
246691-Odilia Camello-2458.39
1792-Odilia Bello-14924.26
202778-Manuel Capiperibe-19943.57
136110-Cassandra Varejo-3951.44
485156-Angilica Galante-19490.76
714772-Silvio Mata-12900.68
724465-Esperada Cardoso-14177.41
712604-Anind Zarco-7581.67
443531-Zungela Ipiranga-14203.52
419741-Tibefarcio Colao-5872.27
637624-Fulvio Villegas-16394.74
488450-Ermelinda Quintela-9329.92
715874-Letedcia Gago-13241.95
613888-Edgar Carvalheiro-6058.48
939909-Ubaldo Mainha-10803.33
49268-Anind Zarco-18200.47
437654-Domingos Pas-2272.88
625592-Angilica Galante-13610.01
691252-Odilia Bello-6259.61
463551-Trajano Fagundes-21333.80
583696-Jonatas Felgueiras-7425.34
26141-Armanda Amorim-11950.23
410878-Ximena Castilho-14777.39
668987-Trajano Fagundes-15843.53
70719-Urbano Rodrigues-11078.09
64514-Odilia Bello-20568.58
642475-Artur Grillo-10568.12
961105-Liana Cardim-8799.54
962764-Eurico Siqueira-14426.45
316337-Manuel Capiperibe-13976.25
413682-Anfnia Seixas-18642.09
985138-Andreia Moita-9407.51
65202-Delfina Garcia de Gondim-1196.79
856652-Eurico Siqueira-13953.48
979245-Lina Andrade-8679.35
467193-Adelino Barra-4865.16
2566-Guaraci Damasceno-15411.58
826180-Silvio Mata-11546.36
166991-Delfina Garcia de Gondim-851.15
468532-Oliveira Carmona-19004.31
666894-Melinda Roserio-7453.61
399703-Zungela Ipiranga-4068.63
671761-Armanda Amorim-18179.28
198941-Micaela Chavez-20077.84
78781-Ermelinda Quintela-15822.80
283894-Oliveira Senchez-16217.47
863547-Feledcia Peassego-17987.50
255394-Melinda Roserio-1930.92
117732-Honorina Lira-3132.59
141813-Polibe Olivares-6377.28
791187-Silvio Mata-11523.95
165904-Emedlia Silvera-4523.11
292103-Estanislau Beserra-18799.82
613368-Taercio Mafra-4706.98
282333-Ubaldo Mainha-21037.77
886070-Feledcia Peassego-14445.77
521797-Jorgina Bogalho-5499.57
831990-Fulvio Villegas-4767.28
777754-Delfina Garcia de Gondim-21048.46
838206-Urbano Rodrigues-4345.04
846034-Angelica Aranha-11582.96
214920-Odete Vasques-18454.62
446356-Henrique Bento-12892.70
638247-Nuno Balsemeo-17568.83
614541-Clarindo Areosa-3486.82
387188-Clarindo Areosa-800.84
423381-Neeamia Arruda-14376.06
209334-Artur Grillo-16674.38
603931-Tibefarcio Colao-19242.16
257812-Romo Paranage-1455.71
639508-Lina Andrade-3794.17
932266-Taercio Mafra-12236.31
19437-Sidfnio Frois-9375.94
121839-Feledcia Peassego-13392.32
922061-Edgar Carvalheiro-1413.63
15237-Flor Portella-10737.50
201612-Judite Damasceno-14631.74
344733-Angilica Galante-9609.00
216348-Artur Grillo-19075.04
450540-Delfim Higuera-3212.78
189122-Oliveira Carmona-11349.17
739635-Trajano Fagundes-12058.50
751629-Neeamia Arruda-9863.85
66265-Flamednia Leiria-2090.23
264207-Liana Cardim-14919.46
144139-Basilio Pedroso-4964.77
108483-Almerinda Palmeira-8146.79
195390-Danilo Olaio-8490.23
236849-Romo Paranage-10762.40
10615-Henrique Bento-14536.90
838542-Danilo Olaio-2683.96
599368-Cassandra Varejo-8261.35
508013-Joaquim Rufino-6774.03
10834-Oliveira Senchez-11114.70
746078-Antonio Castelo-17377.34
360989-Sofras Cuaresma-7573.94
726405-Clara Alcantara-3980.19
265707-Feledcia Peassego-20972.15
737286-Lina Andrade-10799.68
712368-Mercia Caeira-14179.78
965119-Heleedsa Marins-11093.33
651397-Branco Saraba-5334.49
187118-Augusta Paio-9139.57
624422-Dulce Froes-10409.68
85149-Adelino Barra-1062.30
491360-Augusta Paio-3985.91
890997-Armanda Amorim-8443.18
969320-Honorina Lira-7591.00
587413-Estanislau Beserra-11038.37
445274-Taercio Mafra-16385.49
509793-Flamednia Leiria-5370.31
970094-Lina Andrade-10816.82
565812-Telma Villalobos-1833.86
81279-Angilica Galante-9760.10
66410-Almerinda Palmeira-15210.95
301764-Spnia ou Sonia Guerreiro-11631.03
931479-Quintiliano Sousa de Arronches-3985.10
580391-Quintino Alcantara-419.96
476594-Artur Grillo-9425.83
340585-Nuno Balsemeo-20290.29
182979-Fulvio Villegas-4600.55
875022-Neeamia Arruda-7990.25
532434-Armanda Amorim-17245.91
630524-Polibe Olivares-17666.72
729184-Filomena Barrios-20367.38
541786-Cassandra Varejo-21250.40
462025-Ubaldo Mainha-6414.88
183602-Flamednia Leiria-1315.85
37633-Aludsio Sosa-5450.61
212347-Tibofarcio Camacho-8144.02
969169-Odete Vasques-2101.01
756866-Zulmira Becerra-19889.76
226835-Ermelinda Quintela-2420.25
82547-Aludsio Sosa-1781.72
464776-Elisa Themes-6909.01
458670-Danilo Olaio-18864.43
555590-Henrique Bento-20159.05
162885-Micaela Chavez-19236.05
766228-Oliveira Carmona-2211.59
469384-Neuza Francia-1598.88
717627-Trajano Fagundes-12308.57
20751-Tibefarcio Colao-18236.14
348849-Daniel Vieyra-8723.57
784087-Silvio Mata-7079.56
407743-Regina Barcellos-1589.37
286228-Armanda Amorim-7463.96
204954-Neeamia Arruda-14859.51
644456-Rodolfo Paz-6286.30
152421-Danilo Olaio-3639.13
721795-Nuno Balsemeo-16343.82
209515-Sara Lameiras-266.16
798560-Artur Grillo-2956.37
880304-Elisa Themes-10929.86
987181-Zungela Ipiranga-19957.70
266067-Trajano Fagundes-4756.94
446147-Letedcia Gago-7169.80
585559-Marilda Leio-5497.02
146329-Judite Damasceno-6153.46
828410-Danilo Olaio-10454.99
185789-Emedlia Silvera-2377.37
914459-Odete Vasques-11539.46
16295-Leonidas Mafra-18567.45
731809-Gaudancio Fiees-401.41
320542-Clara Alcantara-2411.29
381393-Eurico Siqueira-4903.95
862786-Spnia ou Sonia Guerreiro-14788.41
256095-Tibofarcio Camacho-7979.43
116910-Adelina Quadros-4636.05
91765-Delfina Perdigon-2519.50
495943-Leonidas Mafra-3841.36
798830-Heleedsa Marins-10200.50
718053-Jorgina Bogalho-12430.67
274363-Lina Andrade-7293.15
816610-Heleedsa Marins-3511.52
645232-Andreia Moita-8165.33
684324-Lina Andrade-1369.12
703763-Oliveira Senchez-12061.68
424855-Clarindo Areosa-12152.85
492055-Romo Paranage-7928.93
574136-Delfina Perdigon-3029.06
392894-Emedlio Pimentel-13797.05
674196-Telma Villalobos-19024.22
700249-Judite Damasceno-192.13
384061-Armanda Amorim-11180.30
680110-Augusta Paio-7521.92
887167-Andreia Moita-15448.76
935028-Tibofarcio Camacho-20655.80
441955-Estanislau Beserra-7165.21
554279-Joaquim Rufino-2605.29
616761-Lina Andrade-17431.03
331542-Honorina Lira-11070.13
96731-Urbano Rodrigues-16536.87
928621-Aludsio Sosa-9449.03
591727-Oliveira Carmona-11682.88
406591-Polibe Olivares-4174.84
754607-Judite Damasceno-13303.71
14912-Urbano Rodrigues-10908.22
959955-Trajano Fagundes-4967.81
706646-Ximena Castilho-118.51
346750-Telma Villalobos-20354.68
892563-Quintiliano Sousa de Arronches-5093.16
142914-Armanda Amorim-7484.13
848562-Guida Juca-18483.41
251166-Trajano Fagundes-2434.49
200040-Adelino Barra-5798.56
856768-Delfina Perdigon-15266.11
389323-Sidfnio Frois-10731.42
17819-Zungela Ipiranga-4256.18
167113-Trajano Fagundes-7993.25
361962-Adelina Quadros-8396.72
660152-Henrique Bento-8495.64
487281-Domingos Pas-612.23
517545-Sidfnio Frois-3770.72
451193-Moaci Mendoa-18163.23
672287-Estanislau Beserra-12020.40
893640-Odete Vasques-14338.96
486069-Mercia Caeira-19092.86
417306-Carminda Morais-3988.20
645657-Camila Gabeira-19139.87
209051-Carminda Morais-2728.65
756951-Dulce Froes-15135.25
620901-Anfnia Seixas-3005.29
413984-Henrique Bento-4350.47
548468-Antonio Viegas-7144.98
648786-Manuel Capiperibe-1596.86
605177-Domingos Pas-13355.80
688600-Oliveira Carmona-12775.82
913968-Ermelinda Quintela-10765.16
757587-Micaela Chavez-12291.62
442457-Jussara Varanda-17473.71
798976-Henrique Bento-3716.44
236059-Delfim Higuera-19062.65
380269-Heleedsa Marins-6571.95
112871-Basilio Pedroso-6202.60
168681-Odete Vasques-20389.09
296795-Moaci Mendoa-11980.31
804926-Emiliana Foquio-17717.19
631452-Lurdes Cotrim-5381.50
277841-Trajano Fagundes-704.23
427558-Delfina Garcia de Gondim-11678.66
442565-Artur Grillo-3751.81
983016-Judite Damasceno-6894.17
568895-Quintino Alcantara-243.14
201396-Oliveira Senchez-9044.27
331712-Leonidas Mafra-8511.12
148483-Camila Gabeira-10664.09
61701-Dulce Froes-8367.30
73788-Armanda Amorim-20713.61
602049-Elisa Themes-8741.56
808494-Marilda Leio-13065.83
385822-Neeamia Arruda-14940.26
