291010-Almor Caiado-20859.33
334834-Delfina Perdigon-15817.03
894782-Marilda Leio-1941.45
831409-Daniel Vieyra-21403.93
688631-Nuno Balsemeo-17430.01
5027-Artur Grillo-15615.69
874820-Moaci Mendoa-19204.08
888623-Neuza Francia-20500.78
815907-Filomena Barrios-5386.51
791462-Neuza Francia-7381.86
316790-Micaela Chavez-18542.43
917807-Clara Alcantara-5700.94
450336-Delfim Higuera-9639.89
646651-Basilio Pedroso-11708.21
307377-Edgar Carvalheiro-20525.09
844399-Elisa Themes-16380.31
993314-Tibofarcio Camacho-20929.05
474332-Armanda Amorim-15953.10
60052-Emiliana Foquio-8166.43
480195-Telma Villalobos-1259.50
900763-Polibe Olivares-7432.67
537081-Guida Juca-9941.85
360003-Henrique Bento-5401.52
844082-Armindo Castalo-19607.98
237750-Angilica Galante-18206.22
149135-Delfina Perdigon-8049.83
146220-Clara Alcantara-4344.93
551511-Tibofarcio Camacho-16379.67
67875-Moaci Mendoa-18280.27
718809-Jonatas Felgueiras-4950.24
72552-Tabalipa Duarte-2914.41
185880-Polibe Olivares-4509.78
393628-Aludsio Sosa-4078.54
106930-Dulce Froes-3562.15
640843-Eurico Siqueira-2889.69
200350-Adelina Quadros-19491.18
306831-Oliveira Carmona-4557.80
318754-Edgar Carvalheiro-20243.32
673797-Tibofarcio Camacho-1149.16
671515-Heleedsa Marins-17086.35
619724-Odete Vasques-11012.24
835212-Odilia Camello-1469.26
752140-Dulce Froes-15633.20
820844-Clarindo Areosa-20194.27
204328-Neeamia Arruda-5385.84
726320-Zungela Ipiranga-13207.84
231220-Joaquim Rufino-17090.91
228694-Branco Saraba-16489.26
709426-Letedcia Gago-5881.16
733470-Angelica Aranha-14907.88
297371-Armanda Amorim-1879.24
785542-Ximena Castilho-17177.59
767768-Marilda Leio-6320.27
87699-Leonidas Mafra-17658.48
138474-Ximena Castilho-6375.69
157843-Esperada Cardoso-12152.95
811294-Leonidas Mafra-90.43
245047-Ermelinda Quintela-17482.72
43316-Armanda Amorim-16284.97
241273-Jussara Varanda-14777.47
590431-Clara Alcantara-17910.45
163343-Judite Damasceno-7123.46
178593-Danilo Olaio-8401.14
513456-Taercio Mafra-4347.18
791214-Tibofarcio Camacho-19998.57
169063-Liana Cardim-15295.31
331001-Guida Juca-9728.59
100212-Romo Paranage-7856.20
795449-Ubaldo Mainha-8446.63
123213-Quintino Alcantara-12649.05
755021-Sofras Cuaresma-16074.95
794243-Emiliana Foquio-8261.75
625149-Almor Caiado-12153.53
483527-Odete Vasques-433.83
190222-Micaela Chavez-14771.74
982265-Judite Damasceno-17603.43
585976-Esperada Cardoso-661.91
716224-Celeste Duarte-2512.91
150759-Odilia Bello-18170.86
82654-Flor Portella-10567.26
761733-Adelina Quadros-16084.81
518070-Honorina Lira-15127.92
620856-Flamednia Leiria-3399.33
837859-Flamednia Leiria-8694.17
289482-Anfnia Seixas-5721.23
597847-Estanislau Beserra-856.22
953501-Odete Vasques-6252.08
684092-Artur Grillo-524.40
34665-Liana Cardim-1155.91
48538-Branco Saraba-2956.74
483334-Guida Juca-20704.36
929486-Oliveira Carmona-7884.70
550337-Henrique Bento-14570.91
524480-Judite Damasceno-6214.45
398075-Dulce Froes-8637.34
445985-Danilo Olaio-20363.32
869976-Heleedsa Marins-13738.02
968347-Urbano Rodrigues-19964.86
357662-Almor Caiado-3950.37
349721-Melinda Roserio-17090.86
584090-Antonio Viegas-7610.85
299438-Danilo Olaio-13060.15
839064-Henrique Bento-20225.65
795415-Elisa Themes-19786.06
168369-Henrique Bento-12175.21
180852-Artur Grillo-12164.83
815130-Rebeca Neto-15883.53
173531-Tarrataca Soares-2518.38
455928-Melinda Roserio-17531.95
329431-Delfina Perdigon-14670.61
393047-Regina Barcellos-4501.62
892157-Moaci Mendoa-3109.78
377535-Filomena Barrios-4148.17
470037-Henrique Bento-11016.12
491170-Sofras Cuaresma-10932.97
279472-Angelica Aranha-9619.94
400086-Jussara Varanda-7933.25
839217-Honorina Lira-12124.99
764606-Manuel Capiperibe-1244.71
243622-Fulvio Villegas-19398.01
324803-Carminda Morais-5117.10
491484-Romo Paranage-581.19
673150-Antonio Viegas-13674.96
452844-Andreia Moita-16019.66
355046-Neeamia Arruda-13829.74
777832-Telma Villalobos-15742.53
683538-Feledcia Peassego-20646.53
974845-Clarindo Areosa-20804.92
587396-Esperada Cardoso-14707.73
427910-Dulce Froes-6305.33
329756-Polibe Olivares-12688.58
393375-Quintiliano Sousa de Arronches-19993.50
434557-Artur Grillo-19805.39
808720-Estanislau Beserra-10875.08
794925-Spnia ou Sonia Guerreiro-12988.63
77895-Judite Damasceno-16846.41
871185-Lina Andrade-13138.41
506278-Sara Lameiras-17748.16
640353-Melinda Roserio-11719.20
245691-Neuza Francia-12583.48
168075-Delfina Garcia de Gondim-13536.77
800551-Odete Vasques-19080.71
551628-Branco Saraba-10850.22
315194-Anind Zarco-14468.30
44934-Ximena Castilho-19476.25
781073-Camila Gabeira-15332.20
254027-Quintiliano Sousa de Arronches-11656.07
412939-Elisa Themes-16381.13
580674-Ermelinda Quintela-20157.54
38191-Adelina Quadros-2755.16
29111-Odete Vasques-5046.84
878239-Branco Saraba-10674.84
593411-Celeste Duarte-20220.36
880480-Urbano Rodrigues-4408.68
675940-Ximena Castilho-734.29
334837-Fulvio Villegas-1552.10
151355-Quintino Alcantara-1129.80
325384-Feledcia Peassego-20113.93
831769-Leonidas Mafra-14884.90
257907-Moaci Mendoa-150.45
548059-Heleedsa Marins-3690.74
515631-Emedlia Silvera-16719.52
70348-Heleedsa Marins-16280.62
163121-Leonidas Mafra-704.59
86318-Jorgina Bogalho-2341.35
667567-Celeste Duarte-12704.70
468413-Neeamia Arruda-5691.37
392743-Anind Zarco-15914.63
430485-Odilia Camello-18172.95
738343-Domingos Pas-2710.69
78361-Zulmira Becerra-3586.17
585910-Letedcia Gago-12861.32
610597-Delfina Garcia de Gondim-6667.19
671346-Dulce Froes-17328.82
599705-Oliveira Carmona-16364.85
956958-Angilica Galante-1776.69
40532-Urbano Rodrigues-10371.37
588101-Celeste Duarte-10855.30
561661-Augusta Paio-19609.60
25534-Branco Saraba-13842.15
534264-Quintino Alcantara-17782.94
116962-Clara Alcantara-15003.96
168220-Artur Grillo-16180.06
797800-Regina Barcellos-20056.78
886183-Basilio Pedroso-9567.94
109309-Cassandra Varejo-6922.67
318369-Emedlio Pimentel-13673.08
148365-Guida Juca-9474.12
473738-Fulvio Villegas-14439.74
93553-Sofras Cuaresma-505.16
298422-Esperada Cardoso-10770.50
120052-Jorgina Bogalho-5976.83
74074-Micaela Chavez-2843.68
263541-Cleusa Goes-17651.66
335221-Spnia ou Sonia Guerreiro-8155.68
408138-Lurdes Cotrim-19646.77
666210-Carminda Morais-405.12
545146-Quintino Alcantara-20546.61
986747-Henrique Bento-10086.51
388792-Letedcia Gago-8672.60
522330-Regina Barcellos-19015.59
949368-Micaela Chavez-1751.95
804874-Clarindo Areosa-12692.69
666739-Edgar Carvalheiro-15555.33
722663-Daniel Vieyra-6193.85
572351-Rebeca Neto-973.09
205464-Almerinda Palmeira-1669.75
146184-Filomena Barrios-18655.20
15314-Odilia Bello-19835.07
374517-Jussara Varanda-3344.12
732974-Armindo Castalo-4499.35
174006-Cleusa Goes-19608.84
781871-Lurdes Cotrim-20726.89
757494-Spnia ou Sonia Guerreiro-2558.72
931379-Esperada Cardoso-6635.95
157004-Delfina Garcia de Gondim-21051.67
92735-Delfim Higuera-9778.89
540589-Daniel Vieyra-7965.51
648931-Camila Gabeira-3610.83
924203-Anind Zarco-11154.57
976310-Oliveira Senchez-9627.07
587324-Marilda Leio-9798.81
393648-Daniel Vieyra-17646.63
985709-Delfim Higuera-14539.37
627048-Tibefarcio Colao-18128.68
652886-Lina Andrade-15095.41
987714-Flor Portella-3611.50
297742-Armindo Castalo-5556.91
644467-Guida Juca-20003.40
14638-Joaquim Rufino-14087.80
313398-Domingos Pas-17957.57
30373-Moaci Mendoa-7678.60
147637-Celeste Duarte-6477.70
470062-Oliveira Senchez-5572.72
180741-Anind Zarco-20519.00
969633-Ximena Castilho-14560.69
958145-Celeste Duarte-10145.73
835390-Emiliana Foquio-8943.87
263903-Domingos Pas-8135.48
291703-Rodolfo Paz-6080.79
776955-Tibofarcio Camacho-6123.92
968985-Delfina Garcia de Gondim-12764.23
558151-Artur Grillo-2660.86
326324-Lina Andrade-18015.56
547352-Angilica Galante-18437.37
636260-Tibefarcio Colao-10562.23
782758-Tibofarcio Camacho-15441.81
79579-Ermelinda Quintela-21380.17
583666-Henrique Bento-14867.97
427596-Andreia Moita-20990.89
568278-Angelica Aranha-7953.82
982021-Regina Barcellos-6858.67
772501-Urbano Rodrigues-6029.42
817015-Clara Alcantara-1637.85
650328-Feledcia Peassego-8223.32
899487-Gaudancio Fiees-964.85
217379-Fulvio Villegas-16432.67
624422-Sofras Cuaresma-15288.63
934711-Rodolfo Paz-3089.63
276361-Rebeca Neto-21313.91
213066-Elisa Themes-19624.76
58224-Oliveira Senchez-15979.74
809505-Neeamia Arruda-18057.46
163601-Estanislau Beserra-10860.80
590575-Armindo Castalo-21437.30
271168-Guaraci Damasceno-5881.46
175015-Eurico Siqueira-228.80
776612-Basilio Pedroso-14625.04
911349-Leonidas Mafra-15064.39
359482-Guida Juca-9682.31
896362-Neeamia Arruda-4559.61
331647-Manuel Capiperibe-5820.19
150674-Letedcia Gago-4753.45
395243-Neuza Francia-4020.25
940734-Leonidas Mafra-161.32
818147-Emedlio Pimentel-11614.03
180095-Flor Portella-5990.94
325687-Delfim Higuera-20208.71
334503-Clara Alcantara-11222.99
822913-Quintino Alcantara-15376.58
218513-Aludsio Sosa-10710.71
89582-Almor Caiado-5179.19
450845-Liana Cardim-5640.70
591154-Neuza Francia-18124.65
294822-Aludsio Sosa-1319.22
761233-Lurdes Cotrim-6397.40
373521-Edgar Carvalheiro-12849.20
865417-Neuza Francia-15632.46
377697-Jorgina Bogalho-8560.97
328719-Odilia Bello-16199.20
27549-Angelica Aranha-16911.38
687253-Silvio Mata-8847.44
366057-Feledcia Peassego-7987.11
906168-Tibefarcio Colao-10913.02
954837-Quintiliano Sousa de Arronches-7011.14
651693-Anfnia Seixas-17718.75
751554-Tarrataca Soares-5967.65
462139-Jussara Varanda-14936.30
43707-Daniel Vieyra-16300.08
440312-Liana Cardim-3648.53
11436-Angilica Galante-8138.80
653442-Esperada Cardoso-12855.68
214329-Micaela Chavez-2144.50
361122-Zungela Ipiranga-2233.56
489066-Jonatas Felgueiras-17143.11
22543-Ximena Castilho-4084.79
812405-Lina Andrade-17622.31
38746-Tibefarcio Colao-20796.93
510901-Celeste Duarte-12342.53
596078-Neeamia Arruda-3482.10
600838-Moaci Mendoa-9592.21
260045-Neuza Francia-19908.74
179635-Delfina Garcia de Gondim-18136.05
810453-Jonatas Felgueiras-9914.83
743652-Odilia Camello-13369.72
306760-Sara Lameiras-8345.11
744658-Adelina Quadros-1238.39
463570-Jonatas Felgueiras-4898.78
328914-Odete Vasques-13483.89
202035-Zulmira Becerra-14079.85
444356-Manuel Capiperibe-1411.02
567074-Cassandra Varejo-13863.62
257442-Liana Cardim-17335.42
914222-Cassandra Varejo-19813.52
410878-Adelina Quadros-10736.12
251303-Cleusa Goes-18589.19
570839-Aludsio Sosa-18141.80
121039-Sara Lameiras-15361.60
396748-Antonio Castelo-3710.05
925319-Neeamia Arruda-20962.07
663418-Moaci Mendoa-6341.68
138832-Lina Andrade-10937.35
488652-Ermelinda Quintela-4655.09
476263-Cassandra Varejo-11114.23
430083-Angilica Galante-11073.50
388236-Judite Damasceno-201.18
856912-Armanda Amorim-4056.89
164868-Estanislau Beserra-18788.10
350851-Sofras Cuaresma-767.23
442114-Armindo Castalo-5286.48
518384-Almerinda Palmeira-14353.12
213202-Armanda Amorim-16084.51
270262-Neeamia Arruda-8914.56
385551-Ximena Castilho-10979.32
369523-Angilica Galante-10718.78
965830-Cassandra Varejo-27.83
513937-Odilia Camello-8726.40
242149-Branco Saraba-16578.05
646740-Anfnia Seixas-7006.72
56625-Cassandra Varejo-14971.14
190191-Almerinda Palmeira-11601.49
491793-Marilda Leio-19783.62
44857-Rodolfo Paz-10431.48
106827-Anfnia Seixas-880.50
591924-Daniel Vieyra-10944.20
943731-Quintiliano Sousa de Arronches-8409.02
413551-Feledcia Peassego-11864.16
88576-Danilo Olaio-17976.58
573493-Manuel Capiperibe-20633.05
781402-Melinda Roserio-2068.78
637623-Honorina Lira-4720.68
321925-Tibofarcio Camacho-13455.60
973140-Gaudancio Fiees-17736.05
79921-Joaquim Rufino-742.28
634883-Rodolfo Paz-16538.20
68108-Fulvio Villegas-11772.80
800538-Taercio Mafra-8122.10
656379-Flor Portella-9642.98
349557-Emedlia Silvera-13648.72
198219-Honorina Lira-20906.53
193536-Leonidas Mafra-15228.07
337539-Antonio Viegas-10966.46
359782-Carminda Morais-2731.35
530528-Jonatas Felgueiras-20912.15
268032-Neuza Francia-12063.66
909114-Armanda Amorim-8379.51
485011-Antonio Castelo-9887.51
476958-Emiliana Foquio-3839.24
127102-Almor Caiado-6812.74
114889-Oliveira Senchez-4339.88
980592-Neeamia Arruda-11391.82
914402-Trajano Fagundes-18095.19
924464-Letedcia Gago-1283.95
539284-Taercio Mafra-14339.26
382040-Mercia Caeira-15191.94
77360-Guida Juca-14786.19
52624-Mercia Caeira-56.21
237735-Neeamia Arruda-4340.98
721270-Quintiliano Sousa de Arronches-2667.41
109425-Letedcia Gago-15668.56
150900-Cleusa Goes-2463.53
516022-Dulce Froes-10722.67
526715-Cassandra Varejo-10951.92
188824-Ermelinda Quintela-20887.31
65918-Estanislau Beserra-19796.29
341937-Angilica Galante-2742.23
52285-Spnia ou Sonia Guerreiro-2972.76
30204-Cleusa Goes-7135.14
932074-Basilio Pedroso-3397.51
623803-Henrique Bento-5408.61
787260-Polibe Olivares-12600.12
165037-Aludsio Sosa-18725.28
61968-Heleedsa Marins-13275.71
354188-Quintino Alcantara-20457.59
572225-Zungela Ipiranga-18233.42
16817-Rodolfo Paz-18666.84
80724-Spnia ou Sonia Guerreiro-8662.52
765311-Delfina Garcia de Gondim-19582.82
63888-Flor Portella-12317.31
587204-Elisa Themes-15153.55
482854-Clara Alcantara-10956.58
247782-Silvio Mata-11118.23
280039-Basilio Pedroso-12258.85
504088-Odete Vasques-15662.39
975567-Urbano Rodrigues-14193.28
592866-Leonidas Mafra-1568.61
949699-Angelica Aranha-14049.42
65986-Antonio Castelo-8742.24
212167-Tarrataca Soares-11462.88
109511-Clarindo Areosa-3403.91
867444-Nuno Balsemeo-233.90
153218-Adelino Barra-4416.38
482856-Jorgina Bogalho-5199.18
383073-Eurico Siqueira-13534.22
75396-Letedcia Gago-7359.14
109392-Tibofarcio Camacho-6470.23
343350-Almerinda Palmeira-13609.73
829557-Cleusa Goes-10275.55
114568-Silvio Mata-3602.84
646809-Joaquim Rufino-18463.93
50085-Daniel Vieyra-17317.77
111655-Rodolfo Paz-12764.47
512908-Oliveira Senchez-2054.46
799461-Antonio Viegas-19938.29
841854-Armanda Amorim-974.21
212311-Sofras Cuaresma-6345.30
960355-Andreia Moita-11768.73
650357-Augusta Paio-4432.19
80333-Trajano Fagundes-3918.50
797819-Elisa Themes-1070.14
422723-Nuno Balsemeo-11040.64
921549-Daniel Vieyra-1836.92
574782-Tabalipa Duarte-6052.05
146109-Quintiliano Sousa de Arronches-14470.04
139620-Lurdes Cotrim-21278.46
563584-Telma Villalobos-19195.75
10869-Branco Saraba-9790.51
947526-Jorgina Bogalho-7112.18
439542-Anfnia Seixas-19902.98
731787-Quintino Alcantara-16676.12
417420-Rodolfo Paz-835.51
396590-Telma Villalobos-15564.73
338867-Anind Zarco-855.64
210756-Eurico Siqueira-4857.10
944385-Daniel Vieyra-19628.50
98798-Oliveira Carmona-9579.30
783388-Quintino Alcantara-2654.57
857857-Flamednia Leiria-12464.05
635410-Feledcia Peassego-6333.60
779671-Leonidas Mafra-9340.92
937450-Almor Caiado-18475.10
675183-Flor Portella-8104.23
104525-Cassandra Varejo-12467.61
738386-Andreia Moita-12144.89
376226-Manuel Capiperibe-5599.49
892603-Jussara Varanda-15280.48
983478-Camila Gabeira-4583.48
641908-Lina Andrade-6752.06
518252-Flamednia Leiria-4743.58
725545-Artur Grillo-2476.54
545256-Letedcia Gago-1021.07
916459-Filomena Barrios-11417.83
760703-Flamednia Leiria-14028.87
685475-Aludsio Sosa-14906.25
320532-Henrique Bento-7045.18
321846-Guaraci Damasceno-11724.11
253002-Edgar Carvalheiro-5189.10
157572-Oliveira Carmona-18705.52
466732-Rebeca Neto-16435.87
136376-Lina Andrade-18283.12
414642-Telma Villalobos-19448.58
718951-Aludsio Sosa-20767.74
445893-Ubaldo Mainha-16330.51
934337-Cassandra Varejo-6992.53
427741-Oliveira Senchez-19085.74
386844-Rodolfo Paz-7814.12
394091-Nuno Balsemeo-4231.81
749223-Augusta Paio-10993.39
826449-Basilio Pedroso-19088.05
261181-Manuel Capiperibe-13374.58
349441-Micaela Chavez-3193.89
545031-Danilo Olaio-7021.08
39487-Flamednia Leiria-11485.54
420982-Emedlio Pimentel-7580.05
944254-Armindo Castalo-7449.49
985529-Emedlio Pimentel-16693.36
953763-Artur Grillo-7642.46
832433-Basilio Pedroso-6355.12
779800-Henrique Bento-19583.38
830468-Lurdes Cotrim-9121.16
193630-Branco Saraba-20394.65
447247-Odilia Camello-11475.27
475074-Clara Alcantara-15255.66
70517-Armanda Amorim-2815.03
435405-Flamednia Leiria-10534.48
373918-Odete Vasques-2509.49
240607-Tarrataca Soares-11939.03
288473-Emedlia Silvera-1062.52
675089-Domingos Pas-10060.32
899891-Angelica Aranha-12418.62
582904-Oliveira Senchez-4945.72
655122-Oliveira Senchez-7090.20
835495-Augusta Paio-18144.95
86269-Esperada Cardoso-11490.81
341781-Mercia Caeira-15595.17
62476-Daniel Vieyra-6594.07
635199-Guaraci Damasceno-13776.48
937689-Jorgina Bogalho-19899.36
784576-Armanda Amorim-14481.28
969606-Esperada Cardoso-16610.28
270312-Ubaldo Mainha-18186.10
552487-Adelina Quadros-927.82
877514-Domingos Pas-14806.17
284882-Quintino Alcantara-6882.20
195572-Sidfnio Frois-6210.78
553839-Lina Andrade-20241.41
861564-Tibofarcio Camacho-1242.92
588863-Guaraci Damasceno-21282.30
568169-Flor Portella-815.31
95633-Edgar Carvalheiro-2375.00
485371-Odilia Camello-13607.71
447367-Tabalipa Duarte-11958.40
945219-Henrique Bento-8902.33
937649-Rodolfo Paz-19695.18
527880-Ximena Castilho-4202.30
151316-Telma Villalobos-15907.84
181876-Romo Paranage-14371.62
860167-Augusta Paio-11532.67
507366-Cleusa Goes-8453.52
282210-Estanislau Beserra-15194.47
600942-Moaci Mendoa-1224.49
46468-Sidfnio Frois-14438.96
273908-Basilio Pedroso-18978.42
635111-Sara Lameiras-11512.96
216344-Odilia Camello-3533.40
875742-Honorina Lira-10634.91
192132-Ximena Castilho-17936.73
800714-Leonidas Mafra-17740.50
155529-Tarrataca Soares-8470.73
557505-Aludsio Sosa-4608.72
943544-Tibofarcio Camacho-1289.89
616662-Fulvio Villegas-16700.36
645698-Nuno Balsemeo-8818.26
908166-Ximena Castilho-13924.61
688949-Almor Caiado-17426.77
216323-Danilo Olaio-4060.69
44126-Polibe Olivares-15542.62
550275-Gaudancio Fiees-10165.79
323633-Rodolfo Paz-9212.51
448722-Dulce Froes-13498.08
537527-Clarindo Areosa-3922.68
591770-Emedlia Silvera-15568.85
26116-Jussara Varanda-17445.30
334838-Estanislau Beserra-18454.38
939235-Augusta Paio-16816.44
399891-Ermelinda Quintela-16733.77
351769-Estanislau Beserra-12639.37
493097-Liana Cardim-18904.87
