788825-Zungela Ipiranga-855.27
550773-Adelino Barra-16605.39
701874-Jussara Varanda-16662.78
967881-Oliveira Senchez-13909.52
681030-Angilica Galante-18719.56
246774-Trajano Fagundes-1327.50
161287-Jussara Varanda-21096.69
560666-Jussara Varanda-16228.32
716238-Basilio Pedroso-10627.45
792922-Cleusa Goes-4054.77
879536-Aludsio Sosa-2086.43
613880-Emiliana Foquio-3111.94
984533-Antonio Castelo-9298.96
946941-Ermelinda Quintela-18298.64
288468-Armindo Castalo-450.61
656375-Jonatas Felgueiras-19563.08
644668-Romo Paranage-2339.85
995975-Odilia Bello-8145.46
623131-Almor Caiado-11972.62
32399-Tarrataca Soares-11005.72
583423-Quintino Alcantara-13304.51
410028-Estanislau Beserra-9435.81
291862-Oliveira Senchez-20745.66
968073-Flor Portella-10390.29
112563-Flamednia Leiria-15923.18
729828-Neeamia Arruda-7944.90
580284-Romo Paranage-4826.51
132618-Manuel Capiperibe-10576.47
517090-Dulce Froes-20622.71
162946-Oliveira Senchez-768.19
285635-Almerinda Palmeira-4024.03
51413-Artur Grillo-17458.13
11053-Lina Andrade-14726.21
382780-Gaudancio Fiees-12491.05
134476-Jorgina Bogalho-3187.34
430819-Emiliana Foquio-5534.64
67641-Emedlio Pimentel-20860.44
173523-Moaci Mendoa-5836.93
341837-Danilo Olaio-19642.10
288821-Silvio Mata-8478.90
807396-Nuno Balsemeo-19351.75
293450-Elisa Themes-11397.43
360865-Antonio Castelo-9202.71
510525-Marilda Leio-591.70
689371-Delfina Perdigon-3863.04
218576-Polibe Olivares-19467.35
721811-Anind Zarco-2543.19
392799-Leonidas Mafra-19854.92
711165-Henrique Bento-15123.51
332744-Tarrataca Soares-321.56
257230-Augusta Paio-7929.63
100752-Angelica Aranha-8302.57
756986-Honorina Lira-10876.18
550497-Delfim Higuera-14921.28
965712-Regina Barcellos-9353.34
115194-Aludsio Sosa-10095.52
728770-Neeamia Arruda-3617.91
903078-Anfnia Seixas-16221.83
770736-Estanislau Beserra-15534.11
365187-Telma Villalobos-702.60
365728-Ermelinda Quintela-15445.17
541643-Spnia ou Sonia Guerreiro-20836.18
977049-Heleedsa Marins-12858.91
199352-Tarrataca Soares-6239.58
74980-Adelina Quadros-13469.24
771112-Estanislau Beserra-16260.39
718568-Telma Villalobos-20147.68
468637-Tibefarcio Colao-3041.87
743898-Liana Cardim-13729.58
369838-Clarindo Areosa-7428.40
667980-Neeamia Arruda-14092.05
413018-Mercia Caeira-10122.63
931105-Aludsio Sosa-6917.57
583106-Esperada Cardoso-13679.56
363195-Emedlio Pimentel-9525.47
993447-Quintiliano Sousa de Arronches-19793.18
176087-Eurico Siqueira-21000.37
665629-Rodolfo Paz-15690.22
338521-Antonio Castelo-2242.82
938632-Delfina Garcia de Gondim-17256.52
282355-Daniel Vieyra-18103.20
175976-Branco Saraba-12712.49
203896-Liana Cardim-9386.97
123100-Jorgina Bogalho-19002.80
438-Dulce Froes-13531.60
317974-Celeste Duarte-2326.69
190903-Rebeca Neto-16958.45
347995-Danilo Olaio-18095.11
692329-Odete Vasques-483.66
994640-Jussara Varanda-1133.05
652821-Odete Vasques-20745.87
32598-Letedcia Gago-10342.79
675616-Guida Juca-12234.83
75275-Ximena Castilho-17806.06
947280-Taercio Mafra-11821.23
882963-Estanislau Beserra-7749.57
137084-Clara Alcantara-376.65
944563-Emedlia Silvera-9850.13
806741-Neuza Francia-17737.05
434812-Emiliana Foquio-16292.16
231319-Anind Zarco-12943.85
864242-Leonidas Mafra-309.34
746599-Jonatas Felgueiras-9986.10
842199-Judite Damasceno-5942.01
734149-Telma Villalobos-1856.65
785643-Joaquim Rufino-7255.48
506482-Nuno Balsemeo-20456.85
105457-Emedlio Pimentel-19511.46
215492-Domingos Pas-20109.53
691460-Branco Saraba-3019.04
471995-Daniel Vieyra-6971.35
355803-Sidfnio Frois-7119.99
35213-Antonio Viegas-16177.46
197769-Armanda Amorim-581.05
482923-Fulvio Villegas-808.39
407465-Filomena Barrios-8916.24
289369-Oliveira Carmona-5756.47
835892-Clara Alcantara-8287.53
395028-Antonio Viegas-13129.68
175458-Antonio Castelo-20766.60
688176-Sidfnio Frois-10856.48
102353-Guaraci Damasceno-4145.20
934237-Lurdes Cotrim-10975.55
892148-Oliveira Senchez-632.69
567712-Esperada Cardoso-12397.52
391857-Fulvio Villegas-15141.60
280251-Silvio Mata-16614.49
369978-Emedlio Pimentel-17192.85
605600-Danilo Olaio-5251.96
826562-Delfina Garcia de Gondim-20003.72
951326-Quintino Alcantara-13315.76
211210-Domingos Pas-19606.79
470457-Guida Juca-17711.29
992018-Emiliana Foquio-17615.38
618094-Flor Portella-3786.22
599184-Nuno Balsemeo-21030.14
688229-Moaci Mendoa-12178.10
940767-Almerinda Palmeira-19161.80
945903-Nuno Balsemeo-18543.02
435481-Ximena Castilho-8956.45
100962-Zungela Ipiranga-14895.97
930692-Angilica Galante-383.24
764122-Andreia Moita-15487.95
669170-Almerinda Palmeira-11963.03
843605-Armanda Amorim-11864.37
286701-Dulce Froes-16000.37
889571-Jorgina Bogalho-11812.41
457938-Almerinda Palmeira-5056.98
827692-Judite Damasceno-4021.61
393863-Celeste Duarte-361.12
364612-Manuel Capiperibe-14842.13
395411-Micaela Chavez-15371.44
137671-Quintiliano Sousa de Arronches-6094.24
9276-Lina Andrade-19460.94
451430-Emedlio Pimentel-13154.54
999142-Heleedsa Marins-21047.40
593325-Flor Portella-15331.46
997879-Angelica Aranha-12621.21
99133-Clarindo Areosa-8634.65
502687-Oliveira Carmona-8623.75
584161-Estanislau Beserra-11117.39
745823-Flor Portella-7956.51
747941-Polibe Olivares-18747.89
60970-Quintino Alcantara-18253.14
676930-Sofras Cuaresma-2612.82
246619-Fulvio Villegas-18562.81
852868-Delfina Garcia de Gondim-1233.91
216612-Henrique Bento-5753.89
794970-Neuza Francia-8334.88
17494-Heleedsa Marins-6045.07
868720-Taercio Mafra-7840.91
933260-Henrique Bento-7143.53
658156-Domingos Pas-4336.18
807532-Ermelinda Quintela-14906.79
566910-Oliveira Senchez-7868.72
296247-Anind Zarco-16561.19
765892-Moaci Mendoa-14034.88
414473-Almor Caiado-12102.21
183575-Daniel Vieyra-15820.16
417243-Emiliana Foquio-7735.50
542044-Andreia Moita-9684.18
406238-Almor Caiado-15033.52
437940-Filomena Barrios-17680.10
258470-Honorina Lira-2243.34
909808-Ubaldo Mainha-9659.01
359735-Leonidas Mafra-10131.97
91043-Telma Villalobos-3234.79
729761-Esperada Cardoso-4298.94
241064-Jonatas Felgueiras-4470.77
756789-Neeamia Arruda-12384.94
295976-Almerinda Palmeira-15190.36
926433-Guaraci Damasceno-2529.59
910336-Guida Juca-3833.97
511978-Romo Paranage-16376.55
308681-Delfim Higuera-15460.82
977377-Odete Vasques-3699.58
281035-Angilica Galante-21130.49
588877-Branco Saraba-4562.95
117515-Adelino Barra-2700.52
178272-Rodolfo Paz-2403.25
304993-Aludsio Sosa-9716.21
850047-Moaci Mendoa-11005.48
746694-Neuza Francia-13414.58
169442-Tibefarcio Colao-21279.70
442177-Quintiliano Sousa de Arronches-6557.95
615456-Ximena Castilho-20067.72
985527-Armanda Amorim-13945.70
350986-Tarrataca Soares-2226.75
609955-Sara Lameiras-18487.93
946009-Camila Gabeira-14124.87
776390-Rodolfo Paz-18347.92
159494-Daniel Vieyra-19366.42
17912-Letedcia Gago-10739.05
756880-Mercia Caeira-10145.91
183925-Leonidas Mafra-19830.33
692502-Rebeca Neto-6501.65
158699-Spnia ou Sonia Guerreiro-1766.67
189911-Odilia Bello-8860.18
515901-Daniel Vieyra-10606.28
410436-Henrique Bento-11475.74
113954-Cassandra Varejo-2378.67
471487-Ermelinda Quintela-19980.26
860412-Guida Juca-2385.60
223769-Angelica Aranha-17853.17
589888-Eurico Siqueira-18335.01
234746-Dulce Froes-19291.94
684777-Adelina Quadros-2948.69
704664-Anind Zarco-11910.59
399637-Cassandra Varejo-7790.91
403562-Tibefarcio Colao-14765.01
411065-Jussara Varanda-13761.32
210785-Melinda Roserio-14496.03
685475-Sofras Cuaresma-6499.80
65475-Estanislau Beserra-3187.20
36581-Camila Gabeira-4363.10
557322-Guaraci Damasceno-16585.45
759505-Rebeca Neto-16972.29
628657-Odete Vasques-19469.34
515766-Augusta Paio-4828.50
547138-Guida Juca-13012.54
152430-Silvio Mata-15196.65
624385-Lina Andrade-8253.92
638849-Heleedsa Marins-11550.77
730087-Anind Zarco-14351.43
138626-Judite Damasceno-5326.96
564745-Zungela Ipiranga-4307.69
700944-Clara Alcantara-17795.29
705924-Anfnia Seixas-4606.74
285947-Elisa Themes-16551.90
956914-Carminda Morais-21287.37
129262-Clarindo Areosa-8814.06
466001-Melinda Roserio-2985.46
405913-Delfina Garcia de Gondim-2307.02
325762-Carminda Morais-9164.32
965670-Tibefarcio Colao-19935.70
431877-Estanislau Beserra-10006.51
442776-Flamednia Leiria-20143.52
715850-Andreia Moita-10345.75
923059-Sidfnio Frois-13998.61
980392-Almerinda Palmeira-17418.17
807764-Henrique Bento-13894.63
816239-Spnia ou Sonia Guerreiro-17189.29
216603-Oliveira Carmona-20323.35
694331-Guida Juca-8321.77
347602-Adelino Barra-5846.59
180295-Zulmira Becerra-17260.91
298786-Tibefarcio Colao-16200.50
946230-Manuel Capiperibe-19637.66
783987-Rebeca Neto-4092.05
327823-Liana Cardim-17341.86
608525-Andreia Moita-7975.10
811227-Joaquim Rufino-12663.26
560315-Armanda Amorim-18185.43
10989-Emiliana Foquio-14617.54
409690-Rebeca Neto-16311.01
378691-Jorgina Bogalho-7117.98
515441-Jonatas Felgueiras-12820.96
520886-Anfnia Seixas-8265.59
617300-Celeste Duarte-19533.43
574280-Quintino Alcantara-20226.71
348739-Zungela Ipiranga-10157.96
618996-Antonio Castelo-19616.07
818348-Danilo Olaio-8636.84
385412-Odilia Bello-1002.11
613246-Odilia Camello-5876.21
16578-Neuza Francia-245.16
27283-Almerinda Palmeira-15590.31
88139-Moaci Mendoa-7630.68
947700-Neeamia Arruda-8186.86
496322-Urbano Rodrigues-9782.60
263452-Adelina Quadros-8361.25
24152-Dulce Froes-17817.44
143715-Quintino Alcantara-12390.79
806042-Moaci Mendoa-12404.64
738166-Flor Portella-4705.94
771339-Micaela Chavez-16616.10
118560-Rebeca Neto-971.54
78614-Regina Barcellos-16922.42
597733-Elisa Themes-19681.90
976254-Artur Grillo-13342.03
542002-Esperada Cardoso-15244.66
903502-Leonidas Mafra-11890.06
388334-Danilo Olaio-15941.50
73164-Leonidas Mafra-2634.73
452630-Emedlio Pimentel-8062.11
969126-Fulvio Villegas-5584.98
1343-Ermelinda Quintela-2321.33
581074-Cassandra Varejo-11092.12
229206-Joaquim Rufino-18688.10
563039-Antonio Viegas-1693.02
673205-Celeste Duarte-1808.44
908443-Sara Lameiras-7717.48
404101-Armindo Castalo-17561.36
494879-Sofras Cuaresma-18502.09
49837-Polibe Olivares-11541.78
198574-Angelica Aranha-2556.64
990371-Guida Juca-13266.65
419808-Aludsio Sosa-16312.46
607728-Gaudancio Fiees-19324.75
501833-Filomena Barrios-9015.55
598443-Eurico Siqueira-16642.28
193716-Trajano Fagundes-7616.53
795452-Regina Barcellos-21230.57
547365-Dulce Froes-5450.68
288203-Armanda Amorim-15631.18
239779-Odete Vasques-13528.33
689785-Daniel Vieyra-15758.23
789485-Judite Damasceno-1817.59
101141-Ermelinda Quintela-10103.67
222487-Marilda Leio-17348.69
162481-Ubaldo Mainha-15419.84
946774-Odete Vasques-19561.78
995219-Adelina Quadros-20189.73
179800-Anind Zarco-11770.37
90031-Angelica Aranha-18413.25
178544-Domingos Pas-5230.81
447167-Odilia Camello-20757.71
380893-Polibe Olivares-2890.77
593499-Lina Andrade-5671.78
281488-Polibe Olivares-4839.17
524251-Emedlio Pimentel-2085.95
511347-Micaela Chavez-20695.42
667570-Fulvio Villegas-3960.54
880670-Flamednia Leiria-12392.33
678230-Flor Portella-68.40
593737-Cleusa Goes-5.35
858467-Feledcia Peassego-14759.82
462793-Flamednia Leiria-14648.79
826521-Spnia ou Sonia Guerreiro-15984.73
73733-Clara Alcantara-16617.54
189910-Esperada Cardoso-4087.95
806198-Rodolfo Paz-16513.06
116315-Flamednia Leiria-18559.74
399361-Andreia Moita-9983.71
751756-Henrique Bento-17710.49
429001-Tibefarcio Colao-14421.59
187225-Jorgina Bogalho-13645.34
748919-Liana Cardim-9665.13
870862-Armanda Amorim-4298.56
686901-Andreia Moita-7649.30
419523-Heleedsa Marins-15591.20
747562-Trajano Fagundes-594.42
134143-Angelica Aranha-3695.58
90838-Filomena Barrios-2134.74
764743-Jonatas Felgueiras-7682.26
794945-Antonio Castelo-17276.55
359989-Sofras Cuaresma-14673.58
423394-Jorgina Bogalho-20631.07
366053-Taercio Mafra-16564.95
297817-Cassandra Varejo-8146.98
500174-Andreia Moita-216.34
497376-Eurico Siqueira-16333.81
800769-Filomena Barrios-12770.32
110627-Angelica Aranha-14961.23
791269-Danilo Olaio-13824.04
37277-Zungela Ipiranga-9427.15
442388-Heleedsa Marins-1775.91
897774-Mercia Caeira-5630.15
382579-Honorina Lira-14163.81
723325-Tabalipa Duarte-411.95
993745-Heleedsa Marins-2466.95
900102-Odilia Bello-2941.93
248594-Filomena Barrios-18349.93
155537-Henrique Bento-2826.20
536643-Adelino Barra-9304.12
660021-Almerinda Palmeira-12544.49
438320-Tibefarcio Colao-5494.08
91469-Polibe Olivares-1798.22
368388-Moaci Mendoa-11122.04
656291-Oliveira Carmona-16289.28
642080-Jonatas Felgueiras-3474.38
261629-Artur Grillo-9743.38
778854-Trajano Fagundes-14215.86
327896-Zungela Ipiranga-20587.42
32299-Oliveira Senchez-9517.95
624100-Rodolfo Paz-10164.55
963654-Oliveira Senchez-18328.93
378246-Ubaldo Mainha-5735.01
323975-Gaudancio Fiees-14488.70
650541-Clara Alcantara-18205.26
172115-Flamednia Leiria-3556.84
905223-Mercia Caeira-13709.46
314537-Esperada Cardoso-572.41
749882-Fulvio Villegas-19865.69
289182-Urbano Rodrigues-651.18
756409-Carminda Morais-21177.42
188842-Marilda Leio-4972.22
28869-Polibe Olivares-18236.00
690616-Delfina Perdigon-2174.40
556662-Clara Alcantara-13900.91
866684-Zungela Ipiranga-10877.79
130780-Judite Damasceno-17046.85
216347-Artur Grillo-13875.15
921037-Clarindo Areosa-19712.65
367683-Dulce Froes-15910.71
125631-Tibefarcio Colao-11773.44
338550-Angilica Galante-19845.32
477465-Cassandra Varejo-2670.78
601141-Anfnia Seixas-4997.68
110671-Tibofarcio Camacho-16473.25
662345-Eurico Siqueira-10437.08
898245-Lurdes Cotrim-11838.39
596351-Cleusa Goes-8945.71
535517-Neeamia Arruda-15974.92
559993-Guida Juca-10563.76
185724-Emedlio Pimentel-2230.19
585868-Carminda Morais-1138.73
207727-Odilia Bello-4143.51
945900-Trajano Fagundes-16979.52
124361-Cleusa Goes-11185.79
910004-Flor Portella-4967.58
474944-Tibefarcio Colao-1881.72
240758-Tibefarcio Colao-15637.69
521982-Quintiliano Sousa de Arronches-3858.21
584851-Heleedsa Marins-7883.81
751251-Joaquim Rufino-6890.83
744887-Letedcia Gago-581.85
303659-Delfina Garcia de Gondim-15403.93
940083-Trajano Fagundes-5168.55
344776-Regina Barcellos-14999.79
590752-Armindo Castalo-15848.89
544697-Flamednia Leiria-18593.64
853741-Polibe Olivares-18806.05
734233-Delfim Higuera-8886.43
623562-Nuno Balsemeo-8547.44
889411-Filomena Barrios-12224.96
690115-Sara Lameiras-10217.57
364225-Honorina Lira-895.77
872853-Clarindo Areosa-8405.17
366198-Aludsio Sosa-16268.62
438579-Feledcia Peassego-19484.53
785044-Clara Alcantara-7015.14
787488-Manuel Capiperibe-12173.67
74964-Sara Lameiras-956.18
699343-Lina Andrade-10812.42
187914-Emedlia Silvera-9356.47
275456-Almerinda Palmeira-20293.37
547839-Delfina Garcia de Gondim-1812.18
729142-Ermelinda Quintela-1006.07
765265-Oliveira Carmona-13379.73
296921-Melinda Roserio-7169.28
717762-Henrique Bento-8817.13
535437-Domingos Pas-20205.01
957999-Flor Portella-14020.92
540134-Cassandra Varejo-15597.92
866694-Antonio Castelo-11344.96
688930-Moaci Mendoa-8152.88
784432-Henrique Bento-6603.52
456861-Tabalipa Duarte-625.97
162650-Cleusa Goes-16863.62
730225-Flamednia Leiria-5891.76
