965071-Cassandra Varejo-18573.62
746340-Sofras Cuaresma-4212.68
57747-Antonio Viegas-16863.66
548236-Flor Portella-10342.96
353890-Moaci Mendoa-8601.06
495205-Marilda Leio-16407.15
281781-Guaraci Damasceno-1425.69
218727-Rebeca Neto-9523.95
534854-Feledcia Peassego-19685.93
14914-Zungela Ipiranga-7457.18
41875-Nuno Balsemeo-14897.24
582399-Leonidas Mafra-1109.87
646184-Heleedsa Marins-12190.44
424846-Rebeca Neto-15095.93
110291-Jorgina Bogalho-12904.63
493809-Antonio Viegas-14179.58
831772-Heleedsa Marins-5957.56
435919-Guaraci Damasceno-2914.91
216050-Branco Saraba-11810.26
542992-Filomena Barrios-3915.57
879843-Antonio Viegas-19435.99
531813-Camila Gabeira-16686.98
968023-Oliveira Carmona-15178.61
770673-Camila Gabeira-928.02
869852-Aludsio Sosa-18399.12
591605-Flor Portella-69.22
545267-Neuza Francia-12997.54
67968-Cassandra Varejo-11747.06
986015-Daniel Vieyra-6474.39
529584-Ximena Castilho-2624.98
274927-Urbano Rodrigues-16183.78
260637-Gaudancio Fiees-11694.26
749408-Edgar Carvalheiro-14843.94
282634-Melinda Roserio-21021.65
408552-Eurico Siqueira-19095.51
513756-Cleusa Goes-17666.59
93452-Rodolfo Paz-11667.21
429421-Lurdes Cotrim-2523.05
773093-Tibofarcio Camacho-21232.91
626618-Moaci Mendoa-1583.37
553967-Emedlia Silvera-15456.12
597015-Nuno Balsemeo-13323.89
854513-Quintiliano Sousa de Arronches-17771.38
972645-Anind Zarco-19514.21
408962-Flor Portella-12173.46
757402-Emedlio Pimentel-8653.76
28126-Guida Juca-1659.86
569259-Delfim Higuera-18624.15
333072-Oliveira Carmona-19511.88
19264-Andreia Moita-16133.31
719882-Marilda Leio-12404.01
314769-Manuel Capiperibe-6285.15
335740-Nuno Balsemeo-14463.69
267169-Antonio Castelo-9168.58
879729-Andreia Moita-12802.67
43273-Liana Cardim-815.41
898462-Micaela Chavez-16225.69
474210-Fulvio Villegas-7606.55
354837-Branco Saraba-8179.88
42711-Anind Zarco-2945.23
67416-Odete Vasques-16002.43
220231-Heleedsa Marins-20585.58
278146-Tibefarcio Colao-6914.10
474216-Rodolfo Paz-11306.77
123779-Sidfnio Frois-11835.57
119036-Tarrataca Soares-6121.17
490095-Odilia Camello-11830.15
846761-Basilio Pedroso-19154.89
651158-Sara Lameiras-9143.61
643675-Augusta Paio-3029.20
483636-Delfina Garcia de Gondim-2395.03
725007-Marilda Leio-1222.40
997508-Telma Villalobos-12835.18
639300-Emiliana Foquio-12055.09
655734-Lina Andrade-18396.32
455770-Liana Cardim-1082.68
280460-Odilia Bello-11717.58
706985-Flamednia Leiria-9011.21
271901-Jussara Varanda-11587.72
340984-Rebeca Neto-17484.16
933499-Odilia Bello-21359.00
285680-Guida Juca-14141.41
712295-Clara Alcantara-2116.55
549086-Armanda Amorim-21222.94
579572-Elisa Themes-16204.66
167132-Tibofarcio Camacho-21339.22
387743-Ximena Castilho-15967.19
623515-Marilda Leio-16314.26
865010-Eurico Siqueira-8512.14
467066-Tibefarcio Colao-740.71
505097-Regina Barcellos-17420.05
530169-Oliveira Senchez-10128.07
311569-Domingos Pas-20925.19
611091-Ermelinda Quintela-13775.84
935655-Dulce Froes-21461.64
409041-Ubaldo Mainha-12868.48
150284-Odete Vasques-15592.35
649481-Edgar Carvalheiro-19988.59
786097-Taercio Mafra-2262.40
694937-Tibefarcio Colao-14507.07
536029-Filomena Barrios-16802.12
793009-Odilia Bello-11542.59
707236-Henrique Bento-21425.71
276218-Micaela Chavez-16336.98
655607-Jorgina Bogalho-8331.50
501138-Danilo Olaio-15805.59
301285-Telma Villalobos-18367.09
820156-Celeste Duarte-6258.75
281088-Marilda Leio-9966.61
472334-Clarindo Areosa-19603.56
218527-Rodolfo Paz-9704.08
485869-Anind Zarco-1627.18
76394-Jonatas Felgueiras-9514.25
702396-Guida Juca-14007.01
912961-Urbano Rodrigues-14853.57
320367-Emedlio Pimentel-6783.74
575393-Lurdes Cotrim-11136.76
582135-Neuza Francia-930.12
447756-Clarindo Areosa-13952.93
69972-Basilio Pedroso-15767.66
399495-Ermelinda Quintela-7115.01
974128-Cassandra Varejo-5415.03
291336-Telma Villalobos-20795.79
211745-Delfim Higuera-9757.98
346445-Clarindo Areosa-7552.27
631093-Letedcia Gago-14165.48
474730-Delfina Perdigon-20991.23
60343-Leonidas Mafra-672.21
521063-Delfim Higuera-16146.69
642987-Quintino Alcantara-5252.56
637403-Lurdes Cotrim-3971.71
556692-Armindo Castalo-7631.46
677512-Antonio Castelo-6299.53
256155-Andreia Moita-21401.65
19782-Melinda Roserio-4850.28
173057-Estanislau Beserra-7926.59
700766-Leonidas Mafra-3486.50
904196-Armindo Castalo-9897.10
119854-Polibe Olivares-11942.31
145181-Antonio Castelo-19588.74
452511-Trajano Fagundes-9490.28
260372-Jonatas Felgueiras-12825.85
570985-Jonatas Felgueiras-9747.79
493448-Joaquim Rufino-9770.35
213805-Taercio Mafra-5425.71
161370-Romo Paranage-11567.44
656509-Zungela Ipiranga-13504.45
307319-Lina Andrade-898.65
179584-Ermelinda Quintela-17629.85
721060-Adelina Quadros-13226.47
34423-Mercia Caeira-3456.16
519169-Quintino Alcantara-16908.76
149425-Adelino Barra-16049.63
249233-Edgar Carvalheiro-199.73
30338-Flor Portella-591.87
839184-Moaci Mendoa-3303.48
306866-Almerinda Palmeira-1025.21
424466-Silvio Mata-14748.28
768678-Polibe Olivares-2195.24
344215-Zungela Ipiranga-987.62
826768-Elisa Themes-16377.96
821035-Tibefarcio Colao-9388.32
432765-Ermelinda Quintela-9124.97
306766-Romo Paranage-412.63
248250-Edgar Carvalheiro-4652.93
244295-Andreia Moita-5221.33
500661-Silvio Mata-10044.39
718115-Spnia ou Sonia Guerreiro-1133.80
800853-Daniel Vieyra-9861.49
868729-Oliveira Senchez-5220.10
99628-Adelina Quadros-6798.36
946061-Guaraci Damasceno-2611.74
701106-Carminda Morais-5486.06
903043-Polibe Olivares-3694.30
594377-Odilia Bello-7006.78
472561-Aludsio Sosa-20849.22
698966-Henrique Bento-13839.39
446453-Augusta Paio-20956.57
538692-Leonidas Mafra-149.74
155269-Cassandra Varejo-11998.43
533596-Zungela Ipiranga-5304.59
708097-Melinda Roserio-4999.22
746996-Ubaldo Mainha-6516.23
767015-Urbano Rodrigues-4430.42
566443-Ubaldo Mainha-20416.37
142915-Filomena Barrios-12116.25
368319-Adelino Barra-4308.41
549522-Polibe Olivares-19492.87
594637-Almor Caiado-7993.42
305047-Lina Andrade-14954.97
541319-Urbano Rodrigues-19890.31
97518-Zulmira Becerra-17702.55
343735-Judite Damasceno-17780.02
196382-Andreia Moita-7772.86
478578-Sofras Cuaresma-9568.52
438573-Rebeca Neto-6345.12
353367-Estanislau Beserra-3323.96
207269-Aludsio Sosa-10549.46
234745-Lurdes Cotrim-7680.57
236648-Eurico Siqueira-4578.78
81708-Basilio Pedroso-6464.19
902257-Eurico Siqueira-20135.17
644355-Anfnia Seixas-5253.77
525462-Urbano Rodrigues-10255.73
932267-Oliveira Senchez-17360.52
8205-Clara Alcantara-12100.07
709484-Tibefarcio Colao-15323.60
251423-Edgar Carvalheiro-19395.68
596827-Lurdes Cotrim-2323.19
800740-Feledcia Peassego-7205.55
502081-Tabalipa Duarte-3091.53
750797-Angelica Aranha-16760.56
771337-Liana Cardim-10262.16
310698-Gaudancio Fiees-11587.42
135895-Liana Cardim-3691.90
329722-Henrique Bento-6991.99
35096-Anind Zarco-12129.08
136688-Emedlia Silvera-1936.76
700372-Angilica Galante-17382.73
320785-Delfim Higuera-2035.90
819326-Anind Zarco-13800.92
737315-Zulmira Becerra-8143.59
204973-Flor Portella-2766.47
533333-Almor Caiado-15449.57
951479-Domingos Pas-11016.10
937991-Manuel Capiperibe-20509.39
447793-Domingos Pas-7324.91
317901-Celeste Duarte-17736.28
271936-Tibofarcio Camacho-19343.28
544643-Almerinda Palmeira-19826.49
889022-Fulvio Villegas-2289.84
386783-Silvio Mata-16147.22
940181-Basilio Pedroso-17109.27
226277-Urbano Rodrigues-10429.76
254181-Odilia Bello-6364.44
988863-Clara Alcantara-798.99
922178-Cassandra Varejo-5833.46
279960-Angilica Galante-15316.64
797282-Augusta Paio-5694.52
620025-Lina Andrade-765.13
516227-Dulce Froes-7734.02
537025-Nuno Balsemeo-8217.89
400511-Romo Paranage-18977.29
427079-Rebeca Neto-7324.72
411075-Jussara Varanda-6322.43
521099-Oliveira Senchez-19662.32
86873-Spnia ou Sonia Guerreiro-11386.70
143494-Jorgina Bogalho-15099.50
344001-Judite Damasceno-11262.64
388768-Honorina Lira-17258.84
598580-Clara Alcantara-13649.16
792764-Cleusa Goes-14234.53
224986-Liana Cardim-5683.70
583868-Odilia Bello-12237.97
435447-Camila Gabeira-6397.25
247554-Regina Barcellos-20652.46
441829-Odete Vasques-11088.49
498769-Clarindo Areosa-6505.09
219922-Letedcia Gago-3163.69
909928-Neeamia Arruda-20407.58
597079-Lina Andrade-13638.73
203101-Cleusa Goes-6621.82
114777-Honorina Lira-15504.07
755937-Anfnia Seixas-14445.07
385561-Filomena Barrios-13874.59
257832-Delfim Higuera-20157.06
361612-Esperada Cardoso-12616.65
168135-Filomena Barrios-18561.63
924659-Adelina Quadros-10359.00
944816-Rebeca Neto-15178.10
881337-Telma Villalobos-12309.23
734097-Micaela Chavez-9486.43
40121-Quintino Alcantara-14927.57
232624-Antonio Castelo-4660.30
738685-Tibofarcio Camacho-7484.15
969380-Quintiliano Sousa de Arronches-8246.73
445807-Fulvio Villegas-5135.51
803897-Romo Paranage-9537.19
154440-Feledcia Peassego-15076.44
390492-Rodolfo Paz-11541.05
900823-Adelina Quadros-16189.86
284013-Cleusa Goes-21197.21
365530-Oliveira Carmona-19322.77
854008-Micaela Chavez-16250.26
366019-Moaci Mendoa-2742.81
853362-Zulmira Becerra-6672.50
47240-Guaraci Damasceno-5742.12
938537-Rebeca Neto-11040.16
993320-Clara Alcantara-7596.87
947861-Rodolfo Paz-20050.78
228442-Domingos Pas-4384.95
948494-Quintiliano Sousa de Arronches-17187.79
827471-Ximena Castilho-656.61
463797-Trajano Fagundes-13245.15
129763-Oliveira Senchez-4973.97
210929-Ermelinda Quintela-11192.50
481479-Liana Cardim-9108.14
303026-Domingos Pas-11337.53
360057-Feledcia Peassego-14967.46
60879-Urbano Rodrigues-8882.10
383013-Oliveira Senchez-8259.55
207795-Cassandra Varejo-3934.20
752972-Ubaldo Mainha-5392.47
607721-Domingos Pas-6087.11
488315-Sofras Cuaresma-10678.41
649790-Jussara Varanda-5175.68
577880-Melinda Roserio-19300.50
718391-Marilda Leio-15238.69
875221-Domingos Pas-2527.45
235514-Marilda Leio-17718.06
189762-Esperada Cardoso-7927.06
638790-Liana Cardim-10819.13
382962-Aludsio Sosa-4641.83
271457-Taercio Mafra-8717.90
707339-Guaraci Damasceno-17822.79
23925-Elisa Themes-13224.45
623632-Gaudancio Fiees-1595.39
520996-Telma Villalobos-10152.58
687260-Tibefarcio Colao-6986.49
115742-Daniel Vieyra-21168.85
754305-Odete Vasques-8325.91
864095-Melinda Roserio-15792.29
393607-Domingos Pas-17806.12
170311-Nuno Balsemeo-15024.00
658005-Odilia Bello-20691.08
502804-Neeamia Arruda-18306.48
915637-Gaudancio Fiees-19062.71
894335-Moaci Mendoa-10593.09
741926-Angilica Galante-4235.12
851170-Artur Grillo-14956.28
282947-Sidfnio Frois-8688.99
420270-Ubaldo Mainha-15167.63
470934-Neeamia Arruda-16851.56
220617-Honorina Lira-19133.27
760687-Odilia Camello-6625.01
95811-Cassandra Varejo-11480.04
875781-Honorina Lira-17399.20
711179-Dulce Froes-733.30
804046-Nuno Balsemeo-19670.72
62305-Aludsio Sosa-12314.40
205120-Flor Portella-17857.23
454956-Dulce Froes-1276.59
934251-Daniel Vieyra-16341.30
58672-Quintino Alcantara-3268.67
583324-Eurico Siqueira-13726.28
731897-Judite Damasceno-1112.40
44670-Letedcia Gago-126.32
628921-Ubaldo Mainha-12363.43
554704-Armanda Amorim-5026.64
476575-Henrique Bento-6577.26
542979-Sidfnio Frois-16709.31
24575-Estanislau Beserra-799.03
269106-Rodolfo Paz-17588.37
186531-Eurico Siqueira-20458.96
947161-Esperada Cardoso-2959.95
209001-Guida Juca-7257.27
991207-Telma Villalobos-8707.72
209416-Melinda Roserio-4899.17
241612-Sidfnio Frois-6424.72
378776-Antonio Viegas-17519.48
955726-Angilica Galante-10190.08
771762-Lurdes Cotrim-14600.32
247154-Camila Gabeira-2968.18
852835-Guaraci Damasceno-13620.04
842128-Adelino Barra-1264.68
975718-Joaquim Rufino-15476.77
349418-Daniel Vieyra-3311.84
839009-Carminda Morais-3643.94
188373-Camila Gabeira-17206.35
717910-Flor Portella-20720.14
457220-Almerinda Palmeira-5024.86
160479-Sara Lameiras-9452.58
249940-Clara Alcantara-13805.05
208910-Fulvio Villegas-12948.74
63358-Domingos Pas-10152.33
429311-Neuza Francia-19142.08
5963-Armindo Castalo-19555.58
387040-Oliveira Senchez-11519.13
168759-Adelino Barra-7396.18
938530-Almor Caiado-12213.36
656574-Edgar Carvalheiro-11073.09
898576-Oliveira Senchez-20684.70
689111-Cassandra Varejo-20372.36
297286-Aludsio Sosa-6249.61
909631-Branco Saraba-20250.25
506013-Adelina Quadros-909.70
779081-Adelino Barra-19909.76
236395-Melinda Roserio-58.80
603722-Adelina Quadros-10680.49
606324-Gaudancio Fiees-15249.87
655679-Basilio Pedroso-9811.60
674811-Micaela Chavez-4555.75
468186-Angilica Galante-14082.64
282958-Lina Andrade-19885.61
971963-Clara Alcantara-14109.87
410032-Urbano Rodrigues-19494.93
56532-Sidfnio Frois-8567.89
293585-Armindo Castalo-6115.42
443849-Jorgina Bogalho-15781.45
212049-Odete Vasques-11822.68
832447-Mercia Caeira-14959.24
278615-Eurico Siqueira-8741.15
194681-Quintiliano Sousa de Arronches-2620.99
379640-Zungela Ipiranga-10403.82
9700-Jorgina Bogalho-2088.71
697275-Odilia Camello-9302.81
355323-Danilo Olaio-8238.54
989807-Oliveira Carmona-18451.47
20472-Urbano Rodrigues-8511.07
99725-Flamednia Leiria-7288.36
682448-Celeste Duarte-5521.85
425216-Antonio Viegas-14284.63
259308-Esperada Cardoso-11311.74
357485-Quintiliano Sousa de Arronches-16975.54
533385-Quintino Alcantara-16050.80
212990-Armanda Amorim-7312.94
385963-Rodolfo Paz-13146.49
864089-Emedlio Pimentel-10511.55
400115-Feledcia Peassego-20941.75
81412-Guaraci Damasceno-12167.92
30655-Aludsio Sosa-20914.74
936228-Daniel Vieyra-14044.16
440238-Dulce Froes-17586.75
559929-Quintino Alcantara-2675.49
61906-Daniel Vieyra-10670.82
950836-Honorina Lira-12732.95
120400-Guida Juca-6881.97
143482-Jonatas Felgueiras-1685.78
830018-Ermelinda Quintela-3259.78
623859-Flor Portella-5910.59
769758-Honorina Lira-21460.90
100163-Danilo Olaio-445.43
410040-Anfnia Seixas-16029.83
894072-Quintino Alcantara-6410.59
448250-Edgar Carvalheiro-3466.37
598627-Delfina Perdigon-9285.88
42478-Tarrataca Soares-11697.08
651478-Telma Villalobos-18938.52
415434-Liana Cardim-6511.98
387524-Tabalipa Duarte-4403.39
634768-Cleusa Goes-19901.08
388671-Tabalipa Duarte-15577.25
74449-Flamednia Leiria-5716.51
435058-Danilo Olaio-1630.62
344337-Neuza Francia-20295.10
852021-Gaudancio Fiees-13336.25
654750-Polibe Olivares-9541.84
171191-Tarrataca Soares-583.52
265434-Cassandra Varejo-18447.67
337593-Manuel Capiperibe-19651.54
469082-Augusta Paio-16363.06
723258-Sara Lameiras-8022.11
3647-Tibefarcio Colao-8672.85
783190-Cleusa Goes-14427.20
621816-Liana Cardim-6485.81
614136-Odilia Bello-16994.33
194634-Melinda Roserio-15736.04
483711-Sofras Cuaresma-9592.92
657552-Trajano Fagundes-250.73
513472-Daniel Vieyra-12444.11
224386-Quintiliano Sousa de Arronches-9133.96
560054-Adelina Quadros-11781.20
620637-Cleusa Goes-20831.23
848881-Jussara Varanda-9364.23
138858-Danilo Olaio-5265.61
455169-Mercia Caeira-12001.75
396441-Marilda Leio-17383.70
37857-Almerinda Palmeira-11633.70
30895-Oliveira Senchez-13690.27
307340-Feledcia Peassego-8590.57
254718-Taercio Mafra-737.98
507795-Jorgina Bogalho-10033.58
487948-Antonio Castelo-9104.95
753272-Antonio Castelo-3668.60
255179-Delfim Higuera-16829.99
338006-Regina Barcellos-4459.71
370125-Cassandra Varejo-1368.83
522640-Clara Alcantara-17099.21
966742-Daniel Vieyra-9284.69
484217-Almor Caiado-17847.76
929011-Neuza Francia-19490.30
770205-Spnia ou Sonia Guerreiro-9100.55
247410-Guida Juca-16175.43
364273-Telma Villalobos-6438.12
903984-Filomena Barrios-15790.67
4711-Marilda Leio-7769.22
796944-Quintiliano Sousa de Arronches-20842.92
475316-Adelino Barra-6323.31
523538-Cassandra Varejo-16752.98
115515-Edgar Carvalheiro-9432.98
764719-Lurdes Cotrim-18282.27
728239-Silvio Mata-9485.14
533427-Antonio Castelo-16297.61
866327-Anfnia Seixas-16601.26
543117-Esperada Cardoso-19760.29
735359-Daniel Vieyra-9565.51
414574-Sofras Cuaresma-19493.47
460851-Telma Villalobos-2503.39
944753-Esperada Cardoso-13178.63
413525-Almor Caiado-784.95
174509-Dulce Froes-16862.59
966071-Melinda Roserio-19199.88
328709-Liana Cardim-17830.37
750373-Delfim Higuera-384.20
984334-Rebeca Neto-13479.63
285772-Filomena Barrios-9522.15
25397-Almerinda Palmeira-14446.29
573334-Quintiliano Sousa de Arronches-8146.07
968577-Flamednia Leiria-7720.68
