843390-Clarindo Areosa-13002.77
841414-Tibefarcio Colao-7066.40
17117-Almerinda Palmeira-17589.72
950390-Aludsio Sosa-15867.66
939915-Tibefarcio Colao-5831.25
285018-Domingos Pas-1945.58
218740-Odilia Bello-779.78
4578-Branco Saraba-4982.79
664556-Gaudancio Fiees-7003.00
33786-Andreia Moita-2274.56
209534-Angilica Galante-9476.32
352522-Cleusa Goes-20954.73
33467-Neeamia Arruda-4990.07
821821-Oliveira Carmona-18669.57
52425-Moaci Mendoa-11254.13
118369-Angilica Galante-13476.99
74399-Flamednia Leiria-16479.17
507823-Zungela Ipiranga-184.38
321492-Telma Villalobos-5821.03
294538-Tarrataca Soares-576.53
308695-Emiliana Foquio-16268.62
310103-Fulvio Villegas-13677.31
467479-Daniel Vieyra-3322.81
597048-Flamednia Leiria-7571.03
525674-Regina Barcellos-3576.72
63041-Emedlia Silvera-14987.90
674900-Rebeca Neto-11393.81
264795-Jorgina Bogalho-3774.05
134146-Emedlio Pimentel-14707.27
303136-Andreia Moita-5855.37
928125-Anind Zarco-6328.46
701411-Esperada Cardoso-16021.56
464408-Emedlia Silvera-20526.24
234233-Andreia Moita-15957.37
477628-Adelina Quadros-18182.63
134508-Melinda Roserio-11558.42
6244-Dulce Froes-19505.17
311575-Celeste Duarte-21327.82
55081-Jussara Varanda-534.32
901317-Delfina Garcia de Gondim-7077.35
400422-Urbano Rodrigues-281.80
278282-Carminda Morais-11098.81
887421-Celeste Duarte-17533.46
294008-Clarindo Areosa-3100.96
803514-Zungela Ipiranga-7945.74
984714-Branco Saraba-372.25
472331-Spnia ou Sonia Guerreiro-15332.31
857114-Joaquim Rufino-4880.59
130536-Melinda Roserio-12151.14
163143-Armindo Castalo-15.32
216771-Estanislau Beserra-11999.32
632819-Delfina Garcia de Gondim-21422.10
721390-Danilo Olaio-20486.14
433611-Leonidas Mafra-12514.25
399234-Camila Gabeira-5077.44
660286-Esperada Cardoso-1752.46
247103-Jussara Varanda-17527.18
383642-Guaraci Damasceno-20845.75
301994-Odilia Bello-15482.22
169011-Artur Grillo-16143.85
771476-Quintino Alcantara-7211.18
553867-Polibe Olivares-16487.51
217595-Guida Juca-17044.72
259774-Regina Barcellos-7934.22
881932-Danilo Olaio-5113.38
594402-Esperada Cardoso-5289.98
531692-Emiliana Foquio-20022.45
700047-Flor Portella-4391.45
443746-Filomena Barrios-1199.64
301518-Dulce Froes-10981.33
207384-Urbano Rodrigues-19339.04
529062-Rodolfo Paz-5079.74
93891-Aludsio Sosa-777.08
789291-Filomena Barrios-2489.68
425623-Augusta Paio-13318.50
290049-Oliveira Carmona-19734.44
916339-Tabalipa Duarte-634.92
260473-Flor Portella-14301.92
212269-Guaraci Damasceno-1191.53
385911-Armanda Amorim-16404.54
460895-Judite Damasceno-17006.62
170343-Manuel Capiperibe-14997.07
630724-Camila Gabeira-10323.17
79780-Guida Juca-1996.23
951123-Manuel Capiperibe-2530.48
160338-Quintino Alcantara-17003.38
884065-Spnia ou Sonia Guerreiro-4217.71
369405-Flamednia Leiria-3175.48
2-Heleedsa Marins-13247.60
77849-Clara Alcantara-6966.62
321013-Edgar Carvalheiro-476.40
468267-Jonatas Felgueiras-988.10
106182-Odete Vasques-3514.41
936000-Delfina Perdigon-3625.21
250201-Antonio Viegas-9254.72
930715-Tibefarcio Colao-4041.48
55594-Armindo Castalo-14750.32
672881-Armanda Amorim-18454.02
998976-Delfina Perdigon-19544.02
477625-Lurdes Cotrim-19219.96
926700-Tabalipa Duarte-6988.33
553584-Leonidas Mafra-2188.18
887340-Jorgina Bogalho-9899.24
54563-Delfina Perdigon-9423.77
328192-Delfim Higuera-3251.43
166554-Neuza Francia-4700.74
859698-Clara Alcantara-12031.29
323963-Emiliana Foquio-4403.19
336176-Guaraci Damasceno-17593.18
624957-Manuel Capiperibe-9843.12
576218-Telma Villalobos-19032.38
167206-Ermelinda Quintela-19217.92
568264-Carminda Morais-3921.96
410118-Adelino Barra-4942.50
288899-Emedlio Pimentel-2800.95
639378-Esperada Cardoso-27.78
138247-Sara Lameiras-13626.37
185921-Lina Andrade-4864.78
635455-Moaci Mendoa-19868.14
519555-Heleedsa Marins-7459.55
399717-Edgar Carvalheiro-17555.31
629659-Guaraci Damasceno-7682.15
677648-Angelica Aranha-303.00
649867-Polibe Olivares-20407.10
515020-Telma Villalobos-7195.15
523308-Antonio Viegas-12871.54
605447-Regina Barcellos-20002.92
817030-Armindo Castalo-389.95
863642-Oliveira Senchez-15436.30
744260-Trajano Fagundes-20261.50
936509-Romo Paranage-12610.66
883441-Polibe Olivares-20946.96
138640-Spnia ou Sonia Guerreiro-4508.90
589446-Neuza Francia-16145.39
806774-Adelina Quadros-855.71
602464-Liana Cardim-4840.94
692126-Basilio Pedroso-11327.00
419106-Ubaldo Mainha-10870.33
623720-Romo Paranage-7874.13
158495-Clarindo Areosa-19931.57
164740-Romo Paranage-13936.10
702322-Honorina Lira-8920.10
971151-Celeste Duarte-2626.65
539490-Angilica Galante-20452.54
333811-Micaela Chavez-2915.77
643011-Sara Lameiras-17241.80
622822-Ximena Castilho-20508.72
895139-Flor Portella-4868.07
678586-Emiliana Foquio-18134.31
92268-Ermelinda Quintela-15751.06
688444-Adelino Barra-5177.87
834126-Angelica Aranha-3970.06
708029-Aludsio Sosa-19809.77
471451-Adelino Barra-10050.33
290610-Odilia Bello-16573.67
680527-Liana Cardim-3625.26
164510-Odilia Camello-5551.49
864359-Taercio Mafra-20880.44
597104-Silvio Mata-7052.39
742738-Danilo Olaio-978.47
78227-Angelica Aranha-1445.36
23728-Lina Andrade-21063.70
979035-Camila Gabeira-16355.94
115491-Camila Gabeira-13305.82
22544-Quintiliano Sousa de Arronches-6583.89
990616-Honorina Lira-18520.70
171228-Urbano Rodrigues-11007.51
223801-Edgar Carvalheiro-16846.15
600147-Jussara Varanda-3957.28
407634-Zulmira Becerra-1689.87
353812-Sofras Cuaresma-8500.66
570718-Henrique Bento-16850.89
309730-Urbano Rodrigues-14185.85
25648-Gaudancio Fiees-3132.17
807018-Andreia Moita-4142.39
438595-Flor Portella-20132.30
112447-Trajano Fagundes-3919.17
451395-Jorgina Bogalho-18961.41
834228-Camila Gabeira-5702.58
972235-Odilia Camello-3751.82
441333-Angilica Galante-7385.35
962670-Camila Gabeira-306.23
854020-Neuza Francia-7959.32
372468-Antonio Viegas-7204.74
473114-Urbano Rodrigues-8092.81
962920-Henrique Bento-5722.36
555116-Sofras Cuaresma-3718.65
381509-Neeamia Arruda-7633.16
855514-Aludsio Sosa-16871.51
57884-Oliveira Carmona-17011.23
731357-Jussara Varanda-9030.81
986865-Angilica Galante-15850.43
848135-Feledcia Peassego-15584.14
810556-Clarindo Areosa-3113.02
989618-Cleusa Goes-13217.76
407866-Daniel Vieyra-9532.55
572268-Odilia Bello-10578.10
654053-Augusta Paio-5887.08
393374-Esperada Cardoso-12305.63
390379-Urbano Rodrigues-12316.21
569053-Spnia ou Sonia Guerreiro-7608.69
799560-Adelina Quadros-6683.72
652619-Sofras Cuaresma-4917.37
437960-Estanislau Beserra-16495.47
697584-Angilica Galante-1600.53
754860-Zungela Ipiranga-7324.61
48385-Jussara Varanda-10850.33
723310-Cleusa Goes-16096.87
198325-Jussara Varanda-20550.81
856716-Clarindo Areosa-8439.88
638012-Heleedsa Marins-4990.73
16252-Tibofarcio Camacho-17588.72
437752-Odilia Camello-3590.41
789238-Liana Cardim-13904.79
443177-Augusta Paio-12786.93
389036-Tarrataca Soares-8329.64
106087-Regina Barcellos-6255.29
116742-Polibe Olivares-10282.53
351566-Gaudancio Fiees-6569.67
666073-Urbano Rodrigues-11988.24
601797-Almerinda Palmeira-599.78
922798-Branco Saraba-2909.95
615941-Jonatas Felgueiras-13294.32
45715-Almor Caiado-4387.38
539026-Esperada Cardoso-776.97
85494-Elisa Themes-15680.86
92983-Camila Gabeira-15681.92
650115-Lurdes Cotrim-11358.26
894591-Romo Paranage-8596.94
252490-Nuno Balsemeo-19703.60
597838-Odete Vasques-14044.78
16040-Cleusa Goes-20704.01
823010-Romo Paranage-3415.33
671366-Quintiliano Sousa de Arronches-10045.79
515421-Almerinda Palmeira-14141.18
52759-Artur Grillo-17302.03
70944-Manuel Capiperibe-5378.12
618363-Jussara Varanda-10694.62
418324-Augusta Paio-6398.73
701858-Adelina Quadros-13041.26
325681-Emiliana Foquio-17587.24
411452-Moaci Mendoa-3552.56
8129-Estanislau Beserra-10000.79
37111-Delfina Garcia de Gondim-19047.51
803988-Ubaldo Mainha-1647.82
268290-Jonatas Felgueiras-13538.35
851757-Adelina Quadros-20099.06
627771-Armanda Amorim-6110.41
229426-Basilio Pedroso-3329.75
40993-Lurdes Cotrim-18326.77
212193-Trajano Fagundes-20140.03
893879-Neeamia Arruda-9369.31
976145-Almor Caiado-10399.39
107637-Jussara Varanda-15049.76
817717-Delfina Garcia de Gondim-6232.96
645412-Armanda Amorim-6200.81
708920-Eurico Siqueira-9159.33
68520-Edgar Carvalheiro-9315.61
407033-Adelina Quadros-18027.90
135401-Quintino Alcantara-943.47
989762-Esperada Cardoso-20715.60
84307-Henrique Bento-5489.70
435076-Flamednia Leiria-18919.46
381431-Ubaldo Mainha-21470.54
78386-Estanislau Beserra-1713.88
557714-Oliveira Carmona-16740.33
904878-Moaci Mendoa-19427.42
158119-Rodolfo Paz-15153.27
452151-Clarindo Areosa-14612.50
721651-Leonidas Mafra-2729.02
701181-Esperada Cardoso-14018.92
683719-Zulmira Becerra-1644.92
113421-Jonatas Felgueiras-12109.27
482064-Henrique Bento-12463.09
343111-Manuel Capiperibe-279.04
500551-Ermelinda Quintela-20154.61
255377-Elisa Themes-21203.66
942996-Heleedsa Marins-2050.41
191177-Almerinda Palmeira-11754.93
745700-Jonatas Felgueiras-10697.31
647558-Cleusa Goes-17204.32
141649-Adelina Quadros-8466.32
89147-Jorgina Bogalho-15327.46
498903-Tarrataca Soares-5237.44
994906-Antonio Castelo-14720.87
362168-Adelina Quadros-7061.04
278805-Neuza Francia-9933.59
453738-Judite Damasceno-11023.02
471839-Flor Portella-19644.93
256493-Sidfnio Frois-10877.56
426749-Leonidas Mafra-7139.19
521426-Joaquim Rufino-7670.61
592126-Carminda Morais-17961.50
106631-Henrique Bento-13981.66
930020-Fulvio Villegas-17201.60
173384-Tibofarcio Camacho-7860.39
878084-Mercia Caeira-2698.34
981704-Silvio Mata-21142.88
609659-Emedlia Silvera-13922.76
246803-Ermelinda Quintela-17125.32
131139-Ximena Castilho-12004.76
447498-Angelica Aranha-12579.97
912302-Artur Grillo-20495.89
122621-Quintino Alcantara-4912.12
593223-Guida Juca-21241.42
667221-Silvio Mata-5338.32
328812-Romo Paranage-20307.10
866079-Neuza Francia-1452.08
222018-Fulvio Villegas-15248.18
587805-Basilio Pedroso-9025.81
709142-Ermelinda Quintela-14957.12
749939-Emedlia Silvera-7296.76
368197-Lina Andrade-15985.88
653064-Branco Saraba-13402.27
103442-Gaudancio Fiees-4783.37
230591-Liana Cardim-4850.04
913029-Anind Zarco-20663.33
913211-Manuel Capiperibe-19207.15
233931-Delfim Higuera-11504.54
830677-Ubaldo Mainha-17200.41
476293-Jussara Varanda-4222.67
113882-Armanda Amorim-1185.33
748518-Cleusa Goes-15759.01
488678-Anind Zarco-1480.71
440995-Basilio Pedroso-15281.74
568193-Fulvio Villegas-9939.21
10952-Estanislau Beserra-14788.34
196413-Melinda Roserio-11052.64
589927-Angilica Galante-19874.98
801155-Angilica Galante-12228.45
109602-Henrique Bento-5238.37
130057-Ermelinda Quintela-10909.51
342722-Neeamia Arruda-20347.00
143546-Branco Saraba-11097.05
687854-Liana Cardim-9546.62
85223-Fulvio Villegas-15462.30
970168-Anind Zarco-12707.58
220559-Silvio Mata-114.70
186123-Urbano Rodrigues-610.60
121582-Sara Lameiras-7968.61
614742-Basilio Pedroso-9739.71
374744-Sara Lameiras-20881.01
667881-Neuza Francia-5739.60
378702-Dulce Froes-1776.20
160271-Taercio Mafra-918.24
116031-Honorina Lira-7949.10
509276-Lina Andrade-6243.96
253036-Emiliana Foquio-16466.17
260522-Emedlia Silvera-14873.19
282019-Flor Portella-12969.57
664554-Almor Caiado-6480.88
884422-Odete Vasques-21104.63
571857-Manuel Capiperibe-15076.47
959025-Henrique Bento-4155.42
567309-Fulvio Villegas-11297.02
837703-Augusta Paio-8833.35
854754-Judite Damasceno-6703.60
145766-Aludsio Sosa-19696.13
907152-Delfina Perdigon-15913.90
728840-Ermelinda Quintela-15231.89
411984-Estanislau Beserra-8403.70
66187-Esperada Cardoso-667.70
854210-Nuno Balsemeo-2933.42
86072-Aludsio Sosa-14073.01
454375-Manuel Capiperibe-2233.85
646972-Honorina Lira-19912.23
265440-Cassandra Varejo-18145.94
763594-Odilia Camello-9642.56
394698-Jorgina Bogalho-15991.63
861227-Almor Caiado-16328.92
801117-Anind Zarco-18623.04
829108-Tabalipa Duarte-11138.86
836298-Daniel Vieyra-14757.41
6920-Estanislau Beserra-13743.43
203325-Marilda Leio-9873.14
134839-Filomena Barrios-4064.77
884791-Delfim Higuera-4267.42
27863-Rebeca Neto-16725.06
784389-Emedlio Pimentel-14954.17
931242-Edgar Carvalheiro-13827.95
299497-Armindo Castalo-4841.12
521006-Regina Barcellos-15949.41
29246-Antonio Viegas-3832.94
879723-Micaela Chavez-5043.01
547814-Taercio Mafra-2260.21
600829-Guida Juca-6781.55
876471-Taercio Mafra-5965.57
778551-Romo Paranage-6515.84
936482-Odilia Bello-6653.69
773770-Filomena Barrios-818.16
502903-Delfina Garcia de Gondim-4241.16
52216-Oliveira Senchez-3851.53
4248-Celeste Duarte-316.99
213211-Spnia ou Sonia Guerreiro-18045.79
765176-Domingos Pas-6686.43
147222-Armanda Amorim-11422.44
6323-Telma Villalobos-9216.36
607917-Rebeca Neto-18214.15
715600-Letedcia Gago-5108.68
273124-Delfina Perdigon-7366.42
625366-Henrique Bento-19841.44
89795-Quintino Alcantara-18207.13
528222-Almor Caiado-13602.34
744243-Aludsio Sosa-20784.47
261130-Carminda Morais-10547.28
314912-Marilda Leio-14238.76
524077-Sara Lameiras-14448.82
289767-Judite Damasceno-15444.90
156198-Anind Zarco-12477.22
391407-Edgar Carvalheiro-20499.95
926636-Antonio Castelo-10391.37
610438-Leonidas Mafra-8467.43
931116-Andreia Moita-9202.71
950620-Melinda Roserio-16430.15
65024-Zulmira Becerra-13717.93
338495-Angilica Galante-3326.24
855510-Estanislau Beserra-13511.48
8894-Ermelinda Quintela-7289.54
93548-Esperada Cardoso-12651.10
562308-Melinda Roserio-14775.02
672592-Letedcia Gago-14479.45
927303-Guida Juca-16005.55
927713-Antonio Viegas-1730.03
161719-Neuza Francia-14919.53
358883-Jonatas Felgueiras-9195.35
800733-Lina Andrade-12718.73
118141-Telma Villalobos-15437.29
833780-Telma Villalobos-5092.54
555569-Ermelinda Quintela-21373.47
999108-Filomena Barrios-4964.26
470224-Emedlio Pimentel-6180.99
561581-Basilio Pedroso-1915.42
428382-Melinda Roserio-10374.70
49792-Sofras Cuaresma-2211.48
719112-Rodolfo Paz-19685.07
181120-Celeste Duarte-8918.24
267081-Clarindo Areosa-5624.59
501071-Carminda Morais-2778.09
721913-Augusta Paio-15823.64
536750-Cassandra Varejo-14288.80
886045-Nuno Balsemeo-18673.50
180081-Clarindo Areosa-17894.28
545649-Tarrataca Soares-20418.56
397513-Delfim Higuera-13974.22
235350-Zungela Ipiranga-14991.42
607832-Letedcia Gago-15713.23
369805-Jonatas Felgueiras-19465.90
860428-Tabalipa Duarte-18286.07
604947-Feledcia Peassego-19463.29
729614-Almerinda Palmeira-14173.82
280387-Estanislau Beserra-17192.68
929857-Antonio Viegas-49.65
121680-Marilda Leio-225.10
299921-Lurdes Cotrim-19449.08
109948-Carminda Morais-8216.59
459700-Heleedsa Marins-18672.67
633557-Lurdes Cotrim-20586.37
782366-Ubaldo Mainha-7920.14
223554-Flamednia Leiria-7241.35
545395-Filomena Barrios-18448.65
263349-Ermelinda Quintela-3556.62
847640-Artur Grillo-11695.91
859851-Estanislau Beserra-1832.30
761066-Domingos Pas-5815.29
84727-Cleusa Goes-4381.56
66298-Ximena Castilho-17216.15
886900-Delfina Garcia de Gondim-10287.65
297261-Esperada Cardoso-10695.48
831156-Urbano Rodrigues-21217.71
726852-Cassandra Varejo-14728.33
4746-Dulce Froes-5516.13
550883-Honorina Lira-12254.60
578049-Honorina Lira-9888.37
115541-Odilia Bello-18835.98
77223-Taercio Mafra-10121.99
698447-Neuza Francia-20212.65
587045-Adelina Quadros-396.68
145525-Heleedsa Marins-13089.66
234315-Jorgina Bogalho-12153.13
942011-Almor Caiado-17050.40
547283-Almor Caiado-20480.45
297814-Flamednia Leiria-18161.12
156165-Esperada Cardoso-10142.06
244016-Zungela Ipiranga-18123.22
377641-Tabalipa Duarte-18603.99
666987-Delfina Garcia de Gondim-19800.97
571756-Mercia Caeira-18912.01
758208-Cassandra Varejo-15048.63
8709-Delfina Perdigon-16130.97
30462-Filomena Barrios-7925.55
401566-Adelino Barra-8881.03
901721-Ubaldo Mainha-1079.17
862216-Estanislau Beserra-17690.73
659254-Polibe Olivares-17598.33
570253-Ermelinda Quintela-6617.27
196294-Fulvio Villegas-10603.94
603674-Henrique Bento-3824.82
679293-Edgar Carvalheiro-18042.41
720413-Quintiliano Sousa de Arronches-21002.49
590894-Esperada Cardoso-12447.96
17588-Dulce Froes-7107.14
488889-Telma Villalobos-10496.16
104737-Moaci Mendoa-13394.78
926828-Antonio Castelo-4216.54
587057-Ximena Castilho-1797.40
646294-Clarindo Areosa-16259.37
835691-Aludsio Sosa-3390.57
225941-Gaudancio Fiees-6537.36
511625-Ximena Castilho-17314.56
894354-Antonio Viegas-4925.64
832493-Taercio Mafra-7895.81
389676-Gaudancio Fiees-3755.86
347366-Mercia Caeira-10666.91
410784-Feledcia Peassego-17296.18
307596-Celeste Duarte-20292.05
448145-Guaraci Damasceno-16783.68
983068-Guaraci Damasceno-5097.20
516825-Feledcia Peassego-4144.62
291271-Adelina Quadros-7499.74
831468-Jorgina Bogalho-9818.68
684230-Guaraci Damasceno-19027.00
251124-Dulce Froes-1056.06
950223-Honorina Lira-21409.54
127390-Joaquim Rufino-11878.81
474583-Antonio Viegas-11537.05
45705-Artur Grillo-5526.69
69752-Anfnia Seixas-4451.69
666752-Ximena Castilho-12136.86
999645-Manuel Capiperibe-3674.93
788845-Domingos Pas-68.41
657950-Filomena Barrios-13765.25
108198-Dulce Froes-8922.93
144829-Ermelinda Quintela-17512.43
388932-Regina Barcellos-9978.87
767337-Carminda Morais-12013.61
350747-Jonatas Felgueiras-3939.23
334514-Micaela Chavez-2015.10
521623-Guaraci Damasceno-9631.76
687073-Joaquim Rufino-11851.76
826135-Quintiliano Sousa de Arronches-4514.81
349517-Sidfnio Frois-14021.39
573360-Basilio Pedroso-5317.64
920043-Clarindo Areosa-3634.25
220580-Odilia Bello-19638.14
434813-Jorgina Bogalho-6200.97
837632-Telma Villalobos-5089.65
426240-Edgar Carvalheiro-11612.99
183705-Quintino Alcantara-9393.37
143204-Branco Saraba-2575.40
596008-Andreia Moita-20133.67
373585-Tibefarcio Colao-7462.32
709222-Regina Barcellos-5063.22
337690-Zulmira Becerra-13992.42
209214-Adelina Quadros-12709.79
238-Estanislau Beserra-13094.14
636291-Quintiliano Sousa de Arronches-5207.68
712134-Romo Paranage-16051.94
297518-Antonio Viegas-7128.94
575549-Marilda Leio-12050.37
29518-Almor Caiado-13016.33
964624-Armindo Castalo-10095.23
555168-Sara Lameiras-17052.33
909348-Urbano Rodrigues-21335.70
688346-Taercio Mafra-18982.96
797446-Aludsio Sosa-19972.96
520337-Guaraci Damasceno-14844.49
691415-Sara Lameiras-7536.77
194249-Cleusa Goes-64.91
517759-Celeste Duarte-2060.67
898074-Oliveira Senchez-3900.96
161329-Carminda Morais-10100.61
657043-Edgar Carvalheiro-13206.16
474926-Tabalipa Duarte-18535.25
51375-Antonio Viegas-8247.30
123321-Odete Vasques-1980.44
609225-Oliveira Senchez-5935.64
379425-Armindo Castalo-3727.72
343808-Celeste Duarte-6969.66
202432-Rebeca Neto-3580.00
614853-Angilica Galante-17608.98
177081-Angilica Galante-4765.76
262700-Delfim Higuera-15462.33
97284-Ubaldo Mainha-11812.24
18525-Antonio Viegas-7807.92
751987-Cleusa Goes-16159.15
297910-Oliveira Senchez-7010.41
292585-Trajano Fagundes-7044.20
480850-Armanda Amorim-10837.64
160224-Telma Villalobos-4044.83
389903-Taercio Mafra-20190.98
232110-Delfim Higuera-7867.91
651469-Jonatas Felgueiras-20120.54
686796-Antonio Castelo-9576.68
763791-Fulvio Villegas-19046.86
87154-Guida Juca-3089.54
937978-Regina Barcellos-3152.52
869305-Silvio Mata-12605.45
572550-Honorina Lira-17510.26
241962-Heleedsa Marins-17931.86
911652-Joaquim Rufino-15930.92
512398-Emedlio Pimentel-15408.41
172825-Odilia Bello-4990.09
582681-Tibefarcio Colao-19356.95
733244-Telma Villalobos-12619.76
675889-Oliveira Senchez-14500.63
50289-Clara Alcantara-5505.17
465670-Almor Caiado-13043.86
817808-Spnia ou Sonia Guerreiro-19369.59
934159-Taercio Mafra-9977.17
533508-Letedcia Gago-9921.45
747060-Delfina Perdigon-15336.58
268248-Oliveira Senchez-9513.47
843420-Melinda Roserio-7914.46
602565-Heleedsa Marins-876.95
564207-Tabalipa Duarte-17683.71
480334-Andreia Moita-10069.38
648856-Rebeca Neto-6519.20
878712-Honorina Lira-14077.38
134399-Tarrataca Soares-631.88
92493-Rebeca Neto-13177.22
659250-Carminda Morais-7479.85
583132-Ermelinda Quintela-12882.53
515607-Emedlio Pimentel-6556.13
659823-Dulce Froes-19552.16
295925-Neuza Francia-6492.96
994713-Ubaldo Mainha-13417.77
210519-Ubaldo Mainha-529.42
328998-Joaquim Rufino-1908.21
922702-Cassandra Varejo-13589.55
749943-Guida Juca-10555.64
206023-Ermelinda Quintela-8737.39
352394-Delfim Higuera-2068.39
845531-Ermelinda Quintela-17013.54
784467-Melinda Roserio-8505.31
935151-Zulmira Becerra-10638.27
457119-Camila Gabeira-16438.21
433366-Taercio Mafra-9935.48
329562-Sara Lameiras-4173.94
479866-Clara Alcantara-18523.16
302086-Jussara Varanda-20010.66
878786-Flamednia Leiria-18557.88
924324-Manuel Capiperibe-8026.57
256003-Tarrataca Soares-19405.03
684540-Flamednia Leiria-17658.04
361556-Nuno Balsemeo-3662.55
818554-Manuel Capiperibe-16577.12
84924-Danilo Olaio-2046.62
776818-Tabalipa Duarte-9539.92
805653-Aludsio Sosa-10184.71
789476-Marilda Leio-4612.90
853483-Gaudancio Fiees-6001.69
656926-Delfim Higuera-356.09
299289-Estanislau Beserra-558.65
812530-Odete Vasques-13165.50
856473-Judite Damasceno-14779.11
243395-Letedcia Gago-11892.46
968009-Domingos Pas-17923.31
240835-Armindo Castalo-11926.25
907223-Manuel Capiperibe-17284.30
406227-Adelino Barra-4637.36
487791-Oliveira Carmona-6015.89
874289-Cleusa Goes-8682.46
918116-Polibe Olivares-14705.46
981155-Celeste Duarte-19623.58
364227-Neeamia Arruda-10467.31
518833-Polibe Olivares-19349.74
385742-Angelica Aranha-19759.42
914672-Jussara Varanda-157.00
435185-Antonio Viegas-7666.07
943499-Eurico Siqueira-17860.13
741700-Angelica Aranha-7800.17
224927-Guaraci Damasceno-17518.91
801151-Delfina Garcia de Gondim-12093.26
759079-Eurico Siqueira-10928.23
266900-Cleusa Goes-10207.04
202522-Jonatas Felgueiras-13592.23
384498-Ximena Castilho-16186.09
414104-Odilia Camello-20035.23
584512-Odilia Camello-13204.75
701374-Jorgina Bogalho-5879.35
37814-Clarindo Areosa-2671.93
480021-Emedlia Silvera-9584.18
684920-Artur Grillo-5497.35
435448-Heleedsa Marins-12444.94
60488-Augusta Paio-642.77
932865-Marilda Leio-6344.80
779621-Andreia Moita-19968.64
601470-Carminda Morais-16487.95
606543-Odete Vasques-7828.96
734769-Clarindo Areosa-11275.97
876022-Delfim Higuera-9991.51
550797-Antonio Viegas-9991.48
633384-Flor Portella-19958.33
41899-Letedcia Gago-11647.84
790200-Clarindo Areosa-4683.61
242516-Marilda Leio-9532.94
434031-Adelino Barra-2595.90
750488-Flor Portella-3631.92
106559-Almerinda Palmeira-12797.98
937431-Sara Lameiras-16285.33
702954-Romo Paranage-10479.25
177533-Almerinda Palmeira-3179.92
69743-Taercio Mafra-11906.26
697087-Silvio Mata-5801.84
334996-Mercia Caeira-17269.74
250372-Armindo Castalo-13567.33
645735-Sidfnio Frois-8286.83
938289-Odilia Camello-17614.34
509433-Angelica Aranha-18635.41
9087-Liana Cardim-3079.94
