196638-Quintino Alcantara-10480.95
255824-Letedcia Gago-3752.66
335522-Neeamia Arruda-5314.07
301357-Polibe Olivares-16003.12
565498-Emedlio Pimentel-6104.53
903000-Cassandra Varejo-11334.80
855108-Delfim Higuera-2649.60
331125-Regina Barcellos-3294.59
295995-Antonio Castelo-15162.11
436876-Filomena Barrios-6556.42
711275-Esperada Cardoso-711.54
699192-Emedlia Silvera-10774.10
412801-Zungela Ipiranga-5142.62
167722-Ermelinda Quintela-240.79
512150-Leonidas Mafra-7576.45
393338-Henrique Bento-7635.48
557459-Odilia Camello-8454.03
903838-Rodolfo Paz-12647.34
88770-Eurico Siqueira-17310.30
855881-Antonio Castelo-4989.83
128475-Spnia ou Sonia Guerreiro-2462.11
16166-Estanislau Beserra-2254.27
169353-Artur Grillo-19388.39
729604-Zulmira Becerra-7725.23
601541-Regina Barcellos-11340.36
443100-Augusta Paio-13554.29
281002-Angelica Aranha-2475.03
562576-Oliveira Carmona-12294.06
819509-Ermelinda Quintela-15144.95
803901-Polibe Olivares-13988.68
430265-Flamednia Leiria-8585.12
210604-Jorgina Bogalho-15265.29
400744-Branco Saraba-16306.98
852558-Aludsio Sosa-17024.28
900108-Trajano Fagundes-11945.45
592540-Neuza Francia-7175.05
832855-Angilica Galante-14047.86
992513-Dulce Froes-13738.65
886287-Quintino Alcantara-9542.01
842876-Letedcia Gago-16620.04
266453-Armanda Amorim-20054.35
900996-Sofras Cuaresma-20556.46
478401-Liana Cardim-7425.62
895119-Tarrataca Soares-7279.31
351575-Armindo Castalo-20358.32
359920-Emedlio Pimentel-11289.40
797140-Artur Grillo-9182.90
737047-Neuza Francia-1017.98
83479-Emedlia Silvera-20916.85
957909-Aludsio Sosa-290.44
699866-Ermelinda Quintela-8553.10
954179-Clarindo Areosa-5217.28
253364-Letedcia Gago-14012.06
766776-Heleedsa Marins-11376.18
224017-Adelino Barra-5034.86
226630-Gaudancio Fiees-6328.46
250419-Gaudancio Fiees-7336.43
60033-Antonio Castelo-10533.80
250754-Basilio Pedroso-6739.80
642089-Zulmira Becerra-11099.37
554293-Sidfnio Frois-16126.37
417631-Mercia Caeira-8931.08
442706-Honorina Lira-4778.78
546616-Leonidas Mafra-19976.44
65565-Eurico Siqueira-7123.85
448719-Filomena Barrios-21116.11
772265-Emedlio Pimentel-4703.78
901763-Danilo Olaio-14884.38
313374-Zungela Ipiranga-972.05
442443-Delfina Perdigon-15458.47
99141-Quintino Alcantara-10539.18
582625-Andreia Moita-6268.52
310244-Adelino Barra-1728.11
244047-Celeste Duarte-4343.58
795505-Marilda Leio-21394.23
348897-Emedlia Silvera-8813.88
747791-Danilo Olaio-20841.61
789328-Almerinda Palmeira-2235.79
726906-Elisa Themes-18438.92
644006-Jorgina Bogalho-4468.51
14887-Nuno Balsemeo-3564.66
23065-Carminda Morais-2805.65
655423-Danilo Olaio-7408.76
165324-Adelino Barra-9911.20
835898-Tarrataca Soares-214.31
891161-Adelino Barra-4827.80
74096-Quintiliano Sousa de Arronches-8605.28
151474-Branco Saraba-18883.17
666976-Sara Lameiras-3245.61
387709-Tibefarcio Colao-11382.05
472114-Taercio Mafra-11442.20
474485-Odilia Camello-19552.43
845156-Heleedsa Marins-1694.14
26834-Celeste Duarte-5595.80
566135-Henrique Bento-8284.16
44976-Polibe Olivares-16883.07
912077-Gaudancio Fiees-9558.97
972407-Flor Portella-12490.49
95024-Heleedsa Marins-19087.16
142359-Liana Cardim-8846.20
524151-Anfnia Seixas-18700.92
888597-Daniel Vieyra-16240.83
818322-Marilda Leio-7734.44
623572-Danilo Olaio-16384.71
548393-Estanislau Beserra-3585.54
420995-Lurdes Cotrim-12205.99
73923-Sara Lameiras-8110.27
254970-Delfim Higuera-12139.99
269814-Adelina Quadros-5056.11
361715-Emiliana Foquio-5297.53
658327-Romo Paranage-17332.77
174536-Basilio Pedroso-1776.82
449761-Anfnia Seixas-4385.01
655777-Sofras Cuaresma-11091.24
925203-Zungela Ipiranga-10331.89
126643-Esperada Cardoso-2321.26
151256-Angilica Galante-13362.00
73140-Emiliana Foquio-9109.71
560119-Silvio Mata-8447.58
279171-Guida Juca-14621.19
618005-Antonio Viegas-17537.78
565088-Cassandra Varejo-7164.69
111256-Andreia Moita-3054.35
101665-Antonio Viegas-6900.90
79502-Armanda Amorim-2825.32
610902-Anfnia Seixas-20586.59
740840-Domingos Pas-12643.26
414099-Cleusa Goes-10029.16
603086-Elisa Themes-3759.92
402824-Antonio Viegas-12922.71
955672-Armindo Castalo-3414.06
302134-Jorgina Bogalho-15409.71
330807-Angilica Galante-725.98
860012-Ermelinda Quintela-10047.00
513323-Oliveira Senchez-16807.80
388187-Jonatas Felgueiras-3119.07
872897-Taercio Mafra-2661.64
74079-Oliveira Senchez-2070.95
246703-Polibe Olivares-13486.98
693289-Heleedsa Marins-20491.00
259199-Dulce Froes-6905.72
119112-Heleedsa Marins-11538.75
963918-Oliveira Senchez-14692.05
727025-Camila Gabeira-20750.65
96914-Melinda Roserio-19330.95
998790-Armanda Amorim-20764.83
75646-Jorgina Bogalho-5898.73
995092-Fulvio Villegas-9569.47
830268-Oliveira Senchez-19411.93
173996-Delfina Perdigon-924.03
272745-Jussara Varanda-11676.62
809928-Basilio Pedroso-4782.98
801577-Emedlio Pimentel-8882.62
908004-Neeamia Arruda-5555.05
714523-Polibe Olivares-1701.18
816987-Odete Vasques-146.33
342652-Marilda Leio-2.25
516005-Silvio Mata-13912.20
783850-Armindo Castalo-8955.67
265625-Delfina Garcia de Gondim-10367.41
364154-Flamednia Leiria-9595.30
551461-Clara Alcantara-10053.40
613330-Odete Vasques-5676.58
880566-Fulvio Villegas-18665.66
245887-Sofras Cuaresma-16117.97
706264-Neuza Francia-14841.30
682587-Heleedsa Marins-17954.73
15051-Oliveira Carmona-6645.05
810437-Neuza Francia-4458.05
315450-Antonio Viegas-3405.87
223379-Ximena Castilho-2504.68
309774-Micaela Chavez-8660.19
693748-Antonio Castelo-11936.33
339219-Armindo Castalo-5550.30
489564-Esperada Cardoso-10252.75
274401-Judite Damasceno-2424.98
692521-Clarindo Areosa-2831.81
819570-Urbano Rodrigues-17371.96
683345-Odilia Bello-12665.22
630465-Polibe Olivares-8123.54
318575-Emedlia Silvera-4670.94
53124-Jussara Varanda-13984.04
127690-Letedcia Gago-19370.98
860201-Daniel Vieyra-8239.53
675014-Rodolfo Paz-7619.59
803004-Andreia Moita-19212.33
577510-Micaela Chavez-214.42
824833-Oliveira Senchez-15052.62
93682-Delfim Higuera-13214.62
167906-Domingos Pas-3656.08
829482-Augusta Paio-18219.27
958917-Clarindo Areosa-2074.96
624024-Domingos Pas-8226.24
921781-Anfnia Seixas-20874.84
765459-Honorina Lira-15736.76
884592-Guaraci Damasceno-8929.95
501798-Micaela Chavez-15295.73
299663-Andreia Moita-9839.14
809590-Telma Villalobos-20680.07
842018-Tibefarcio Colao-9326.92
745100-Celeste Duarte-660.38
258567-Oliveira Carmona-18659.96
659490-Nuno Balsemeo-7561.37
190673-Moaci Mendoa-775.75
674982-Quintiliano Sousa de Arronches-3853.40
634685-Ubaldo Mainha-5572.25
827833-Cleusa Goes-8357.27
463298-Spnia ou Sonia Guerreiro-15040.26
877003-Sara Lameiras-43.52
268645-Silvio Mata-18981.94
268689-Clarindo Areosa-15554.56
712062-Delfina Perdigon-15907.14
651888-Armanda Amorim-12548.90
215858-Quintiliano Sousa de Arronches-3375.97
780525-Adelina Quadros-18102.72
537254-Basilio Pedroso-21399.07
289049-Domingos Pas-11002.51
129774-Liana Cardim-8602.31
400613-Rebeca Neto-7776.24
678896-Neuza Francia-264.09
165234-Antonio Viegas-11196.78
689109-Carminda Morais-15843.90
725791-Camila Gabeira-16280.42
899303-Flamednia Leiria-20732.58
647780-Adelino Barra-7125.55
736681-Fulvio Villegas-12670.92
566949-Oliveira Carmona-3348.97
124032-Adelino Barra-15930.27
707591-Sara Lameiras-17304.28
159922-Manuel Capiperibe-6676.23
323043-Romo Paranage-14847.88
942053-Melinda Roserio-21004.77
791872-Sara Lameiras-857.19
48342-Armanda Amorim-4916.19
902137-Camila Gabeira-12482.66
28239-Danilo Olaio-5935.19
94036-Emedlia Silvera-12320.86
411011-Odete Vasques-18522.10
958812-Carminda Morais-18104.34
647148-Melinda Roserio-11111.11
744662-Urbano Rodrigues-16524.34
36397-Ermelinda Quintela-6948.92
718061-Neeamia Arruda-19766.84
957896-Aludsio Sosa-3102.49
971760-Odilia Bello-3281.51
540178-Celeste Duarte-16931.79
716756-Odilia Bello-1027.89
790544-Judite Damasceno-9522.00
891315-Delfina Garcia de Gondim-8066.76
452386-Delfina Perdigon-4438.39
636303-Odilia Bello-20375.84
608299-Neeamia Arruda-2651.37
90188-Tarrataca Soares-10058.55
775057-Joaquim Rufino-15928.12
594913-Jorgina Bogalho-19517.84
681186-Flor Portella-6478.41
803259-Odilia Bello-10955.58
11731-Marilda Leio-14823.48
946986-Mercia Caeira-12537.56
832966-Nuno Balsemeo-21402.08
345947-Tabalipa Duarte-5143.61
292620-Almor Caiado-84.85
131389-Edgar Carvalheiro-5755.76
686830-Andreia Moita-1538.67
974583-Telma Villalobos-13824.62
929488-Angelica Aranha-12146.59
579784-Delfim Higuera-2439.79
503157-Flamednia Leiria-18499.91
143320-Oliveira Senchez-14424.54
975439-Fulvio Villegas-8318.03
130310-Nuno Balsemeo-11291.49
901650-Taercio Mafra-18394.42
293154-Angelica Aranha-15100.90
571938-Delfim Higuera-21177.77
146843-Armindo Castalo-18252.68
538685-Silvio Mata-9607.13
771292-Nuno Balsemeo-12172.93
77771-Ermelinda Quintela-5503.13
732314-Flamednia Leiria-20594.56
658941-Augusta Paio-1089.48
310038-Silvio Mata-15850.78
321908-Quintino Alcantara-20829.80
819202-Leonidas Mafra-18677.89
408460-Celeste Duarte-19453.61
348387-Carminda Morais-17610.24
266601-Letedcia Gago-11190.79
360639-Delfina Garcia de Gondim-6673.67
433761-Angilica Galante-15014.45
497698-Liana Cardim-8086.94
532141-Honorina Lira-19903.53
886408-Aludsio Sosa-7441.79
390095-Anind Zarco-18795.01
852173-Camila Gabeira-11098.36
920383-Moaci Mendoa-11582.45
281557-Anfnia Seixas-311.10
426628-Esperada Cardoso-12583.76
285086-Manuel Capiperibe-17597.37
436714-Angelica Aranha-17791.71
417373-Neuza Francia-10191.85
370385-Odete Vasques-9222.33
271188-Armindo Castalo-1726.36
766444-Basilio Pedroso-20470.26
241453-Celeste Duarte-19423.94
538423-Esperada Cardoso-13688.31
196590-Flamednia Leiria-2966.29
395499-Heleedsa Marins-5510.56
190189-Gaudancio Fiees-9453.41
351952-Aludsio Sosa-5492.94
474910-Armindo Castalo-20607.11
291378-Marilda Leio-10965.98
976649-Odilia Camello-20608.69
840763-Dulce Froes-961.52
238331-Armindo Castalo-15803.93
955852-Dulce Froes-19389.32
950842-Angelica Aranha-9696.45
538986-Antonio Viegas-4335.57
19587-Zungela Ipiranga-14497.47
753286-Angilica Galante-3906.15
657490-Tabalipa Duarte-9050.90
262603-Judite Damasceno-16543.81
617118-Lina Andrade-3338.74
91092-Antonio Viegas-19827.15
623675-Moaci Mendoa-20379.54
550688-Fulvio Villegas-16094.26
825220-Artur Grillo-18553.77
728826-Emiliana Foquio-6594.32
204488-Urbano Rodrigues-14274.52
20940-Antonio Viegas-16242.05
131247-Silvio Mata-8813.79
469135-Tabalipa Duarte-2181.58
404989-Flor Portella-5567.75
242701-Manuel Capiperibe-20698.66
232363-Lina Andrade-3620.06
615429-Armindo Castalo-16705.56
446674-Anfnia Seixas-9218.98
439040-Tibofarcio Camacho-5601.43
988027-Armindo Castalo-11363.48
283823-Cassandra Varejo-14483.69
711086-Camila Gabeira-20455.00
228372-Odilia Bello-6934.85
643413-Urbano Rodrigues-6364.07
932857-Armanda Amorim-17876.49
453819-Almor Caiado-20958.82
444631-Romo Paranage-9940.14
377497-Silvio Mata-4209.77
203258-Basilio Pedroso-13464.16
460902-Silvio Mata-20564.04
170015-Fulvio Villegas-18532.04
600235-Almerinda Palmeira-11274.31
925406-Guaraci Damasceno-7841.76
408130-Regina Barcellos-3303.36
665526-Mercia Caeira-997.85
305038-Branco Saraba-20752.39
950341-Urbano Rodrigues-18522.00
668475-Almerinda Palmeira-10400.94
801013-Adelino Barra-14942.97
76781-Danilo Olaio-17267.58
700268-Delfim Higuera-10174.44
208765-Artur Grillo-9905.61
217167-Quintino Alcantara-3800.02
743666-Judite Damasceno-15514.11
160547-Eurico Siqueira-7665.93
743214-Ximena Castilho-954.14
240383-Ermelinda Quintela-20473.64
234779-Oliveira Senchez-18505.49
722134-Clarindo Areosa-4268.66
141487-Odilia Camello-4839.43
964513-Esperada Cardoso-10106.44
24093-Filomena Barrios-13078.52
514959-Jorgina Bogalho-12735.86
181837-Fulvio Villegas-16013.29
184492-Melinda Roserio-7800.06
488484-Odilia Bello-5972.66
31281-Oliveira Carmona-10015.06
806570-Almor Caiado-8392.57
159145-Fulvio Villegas-5314.96
841320-Neeamia Arruda-14246.37
281293-Armindo Castalo-12801.18
681783-Nuno Balsemeo-19511.42
643026-Zungela Ipiranga-2701.74
123131-Taercio Mafra-13163.55
13876-Emedlio Pimentel-11250.56
497140-Flor Portella-19435.45
910665-Spnia ou Sonia Guerreiro-15520.92
688439-Anfnia Seixas-18028.99
531642-Camila Gabeira-15885.75
757639-Micaela Chavez-2559.32
926861-Quintino Alcantara-16792.13
739574-Sidfnio Frois-4334.12
920897-Henrique Bento-18040.55
687996-Jorgina Bogalho-18761.78
300890-Joaquim Rufino-537.08
436478-Emedlia Silvera-13982.05
837974-Zungela Ipiranga-17101.16
745761-Sofras Cuaresma-8893.21
427322-Neeamia Arruda-7863.69
604792-Oliveira Carmona-18281.26
419658-Cleusa Goes-2035.69
869136-Letedcia Gago-12183.09
493673-Neeamia Arruda-18852.30
775523-Antonio Castelo-13304.34
929228-Domingos Pas-11552.52
139280-Filomena Barrios-21396.88
410515-Moaci Mendoa-5860.42
290566-Emiliana Foquio-17907.88
586003-Flamednia Leiria-1507.32
972325-Flor Portella-4923.37
774499-Angelica Aranha-20927.56
822875-Ubaldo Mainha-19371.42
766532-Regina Barcellos-19766.35
797553-Manuel Capiperibe-3339.27
6365-Ermelinda Quintela-4728.56
439547-Tibofarcio Camacho-13709.96
77889-Camila Gabeira-6769.23
348408-Liana Cardim-20902.13
939542-Clara Alcantara-9713.16
899285-Quintiliano Sousa de Arronches-10562.88
17982-Flamednia Leiria-4535.79
189788-Ximena Castilho-8424.02
703335-Cleusa Goes-5086.84
446816-Oliveira Carmona-12564.82
624578-Joaquim Rufino-6670.05
570215-Manuel Capiperibe-9414.44
236558-Spnia ou Sonia Guerreiro-13305.22
428877-Domingos Pas-13968.71
925636-Delfina Garcia de Gondim-20298.10
670510-Adelina Quadros-18682.26
235587-Clara Alcantara-5927.60
589582-Odilia Bello-5544.66
85279-Judite Damasceno-8241.70
249055-Feledcia Peassego-11396.16
823729-Taercio Mafra-6837.57
771233-Taercio Mafra-6118.44
714495-Emedlia Silvera-9160.80
96734-Sofras Cuaresma-350.26
208516-Polibe Olivares-19069.51
635845-Jorgina Bogalho-2401.38
867397-Basilio Pedroso-19693.74
161319-Neuza Francia-5974.80
889543-Jussara Varanda-2090.81
785897-Antonio Viegas-6333.30
680639-Flamednia Leiria-566.70
580133-Flamednia Leiria-10994.42
440279-Judite Damasceno-8376.73
338966-Filomena Barrios-20957.69
108251-Camila Gabeira-5214.94
204028-Aludsio Sosa-13811.30
41933-Domingos Pas-14359.97
639950-Esperada Cardoso-11396.75
704218-Quintiliano Sousa de Arronches-13345.65
454425-Odilia Bello-3818.67
821035-Heleedsa Marins-16855.47
461330-Antonio Castelo-16176.44
945525-Neuza Francia-11196.01
510180-Armanda Amorim-15219.40
616874-Daniel Vieyra-20740.48
674893-Domingos Pas-5107.68
871097-Sofras Cuaresma-8478.10
473779-Liana Cardim-15304.50
39817-Delfina Garcia de Gondim-9656.71
203547-Ubaldo Mainha-21251.25
697671-Jorgina Bogalho-18534.62
862272-Urbano Rodrigues-8344.40
468583-Camila Gabeira-18273.86
263804-Liana Cardim-14534.12
344668-Honorina Lira-18950.29
919693-Odete Vasques-7642.20
141076-Polibe Olivares-4486.08
359861-Regina Barcellos-7700.82
770072-Andreia Moita-1786.38
261252-Jonatas Felgueiras-10308.41
619300-Trajano Fagundes-18125.39
524853-Lurdes Cotrim-4329.18
107102-Angelica Aranha-1389.03
773620-Sara Lameiras-17681.66
412431-Romo Paranage-9740.27
99082-Rebeca Neto-4254.63
70305-Odilia Camello-15036.04
851682-Gaudancio Fiees-13494.81
599514-Tarrataca Soares-11027.67
18019-Dulce Froes-20980.28
594327-Fulvio Villegas-4221.64
633121-Dulce Froes-20556.89
112082-Joaquim Rufino-263.12
9440-Domingos Pas-18960.86
319023-Polibe Olivares-5970.15
174057-Carminda Morais-3506.30
249436-Spnia ou Sonia Guerreiro-16677.00
932609-Carminda Morais-11010.69
213708-Cleusa Goes-1811.84
132549-Elisa Themes-20212.02
