418472-Taercio Mafra-13650.69
985988-Estanislau Beserra-17878.38
710980-Basilio Pedroso-2902.10
123597-Tibefarcio Colao-1680.75
174877-Esperada Cardoso-1780.48
982251-Micaela Chavez-11668.19
615505-Zungela Ipiranga-2333.25
904640-Danilo Olaio-1222.79
251537-Joaquim Rufino-10024.94
540715-Trajano Fagundes-18017.14
84503-Nuno Balsemeo-5106.19
515842-Letedcia Gago-9006.05
31981-Sara Lameiras-658.32
345198-Tarrataca Soares-19539.56
954642-Silvio Mata-316.47
110280-Branco Saraba-7806.29
982097-Andreia Moita-16222.45
687796-Adelino Barra-1136.66
272375-Angilica Galante-18259.17
509727-Adelina Quadros-10329.74
9472-Andreia Moita-13450.59
807495-Fulvio Villegas-18285.74
443752-Camila Gabeira-17851.23
806588-Estanislau Beserra-17779.84
244329-Esperada Cardoso-11834.55
730167-Spnia ou Sonia Guerreiro-7270.82
35085-Taercio Mafra-14940.64
180942-Eurico Siqueira-3372.68
606195-Polibe Olivares-7275.41
525803-Rebeca Neto-18910.50
675755-Emiliana Foquio-1915.76
444360-Sara Lameiras-3243.84
333958-Micaela Chavez-19298.28
55528-Zulmira Becerra-10031.50
732667-Odilia Camello-20073.95
572957-Edgar Carvalheiro-8256.41
42297-Ermelinda Quintela-7721.93
756191-Tibofarcio Camacho-20803.74
651983-Odete Vasques-5774.96
981212-Rebeca Neto-15610.22
284591-Lina Andrade-3902.14
162977-Emedlia Silvera-18706.58
615860-Augusta Paio-4605.09
224278-Sara Lameiras-5205.64
817076-Elisa Themes-18572.97
381601-Almerinda Palmeira-2073.86
28133-Jonatas Felgueiras-6464.29
255123-Aludsio Sosa-5017.01
750366-Guida Juca-20343.53
786237-Guaraci Damasceno-6278.51
388817-Almerinda Palmeira-16101.35
83929-Neeamia Arruda-20312.98
646364-Taercio Mafra-15724.30
552580-Guaraci Damasceno-20186.55
125515-Carminda Morais-8529.88
609500-Heleedsa Marins-14063.70
734702-Delfina Garcia de Gondim-1109.14
568910-Zulmira Becerra-6081.69
776715-Aludsio Sosa-10879.20
997015-Celeste Duarte-1302.22
239263-Romo Paranage-17736.11
211917-Celeste Duarte-19146.95
842986-Odilia Bello-8778.58
499132-Adelino Barra-5929.27
719531-Angelica Aranha-20630.52
753202-Melinda Roserio-8531.78
173104-Jussara Varanda-20839.13
21532-Nuno Balsemeo-849.98
87383-Henrique Bento-12317.75
506287-Odilia Bello-18067.72
292160-Liana Cardim-12235.27
213243-Delfim Higuera-20197.39
465216-Armanda Amorim-17710.99
147588-Polibe Olivares-9381.14
989-Anind Zarco-413.50
842495-Feledcia Peassego-9381.03
570059-Delfina Garcia de Gondim-16882.76
728166-Daniel Vieyra-7908.14
539236-Telma Villalobos-8949.02
786339-Nuno Balsemeo-18874.08
255711-Armindo Castalo-1012.16
852523-Daniel Vieyra-14414.30
660702-Oliveira Senchez-14968.95
326614-Letedcia Gago-18400.42
919191-Oliveira Carmona-1945.60
596651-Feledcia Peassego-17084.02
935792-Micaela Chavez-13454.89
220372-Celeste Duarte-13642.17
502950-Armanda Amorim-2252.72
560240-Esperada Cardoso-11640.59
905610-Polibe Olivares-158.31
294675-Antonio Viegas-7016.83
939352-Liana Cardim-8413.44
198979-Ximena Castilho-13126.71
572688-Clarindo Areosa-5611.06
296362-Ximena Castilho-6497.03
123203-Delfina Perdigon-2841.55
742668-Regina Barcellos-15483.75
692641-Neuza Francia-2323.95
544153-Taercio Mafra-18629.55
319843-Sidfnio Frois-18043.77
311872-Heleedsa Marins-12801.88
733482-Micaela Chavez-1626.44
82593-Guaraci Damasceno-2228.43
474090-Cassandra Varejo-2514.15
425314-Flor Portella-2897.12
295111-Armindo Castalo-12758.35
169892-Angilica Galante-6030.94
261473-Henrique Bento-12097.87
625441-Silvio Mata-18433.30
564487-Sara Lameiras-961.67
334324-Anind Zarco-3644.79
303825-Sidfnio Frois-19422.12
100990-Eurico Siqueira-20312.95
601489-Sara Lameiras-3242.85
691809-Tarrataca Soares-13107.11
1306-Henrique Bento-2565.22
465771-Rebeca Neto-6546.92
821930-Henrique Bento-17219.53
572733-Delfim Higuera-15360.95
278419-Guaraci Damasceno-12611.76
393654-Tibofarcio Camacho-9130.27
696762-Micaela Chavez-11933.30
643447-Sidfnio Frois-7959.48
432687-Gaudancio Fiees-10335.49
153522-Nuno Balsemeo-3197.57
69611-Letedcia Gago-14517.59
853213-Tarrataca Soares-4187.41
214293-Feledcia Peassego-9165.63
878195-Estanislau Beserra-10301.36
389074-Polibe Olivares-4749.30
66773-Ermelinda Quintela-10553.24
223164-Oliveira Senchez-19040.21
108081-Aludsio Sosa-10361.81
804118-Oliveira Senchez-8221.30
785364-Jussara Varanda-15132.83
477135-Feledcia Peassego-12518.69
207244-Almerinda Palmeira-13137.22
629233-Filomena Barrios-1544.53
520927-Augusta Paio-11313.31
24118-Antonio Castelo-17927.20
703294-Antonio Viegas-873.03
925483-Clarindo Areosa-6745.27
478158-Emedlia Silvera-12016.35
978663-Emiliana Foquio-15524.39
544838-Angilica Galante-20512.24
384845-Tibefarcio Colao-18612.18
983638-Flamednia Leiria-12389.41
323340-Silvio Mata-8390.87
225883-Daniel Vieyra-2361.24
780350-Tibofarcio Camacho-9661.48
265162-Domingos Pas-21428.51
590324-Sofras Cuaresma-3842.93
936247-Nuno Balsemeo-11787.71
495434-Daniel Vieyra-10272.66
667868-Fulvio Villegas-9633.28
639775-Honorina Lira-13067.12
997120-Almerinda Palmeira-13616.96
76763-Tibofarcio Camacho-15470.19
125701-Angelica Aranha-6317.62
989427-Eurico Siqueira-17935.42
606070-Carminda Morais-12123.24
526052-Romo Paranage-20909.14
972537-Jussara Varanda-20383.66
569960-Tibofarcio Camacho-20908.62
606085-Neeamia Arruda-9230.46
898982-Tibefarcio Colao-482.02
409434-Adelino Barra-7181.99
377388-Almerinda Palmeira-20992.76
432079-Spnia ou Sonia Guerreiro-509.18
610786-Oliveira Carmona-21469.08
453978-Oliveira Senchez-15900.30
664949-Adelina Quadros-6150.72
169183-Odilia Bello-20440.45
444838-Domingos Pas-6361.31
503281-Anind Zarco-912.54
889350-Lurdes Cotrim-3131.53
504242-Emedlia Silvera-10155.62
331595-Clarindo Areosa-12899.40
178398-Armindo Castalo-19753.72
303237-Romo Paranage-11604.99
486463-Odilia Camello-19589.53
993238-Basilio Pedroso-711.34
930238-Heleedsa Marins-1763.03
750062-Trajano Fagundes-13057.48
948144-Clarindo Areosa-1917.68
192352-Emedlio Pimentel-20926.57
638813-Romo Paranage-18726.78
801000-Neeamia Arruda-8935.26
755676-Emedlio Pimentel-7022.20
628541-Tabalipa Duarte-19305.23
409024-Odete Vasques-20770.10
252249-Almor Caiado-2065.20
167918-Camila Gabeira-5574.50
128567-Cleusa Goes-8732.00
736860-Armanda Amorim-10971.48
598884-Almerinda Palmeira-48.57
129972-Silvio Mata-19394.96
706854-Moaci Mendoa-11768.13
255976-Guida Juca-19635.69
176712-Augusta Paio-557.14
112552-Ximena Castilho-18951.23
1123-Neeamia Arruda-4818.91
540078-Delfim Higuera-7260.59
382249-Guaraci Damasceno-3767.04
972473-Marilda Leio-699.57
330385-Dulce Froes-20445.56
378039-Micaela Chavez-1712.02
103326-Zungela Ipiranga-19079.09
870544-Lurdes Cotrim-21021.65
858093-Melinda Roserio-5818.58
885560-Flor Portella-6549.71
439410-Odilia Camello-21329.72
512879-Odilia Bello-7920.28
36207-Esperada Cardoso-11034.11
275806-Basilio Pedroso-778.99
663470-Dulce Froes-547.46
907901-Branco Saraba-9791.24
164266-Antonio Viegas-4287.44
749917-Rebeca Neto-14446.14
420530-Lina Andrade-4339.89
288295-Taercio Mafra-14748.75
311291-Almor Caiado-2018.30
709064-Filomena Barrios-11163.43
682236-Rebeca Neto-4808.96
875726-Feledcia Peassego-13161.71
510042-Eurico Siqueira-4243.51
216773-Dulce Froes-21052.59
125891-Guida Juca-18559.40
460601-Antonio Viegas-8532.06
993233-Neuza Francia-10606.27
867793-Emedlia Silvera-3864.31
229539-Melinda Roserio-7257.43
563242-Daniel Vieyra-4129.68
958037-Tibefarcio Colao-1741.67
247116-Camila Gabeira-3860.42
952009-Artur Grillo-11185.52
886749-Melinda Roserio-1212.85
978433-Edgar Carvalheiro-18604.11
297681-Branco Saraba-18013.88
747743-Sofras Cuaresma-20463.82
186712-Guida Juca-10297.66
16499-Almerinda Palmeira-15539.95
676516-Odilia Bello-14570.75
679641-Romo Paranage-15310.33
94785-Moaci Mendoa-7317.96
681404-Trajano Fagundes-12847.48
135670-Fulvio Villegas-10971.51
849134-Eurico Siqueira-11481.30
535118-Tabalipa Duarte-18664.28
427188-Nuno Balsemeo-4016.92
945873-Fulvio Villegas-14828.78
895822-Antonio Castelo-1424.11
104676-Odilia Bello-8770.88
281501-Nuno Balsemeo-5082.84
624883-Sidfnio Frois-16643.79
10550-Angilica Galante-13665.76
464895-Sidfnio Frois-392.28
204692-Trajano Fagundes-19350.77
355832-Edgar Carvalheiro-3201.29
927972-Carminda Morais-3425.56
881642-Micaela Chavez-9155.02
117339-Marilda Leio-2779.14
864603-Delfina Perdigon-13030.19
686675-Emedlio Pimentel-1088.17
57946-Rodolfo Paz-11644.42
741882-Delfina Perdigon-5609.68
174142-Adelina Quadros-15644.33
757826-Leonidas Mafra-11.54
987719-Emiliana Foquio-20265.10
161504-Henrique Bento-8519.54
26923-Spnia ou Sonia Guerreiro-6713.52
287040-Zungela Ipiranga-3669.86
958356-Estanislau Beserra-14928.51
717385-Regina Barcellos-12110.54
276474-Aludsio Sosa-10526.28
214055-Sara Lameiras-17493.70
244236-Aludsio Sosa-2910.61
502689-Nuno Balsemeo-20698.18
354899-Carminda Morais-17913.22
335985-Trajano Fagundes-13220.00
873135-Antonio Viegas-10635.44
912222-Camila Gabeira-3513.47
381773-Rodolfo Paz-14753.05
870112-Carminda Morais-10175.39
691444-Anind Zarco-16338.16
954301-Rebeca Neto-6935.46
185584-Tibefarcio Colao-17107.90
366540-Sara Lameiras-4298.09
701862-Fulvio Villegas-9331.64
547382-Armanda Amorim-13935.00
380127-Andreia Moita-58.90
49037-Estanislau Beserra-19808.02
220507-Rodolfo Paz-11537.00
242788-Anfnia Seixas-9750.86
835260-Manuel Capiperibe-15537.78
572220-Odete Vasques-19067.32
679199-Neuza Francia-4474.34
846691-Judite Damasceno-8878.01
865226-Tibofarcio Camacho-10815.02
206171-Lurdes Cotrim-9075.66
63735-Camila Gabeira-12179.46
464841-Heleedsa Marins-5365.12
729232-Angelica Aranha-13777.32
298914-Polibe Olivares-9394.91
407623-Filomena Barrios-4328.43
364537-Anfnia Seixas-9104.15
867360-Lina Andrade-19740.94
160328-Honorina Lira-17674.57
778834-Letedcia Gago-2128.39
561425-Fulvio Villegas-12490.45
360438-Armindo Castalo-19031.09
49008-Camila Gabeira-10910.90
539358-Romo Paranage-13118.19
762316-Emedlia Silvera-18931.18
555292-Adelina Quadros-17050.42
158786-Ermelinda Quintela-2339.23
494395-Odilia Camello-3207.90
780407-Joaquim Rufino-15289.51
867011-Letedcia Gago-21407.30
456068-Emiliana Foquio-9418.07
127666-Zulmira Becerra-14731.68
745579-Jussara Varanda-15932.17
391549-Tibefarcio Colao-11352.73
769731-Urbano Rodrigues-12530.35
155619-Oliveira Carmona-7741.07
384471-Telma Villalobos-12522.65
544861-Mercia Caeira-2992.76
799634-Cleusa Goes-5100.56
28187-Augusta Paio-6249.23
95744-Edgar Carvalheiro-17253.79
724830-Eurico Siqueira-4240.24
979180-Jonatas Felgueiras-862.86
323635-Domingos Pas-12486.77
3780-Odilia Bello-9939.63
318528-Angilica Galante-2616.35
675502-Rodolfo Paz-16320.20
471945-Henrique Bento-17205.64
542512-Danilo Olaio-3538.80
596588-Moaci Mendoa-14469.09
380303-Clara Alcantara-9175.21
487788-Guida Juca-147.62
279480-Jorgina Bogalho-6417.41
288036-Angilica Galante-17420.65
85518-Urbano Rodrigues-3325.85
434242-Andreia Moita-4539.03
373150-Ermelinda Quintela-16635.79
610083-Quintino Alcantara-20480.51
606733-Andreia Moita-19281.10
176211-Odilia Bello-6852.23
669177-Emedlia Silvera-4601.19
58051-Delfina Garcia de Gondim-471.23
470499-Almerinda Palmeira-9194.03
168452-Melinda Roserio-3752.07
59811-Andreia Moita-16972.93
914308-Oliveira Senchez-18437.27
403913-Zungela Ipiranga-15886.17
429450-Neuza Francia-367.43
535780-Adelino Barra-17823.50
522537-Clara Alcantara-8930.42
934261-Zulmira Becerra-1412.28
866696-Augusta Paio-12522.86
561025-Marilda Leio-3552.73
996427-Guida Juca-18314.41
529243-Almerinda Palmeira-4870.17
130549-Zungela Ipiranga-16109.32
151576-Gaudancio Fiees-11698.52
751475-Delfina Garcia de Gondim-7957.98
918543-Ubaldo Mainha-618.50
711644-Danilo Olaio-14693.72
243718-Emiliana Foquio-228.23
895068-Trajano Fagundes-9346.90
669835-Aludsio Sosa-20722.51
847499-Cassandra Varejo-19297.63
232447-Guaraci Damasceno-1018.09
426549-Emiliana Foquio-12159.40
864049-Silvio Mata-14310.91
434447-Tabalipa Duarte-2633.59
747828-Clara Alcantara-19082.78
410923-Fulvio Villegas-18515.05
632649-Domingos Pas-7782.66
82183-Armanda Amorim-12961.61
333929-Nuno Balsemeo-13048.31
858385-Anind Zarco-17236.78
340357-Telma Villalobos-7804.27
839656-Odilia Bello-1723.70
270590-Rebeca Neto-17432.34
69776-Melinda Roserio-6391.85
183016-Feledcia Peassego-11919.32
146090-Micaela Chavez-8888.60
481536-Lina Andrade-6230.09
639966-Odete Vasques-5356.07
4430-Neeamia Arruda-18789.41
135953-Mercia Caeira-7133.16
30961-Antonio Castelo-10176.56
251403-Letedcia Gago-11314.96
411476-Aludsio Sosa-5182.83
179107-Zungela Ipiranga-3478.69
305771-Odilia Camello-14160.52
226364-Odete Vasques-16371.98
168882-Odete Vasques-3331.96
377042-Leonidas Mafra-18218.36
745913-Oliveira Carmona-5953.57
978034-Oliveira Senchez-8734.93
888201-Emiliana Foquio-2910.40
225213-Almerinda Palmeira-10972.91
448322-Lina Andrade-2132.19
905227-Gaudancio Fiees-12173.98
63078-Adelino Barra-782.20
153351-Guaraci Damasceno-8514.47
619675-Delfina Garcia de Gondim-10936.16
94698-Delfina Garcia de Gondim-15829.93
176956-Liana Cardim-14682.55
716730-Filomena Barrios-20542.33
88757-Tibofarcio Camacho-7696.38
600692-Tibefarcio Colao-5423.79
641246-Cassandra Varejo-15448.28
448306-Anind Zarco-12252.49
640704-Mercia Caeira-2228.28
401458-Telma Villalobos-18769.82
360305-Guida Juca-6341.18
515133-Ubaldo Mainha-14122.13
538614-Lina Andrade-4519.06
402473-Liana Cardim-17796.23
275367-Liana Cardim-18137.11
188259-Quintiliano Sousa de Arronches-15718.28
908903-Micaela Chavez-379.86
332423-Sidfnio Frois-20254.34
670631-Rodolfo Paz-14395.91
745650-Rodolfo Paz-18439.93
751141-Letedcia Gago-5808.69
888689-Romo Paranage-1309.01
535336-Melinda Roserio-1684.40
953348-Delfim Higuera-12888.42
120759-Guida Juca-706.34
409419-Lurdes Cotrim-10998.22
109948-Cleusa Goes-11787.31
121613-Feledcia Peassego-5205.80
415049-Mercia Caeira-3427.67
20630-Henrique Bento-7235.12
640763-Estanislau Beserra-3667.80
378772-Armindo Castalo-3661.85
329355-Adelino Barra-1572.37
702171-Artur Grillo-12081.90
697598-Taercio Mafra-12783.11
920747-Silvio Mata-11372.37
488660-Delfina Garcia de Gondim-13273.46
42585-Gaudancio Fiees-12459.84
547178-Guida Juca-21183.99
159497-Joaquim Rufino-20199.36
764648-Ximena Castilho-6800.94
755639-Sara Lameiras-8804.72
647604-Letedcia Gago-18858.02
979157-Edgar Carvalheiro-20005.04
152771-Augusta Paio-8567.18
476517-Cassandra Varejo-2681.55
622303-Oliveira Carmona-18066.44
499032-Eurico Siqueira-12152.02
471830-Anind Zarco-5192.66
211330-Letedcia Gago-11584.25
979534-Nuno Balsemeo-6817.06
11231-Anind Zarco-18174.62
744166-Adelina Quadros-4016.26
197324-Melinda Roserio-8976.05
873108-Danilo Olaio-2992.74
859575-Spnia ou Sonia Guerreiro-8247.51
82496-Lina Andrade-14263.73
168170-Odete Vasques-11353.89
754562-Lina Andrade-4723.77
740370-Gaudancio Fiees-19275.88
695280-Sofras Cuaresma-19295.68
743702-Antonio Viegas-8450.95
264410-Flor Portella-11878.39
103111-Romo Paranage-9675.53
961975-Flor Portella-13924.26
54953-Oliveira Senchez-15932.86
786440-Letedcia Gago-5598.85
194152-Polibe Olivares-17670.53
804323-Daniel Vieyra-183.24
680483-Jonatas Felgueiras-17270.64
498482-Clara Alcantara-3232.76
22967-Cassandra Varejo-7820.19
525929-Emedlio Pimentel-18362.84
654973-Polibe Olivares-10769.03
905608-Polibe Olivares-5043.82
914252-Joaquim Rufino-9754.37
190127-Cleusa Goes-6107.39
355536-Camila Gabeira-12169.33
909512-Oliveira Senchez-18617.38
356589-Almerinda Palmeira-9169.35
391746-Armindo Castalo-16884.33
27220-Oliveira Carmona-5629.72
241540-Zulmira Becerra-15054.98
327928-Elisa Themes-6226.70
451004-Guaraci Damasceno-9595.75
32933-Manuel Capiperibe-6680.06
900585-Neeamia Arruda-5727.12
652810-Rodolfo Paz-21000.68
974128-Basilio Pedroso-20904.94
619103-Emiliana Foquio-10163.67
844457-Spnia ou Sonia Guerreiro-8052.75
861822-Angelica Aranha-12393.02
382197-Angilica Galante-10160.60
702695-Romo Paranage-13233.88
442781-Basilio Pedroso-9813.55
564428-Almor Caiado-13823.88
638943-Neuza Francia-19722.89
452764-Clara Alcantara-11634.58
200045-Feledcia Peassego-7229.48
201461-Adelino Barra-6690.84
653848-Angilica Galante-5814.45
55687-Sofras Cuaresma-7833.06
913593-Aludsio Sosa-20566.89
302553-Aludsio Sosa-19429.08
844835-Anind Zarco-15188.67
995103-Ximena Castilho-12889.48
634906-Odete Vasques-811.03
503427-Jonatas Felgueiras-6535.56
956201-Odilia Camello-20757.56
902742-Trajano Fagundes-19144.73
248695-Clarindo Areosa-10866.44
353102-Delfina Garcia de Gondim-12806.99
275888-Delfina Perdigon-9121.29
774944-Danilo Olaio-14864.32
661848-Anind Zarco-14787.93
420308-Odete Vasques-18487.88
566905-Polibe Olivares-11169.40
518577-Gaudancio Fiees-20034.43
444485-Artur Grillo-1659.15
318758-Ubaldo Mainha-19898.18
793203-Cleusa Goes-20490.67
195927-Tibefarcio Colao-11489.36
421455-Jorgina Bogalho-5287.29
851984-Cassandra Varejo-12045.04
706563-Odilia Camello-2046.82
944323-Domingos Pas-6581.02
129694-Taercio Mafra-17996.69
417971-Emedlio Pimentel-13067.04
778269-Regina Barcellos-3426.65
410635-Carminda Morais-17779.83
516530-Jorgina Bogalho-19867.77
782506-Feledcia Peassego-15504.89
747898-Camila Gabeira-12524.27
359004-Estanislau Beserra-10017.95
918376-Armanda Amorim-5940.18
270849-Filomena Barrios-15479.62
444232-Domingos Pas-8576.08
40726-Taercio Mafra-7515.43
112814-Urbano Rodrigues-18833.21
100347-Angilica Galante-20337.32
906066-Clara Alcantara-9697.64
811371-Basilio Pedroso-19255.47
653012-Branco Saraba-18868.11
739582-Almor Caiado-17656.87
329673-Almor Caiado-9011.21
601486-Rebeca Neto-7719.09
975328-Henrique Bento-10793.53
534458-Ubaldo Mainha-7929.10
313805-Antonio Viegas-19160.23
757853-Lurdes Cotrim-3196.39
701712-Filomena Barrios-1410.62
422235-Rodolfo Paz-12818.73
664403-Odete Vasques-5960.42
333321-Branco Saraba-7597.82
797324-Estanislau Beserra-8301.12
795679-Marilda Leio-10117.13
272711-Nuno Balsemeo-19626.88
