157826-Spnia ou Sonia Guerreiro-14016.16
561873-Odilia Bello-3203.31
10977-Guaraci Damasceno-17374.15
720834-Daniel Vieyra-13361.81
687419-Neuza Francia-10174.31
967790-Eurico Siqueira-20028.69
490169-Carminda Morais-3308.96
206209-Augusta Paio-3134.27
323584-Silvio Mata-18238.60
918981-Heleedsa Marins-5705.25
643187-Taercio Mafra-13031.77
840777-Odilia Camello-17446.11
425635-Spnia ou Sonia Guerreiro-16521.38
641334-Taercio Mafra-7003.75
861359-Emiliana Foquio-18090.62
649379-Basilio Pedroso-16715.47
247819-Odilia Camello-9625.53
16439-Clarindo Areosa-14207.59
474806-Rodolfo Paz-19610.83
107245-Quintiliano Sousa de Arronches-20080.02
900694-Delfim Higuera-16371.61
751740-Basilio Pedroso-3875.19
953214-Silvio Mata-14269.44
86201-Tibofarcio Camacho-15345.86
916747-Neuza Francia-12129.63
178281-Spnia ou Sonia Guerreiro-1631.29
825397-Delfim Higuera-18363.77
368971-Daniel Vieyra-13979.10
339394-Leonidas Mafra-529.01
686475-Odilia Camello-3140.08
75204-Delfina Garcia de Gondim-14879.09
640631-Lina Andrade-21106.61
332999-Rebeca Neto-10101.30
163286-Regina Barcellos-20712.16
885029-Flor Portella-1876.49
185649-Spnia ou Sonia Guerreiro-6718.28
549288-Almerinda Palmeira-12316.53
466116-Anind Zarco-505.38
658693-Celeste Duarte-17368.78
934251-Quintino Alcantara-16720.81
244477-Domingos Pas-4266.72
716205-Oliveira Carmona-14513.13
222917-Sidfnio Frois-481.62
673896-Ubaldo Mainha-168.42
226828-Jorgina Bogalho-20577.27
743072-Trajano Fagundes-15374.29
388359-Sara Lameiras-1274.94
443214-Flamednia Leiria-9379.61
407722-Henrique Bento-10946.19
273043-Elisa Themes-4110.70
146422-Cleusa Goes-8953.14
444904-Taercio Mafra-20370.30
920230-Basilio Pedroso-20762.54
525614-Polibe Olivares-2924.44
863609-Camila Gabeira-3676.71
367314-Lurdes Cotrim-13674.14
698660-Tibefarcio Colao-13073.18
683043-Eurico Siqueira-20237.62
205786-Edgar Carvalheiro-6196.86
122637-Polibe Olivares-14429.59
636422-Heleedsa Marins-5126.21
822346-Delfim Higuera-14640.66
837392-Nuno Balsemeo-21129.87
14561-Armindo Castalo-13220.29
517137-Edgar Carvalheiro-11624.08
779207-Clarindo Areosa-18217.76
986420-Quintino Alcantara-18244.74
171713-Gaudancio Fiees-2546.74
833905-Ermelinda Quintela-14578.80
631689-Cleusa Goes-7285.19
982966-Edgar Carvalheiro-18861.55
164915-Ximena Castilho-10624.94
893743-Tibofarcio Camacho-18563.31
392365-Adelina Quadros-208.62
334679-Celeste Duarte-20153.79
463863-Letedcia Gago-13076.75
6639-Jorgina Bogalho-15826.61
867717-Tibefarcio Colao-8203.49
523015-Camila Gabeira-21061.83
347553-Sidfnio Frois-923.31
163429-Odilia Camello-16323.14
600713-Angilica Galante-11789.95
104310-Silvio Mata-7694.06
110802-Danilo Olaio-3323.14
662154-Jonatas Felgueiras-1601.65
138327-Fulvio Villegas-6206.29
390285-Almerinda Palmeira-9336.36
633038-Quintiliano Sousa de Arronches-2590.20
65983-Jonatas Felgueiras-6205.43
378553-Daniel Vieyra-4904.07
209737-Armanda Amorim-13115.70
712310-Augusta Paio-14491.71
224970-Armanda Amorim-2197.92
68756-Rebeca Neto-18839.02
290935-Daniel Vieyra-13210.81
408643-Emedlia Silvera-18412.19
201088-Sara Lameiras-9711.26
171042-Jorgina Bogalho-5352.75
490219-Silvio Mata-7883.41
508876-Cleusa Goes-10407.20
858701-Flamednia Leiria-20209.29
39014-Clarindo Areosa-13201.58
731081-Moaci Mendoa-8.99
828645-Marilda Leio-20669.68
240425-Moaci Mendoa-10967.76
817450-Ximena Castilho-12531.84
539937-Armanda Amorim-16963.85
898173-Camila Gabeira-18615.56
276226-Liana Cardim-4215.63
197112-Adelino Barra-16300.72
524736-Elisa Themes-12844.47
455231-Delfim Higuera-10170.02
40254-Tibofarcio Camacho-20067.33
933173-Marilda Leio-7280.78
244788-Odete Vasques-18083.19
637255-Odilia Camello-11126.52
281604-Melinda Roserio-14091.92
535416-Ximena Castilho-14840.91
580787-Heleedsa Marins-15963.67
483698-Domingos Pas-2190.80
106352-Armanda Amorim-21376.05
658485-Armanda Amorim-735.77
401464-Trajano Fagundes-19186.17
527555-Carminda Morais-14500.66
654570-Clarindo Areosa-5518.28
40741-Quintiliano Sousa de Arronches-5449.81
643767-Cassandra Varejo-11232.63
632031-Ermelinda Quintela-11103.14
692928-Delfim Higuera-10414.12
316677-Romo Paranage-17048.95
528507-Cleusa Goes-19940.02
703471-Zulmira Becerra-17821.77
880583-Quintino Alcantara-2420.94
307276-Sara Lameiras-16696.22
328548-Polibe Olivares-16892.76
668471-Delfina Perdigon-13978.33
177200-Elisa Themes-20484.77
878320-Leonidas Mafra-10426.26
186357-Nuno Balsemeo-2418.35
377537-Elisa Themes-676.68
648971-Guaraci Damasceno-27.13
41747-Zungela Ipiranga-13314.16
11097-Artur Grillo-7758.13
113627-Ermelinda Quintela-3426.37
282510-Quintino Alcantara-7599.65
795239-Melinda Roserio-16886.34
289068-Camila Gabeira-20938.11
561953-Almerinda Palmeira-12372.06
149312-Carminda Morais-6029.08
148282-Armindo Castalo-17872.86
75267-Moaci Mendoa-7144.51
3915-Tibofarcio Camacho-16694.93
625414-Aludsio Sosa-4310.21
857580-Trajano Fagundes-10651.34
711617-Domingos Pas-7269.33
842095-Telma Villalobos-21157.28
838812-Henrique Bento-14815.34
312830-Domingos Pas-20950.96
928884-Odilia Bello-7717.61
379903-Zungela Ipiranga-7004.26
498916-Adelino Barra-14385.01
330783-Honorina Lira-6850.21
95326-Zulmira Becerra-2221.63
673130-Odilia Bello-2920.21
887823-Lurdes Cotrim-4167.32
584305-Tarrataca Soares-1380.91
914695-Sofras Cuaresma-8539.30
572545-Spnia ou Sonia Guerreiro-3177.59
952528-Joaquim Rufino-17196.88
241000-Adelina Quadros-10065.84
331852-Neuza Francia-3935.99
390405-Henrique Bento-20309.30
942056-Zungela Ipiranga-8075.42
514254-Delfina Garcia de Gondim-17942.15
736979-Oliveira Carmona-10386.19
892740-Neuza Francia-14482.03
293130-Danilo Olaio-4166.34
743567-Artur Grillo-377.23
806006-Estanislau Beserra-15486.76
629759-Mercia Caeira-12574.33
879459-Marilda Leio-9512.81
663079-Ubaldo Mainha-13446.72
951830-Andreia Moita-19596.14
920181-Fulvio Villegas-10796.44
393009-Anfnia Seixas-19173.81
114635-Dulce Froes-9047.91
927156-Guida Juca-1576.00
669382-Manuel Capiperibe-11573.44
686849-Letedcia Gago-17041.50
392088-Joaquim Rufino-4222.96
197707-Almor Caiado-1596.92
602622-Angilica Galante-2073.55
453969-Cassandra Varejo-12503.06
847074-Eurico Siqueira-13632.27
971420-Esperada Cardoso-8381.36
231181-Quintiliano Sousa de Arronches-917.67
694312-Zulmira Becerra-14096.94
308212-Estanislau Beserra-13508.80
129075-Emiliana Foquio-2330.83
142132-Tibefarcio Colao-19234.75
104736-Anfnia Seixas-9861.89
348739-Angelica Aranha-21097.92
780898-Elisa Themes-8827.62
343271-Trajano Fagundes-2601.26
550111-Manuel Capiperibe-20360.97
654749-Odete Vasques-8068.45
66279-Sara Lameiras-1680.55
77829-Romo Paranage-5363.63
432968-Domingos Pas-19494.92
454054-Camila Gabeira-16611.51
770846-Armindo Castalo-9287.72
779156-Sara Lameiras-7036.37
658414-Oliveira Carmona-1829.34
844100-Estanislau Beserra-13262.78
256393-Quintiliano Sousa de Arronches-9183.44
321008-Urbano Rodrigues-8765.15
152579-Rebeca Neto-21055.81
194614-Oliveira Senchez-4681.76
116497-Zulmira Becerra-14166.09
637779-Andreia Moita-2125.79
634198-Adelina Quadros-15733.50
336163-Emiliana Foquio-13636.45
829946-Carminda Morais-19383.04
118572-Danilo Olaio-2526.64
16412-Fulvio Villegas-19649.21
527589-Micaela Chavez-14707.58
399637-Basilio Pedroso-10094.27
810516-Guida Juca-19906.21
101144-Ximena Castilho-14702.54
400594-Jorgina Bogalho-18288.92
367352-Angilica Galante-6950.43
106152-Neeamia Arruda-12023.79
482087-Fulvio Villegas-11657.25
308758-Clara Alcantara-14678.44
413084-Flor Portella-2213.77
861529-Oliveira Carmona-16099.04
341546-Spnia ou Sonia Guerreiro-21453.04
919414-Artur Grillo-19956.31
672963-Estanislau Beserra-16972.48
551512-Ubaldo Mainha-10521.65
9117-Adelino Barra-17215.32
816624-Camila Gabeira-3391.55
302245-Silvio Mata-19036.37
91691-Oliveira Senchez-1554.62
545413-Rebeca Neto-7158.75
436157-Celeste Duarte-2082.53
601283-Honorina Lira-16565.95
193370-Henrique Bento-7240.30
439736-Fulvio Villegas-262.20
940527-Emedlia Silvera-9797.71
333522-Delfina Garcia de Gondim-16497.80
285623-Oliveira Carmona-14621.13
132994-Liana Cardim-17804.16
705580-Almerinda Palmeira-2480.24
638307-Romo Paranage-14125.69
947587-Tibofarcio Camacho-7965.22
677360-Zulmira Becerra-20181.23
227263-Cassandra Varejo-17918.33
407814-Letedcia Gago-21082.72
869211-Angilica Galante-1427.29
495698-Danilo Olaio-20190.63
170979-Celeste Duarte-19898.65
1205-Manuel Capiperibe-12575.14
468465-Taercio Mafra-9877.36
914219-Estanislau Beserra-5008.91
235201-Fulvio Villegas-183.55
325644-Emiliana Foquio-11500.32
10743-Fulvio Villegas-17462.59
726263-Trajano Fagundes-16551.83
177873-Neuza Francia-4265.69
400732-Branco Saraba-12600.65
403958-Telma Villalobos-15822.36
553231-Lurdes Cotrim-17322.37
118094-Micaela Chavez-14662.22
706588-Polibe Olivares-9396.52
380480-Danilo Olaio-8684.04
575925-Emedlio Pimentel-14607.29
926912-Lurdes Cotrim-782.56
110457-Jorgina Bogalho-17399.83
82650-Jonatas Felgueiras-296.77
784018-Anfnia Seixas-2220.78
64436-Telma Villalobos-18194.82
725878-Delfina Garcia de Gondim-19890.35
901340-Sara Lameiras-3636.69
329105-Letedcia Gago-14863.76
163833-Ermelinda Quintela-3272.73
836759-Antonio Viegas-19778.49
57947-Quintiliano Sousa de Arronches-20137.76
54660-Lina Andrade-794.02
234713-Basilio Pedroso-4304.85
500021-Aludsio Sosa-10622.69
829931-Almerinda Palmeira-18463.33
911773-Edgar Carvalheiro-4775.76
230401-Jussara Varanda-3609.93
803336-Carminda Morais-3368.39
28445-Marilda Leio-9060.03
657283-Sofras Cuaresma-20868.39
531845-Camila Gabeira-7344.14
662874-Anfnia Seixas-7424.68
292987-Honorina Lira-16187.03
83703-Marilda Leio-16422.03
468460-Antonio Castelo-20730.33
851214-Ermelinda Quintela-1984.61
785198-Jonatas Felgueiras-20456.92
388506-Dulce Froes-4910.11
367725-Tibefarcio Colao-7690.40
136041-Antonio Castelo-16006.97
753026-Quintino Alcantara-1517.45
178296-Andreia Moita-7954.08
5958-Ximena Castilho-9767.01
802309-Antonio Castelo-7253.01
900424-Jonatas Felgueiras-2632.86
332035-Oliveira Carmona-14101.37
339372-Fulvio Villegas-18599.22
856480-Joaquim Rufino-19763.11
696112-Andreia Moita-10981.95
54804-Tibefarcio Colao-17003.31
769315-Daniel Vieyra-14656.00
413945-Sidfnio Frois-2602.95
527002-Quintino Alcantara-3113.01
343200-Delfim Higuera-20491.03
395263-Tarrataca Soares-935.20
480420-Branco Saraba-5858.52
26794-Flamednia Leiria-18561.91
781140-Polibe Olivares-21180.48
63144-Emiliana Foquio-17082.61
384901-Sofras Cuaresma-15328.32
403694-Artur Grillo-15311.17
684071-Estanislau Beserra-2900.48
372555-Clarindo Areosa-6995.75
278485-Mercia Caeira-834.34
485564-Emedlio Pimentel-838.29
978605-Estanislau Beserra-6263.10
608822-Mercia Caeira-19093.37
194118-Polibe Olivares-16836.34
90294-Guida Juca-4402.14
697780-Quintiliano Sousa de Arronches-10955.98
152617-Odilia Camello-9555.19
207831-Artur Grillo-1717.19
74422-Leonidas Mafra-16870.91
725645-Judite Damasceno-358.86
512865-Artur Grillo-2383.72
820153-Trajano Fagundes-4103.50
979544-Carminda Morais-19619.59
846764-Ermelinda Quintela-3106.70
761940-Adelina Quadros-17277.60
970240-Basilio Pedroso-8689.74
10117-Danilo Olaio-15821.27
683590-Liana Cardim-10378.51
404605-Zungela Ipiranga-16439.25
216515-Cleusa Goes-15641.67
946170-Armindo Castalo-7001.97
21536-Anind Zarco-12930.17
406681-Quintino Alcantara-17809.96
644753-Micaela Chavez-18728.43
516890-Zungela Ipiranga-15391.21
118942-Melinda Roserio-3406.08
319458-Ubaldo Mainha-19576.18
554836-Lina Andrade-14788.18
509147-Guida Juca-13417.39
554946-Romo Paranage-984.72
3422-Sidfnio Frois-21274.18
307436-Tabalipa Duarte-10699.56
478296-Tabalipa Duarte-18473.62
124826-Joaquim Rufino-20740.07
441144-Anind Zarco-12860.41
33895-Aludsio Sosa-20711.60
600859-Nuno Balsemeo-12299.95
811006-Delfim Higuera-18655.50
872167-Tibefarcio Colao-20020.59
375115-Odilia Camello-11791.31
561849-Polibe Olivares-15801.34
945234-Mercia Caeira-12959.58
861774-Tabalipa Duarte-7369.52
291014-Armindo Castalo-18650.77
563366-Rodolfo Paz-6960.35
473474-Tibefarcio Colao-11050.69
507930-Armindo Castalo-18136.70
160501-Camila Gabeira-1089.97
147480-Clarindo Areosa-13238.69
873472-Delfim Higuera-6597.61
587698-Jorgina Bogalho-18283.22
236326-Augusta Paio-12347.84
840894-Quintiliano Sousa de Arronches-1721.62
324434-Artur Grillo-4214.53
331699-Zungela Ipiranga-17080.17
379581-Delfim Higuera-12760.06
619725-Mercia Caeira-16135.14
855238-Armindo Castalo-3831.91
157308-Quintino Alcantara-12113.39
35084-Leonidas Mafra-11447.28
43511-Eurico Siqueira-2818.32
702364-Anind Zarco-7500.69
835431-Henrique Bento-14719.10
921008-Angelica Aranha-21472.34
600275-Regina Barcellos-5550.82
314374-Delfina Garcia de Gondim-1289.78
613554-Liana Cardim-7925.98
98673-Telma Villalobos-16284.53
580738-Judite Damasceno-2071.27
931916-Telma Villalobos-6781.62
560026-Polibe Olivares-20732.05
510567-Eurico Siqueira-16774.24
761475-Guaraci Damasceno-7867.76
174526-Estanislau Beserra-1382.13
557084-Sara Lameiras-15968.13
956165-Anind Zarco-15636.44
877945-Leonidas Mafra-11437.74
314004-Zulmira Becerra-33.89
457547-Guaraci Damasceno-3989.70
939701-Rebeca Neto-15069.02
666643-Oliveira Senchez-18394.62
226071-Silvio Mata-10774.89
854311-Delfina Perdigon-4557.67
908610-Edgar Carvalheiro-1464.57
713402-Manuel Capiperibe-5710.15
600385-Camila Gabeira-12899.71
465494-Delfina Perdigon-14318.49
444804-Melinda Roserio-4626.79
877203-Telma Villalobos-9131.37
952702-Rebeca Neto-18470.76
673681-Guaraci Damasceno-1142.59
632708-Emiliana Foquio-2914.85
532147-Ximena Castilho-9813.40
691076-Ermelinda Quintela-15082.48
579560-Manuel Capiperibe-18719.62
797874-Aludsio Sosa-4800.78
176744-Tibefarcio Colao-17565.44
329725-Sidfnio Frois-515.05
871842-Clarindo Areosa-12883.82
383832-Augusta Paio-13793.35
313963-Henrique Bento-10025.25
705911-Jonatas Felgueiras-836.74
102945-Daniel Vieyra-3002.06
782894-Jorgina Bogalho-2914.14
403932-Emedlia Silvera-1955.10
555846-Almor Caiado-16093.07
678451-Basilio Pedroso-18014.84
166043-Emiliana Foquio-19158.14
848979-Angilica Galante-19556.86
152102-Romo Paranage-1725.86
564169-Estanislau Beserra-2209.00
235471-Jonatas Felgueiras-17926.06
875727-Cassandra Varejo-16702.25
371952-Armanda Amorim-3095.24
632758-Basilio Pedroso-44.45
371545-Gaudancio Fiees-13260.00
188700-Cassandra Varejo-12691.95
66069-Cassandra Varejo-12658.78
448455-Manuel Capiperibe-17787.27
213063-Emedlio Pimentel-15733.95
828945-Oliveira Carmona-3494.76
486136-Oliveira Carmona-3687.11
300992-Odilia Bello-19225.87
838364-Micaela Chavez-16974.75
789328-Feledcia Peassego-12016.24
249796-Melinda Roserio-1595.12
17642-Filomena Barrios-11987.01
302315-Augusta Paio-17807.67
400835-Augusta Paio-19572.15
701398-Celeste Duarte-8689.45
104186-Urbano Rodrigues-20427.74
890460-Filomena Barrios-387.76
315187-Mercia Caeira-13830.77
964959-Ximena Castilho-20809.15
139024-Emedlio Pimentel-2762.21
757666-Celeste Duarte-4594.71
893082-Angilica Galante-20924.89
740077-Armindo Castalo-5343.07
464692-Oliveira Senchez-19957.08
432260-Adelina Quadros-19899.26
794881-Clarindo Areosa-6895.46
149430-Romo Paranage-4629.53
215024-Sofras Cuaresma-9552.68
383744-Jorgina Bogalho-16892.33
27541-Henrique Bento-8268.89
328229-Flamednia Leiria-5201.63
624651-Domingos Pas-20950.56
138210-Sofras Cuaresma-3783.12
418623-Oliveira Senchez-9307.77
947051-Marilda Leio-12362.09
420203-Feledcia Peassego-7205.20
183378-Regina Barcellos-18806.70
722712-Angelica Aranha-7904.01
339198-Flor Portella-15197.85
903903-Leonidas Mafra-14713.29
689805-Esperada Cardoso-18466.57
946700-Joaquim Rufino-6577.98
692231-Flor Portella-12509.36
777768-Delfina Garcia de Gondim-11118.71
571443-Cleusa Goes-503.35
807358-Adelino Barra-10827.55
589699-Lurdes Cotrim-19569.38
325280-Ximena Castilho-5641.77
845638-Daniel Vieyra-4350.33
115734-Zulmira Becerra-15029.37
274592-Adelina Quadros-18966.27
112582-Judite Damasceno-20755.73
6435-Neeamia Arruda-19847.82
728931-Anind Zarco-110.76
712059-Henrique Bento-2976.47
937135-Guida Juca-5394.55
682688-Cleusa Goes-14260.45
614501-Armanda Amorim-12728.86
947598-Honorina Lira-10352.48
582075-Fulvio Villegas-2548.80
545473-Flor Portella-19061.55
682374-Flor Portella-667.84
133780-Delfim Higuera-11267.90
521549-Quintino Alcantara-11695.19
297010-Odilia Bello-11257.48
407212-Cleusa Goes-842.01
272360-Delfina Garcia de Gondim-9128.84
592184-Antonio Castelo-11974.98
605749-Ermelinda Quintela-17284.46
652252-Zulmira Becerra-18780.28
635597-Almor Caiado-9700.90
761941-Telma Villalobos-8512.88
977986-Armindo Castalo-319.39
8665-Camila Gabeira-19104.60
599044-Sara Lameiras-11562.74
836916-Emiliana Foquio-21146.81
45993-Danilo Olaio-15734.69
299621-Neuza Francia-14895.78
955784-Lina Andrade-2797.00
860122-Delfim Higuera-5263.52
644720-Cassandra Varejo-15849.88
616875-Spnia ou Sonia Guerreiro-10572.66
856465-Silvio Mata-10187.61
402630-Spnia ou Sonia Guerreiro-13067.69
467949-Ximena Castilho-19323.68
797184-Odilia Bello-10457.22
327470-Lina Andrade-13337.68
741497-Sidfnio Frois-20750.67
170117-Letedcia Gago-2475.39
560929-Romo Paranage-11813.99
496008-Jonatas Felgueiras-8365.60
520829-Odete Vasques-11191.77
834116-Quintiliano Sousa de Arronches-20960.34
602355-Guida Juca-5989.53
830742-Antonio Castelo-20924.21
848991-Taercio Mafra-12597.34
64316-Odete Vasques-3325.78
265428-Basilio Pedroso-2238.36
44512-Henrique Bento-21310.06
523669-Judite Damasceno-13400.83
871503-Romo Paranage-18765.79
207259-Elisa Themes-4156.17
325582-Almerinda Palmeira-21034.51
720811-Adelino Barra-5295.69
885259-Adelino Barra-18994.00
934322-Ermelinda Quintela-9267.65
704917-Flamednia Leiria-18738.30
759388-Zungela Ipiranga-20190.95
397356-Clarindo Areosa-7046.56
574607-Delfina Perdigon-3576.96
667613-Flamednia Leiria-15045.68
321096-Silvio Mata-14352.91
151929-Ximena Castilho-12071.33
49283-Melinda Roserio-18388.54
899436-Cleusa Goes-3422.56
686689-Polibe Olivares-7971.90
208226-Urbano Rodrigues-21018.95
307870-Flor Portella-12951.71
759821-Jonatas Felgueiras-4520.84
734196-Ermelinda Quintela-19676.59
791925-Celeste Duarte-5808.43
945368-Neuza Francia-14231.64
715354-Henrique Bento-13188.32
968704-Tibofarcio Camacho-2163.98
275068-Ubaldo Mainha-8622.97
14244-Nuno Balsemeo-10539.84
518873-Artur Grillo-20511.92
853269-Zulmira Becerra-20390.16
315566-Estanislau Beserra-12412.93
433922-Esperada Cardoso-17890.27
248360-Honorina Lira-7273.35
146733-Armanda Amorim-20802.80
852654-Almor Caiado-19685.12
691704-Delfina Perdigon-3479.97
901047-Flamednia Leiria-20432.72
365942-Ubaldo Mainha-3638.03
20713-Danilo Olaio-5313.22
602979-Quintino Alcantara-1246.91
355778-Aludsio Sosa-11630.07
192817-Danilo Olaio-559.57
205055-Odilia Camello-14562.06
576459-Feledcia Peassego-4258.69
111771-Basilio Pedroso-5477.21
995626-Taercio Mafra-8814.13
760955-Trajano Fagundes-11183.14
856251-Emedlio Pimentel-16006.80
419146-Joaquim Rufino-9782.17
206924-Tarrataca Soares-13528.20
527455-Fulvio Villegas-18721.76
140559-Clarindo Areosa-8408.85
296785-Armindo Castalo-2266.06
788058-Emedlio Pimentel-6101.83
592452-Artur Grillo-12672.95
908968-Ubaldo Mainha-13692.90
222662-Polibe Olivares-11325.68
841307-Zungela Ipiranga-14194.24
746443-Emedlia Silvera-11363.59
