617219-Henrique Bento-7795.17
406423-Edgar Carvalheiro-7476.96
832765-Celeste Duarte-1518.59
388573-Tarrataca Soares-20766.30
332389-Cleusa Goes-6703.00
13830-Romo Paranage-18734.61
499977-Anind Zarco-8246.63
614874-Anind Zarco-9124.43
475439-Odilia Camello-17796.15
939897-Anfnia Seixas-10198.62
753003-Guida Juca-12867.44
876073-Almor Caiado-7966.67
285357-Fulvio Villegas-16155.00
614331-Daniel Vieyra-1784.05
925472-Urbano Rodrigues-5757.37
917648-Oliveira Senchez-7027.51
14431-Adelino Barra-9342.51
458191-Augusta Paio-14578.66
724052-Anind Zarco-8818.58
686925-Eurico Siqueira-12427.97
270386-Emiliana Foquio-6400.67
835687-Joaquim Rufino-4024.59
96490-Silvio Mata-18157.45
216235-Taercio Mafra-6278.75
482560-Telma Villalobos-11468.01
565209-Branco Saraba-13477.18
108884-Odilia Camello-12312.49
832037-Honorina Lira-20067.07
998252-Odilia Bello-829.48
296112-Estanislau Beserra-18456.35
455653-Armindo Castalo-7214.21
875787-Lurdes Cotrim-12482.57
479291-Camila Gabeira-20263.54
582578-Angelica Aranha-10600.86
90572-Camila Gabeira-4260.85
852014-Delfim Higuera-7946.50
364383-Odete Vasques-18917.59
127656-Angilica Galante-2471.08
273059-Taercio Mafra-10681.06
276032-Liana Cardim-18394.02
592823-Antonio Viegas-14333.74
976437-Adelina Quadros-11367.66
335650-Regina Barcellos-17462.45
439468-Ubaldo Mainha-5823.44
934926-Clara Alcantara-21184.35
231144-Antonio Castelo-4878.03
762124-Edgar Carvalheiro-6881.68
542295-Taercio Mafra-15062.95
546202-Letedcia Gago-1050.85
497897-Sofras Cuaresma-16613.61
117008-Branco Saraba-9754.70
641218-Ermelinda Quintela-8349.63
938918-Adelino Barra-16422.98
106598-Filomena Barrios-9182.54
876845-Anind Zarco-14381.89
215867-Tabalipa Duarte-539.37
721578-Almor Caiado-2606.99
502862-Clarindo Areosa-11422.41
391757-Jussara Varanda-4103.04
902866-Nuno Balsemeo-2953.18
815951-Lurdes Cotrim-4954.35
135721-Tarrataca Soares-17320.76
705258-Carminda Morais-9585.31
552911-Branco Saraba-2011.54
228554-Trajano Fagundes-5200.31
371814-Artur Grillo-1937.63
318354-Leonidas Mafra-170.01
432557-Henrique Bento-18815.04
358433-Fulvio Villegas-17394.12
369040-Tabalipa Duarte-6588.31
256762-Eurico Siqueira-4791.64
614424-Lurdes Cotrim-4863.00
451165-Adelino Barra-18170.05
586285-Filomena Barrios-19225.58
491954-Quintiliano Sousa de Arronches-13853.03
586748-Dulce Froes-1761.91
134514-Augusta Paio-9305.09
864672-Artur Grillo-414.58
352223-Clara Alcantara-11628.16
659720-Ximena Castilho-1047.02
768708-Oliveira Senchez-6759.59
828900-Oliveira Carmona-17045.73
965162-Sara Lameiras-18780.24
149115-Aludsio Sosa-6911.27
487357-Dulce Froes-12096.19
373086-Odilia Bello-5767.22
505817-Mercia Caeira-9938.56
156185-Odilia Bello-5742.37
310699-Lurdes Cotrim-4601.06
393822-Tibofarcio Camacho-10617.66
308419-Sara Lameiras-5270.51
903146-Honorina Lira-14988.80
797372-Sidfnio Frois-14143.61
696355-Almor Caiado-12320.27
185712-Delfina Garcia de Gondim-11530.30
977643-Adelino Barra-16974.03
960316-Tabalipa Duarte-9114.26
968435-Honorina Lira-9595.82
434559-Esperada Cardoso-15758.92
717121-Flor Portella-2048.03
217864-Marilda Leio-18001.11
160847-Dulce Froes-3985.31
709550-Melinda Roserio-7813.28
282434-Micaela Chavez-4705.41
498489-Clarindo Areosa-13887.26
333317-Carminda Morais-6262.20
890018-Elisa Themes-5066.97
819458-Sidfnio Frois-19606.65
986310-Emedlia Silvera-7346.16
775500-Angilica Galante-1388.50
330396-Zungela Ipiranga-2780.68
936060-Eurico Siqueira-18282.29
937743-Almerinda Palmeira-514.54
300607-Odete Vasques-11207.37
206472-Aludsio Sosa-14322.35
659047-Regina Barcellos-480.85
31419-Daniel Vieyra-18399.75
313052-Letedcia Gago-13593.11
209189-Adelina Quadros-13278.13
997824-Micaela Chavez-581.05
589131-Trajano Fagundes-7594.36
807882-Celeste Duarte-18113.72
557223-Zulmira Becerra-4178.26
634525-Antonio Viegas-1406.43
768848-Melinda Roserio-643.66
145904-Emedlia Silvera-13420.25
226984-Polibe Olivares-13760.56
521461-Polibe Olivares-10778.86
997770-Telma Villalobos-14070.95
90471-Aludsio Sosa-17920.93
33036-Augusta Paio-2901.98
559681-Ermelinda Quintela-8490.06
314902-Almor Caiado-17195.63
524601-Regina Barcellos-15357.14
987563-Delfina Perdigon-7679.99
685927-Danilo Olaio-8051.45
985714-Taercio Mafra-1258.89
260591-Augusta Paio-13844.10
362719-Polibe Olivares-989.24
278410-Manuel Capiperibe-12990.15
815866-Rebeca Neto-8285.64
789133-Quintino Alcantara-11131.24
650623-Jorgina Bogalho-18334.39
338078-Aludsio Sosa-8934.80
668458-Aludsio Sosa-15614.67
364587-Liana Cardim-9746.69
85514-Zungela Ipiranga-13286.55
895360-Adelino Barra-1684.32
590827-Daniel Vieyra-10007.95
381104-Odilia Bello-8585.90
780366-Jussara Varanda-19474.05
894097-Odete Vasques-7317.11
13827-Telma Villalobos-11703.61
696780-Antonio Viegas-15337.00
126537-Gaudancio Fiees-19623.68
39241-Anfnia Seixas-3732.49
129852-Esperada Cardoso-2558.51
592652-Liana Cardim-8387.46
465453-Zungela Ipiranga-10523.37
778730-Jorgina Bogalho-1562.34
622954-Odilia Camello-20900.15
31161-Delfim Higuera-7014.25
563032-Jonatas Felgueiras-11344.39
49823-Antonio Castelo-8136.52
532485-Polibe Olivares-12747.79
482231-Delfina Perdigon-11383.34
617692-Zungela Ipiranga-12094.64
408231-Quintino Alcantara-16140.57
147142-Sofras Cuaresma-15890.39
680793-Zungela Ipiranga-12333.34
803946-Regina Barcellos-18459.57
365171-Letedcia Gago-21079.88
120899-Manuel Capiperibe-9850.67
754455-Joaquim Rufino-3106.33
603919-Danilo Olaio-9781.66
337747-Gaudancio Fiees-2541.65
320528-Moaci Mendoa-12607.82
154128-Telma Villalobos-10317.07
733906-Carminda Morais-18828.54
167043-Quintino Alcantara-5200.51
834643-Flamednia Leiria-20968.55
33423-Neeamia Arruda-21182.20
173832-Rebeca Neto-13158.57
753347-Armindo Castalo-8601.28
985099-Edgar Carvalheiro-1372.49
511977-Silvio Mata-11095.86
373223-Rodolfo Paz-20029.07
215041-Antonio Castelo-9255.77
630083-Dulce Froes-8638.28
83802-Guida Juca-7225.11
387632-Antonio Castelo-6578.62
164527-Gaudancio Fiees-6124.12
445648-Rebeca Neto-12875.86
794028-Odilia Bello-16703.39
292193-Sidfnio Frois-4268.40
439925-Flor Portella-9793.52
268511-Sidfnio Frois-1712.42
395645-Aludsio Sosa-13594.57
229556-Domingos Pas-18630.87
433740-Joaquim Rufino-11236.87
688988-Celeste Duarte-3745.91
831952-Armindo Castalo-14617.56
195098-Telma Villalobos-507.18
415677-Lurdes Cotrim-14215.12
797202-Emedlio Pimentel-15898.04
910886-Emedlio Pimentel-15337.60
127182-Antonio Castelo-15075.45
250266-Regina Barcellos-6244.57
466970-Elisa Themes-20636.87
27553-Tabalipa Duarte-12656.37
99057-Delfim Higuera-8978.42
32479-Gaudancio Fiees-9096.74
377592-Artur Grillo-12718.69
824582-Lurdes Cotrim-11528.01
126796-Henrique Bento-14125.98
269332-Mercia Caeira-410.26
280520-Guida Juca-2951.53
17231-Oliveira Carmona-20304.03
243564-Anfnia Seixas-18773.86
556897-Emedlia Silvera-6999.30
557385-Henrique Bento-13680.29
665364-Branco Saraba-2445.78
529011-Emiliana Foquio-894.72
626677-Rodolfo Paz-428.13
236038-Quintiliano Sousa de Arronches-17749.40
165640-Armanda Amorim-14177.25
855408-Domingos Pas-20980.06
122908-Moaci Mendoa-18395.40
331083-Cleusa Goes-20017.83
258544-Tabalipa Duarte-1528.56
822679-Letedcia Gago-17114.14
745182-Letedcia Gago-6095.95
341651-Adelino Barra-4566.41
807186-Regina Barcellos-13032.67
590167-Angilica Galante-2760.20
487796-Camila Gabeira-11121.86
410961-Heleedsa Marins-10505.57
486843-Melinda Roserio-15986.80
965709-Filomena Barrios-12335.28
863585-Camila Gabeira-20187.86
691673-Quintino Alcantara-9251.25
65382-Angilica Galante-9978.70
17191-Guaraci Damasceno-9992.12
441045-Basilio Pedroso-535.36
161525-Cleusa Goes-14611.26
854485-Odilia Bello-1921.30
272903-Edgar Carvalheiro-5825.41
730005-Guida Juca-7800.28
726669-Joaquim Rufino-6675.10
22811-Zungela Ipiranga-21223.73
175329-Danilo Olaio-15495.81
257960-Spnia ou Sonia Guerreiro-3171.63
452419-Guida Juca-8171.80
771367-Gaudancio Fiees-9916.21
874183-Melinda Roserio-8832.99
996907-Quintino Alcantara-1196.70
821531-Jorgina Bogalho-1184.59
203463-Clarindo Areosa-8301.89
781964-Almerinda Palmeira-19469.16
404468-Camila Gabeira-11754.55
813167-Lina Andrade-8161.47
863446-Sofras Cuaresma-4329.21
300485-Adelino Barra-6353.74
949585-Artur Grillo-18801.45
617932-Joaquim Rufino-11755.35
444748-Delfina Garcia de Gondim-9450.49
401478-Liana Cardim-1533.87
382731-Guaraci Damasceno-19985.90
424406-Aludsio Sosa-16368.88
459508-Odilia Bello-3018.09
900678-Oliveira Carmona-121.39
923239-Emedlio Pimentel-16930.02
625276-Camila Gabeira-20473.03
507629-Camila Gabeira-20742.52
11343-Almerinda Palmeira-18273.87
814295-Zulmira Becerra-6203.48
803675-Daniel Vieyra-7927.49
252386-Mercia Caeira-7796.48
890433-Danilo Olaio-13610.73
960837-Joaquim Rufino-10570.48
2762-Zulmira Becerra-19899.49
191536-Filomena Barrios-14143.89
301473-Odilia Bello-17950.14
301343-Spnia ou Sonia Guerreiro-18015.22
446161-Emiliana Foquio-2780.49
642816-Elisa Themes-2553.80
404566-Leonidas Mafra-18531.84
36591-Moaci Mendoa-8949.52
775058-Edgar Carvalheiro-3583.59
434636-Leonidas Mafra-428.36
387089-Antonio Viegas-11238.39
478287-Angelica Aranha-1225.47
88030-Quintiliano Sousa de Arronches-17668.48
516802-Quintino Alcantara-2496.66
714189-Celeste Duarte-17461.12
814475-Armanda Amorim-9892.72
262408-Dulce Froes-10716.76
975818-Emedlio Pimentel-21467.13
337436-Danilo Olaio-19180.04
771668-Angelica Aranha-20224.39
770726-Adelina Quadros-6143.42
235288-Dulce Froes-20008.21
604946-Silvio Mata-14324.25
988624-Sofras Cuaresma-9564.58
410302-Ximena Castilho-4996.89
397675-Daniel Vieyra-18895.03
248688-Odete Vasques-14512.82
316071-Anind Zarco-21252.58
335859-Jussara Varanda-3961.11
198485-Estanislau Beserra-19198.83
413844-Armanda Amorim-13111.70
984696-Daniel Vieyra-5599.22
102579-Mercia Caeira-10805.27
68966-Basilio Pedroso-3730.32
701551-Jorgina Bogalho-2389.58
479200-Camila Gabeira-9563.56
528377-Filomena Barrios-6331.21
253648-Sofras Cuaresma-11224.37
207956-Marilda Leio-11717.73
682711-Manuel Capiperibe-11394.88
112551-Silvio Mata-10684.18
400915-Almor Caiado-20824.03
509740-Augusta Paio-90.22
559760-Almerinda Palmeira-9100.91
67776-Flor Portella-7403.09
780681-Armindo Castalo-12457.88
512951-Nuno Balsemeo-12683.16
526994-Henrique Bento-18795.70
314979-Ermelinda Quintela-9312.94
730694-Armindo Castalo-3414.93
29456-Emiliana Foquio-21326.06
14695-Almor Caiado-4765.23
921698-Honorina Lira-16690.33
871765-Camila Gabeira-7001.09
337168-Emedlia Silvera-6736.93
277264-Andreia Moita-20894.74
89729-Zungela Ipiranga-3945.03
506899-Taercio Mafra-13350.30
393901-Urbano Rodrigues-5938.61
537538-Antonio Viegas-7145.92
201703-Delfim Higuera-14696.21
283889-Lina Andrade-20226.36
768792-Sofras Cuaresma-7860.74
791696-Nuno Balsemeo-9879.46
905214-Sara Lameiras-8537.99
843601-Delfina Perdigon-6225.93
569706-Delfim Higuera-12506.83
128258-Odete Vasques-12237.06
256552-Taercio Mafra-16641.00
195248-Melinda Roserio-15961.54
627059-Esperada Cardoso-118.72
697238-Liana Cardim-1271.56
773998-Domingos Pas-18769.25
399783-Augusta Paio-9752.33
650705-Odilia Bello-4796.54
78188-Trajano Fagundes-11304.98
11970-Flamednia Leiria-20260.67
448649-Urbano Rodrigues-1397.12
431573-Henrique Bento-16459.69
275719-Taercio Mafra-10336.80
711783-Filomena Barrios-7918.24
285573-Rebeca Neto-9055.21
495432-Anind Zarco-18512.95
812115-Esperada Cardoso-10032.11
558330-Rodolfo Paz-12088.62
620303-Quintino Alcantara-9944.56
791648-Romo Paranage-3019.85
645744-Flamednia Leiria-16734.33
205840-Letedcia Gago-13.81
382191-Clarindo Areosa-1746.57
228685-Guida Juca-7603.69
947027-Marilda Leio-10806.54
821106-Quintiliano Sousa de Arronches-10106.66
136067-Oliveira Senchez-13364.78
199957-Domingos Pas-8985.53
401638-Odilia Camello-5506.89
133769-Estanislau Beserra-9154.81
933351-Angelica Aranha-10961.27
444994-Gaudancio Fiees-1688.49
441603-Andreia Moita-19452.31
118426-Guida Juca-15789.76
135226-Branco Saraba-12294.40
672890-Camila Gabeira-10237.77
21767-Silvio Mata-6914.29
97994-Sidfnio Frois-12076.29
35924-Telma Villalobos-9045.47
430098-Tibefarcio Colao-9126.81
325189-Telma Villalobos-11106.15
653495-Delfina Garcia de Gondim-16380.60
879293-Antonio Viegas-19935.01
245598-Quintiliano Sousa de Arronches-10631.36
496899-Oliveira Senchez-17862.71
918768-Regina Barcellos-7734.60
6638-Jonatas Felgueiras-20234.82
572624-Ermelinda Quintela-970.97
207760-Lurdes Cotrim-4981.32
532350-Adelino Barra-20735.63
854394-Fulvio Villegas-8304.04
303284-Dulce Froes-5895.74
601213-Odilia Bello-13524.53
646723-Tibefarcio Colao-11462.15
184852-Estanislau Beserra-7312.28
162627-Oliveira Senchez-11881.47
433860-Dulce Froes-13801.54
134616-Romo Paranage-4962.43
981206-Letedcia Gago-15824.51
375267-Romo Paranage-8944.99
966920-Guida Juca-14953.54
173165-Anfnia Seixas-1861.73
955348-Marilda Leio-14307.75
755073-Carminda Morais-7319.38
690765-Oliveira Senchez-18161.22
414004-Henrique Bento-16178.01
114032-Melinda Roserio-11607.52
296263-Adelino Barra-11364.03
91397-Honorina Lira-6049.00
19006-Joaquim Rufino-4707.92
509188-Zungela Ipiranga-16467.59
919836-Domingos Pas-9484.48
420797-Oliveira Senchez-139.20
375012-Gaudancio Fiees-8366.75
544432-Nuno Balsemeo-1848.82
458659-Celeste Duarte-19922.96
520109-Emedlio Pimentel-5899.27
251773-Mercia Caeira-1487.39
742627-Anfnia Seixas-7658.31
684078-Branco Saraba-7918.50
124830-Zulmira Becerra-1528.75
435629-Fulvio Villegas-18267.95
436112-Tibefarcio Colao-21082.16
694787-Melinda Roserio-2021.07
923785-Adelino Barra-15496.51
275255-Ubaldo Mainha-4396.27
944528-Celeste Duarte-2076.63
365464-Marilda Leio-864.31
705384-Almerinda Palmeira-5721.74
945493-Zungela Ipiranga-10998.58
977410-Sofras Cuaresma-4164.99
800761-Lina Andrade-174.51
556006-Regina Barcellos-888.87
747550-Basilio Pedroso-20615.82
614114-Elisa Themes-2250.22
362815-Armanda Amorim-6902.97
924011-Adelino Barra-7802.42
411732-Basilio Pedroso-16556.07
154947-Letedcia Gago-1578.29
212349-Quintiliano Sousa de Arronches-11867.75
635649-Edgar Carvalheiro-9182.68
934034-Basilio Pedroso-9990.69
543694-Armanda Amorim-2301.41
885426-Guaraci Damasceno-7728.89
850595-Mercia Caeira-13165.03
950928-Flamednia Leiria-20458.66
194140-Guida Juca-6583.06
100342-Neeamia Arruda-20387.18
954010-Oliveira Carmona-20408.73
465067-Cleusa Goes-14306.02
350297-Sidfnio Frois-9997.54
734529-Leonidas Mafra-9012.04
569745-Ermelinda Quintela-8142.64
292057-Mercia Caeira-6996.66
112604-Manuel Capiperibe-7595.16
471523-Odilia Camello-3959.84
611367-Ubaldo Mainha-486.94
509367-Almerinda Palmeira-20727.95
530988-Jonatas Felgueiras-1122.65
381614-Antonio Castelo-11817.30
6738-Basilio Pedroso-20860.80
416474-Angilica Galante-10943.31
895232-Urbano Rodrigues-3714.17
515370-Armanda Amorim-62.26
540789-Oliveira Senchez-20603.38
69251-Moaci Mendoa-3163.26
979925-Henrique Bento-19069.38
713172-Delfim Higuera-11699.63
164374-Augusta Paio-19084.94
521182-Nuno Balsemeo-21328.76
479594-Oliveira Carmona-8823.99
707962-Liana Cardim-12228.15
140321-Tarrataca Soares-20057.11
836717-Delfina Garcia de Gondim-13137.42
715282-Clarindo Areosa-20672.83
110257-Feledcia Peassego-12878.69
488924-Rebeca Neto-10213.65
561774-Emedlia Silvera-19260.78
945501-Delfina Garcia de Gondim-17457.59
110468-Silvio Mata-3737.96
5390-Emedlia Silvera-13882.76
980564-Angelica Aranha-14939.84
319575-Lurdes Cotrim-15921.24
559464-Estanislau Beserra-3494.77
541344-Andreia Moita-6131.93
861467-Clarindo Areosa-9953.03
24061-Nuno Balsemeo-18917.92
124140-Telma Villalobos-12038.70
703775-Emedlio Pimentel-10043.32
293955-Melinda Roserio-14054.42
276294-Estanislau Beserra-14414.48
657529-Clarindo Areosa-10509.45
370487-Rodolfo Paz-13282.64
310400-Jonatas Felgueiras-4973.40
992639-Armindo Castalo-7118.81
990697-Rebeca Neto-18847.43
857472-Nuno Balsemeo-372.83
89243-Emiliana Foquio-13714.07
431885-Aludsio Sosa-6146.27
533421-Tibofarcio Camacho-18229.21
431385-Cassandra Varejo-6867.14
121724-Micaela Chavez-2358.88
312400-Emiliana Foquio-16932.58
627381-Cassandra Varejo-6220.85
936089-Almerinda Palmeira-4835.94
437454-Honorina Lira-11975.85
241733-Manuel Capiperibe-19044.42
354203-Armanda Amorim-14780.48
852990-Filomena Barrios-18444.80
683594-Polibe Olivares-4545.30
472837-Angilica Galante-19769.61
226109-Neuza Francia-13575.99
923975-Mercia Caeira-904.28
402361-Mercia Caeira-19150.55
220733-Liana Cardim-7385.08
920435-Zungela Ipiranga-14689.45
879287-Armanda Amorim-8067.03
121349-Neuza Francia-6435.74
287113-Lurdes Cotrim-359.43
80356-Oliveira Senchez-21356.27
311384-Delfim Higuera-19056.16
256491-Jussara Varanda-7873.58
605911-Sara Lameiras-19792.82
213779-Flor Portella-3672.01
906846-Taercio Mafra-7434.22
710457-Henrique Bento-16723.42
98957-Estanislau Beserra-7437.38
446169-Emedlio Pimentel-1423.76
357690-Clarindo Areosa-12396.63
265403-Letedcia Gago-3552.59
186379-Delfina Garcia de Gondim-14595.71
101058-Armanda Amorim-9443.44
131165-Odilia Bello-11929.50
72748-Trajano Fagundes-17511.63
585892-Guaraci Damasceno-10935.86
123038-Tarrataca Soares-18512.97
121640-Camila Gabeira-9269.12
307079-Guida Juca-2248.75
582616-Flor Portella-12232.32
801239-Ubaldo Mainha-14714.98
162896-Sara Lameiras-14242.01
656776-Manuel Capiperibe-9108.18
25341-Aludsio Sosa-12889.49
676213-Danilo Olaio-5015.38
528106-Taercio Mafra-4636.41
318105-Odete Vasques-19137.64
966647-Angelica Aranha-20258.85
353017-Artur Grillo-16067.09
114918-Lina Andrade-12998.08
539462-Lurdes Cotrim-11411.25
739709-Taercio Mafra-11188.04
510692-Sidfnio Frois-9909.78
141606-Tibefarcio Colao-15450.03
722011-Guaraci Damasceno-4651.95
982037-Guaraci Damasceno-2662.40
344883-Emedlio Pimentel-16915.58
521006-Moaci Mendoa-21185.25
609364-Delfim Higuera-1433.94
572478-Aludsio Sosa-2035.09
768038-Cleusa Goes-13910.48
494152-Feledcia Peassego-19137.88
420846-Estanislau Beserra-10838.15
165530-Daniel Vieyra-19929.57
375722-Delfina Perdigon-15391.95
640522-Esperada Cardoso-14736.94
29469-Andreia Moita-7425.55
698305-Carminda Morais-11970.76
285023-Honorina Lira-16166.85
580350-Adelina Quadros-787.74
683254-Armanda Amorim-21015.42
944031-Sofras Cuaresma-5665.52
492872-Almerinda Palmeira-11929.73
51963-Danilo Olaio-5966.55
97589-Lurdes Cotrim-665.47
371370-Ermelinda Quintela-1041.88
368708-Urbano Rodrigues-11732.17
440414-Artur Grillo-8924.32
553133-Urbano Rodrigues-12877.17
59884-Jonatas Felgueiras-18182.97
75585-Angilica Galante-16364.97
656049-Antonio Viegas-18834.41
540986-Antonio Castelo-15304.50
241088-Flamednia Leiria-15685.02
414315-Heleedsa Marins-13951.16
299028-Quintiliano Sousa de Arronches-14754.88
877266-Oliveira Carmona-20758.56
526614-Regina Barcellos-5928.13
768080-Leonidas Mafra-12923.66
694676-Estanislau Beserra-229.42
395233-Danilo Olaio-12830.18
154140-Flor Portella-211.90
981903-Silvio Mata-2987.31
783014-Eurico Siqueira-10519.72
239357-Spnia ou Sonia Guerreiro-21263.87
759358-Aludsio Sosa-7662.02
950835-Domingos Pas-5925.96
875961-Neeamia Arruda-2006.39
233042-Taercio Mafra-7874.07
823452-Aludsio Sosa-18221.01
227543-Zulmira Becerra-12360.13
644921-Taercio Mafra-11306.83
503265-Oliveira Senchez-20726.65
328152-Ximena Castilho-9599.65
171544-Emiliana Foquio-5367.20
647384-Adelina Quadros-8694.80
610688-Sara Lameiras-20624.31
946518-Sofras Cuaresma-9938.23
611640-Basilio Pedroso-7035.72
642834-Oliveira Senchez-3319.12
616338-Mercia Caeira-16971.40
607737-Almor Caiado-21407.85
305783-Flamednia Leiria-13988.04
735110-Ximena Castilho-10016.49
136808-Armanda Amorim-3703.37
957894-Emiliana Foquio-8999.84
464694-Flor Portella-19185.95
83530-Augusta Paio-12070.58
341015-Edgar Carvalheiro-15056.69
521583-Adelino Barra-19593.12
803558-Moaci Mendoa-4434.45
614877-Jorgina Bogalho-3885.69
109681-Andreia Moita-18158.75
786224-Armindo Castalo-7291.26
943873-Micaela Chavez-3277.79
821985-Almerinda Palmeira-5907.37
696272-Rebeca Neto-1367.18
1216-Danilo Olaio-17058.02
645483-Manuel Capiperibe-12036.59
862115-Sidfnio Frois-15651.81
990916-Urbano Rodrigues-3175.01
775783-Gaudancio Fiees-8441.15
377988-Domingos Pas-21282.25
268093-Daniel Vieyra-19475.28
839658-Regina Barcellos-12619.88
231523-Domingos Pas-6083.26
123777-Danilo Olaio-8560.23
610756-Aludsio Sosa-19200.24
188035-Heleedsa Marins-4991.86
434549-Quintino Alcantara-15920.48
509485-Moaci Mendoa-12355.55
29181-Dulce Froes-11268.47
117727-Delfina Perdigon-12592.25
597258-Almor Caiado-8840.10
719235-Almerinda Palmeira-10028.49
104116-Silvio Mata-19860.81
742498-Flamednia Leiria-4387.21
99076-Mercia Caeira-4268.48
773732-Oliveira Senchez-10100.36
107481-Heleedsa Marins-15464.71
138260-Tibefarcio Colao-18479.80
669626-Camila Gabeira-2105.26
832809-Sidfnio Frois-13176.43
221138-Flamednia Leiria-5427.57
169893-Armanda Amorim-7624.76
106595-Andreia Moita-1570.97
369581-Oliveira Senchez-14648.39
171476-Jorgina Bogalho-5274.55
513496-Mercia Caeira-11982.28
41123-Rodolfo Paz-3858.52
616472-Rodolfo Paz-18029.90
263165-Manuel Capiperibe-14721.76
273335-Clara Alcantara-2375.26
508620-Feledcia Peassego-2272.63
269815-Ubaldo Mainha-12414.33
880228-Branco Saraba-2470.56
87733-Tarrataca Soares-21474.25
532460-Ermelinda Quintela-13561.13
308813-Neeamia Arruda-19406.27
637532-Romo Paranage-1051.84
953166-Anind Zarco-17368.01
765199-Antonio Castelo-16285.80
586461-Cleusa Goes-9073.70
567383-Danilo Olaio-8323.95
821576-Clara Alcantara-1401.81
551923-Basilio Pedroso-19810.61
378892-Tibefarcio Colao-18986.65
44981-Fulvio Villegas-3317.14
681970-Fulvio Villegas-20020.23
63591-Neeamia Arruda-14771.77
780974-Branco Saraba-3036.46
521434-Romo Paranage-3294.12
438245-Romo Paranage-17649.98
880569-Angilica Galante-16330.82
102248-Guaraci Damasceno-4764.20
240470-Mercia Caeira-12049.72
467238-Cassandra Varejo-18283.50
119431-Ermelinda Quintela-16639.12
884876-Augusta Paio-12391.10
309773-Domingos Pas-17521.74
918894-Antonio Castelo-14414.71
328711-Tibofarcio Camacho-21099.93
835093-Sidfnio Frois-9349.47
