906521-Domingos Pas-15326.51
811243-Camila Gabeira-20467.65
347369-Fulvio Villegas-14707.83
312431-Neeamia Arruda-3174.45
494808-Silvio Mata-20024.97
230689-Almor Caiado-19592.92
845110-Domingos Pas-19249.60
395997-Emiliana Foquio-21062.17
261862-Elisa Themes-19772.02
787210-Armindo Castalo-12211.39
376209-Anind Zarco-3511.72
941500-Anfnia Seixas-1244.99
106718-Artur Grillo-7388.47
251716-Joaquim Rufino-8441.59
797585-Fulvio Villegas-17406.54
500223-Telma Villalobos-20938.85
99326-Camila Gabeira-4462.46
35756-Andreia Moita-3581.58
163842-Carminda Morais-13844.20
238228-Gaudancio Fiees-5797.24
396493-Silvio Mata-14331.00
563802-Clara Alcantara-265.58
12611-Delfim Higuera-13776.65
761278-Augusta Paio-20759.16
955230-Armanda Amorim-7012.30
162575-Zulmira Becerra-9527.30
177817-Taercio Mafra-15828.30
669088-Eurico Siqueira-15233.82
893945-Adelina Quadros-8140.62
837617-Odete Vasques-19973.00
920763-Almerinda Palmeira-20606.97
175649-Emiliana Foquio-6717.77
446224-Sidfnio Frois-20247.90
563503-Almerinda Palmeira-11480.67
839919-Andreia Moita-5065.39
286631-Sara Lameiras-21027.01
134329-Spnia ou Sonia Guerreiro-14533.96
744475-Guaraci Damasceno-4835.81
996716-Judite Damasceno-12994.75
185616-Tarrataca Soares-15833.13
98387-Camila Gabeira-4087.50
627590-Guida Juca-2744.42
231076-Filomena Barrios-13048.88
982860-Artur Grillo-20914.51
683714-Cassandra Varejo-13308.08
614871-Almerinda Palmeira-7636.11
276554-Adelino Barra-3362.61
284441-Tibefarcio Colao-4950.06
190640-Polibe Olivares-15980.03
158995-Domingos Pas-7347.04
460436-Gaudancio Fiees-6323.19
458754-Melinda Roserio-5764.63
234103-Leonidas Mafra-5936.94
831797-Jonatas Felgueiras-20616.77
980412-Odilia Bello-6138.77
700584-Cleusa Goes-12464.92
122186-Aludsio Sosa-6172.85
455739-Lina Andrade-3090.86
370331-Sidfnio Frois-18452.76
759908-Daniel Vieyra-17449.52
494790-Letedcia Gago-20054.12
463036-Rebeca Neto-3923.87
389353-Quintiliano Sousa de Arronches-18726.21
203611-Spnia ou Sonia Guerreiro-20284.53
985667-Antonio Castelo-20079.50
91792-Leonidas Mafra-1701.67
324968-Liana Cardim-7652.89
303172-Jorgina Bogalho-9517.45
803585-Estanislau Beserra-12131.15
306569-Odilia Camello-7013.91
30446-Flamednia Leiria-9998.86
73603-Mercia Caeira-3698.66
579982-Guaraci Damasceno-12332.55
297011-Cleusa Goes-5999.75
691198-Micaela Chavez-5614.77
478961-Telma Villalobos-3010.85
758819-Almerinda Palmeira-5824.10
840030-Angelica Aranha-17417.13
7035-Tarrataca Soares-21265.17
966827-Sidfnio Frois-11873.40
878400-Branco Saraba-18063.70
718543-Esperada Cardoso-3209.60
462362-Micaela Chavez-16025.40
343961-Almor Caiado-19498.37
678785-Lina Andrade-12770.45
479950-Artur Grillo-1980.40
964393-Sara Lameiras-21067.99
737947-Quintiliano Sousa de Arronches-11781.55
256353-Jonatas Felgueiras-20161.62
406294-Andreia Moita-236.45
947678-Joaquim Rufino-12405.24
375295-Almerinda Palmeira-12297.59
184886-Spnia ou Sonia Guerreiro-3837.37
765803-Sidfnio Frois-5750.81
805306-Rebeca Neto-16847.60
838118-Spnia ou Sonia Guerreiro-14257.57
956032-Mercia Caeira-21157.21
484016-Domingos Pas-2249.75
241593-Delfina Garcia de Gondim-10002.32
548702-Jorgina Bogalho-13596.38
679207-Domingos Pas-20045.86
212611-Henrique Bento-17874.77
189813-Sidfnio Frois-10781.78
739853-Edgar Carvalheiro-11099.44
127037-Artur Grillo-3352.66
75268-Henrique Bento-14631.04
63507-Rebeca Neto-4995.76
366927-Jussara Varanda-1745.77
825557-Ermelinda Quintela-823.35
479137-Manuel Capiperibe-2018.83
261790-Branco Saraba-17205.62
84620-Carminda Morais-22.92
182522-Anind Zarco-18104.81
17858-Honorina Lira-1577.38
934591-Adelino Barra-12888.65
127857-Celeste Duarte-384.56
77607-Odilia Camello-8995.20
780938-Taercio Mafra-16838.87
943093-Lina Andrade-14222.29
853131-Delfina Garcia de Gondim-21307.08
917345-Jussara Varanda-16854.86
83414-Trajano Fagundes-13270.87
726633-Urbano Rodrigues-1377.86
64593-Jorgina Bogalho-6488.04
863097-Zulmira Becerra-12877.38
411098-Armanda Amorim-15918.66
579419-Elisa Themes-8394.60
840444-Elisa Themes-11462.41
678190-Telma Villalobos-5897.00
334250-Emedlio Pimentel-1700.70
390030-Cleusa Goes-12469.87
524737-Sidfnio Frois-15300.71
434630-Moaci Mendoa-6593.14
858579-Angelica Aranha-18603.78
503732-Telma Villalobos-19482.41
529830-Domingos Pas-12581.69
12142-Quintino Alcantara-12532.65
530527-Marilda Leio-2856.21
935560-Gaudancio Fiees-6772.99
85502-Lina Andrade-3631.50
459490-Carminda Morais-16925.40
835666-Flor Portella-20910.65
298650-Almor Caiado-15610.16
63668-Angilica Galante-19128.74
115875-Anind Zarco-11568.94
938917-Liana Cardim-5819.41
627947-Delfina Perdigon-2264.69
776925-Guaraci Damasceno-9900.00
683141-Aludsio Sosa-2614.52
289687-Melinda Roserio-16105.37
482400-Angelica Aranha-7255.13
662271-Sofras Cuaresma-14393.49
912716-Ubaldo Mainha-7841.64
993071-Emedlio Pimentel-10452.27
967930-Lurdes Cotrim-7238.60
700390-Branco Saraba-11077.98
601549-Mercia Caeira-16414.26
283530-Urbano Rodrigues-10167.20
586777-Silvio Mata-3799.19
189482-Dulce Froes-3207.25
458598-Moaci Mendoa-10092.08
267804-Carminda Morais-15448.70
174541-Clarindo Areosa-13102.99
97089-Urbano Rodrigues-9648.08
894025-Guaraci Damasceno-2212.93
618139-Melinda Roserio-10279.93
282908-Regina Barcellos-3481.11
900475-Odilia Camello-15823.95
550423-Anind Zarco-7214.98
135610-Romo Paranage-5902.03
774241-Jonatas Felgueiras-15516.62
442159-Jorgina Bogalho-10034.46
458678-Carminda Morais-10366.21
638802-Jussara Varanda-10647.18
562550-Oliveira Carmona-8531.28
862149-Emiliana Foquio-15587.46
443813-Flor Portella-16160.29
484545-Emedlia Silvera-12514.46
244919-Aludsio Sosa-14549.96
924427-Angilica Galante-3406.48
845461-Lina Andrade-16664.23
974069-Branco Saraba-18628.65
972522-Neuza Francia-2218.40
302593-Jussara Varanda-18224.79
924649-Odilia Bello-12675.58
355675-Delfina Garcia de Gondim-14284.20
779709-Eurico Siqueira-12653.80
831005-Dulce Froes-2723.81
276741-Gaudancio Fiees-16136.26
220045-Nuno Balsemeo-13740.66
883105-Emedlio Pimentel-20219.12
208165-Armanda Amorim-2714.02
495735-Mercia Caeira-19623.75
920355-Polibe Olivares-19626.78
62762-Spnia ou Sonia Guerreiro-12371.18
333335-Guida Juca-69.90
866563-Clara Alcantara-14477.70
945356-Trajano Fagundes-16126.01
470187-Emedlio Pimentel-20838.78
507833-Letedcia Gago-14356.14
710256-Eurico Siqueira-2580.14
335344-Tibofarcio Camacho-1027.38
825256-Branco Saraba-19732.34
671376-Ermelinda Quintela-4636.71
512504-Andreia Moita-9337.33
427544-Adelino Barra-20890.67
762292-Leonidas Mafra-11934.50
476914-Cassandra Varejo-20103.95
88659-Cleusa Goes-14963.82
842447-Odilia Camello-11064.06
662705-Rebeca Neto-11811.16
911245-Almerinda Palmeira-12394.52
562136-Armindo Castalo-9967.93
104254-Domingos Pas-6749.81
840191-Leonidas Mafra-20964.93
210948-Odilia Camello-864.37
572201-Joaquim Rufino-3681.99
703659-Esperada Cardoso-20596.76
952680-Melinda Roserio-11382.81
596004-Polibe Olivares-13651.24
370029-Tibofarcio Camacho-19667.87
157860-Almor Caiado-6702.14
684014-Odete Vasques-20417.76
444227-Carminda Morais-16013.97
391558-Odete Vasques-13117.54
588768-Neuza Francia-2624.81
852842-Jonatas Felgueiras-6080.53
83046-Antonio Castelo-16487.57
224736-Daniel Vieyra-7022.26
264453-Esperada Cardoso-19998.22
710029-Letedcia Gago-5347.08
788072-Cassandra Varejo-8598.66
317575-Odilia Bello-9305.50
156498-Domingos Pas-5725.10
976217-Rebeca Neto-2494.18
805589-Rodolfo Paz-8950.07
72157-Edgar Carvalheiro-3033.76
538213-Taercio Mafra-18154.59
197024-Ermelinda Quintela-9992.00
653601-Emedlia Silvera-14984.65
234040-Marilda Leio-1246.91
117397-Henrique Bento-2064.79
731269-Aludsio Sosa-8357.97
121442-Silvio Mata-8619.54
941224-Quintiliano Sousa de Arronches-9599.30
514456-Tarrataca Soares-10787.35
568437-Flamednia Leiria-13048.07
675369-Ubaldo Mainha-20063.46
55263-Sidfnio Frois-9480.59
660800-Quintiliano Sousa de Arronches-14157.13
120688-Adelina Quadros-4794.63
772251-Ubaldo Mainha-1060.97
806053-Micaela Chavez-9658.28
906110-Silvio Mata-8054.66
296-Odilia Camello-12264.07
29225-Adelina Quadros-13929.21
65315-Elisa Themes-15674.90
994110-Dulce Froes-2106.82
382306-Andreia Moita-11187.37
970990-Delfina Perdigon-6989.14
57319-Ximena Castilho-9510.35
318619-Manuel Capiperibe-2623.23
575666-Ximena Castilho-16401.29
113332-Daniel Vieyra-17200.36
637170-Domingos Pas-10745.52
574343-Tibofarcio Camacho-21005.81
279496-Ermelinda Quintela-13981.63
792081-Jonatas Felgueiras-14181.57
650312-Spnia ou Sonia Guerreiro-18285.39
600269-Nuno Balsemeo-14810.27
746499-Trajano Fagundes-18740.84
388448-Mercia Caeira-9849.19
610811-Gaudancio Fiees-11674.95
661208-Emedlio Pimentel-11101.24
693785-Celeste Duarte-16747.62
649768-Sidfnio Frois-16738.52
527259-Artur Grillo-386.48
411049-Almor Caiado-2214.40
976505-Heleedsa Marins-20810.91
795244-Esperada Cardoso-1232.07
11714-Gaudancio Fiees-584.70
295659-Odilia Camello-2188.59
386626-Carminda Morais-7104.69
123373-Ximena Castilho-3516.47
412009-Zulmira Becerra-20953.41
769182-Taercio Mafra-7255.07
707767-Silvio Mata-19300.34
842133-Liana Cardim-8339.61
617336-Urbano Rodrigues-19429.38
964738-Almerinda Palmeira-20807.33
338976-Lina Andrade-19462.61
313722-Moaci Mendoa-3430.73
723947-Sara Lameiras-18284.60
628967-Armanda Amorim-16001.00
174816-Danilo Olaio-13780.28
998666-Anfnia Seixas-893.14
674860-Almor Caiado-19820.21
999246-Gaudancio Fiees-20118.63
280257-Gaudancio Fiees-15969.97
651853-Tibofarcio Camacho-4184.78
230656-Almor Caiado-21048.17
795868-Oliveira Carmona-20876.47
703234-Clarindo Areosa-13518.88
596269-Zulmira Becerra-10650.33
136181-Rodolfo Paz-1897.24
533107-Zungela Ipiranga-4007.23
953168-Emedlio Pimentel-12243.98
407271-Angilica Galante-5519.13
339169-Moaci Mendoa-7521.93
209016-Marilda Leio-17588.45
844759-Tabalipa Duarte-15475.92
741762-Spnia ou Sonia Guerreiro-1769.04
228388-Sofras Cuaresma-131.24
174912-Honorina Lira-17667.20
737410-Sofras Cuaresma-14943.73
844243-Ermelinda Quintela-12914.22
264595-Zulmira Becerra-18833.75
222583-Leonidas Mafra-9052.99
560342-Delfim Higuera-13386.38
895208-Heleedsa Marins-8313.64
224623-Delfina Garcia de Gondim-14642.08
887563-Danilo Olaio-8884.67
197750-Antonio Castelo-15946.95
911836-Basilio Pedroso-11163.86
175139-Jussara Varanda-10536.40
162476-Adelino Barra-6370.01
872513-Mercia Caeira-21032.65
496464-Letedcia Gago-9920.04
517222-Micaela Chavez-14625.64
764101-Tibefarcio Colao-8169.76
856250-Delfim Higuera-16212.01
540678-Delfina Perdigon-16850.88
645957-Carminda Morais-9488.02
875320-Celeste Duarte-7642.30
341388-Ermelinda Quintela-489.22
180343-Urbano Rodrigues-11400.84
957996-Almor Caiado-1434.73
627516-Trajano Fagundes-4309.70
596173-Quintiliano Sousa de Arronches-4070.03
719490-Nuno Balsemeo-8237.67
206483-Estanislau Beserra-12926.24
418262-Odete Vasques-12136.81
612943-Jorgina Bogalho-7638.43
502562-Polibe Olivares-21037.18
778383-Ermelinda Quintela-5575.76
210520-Oliveira Senchez-19147.56
159569-Quintino Alcantara-10242.31
373772-Ximena Castilho-19168.58
108417-Esperada Cardoso-12029.71
923846-Regina Barcellos-2212.07
715269-Cleusa Goes-19504.13
707308-Guaraci Damasceno-14123.48
820231-Dulce Froes-16429.61
735436-Emedlia Silvera-20894.63
881112-Delfina Garcia de Gondim-17207.58
948750-Basilio Pedroso-15904.85
617177-Adelina Quadros-1881.61
758907-Jorgina Bogalho-17645.35
870404-Dulce Froes-8691.59
985242-Zungela Ipiranga-11120.83
383874-Almor Caiado-11627.98
406198-Neeamia Arruda-4950.22
625598-Domingos Pas-7938.42
688029-Judite Damasceno-8605.78
985165-Artur Grillo-14594.59
858393-Gaudancio Fiees-4919.24
520761-Guaraci Damasceno-12455.41
413913-Odilia Bello-17163.00
165366-Artur Grillo-1876.87
403997-Judite Damasceno-13616.72
365649-Armanda Amorim-17670.56
740452-Delfina Perdigon-5489.79
979373-Domingos Pas-10686.04
695355-Augusta Paio-19422.92
874610-Melinda Roserio-9787.94
844576-Melinda Roserio-8831.68
299422-Tibefarcio Colao-14226.89
915069-Polibe Olivares-14741.03
581641-Augusta Paio-8067.85
923907-Heleedsa Marins-6237.05
349361-Jonatas Felgueiras-11460.71
573273-Manuel Capiperibe-293.28
335655-Camila Gabeira-8333.07
940385-Aludsio Sosa-9060.02
639252-Judite Damasceno-1893.93
797016-Henrique Bento-4042.38
878780-Leonidas Mafra-9935.37
18073-Regina Barcellos-21454.52
973801-Neeamia Arruda-13295.50
616368-Angilica Galante-15624.74
447369-Gaudancio Fiees-18088.24
334326-Ermelinda Quintela-10839.13
716140-Adelino Barra-20302.49
702059-Odilia Bello-11467.06
496463-Judite Damasceno-14413.45
84517-Antonio Castelo-786.58
357319-Flamednia Leiria-18455.37
835630-Flamednia Leiria-15450.71
417010-Sofras Cuaresma-8935.62
299531-Sofras Cuaresma-786.94
887190-Guaraci Damasceno-4621.42
545636-Sara Lameiras-16634.76
48025-Daniel Vieyra-20841.92
341026-Andreia Moita-6454.11
669051-Sidfnio Frois-14369.07
874005-Edgar Carvalheiro-11425.08
833168-Armindo Castalo-6453.82
329611-Camila Gabeira-13682.17
794755-Daniel Vieyra-4901.51
810240-Joaquim Rufino-9654.50
332677-Adelina Quadros-12703.37
678725-Clarindo Areosa-4033.99
454360-Esperada Cardoso-5414.47
478885-Melinda Roserio-3703.05
725390-Adelino Barra-7959.74
833127-Liana Cardim-20078.48
599111-Ermelinda Quintela-1151.97
418476-Ximena Castilho-4065.27
309295-Neuza Francia-7323.22
278072-Clara Alcantara-2746.48
941176-Artur Grillo-5959.81
745976-Ubaldo Mainha-13576.60
543151-Judite Damasceno-14961.14
48841-Estanislau Beserra-8941.09
965105-Oliveira Senchez-6983.51
304758-Neuza Francia-2027.00
668670-Delfina Perdigon-16333.00
897807-Almerinda Palmeira-3932.34
376857-Romo Paranage-1750.60
490125-Almerinda Palmeira-18723.38
569847-Adelina Quadros-12687.96
503213-Oliveira Carmona-9740.58
835861-Letedcia Gago-5041.17
615815-Delfina Perdigon-19431.66
700454-Tibofarcio Camacho-16416.48
758829-Elisa Themes-10364.69
697649-Esperada Cardoso-12701.38
317378-Carminda Morais-8405.52
980333-Guida Juca-11159.29
964915-Adelina Quadros-4389.35
114070-Rodolfo Paz-19225.05
727770-Esperada Cardoso-3945.24
517444-Zulmira Becerra-5533.60
937453-Joaquim Rufino-7929.76
466682-Melinda Roserio-14836.77
863226-Emiliana Foquio-12739.52
960211-Danilo Olaio-241.66
356749-Daniel Vieyra-21444.83
504020-Emiliana Foquio-15989.80
194968-Mercia Caeira-12674.61
256721-Adelina Quadros-14245.75
114102-Gaudancio Fiees-5188.19
545792-Andreia Moita-20553.37
578590-Delfim Higuera-10877.91
810395-Jussara Varanda-6577.74
206311-Armanda Amorim-14636.37
71097-Nuno Balsemeo-15605.97
73423-Leonidas Mafra-4344.70
143800-Edgar Carvalheiro-6259.74
659086-Odilia Camello-1626.85
109406-Edgar Carvalheiro-9169.42
64606-Armindo Castalo-20100.56
60604-Telma Villalobos-1211.18
416909-Odilia Camello-492.13
749336-Estanislau Beserra-15900.24
274691-Romo Paranage-20902.30
268155-Ermelinda Quintela-4388.17
427377-Eurico Siqueira-534.07
586087-Melinda Roserio-17745.51
724619-Anfnia Seixas-2757.27
840592-Danilo Olaio-2908.36
48076-Gaudancio Fiees-15949.00
74841-Letedcia Gago-2874.78
954684-Antonio Castelo-12168.94
625057-Lina Andrade-8811.60
585348-Odilia Bello-7639.51
182431-Elisa Themes-21392.19
892868-Branco Saraba-7361.63
589760-Almerinda Palmeira-8467.49
744425-Quintiliano Sousa de Arronches-19224.74
100886-Angelica Aranha-9358.31
399512-Feledcia Peassego-14588.79
270758-Sidfnio Frois-18629.54
260416-Sidfnio Frois-20559.08
463427-Cleusa Goes-9780.50
206540-Jussara Varanda-14346.35
696064-Trajano Fagundes-5943.34
3098-Anind Zarco-177.43
717415-Manuel Capiperibe-1393.33
499169-Emedlio Pimentel-15850.77
7446-Almor Caiado-2226.94
351652-Zulmira Becerra-12640.94
112745-Romo Paranage-2768.81
351329-Almor Caiado-16771.42
665-Elisa Themes-12191.21
810089-Antonio Castelo-4928.44
570644-Celeste Duarte-15885.40
583189-Henrique Bento-6500.60
242397-Eurico Siqueira-20257.77
167060-Angilica Galante-10477.93
81796-Lina Andrade-1393.16
343551-Danilo Olaio-17386.68
484049-Almerinda Palmeira-9982.97
94484-Gaudancio Fiees-3531.65
129539-Neeamia Arruda-10201.66
214272-Elisa Themes-17329.76
450383-Armindo Castalo-11080.63
536656-Tibofarcio Camacho-12846.46
849607-Emedlio Pimentel-8514.05
495347-Almor Caiado-6550.88
251007-Branco Saraba-4706.86
184767-Sara Lameiras-12340.30
728845-Zulmira Becerra-1090.30
153999-Flamednia Leiria-11061.25
236997-Angelica Aranha-19862.54
441267-Angelica Aranha-15799.85
489700-Judite Damasceno-13219.51
111065-Eurico Siqueira-18064.88
275756-Delfina Garcia de Gondim-9038.54
250244-Oliveira Senchez-9008.66
17348-Odete Vasques-12351.17
100865-Odete Vasques-21293.02
368800-Cassandra Varejo-5525.47
933898-Jorgina Bogalho-10767.01
180194-Quintiliano Sousa de Arronches-10839.38
592000-Daniel Vieyra-17933.79
495758-Anind Zarco-15503.85
462112-Guida Juca-19434.96
590605-Ubaldo Mainha-14752.88
123633-Filomena Barrios-240.55
260960-Guaraci Damasceno-7850.72
84384-Cassandra Varejo-17501.73
937455-Estanislau Beserra-3630.58
336927-Anfnia Seixas-19169.92
860932-Cleusa Goes-3226.89
639009-Liana Cardim-8952.81
434486-Fulvio Villegas-10727.76
181394-Ximena Castilho-19632.38
932743-Aludsio Sosa-5563.45
54490-Anind Zarco-19984.69
41984-Armanda Amorim-5022.46
146232-Rodolfo Paz-8333.31
584704-Henrique Bento-20782.68
569895-Nuno Balsemeo-511.22
255804-Sara Lameiras-1529.82
395781-Ximena Castilho-751.38
914740-Cassandra Varejo-13975.72
851437-Jonatas Felgueiras-11472.70
284234-Ximena Castilho-11307.19
521591-Clarindo Areosa-1042.90
813751-Antonio Viegas-11163.32
178064-Regina Barcellos-11069.95
231745-Leonidas Mafra-580.96
859948-Manuel Capiperibe-6696.65
480218-Honorina Lira-18709.21
789101-Guida Juca-4508.33
894950-Edgar Carvalheiro-3502.65
777171-Artur Grillo-9721.16
414227-Estanislau Beserra-21124.00
913077-Angelica Aranha-9514.38
881000-Antonio Viegas-18082.52
611662-Gaudancio Fiees-11729.46
673095-Estanislau Beserra-7956.94
519105-Rebeca Neto-10395.54
486619-Clarindo Areosa-16740.35
436570-Heleedsa Marins-8743.40
524319-Moaci Mendoa-16832.35
184351-Celeste Duarte-8785.29
147117-Marilda Leio-4234.59
312656-Guaraci Damasceno-8743.72
284514-Sara Lameiras-20822.53
104677-Sara Lameiras-2543.81
403023-Elisa Themes-5190.54
313314-Quintino Alcantara-6595.73
405445-Taercio Mafra-7270.60
418869-Antonio Castelo-8744.97
265718-Domingos Pas-11770.21
377084-Celeste Duarte-8847.22
120758-Flamednia Leiria-11448.69
780973-Telma Villalobos-9406.98
879320-Tarrataca Soares-3764.99
262256-Honorina Lira-5686.03
75139-Anind Zarco-4765.23
98772-Clara Alcantara-1583.52
193103-Aludsio Sosa-2837.58
321997-Jonatas Felgueiras-5761.77
307260-Rebeca Neto-14864.42
43842-Jorgina Bogalho-12173.36
308915-Urbano Rodrigues-7409.73
