562291-Flor Portella-1917.70
431707-Flamednia Leiria-17640.33
806810-Artur Grillo-17867.80
581433-Emedlia Silvera-3156.62
738166-Ximena Castilho-9472.79
198036-Armanda Amorim-20929.15
195430-Anind Zarco-4699.49
977459-Almerinda Palmeira-4581.97
218086-Edgar Carvalheiro-10712.94
88775-Ximena Castilho-4038.78
979307-Romo Paranage-17292.96
428860-Manuel Capiperibe-11372.44
825555-Delfina Perdigon-16690.51
288421-Flor Portella-19306.32
848357-Romo Paranage-6678.87
393154-Adelino Barra-4366.01
192218-Dulce Froes-8877.97
811978-Silvio Mata-182.91
520081-Quintiliano Sousa de Arronches-12035.09
328565-Clarindo Areosa-18425.97
135763-Telma Villalobos-6990.93
568097-Basilio Pedroso-18425.22
549411-Joaquim Rufino-7648.64
311241-Neeamia Arruda-9711.52
735285-Letedcia Gago-18280.01
955019-Regina Barcellos-17719.10
606372-Emiliana Foquio-13606.19
206904-Zungela Ipiranga-21194.31
4690-Almerinda Palmeira-13394.67
613020-Rodolfo Paz-15177.96
99695-Mercia Caeira-14514.48
398837-Micaela Chavez-6005.32
942153-Camila Gabeira-7290.82
52805-Flor Portella-14763.93
312226-Delfina Garcia de Gondim-10106.45
974935-Branco Saraba-2791.16
722616-Daniel Vieyra-13747.22
783402-Marilda Leio-4724.46
134754-Emiliana Foquio-1779.67
994756-Camila Gabeira-15625.80
484889-Nuno Balsemeo-7351.96
551756-Carminda Morais-15725.94
173273-Dulce Froes-9170.53
658643-Elisa Themes-4376.22
296288-Cleusa Goes-20649.34
450916-Emiliana Foquio-244.26
32033-Neeamia Arruda-11951.48
748210-Anind Zarco-224.48
411425-Telma Villalobos-8195.83
541759-Flamednia Leiria-4950.94
984130-Tibefarcio Colao-8915.79
874300-Delfina Perdigon-5606.47
813071-Cassandra Varejo-13448.20
349854-Mercia Caeira-18614.79
763187-Trajano Fagundes-9342.92
853763-Jussara Varanda-3912.59
543898-Sidfnio Frois-20042.91
989019-Basilio Pedroso-6915.55
363328-Almerinda Palmeira-7199.67
704218-Heleedsa Marins-12815.08
657413-Elisa Themes-17464.93
289905-Daniel Vieyra-14188.83
33235-Flamednia Leiria-8992.13
345907-Andreia Moita-9165.63
280726-Judite Damasceno-7998.42
666272-Odilia Bello-15596.96
477479-Oliveira Senchez-13277.56
436963-Eurico Siqueira-14787.45
360832-Rebeca Neto-3376.25
867486-Domingos Pas-2298.45
468035-Leonidas Mafra-5705.03
647368-Tibofarcio Camacho-20947.93
989946-Taercio Mafra-20803.42
152689-Aludsio Sosa-14442.05
826946-Almerinda Palmeira-6240.02
276301-Augusta Paio-16846.68
500725-Quintino Alcantara-3556.62
532252-Anind Zarco-21270.99
119092-Carminda Morais-5789.76
672672-Honorina Lira-8258.43
251102-Fulvio Villegas-12153.11
838512-Ximena Castilho-4914.75
825555-Emedlia Silvera-13624.65
25302-Rodolfo Paz-8781.34
787606-Letedcia Gago-8999.61
908360-Jorgina Bogalho-2147.54
724975-Edgar Carvalheiro-13612.54
814053-Oliveira Carmona-20487.87
164614-Heleedsa Marins-8214.22
139985-Antonio Viegas-5466.11
960736-Leonidas Mafra-3583.79
284282-Oliveira Senchez-20032.17
433231-Telma Villalobos-4575.59
924466-Ubaldo Mainha-9155.84
136599-Zulmira Becerra-21463.72
350356-Almerinda Palmeira-6547.97
748361-Dulce Froes-1480.38
808093-Melinda Roserio-19538.52
482868-Feledcia Peassego-11085.33
649869-Tibofarcio Camacho-971.89
143879-Taercio Mafra-12971.50
981989-Manuel Capiperibe-9839.51
778865-Silvio Mata-12523.84
73507-Marilda Leio-20353.08
985902-Guaraci Damasceno-4819.61
375700-Tibefarcio Colao-15113.12
35554-Melinda Roserio-3655.76
433485-Feledcia Peassego-16953.84
650801-Elisa Themes-11853.84
290243-Lurdes Cotrim-15620.34
57186-Quintino Alcantara-15036.94
686380-Delfina Perdigon-781.92
565395-Liana Cardim-20719.71
487081-Anind Zarco-2575.61
509444-Jonatas Felgueiras-19555.47
420092-Armanda Amorim-16234.39
643736-Domingos Pas-16234.74
389000-Taercio Mafra-11694.24
18993-Daniel Vieyra-1625.91
181978-Quintino Alcantara-15718.82
534292-Lurdes Cotrim-16489.39
36670-Emiliana Foquio-7521.42
6100-Cleusa Goes-8847.07
875811-Clara Alcantara-3567.10
53919-Oliveira Carmona-837.36
709727-Quintino Alcantara-646.73
193592-Sofras Cuaresma-9543.16
737522-Romo Paranage-7532.22
698668-Regina Barcellos-14152.41
43546-Odilia Camello-19014.23
938376-Joaquim Rufino-1614.73
527037-Antonio Castelo-17875.10
307872-Moaci Mendoa-13210.32
92448-Andreia Moita-144.25
921570-Tarrataca Soares-20504.79
330196-Branco Saraba-14687.05
177675-Rodolfo Paz-19278.98
15912-Ximena Castilho-16461.52
794746-Liana Cardim-1713.67
648626-Zungela Ipiranga-8364.11
900499-Dulce Froes-9083.49
123903-Sofras Cuaresma-18908.76
972515-Eurico Siqueira-17147.00
44433-Leonidas Mafra-3043.09
826738-Guaraci Damasceno-647.47
345228-Basilio Pedroso-8040.77
536345-Quintiliano Sousa de Arronches-19982.55
560179-Armindo Castalo-9757.87
289376-Branco Saraba-10535.82
291987-Mercia Caeira-2467.47
717286-Fulvio Villegas-1271.64
132269-Lina Andrade-1962.88
57255-Guida Juca-12062.60
531047-Emedlio Pimentel-18943.04
429457-Zulmira Becerra-4696.48
322756-Andreia Moita-13109.93
437025-Estanislau Beserra-1880.46
449502-Silvio Mata-2026.06
130415-Dulce Froes-21078.95
694784-Almerinda Palmeira-8767.04
153451-Daniel Vieyra-5579.37
993848-Joaquim Rufino-13130.69
710309-Fulvio Villegas-6346.43
127057-Cassandra Varejo-19911.74
369245-Ermelinda Quintela-11021.20
358443-Domingos Pas-179.59
941201-Cassandra Varejo-2073.96
778840-Telma Villalobos-14508.45
919978-Tabalipa Duarte-10994.92
643009-Daniel Vieyra-14721.87
112912-Heleedsa Marins-12578.57
262889-Ubaldo Mainha-13648.51
184141-Ubaldo Mainha-15365.61
881887-Ubaldo Mainha-13402.04
400559-Honorina Lira-10800.90
83248-Basilio Pedroso-8209.65
242478-Leonidas Mafra-13669.06
963650-Honorina Lira-4212.01
290592-Marilda Leio-11071.21
29032-Angilica Galante-1832.81
987310-Angilica Galante-439.10
366359-Jonatas Felgueiras-8161.73
331154-Lurdes Cotrim-5488.73
455302-Delfina Garcia de Gondim-4482.71
753497-Tibofarcio Camacho-2611.88
687900-Zulmira Becerra-4572.72
581269-Leonidas Mafra-2000.30
870627-Liana Cardim-18249.94
521830-Esperada Cardoso-12398.01
665293-Quintino Alcantara-5523.46
512153-Sara Lameiras-6393.34
732212-Delfina Perdigon-20587.00
802968-Basilio Pedroso-18285.48
951082-Flamednia Leiria-5835.19
303610-Regina Barcellos-3147.89
262501-Camila Gabeira-21244.77
702552-Elisa Themes-17355.75
48610-Zungela Ipiranga-15029.62
595869-Manuel Capiperibe-7300.00
780659-Letedcia Gago-5161.81
245990-Artur Grillo-1862.10
621125-Domingos Pas-9979.42
168954-Adelino Barra-212.61
589970-Quintino Alcantara-9402.12
798765-Joaquim Rufino-8000.33
195898-Rebeca Neto-6808.11
864616-Danilo Olaio-14035.14
563749-Adelino Barra-400.79
773301-Antonio Castelo-13066.75
783863-Artur Grillo-20154.55
657172-Clara Alcantara-2022.18
864186-Filomena Barrios-2058.39
287616-Sara Lameiras-6950.08
774970-Leonidas Mafra-711.14
781548-Flamednia Leiria-9299.13
93553-Emiliana Foquio-13851.09
882532-Cleusa Goes-18939.73
762458-Quintiliano Sousa de Arronches-5090.54
120312-Joaquim Rufino-12028.27
477923-Silvio Mata-9201.27
533289-Antonio Viegas-2133.01
282211-Liana Cardim-18691.65
489605-Manuel Capiperibe-15039.69
958441-Spnia ou Sonia Guerreiro-9462.60
639799-Domingos Pas-7795.58
869995-Carminda Morais-13186.52
911529-Polibe Olivares-3930.50
983305-Emedlia Silvera-18858.13
133935-Filomena Barrios-8574.50
959287-Branco Saraba-1854.44
756373-Marilda Leio-3859.77
287535-Guida Juca-16452.59
141194-Heleedsa Marins-6662.65
519008-Cleusa Goes-17652.24
10947-Guaraci Damasceno-15873.80
415778-Polibe Olivares-9327.66
445749-Emedlio Pimentel-4821.94
965478-Angilica Galante-16391.77
538713-Telma Villalobos-1488.28
455107-Guida Juca-16127.87
498524-Ubaldo Mainha-16040.60
842488-Andreia Moita-3248.64
867536-Celeste Duarte-1285.21
377637-Delfina Perdigon-17100.40
147761-Tarrataca Soares-8455.67
475808-Flor Portella-6125.00
488036-Edgar Carvalheiro-2484.62
34273-Oliveira Carmona-16474.27
909680-Almerinda Palmeira-10234.82
750923-Nuno Balsemeo-17269.37
519571-Manuel Capiperibe-3829.52
781619-Telma Villalobos-14997.95
819276-Marilda Leio-5041.79
122149-Ximena Castilho-10475.56
165031-Quintino Alcantara-19287.04
587720-Feledcia Peassego-17796.96
292917-Jorgina Bogalho-19191.84
192149-Urbano Rodrigues-5927.35
785075-Honorina Lira-18336.44
205630-Moaci Mendoa-569.12
929452-Angelica Aranha-18904.31
712914-Sofras Cuaresma-12777.29
876256-Adelino Barra-20115.49
560672-Jorgina Bogalho-4631.87
285169-Carminda Morais-5453.52
93399-Fulvio Villegas-16979.40
401140-Angilica Galante-5587.49
170493-Flamednia Leiria-19049.41
399641-Antonio Castelo-9332.43
594593-Almerinda Palmeira-20874.48
243159-Basilio Pedroso-5378.94
360217-Almerinda Palmeira-361.23
271903-Melinda Roserio-9070.00
878456-Oliveira Senchez-11315.60
524809-Camila Gabeira-2723.62
907780-Elisa Themes-13224.55
503177-Micaela Chavez-5993.73
799037-Zulmira Becerra-4990.59
313280-Angilica Galante-5214.59
504643-Zulmira Becerra-16900.54
607697-Trajano Fagundes-14368.13
142013-Almor Caiado-1446.90
438267-Neeamia Arruda-14609.62
283031-Liana Cardim-15948.40
314807-Camila Gabeira-15938.81
214977-Polibe Olivares-12393.05
54910-Quintino Alcantara-1633.25
160227-Odilia Camello-2851.24
206725-Antonio Viegas-499.54
12185-Tibefarcio Colao-12914.58
782235-Silvio Mata-19190.66
446329-Ximena Castilho-16757.24
750084-Antonio Castelo-18391.63
537053-Elisa Themes-1259.62
400612-Basilio Pedroso-12942.77
142282-Regina Barcellos-15944.92
822758-Oliveira Carmona-5770.63
908588-Jonatas Felgueiras-9482.23
537561-Carminda Morais-3179.46
142024-Cleusa Goes-17669.59
800216-Rebeca Neto-9402.57
788002-Zungela Ipiranga-5232.20
465599-Silvio Mata-5519.70
621262-Andreia Moita-19335.07
133447-Dulce Froes-15044.24
526964-Silvio Mata-16845.66
742296-Honorina Lira-16489.05
282622-Ubaldo Mainha-19968.14
946979-Micaela Chavez-10798.68
564998-Odete Vasques-15670.10
157674-Armindo Castalo-8533.26
332705-Tabalipa Duarte-3756.31
232104-Ubaldo Mainha-2786.13
326843-Angilica Galante-20232.34
867248-Dulce Froes-7618.84
200832-Tarrataca Soares-2359.27
542570-Letedcia Gago-16846.70
431022-Armindo Castalo-9764.68
575469-Dulce Froes-5439.32
149934-Cleusa Goes-4370.13
715658-Silvio Mata-19471.71
538523-Honorina Lira-5510.20
581212-Mercia Caeira-717.68
593807-Ximena Castilho-2010.95
629715-Oliveira Senchez-10649.62
605898-Neeamia Arruda-18101.63
664640-Armanda Amorim-18837.06
628697-Quintiliano Sousa de Arronches-18626.53
439363-Daniel Vieyra-5477.45
117846-Odete Vasques-4044.11
806170-Flamednia Leiria-10521.27
337257-Celeste Duarte-12836.65
499108-Jonatas Felgueiras-16222.47
790027-Elisa Themes-4723.57
314924-Antonio Castelo-19149.87
239952-Celeste Duarte-10121.09
575721-Henrique Bento-15957.73
613585-Aludsio Sosa-10199.18
119814-Regina Barcellos-12813.58
557739-Tibofarcio Camacho-13124.76
8710-Liana Cardim-5327.98
663106-Almor Caiado-19431.35
820927-Liana Cardim-16241.51
263335-Clarindo Areosa-20019.41
800821-Jorgina Bogalho-8047.72
300632-Romo Paranage-9420.12
479954-Almor Caiado-5021.04
881356-Clara Alcantara-11697.18
452212-Jussara Varanda-17738.38
767993-Emedlia Silvera-7109.12
494984-Sofras Cuaresma-5654.37
865195-Flor Portella-11371.00
900799-Marilda Leio-8294.37
699358-Letedcia Gago-18617.00
854681-Rebeca Neto-1400.18
29187-Almerinda Palmeira-10243.18
796069-Zulmira Becerra-20297.98
369025-Dulce Froes-7451.96
860399-Rebeca Neto-11806.48
709554-Mercia Caeira-17364.16
550689-Branco Saraba-6694.27
706326-Daniel Vieyra-11792.93
997370-Lina Andrade-2547.10
955633-Sara Lameiras-16654.09
371142-Delfim Higuera-15887.80
558822-Jonatas Felgueiras-19398.09
274976-Esperada Cardoso-15831.22
95326-Quintiliano Sousa de Arronches-21144.91
633457-Regina Barcellos-2588.68
41889-Cleusa Goes-15925.77
845656-Jonatas Felgueiras-9856.44
602525-Dulce Froes-11183.50
975602-Leonidas Mafra-17863.48
785814-Ubaldo Mainha-3188.20
296498-Micaela Chavez-8651.91
341177-Clarindo Areosa-20827.50
704133-Almerinda Palmeira-6185.41
898024-Angelica Aranha-12696.37
771501-Anfnia Seixas-9107.86
809481-Moaci Mendoa-13158.28
779957-Branco Saraba-10481.90
694265-Flamednia Leiria-6733.09
384896-Tibofarcio Camacho-13282.85
301706-Odilia Bello-16950.71
144053-Guida Juca-14878.83
766619-Gaudancio Fiees-8467.41
231294-Cassandra Varejo-7959.61
817796-Odilia Bello-12178.59
411502-Romo Paranage-7101.47
872811-Edgar Carvalheiro-4534.73
427629-Estanislau Beserra-367.69
626647-Clara Alcantara-1294.64
692542-Lina Andrade-19108.48
622685-Armanda Amorim-13406.67
372709-Artur Grillo-843.27
313758-Trajano Fagundes-18780.94
521004-Leonidas Mafra-718.41
785777-Zungela Ipiranga-5436.59
687049-Feledcia Peassego-11130.71
374631-Basilio Pedroso-20389.43
923116-Adelina Quadros-6188.87
145455-Adelino Barra-21335.14
193229-Guaraci Damasceno-12587.23
42041-Almor Caiado-19283.46
961353-Armanda Amorim-1662.35
280367-Trajano Fagundes-11325.48
856613-Mercia Caeira-4675.86
877871-Esperada Cardoso-9373.71
791223-Manuel Capiperibe-16640.59
851816-Zulmira Becerra-14109.50
869133-Marilda Leio-14938.73
172185-Delfim Higuera-8135.35
938887-Sofras Cuaresma-432.44
70486-Polibe Olivares-5112.86
385041-Regina Barcellos-17652.47
510253-Tibofarcio Camacho-9980.44
761798-Leonidas Mafra-12039.01
338266-Judite Damasceno-10312.95
90156-Guaraci Damasceno-16980.86
912618-Polibe Olivares-17669.38
194816-Celeste Duarte-16913.23
880731-Celeste Duarte-15080.12
80658-Almor Caiado-13464.67
519843-Danilo Olaio-9700.54
820971-Judite Damasceno-17194.39
356752-Almerinda Palmeira-15314.66
957295-Antonio Castelo-1367.44
143605-Urbano Rodrigues-19020.82
701459-Almor Caiado-9286.89
834258-Oliveira Senchez-4771.18
432987-Sidfnio Frois-4388.29
904408-Dulce Froes-14327.10
426682-Basilio Pedroso-12973.07
193037-Tabalipa Duarte-12913.43
729163-Joaquim Rufino-11956.80
545469-Clara Alcantara-11765.53
922324-Tibofarcio Camacho-2190.27
683635-Daniel Vieyra-9381.71
772683-Cassandra Varejo-21238.72
947987-Elisa Themes-11452.23
577714-Artur Grillo-15606.56
530999-Rebeca Neto-5690.76
529082-Jussara Varanda-11315.03
994498-Oliveira Carmona-11436.96
514086-Neuza Francia-11169.42
505591-Augusta Paio-6690.03
962913-Anind Zarco-7979.26
164204-Liana Cardim-5601.26
964082-Neuza Francia-9868.98
452702-Emedlio Pimentel-16288.46
575387-Flamednia Leiria-21054.24
526953-Liana Cardim-19604.71
188133-Anind Zarco-5545.17
672288-Flamednia Leiria-13815.11
15614-Flor Portella-11165.42
39082-Augusta Paio-14790.47
132149-Manuel Capiperibe-18530.10
252110-Fulvio Villegas-2276.91
542569-Antonio Castelo-6526.55
221337-Basilio Pedroso-19091.08
639026-Emedlia Silvera-1791.99
228621-Angelica Aranha-1967.26
894532-Leonidas Mafra-12469.14
63441-Lurdes Cotrim-3321.03
444736-Honorina Lira-8911.19
767580-Sara Lameiras-19721.58
610148-Delfina Perdigon-4568.06
378410-Regina Barcellos-8590.58
788707-Armanda Amorim-19696.01
581018-Zungela Ipiranga-16173.39
252386-Odilia Bello-9474.94
347822-Zungela Ipiranga-15207.23
947380-Antonio Castelo-17586.17
63790-Antonio Castelo-6451.97
691552-Quintiliano Sousa de Arronches-14716.42
377455-Oliveira Carmona-10599.26
627090-Cleusa Goes-790.52
887020-Edgar Carvalheiro-14744.31
354152-Lurdes Cotrim-15112.19
959864-Rebeca Neto-11763.17
705915-Cleusa Goes-20985.69
651340-Filomena Barrios-20884.33
323091-Tibefarcio Colao-9588.97
909303-Sidfnio Frois-14119.61
114966-Marilda Leio-5341.69
439344-Clarindo Areosa-15895.46
437870-Sara Lameiras-17621.73
242694-Angelica Aranha-7575.77
622278-Emedlio Pimentel-9509.31
119191-Sidfnio Frois-8474.07
954770-Odete Vasques-2086.29
800746-Edgar Carvalheiro-13612.80
369388-Daniel Vieyra-2071.20
71581-Letedcia Gago-1405.46
487117-Flor Portella-14936.61
544380-Emedlia Silvera-8626.16
43656-Neuza Francia-2195.71
78739-Celeste Duarte-213.30
577097-Quintino Alcantara-11269.52
294733-Zungela Ipiranga-12110.71
845370-Tabalipa Duarte-18910.26
965041-Neeamia Arruda-19668.27
550626-Filomena Barrios-8117.12
33151-Neeamia Arruda-1843.00
992760-Augusta Paio-7297.87
121005-Andreia Moita-17723.32
311692-Branco Saraba-768.92
675560-Oliveira Senchez-174.87
132333-Marilda Leio-9210.64
36163-Telma Villalobos-38.75
830562-Eurico Siqueira-5897.20
770503-Emedlio Pimentel-4822.02
507324-Odilia Bello-17697.53
847766-Telma Villalobos-11163.02
250188-Cleusa Goes-20812.95
313203-Tibofarcio Camacho-9039.32
508861-Artur Grillo-13212.44
275030-Delfina Perdigon-8004.36
370758-Feledcia Peassego-990.84
418321-Esperada Cardoso-1681.20
53264-Leonidas Mafra-18549.51
230356-Carminda Morais-10732.38
750344-Leonidas Mafra-13317.45
982616-Guida Juca-6901.09
515106-Honorina Lira-14363.60
834931-Antonio Castelo-7691.89
519174-Antonio Castelo-16986.98
578789-Oliveira Senchez-1494.89
641570-Odilia Bello-4378.60
251911-Edgar Carvalheiro-15432.78
253601-Angilica Galante-3818.48
975659-Sidfnio Frois-9920.78
415830-Esperada Cardoso-10458.29
608388-Liana Cardim-13548.11
619189-Carminda Morais-21033.26
924640-Sara Lameiras-18736.78
678452-Lina Andrade-2907.13
192315-Neuza Francia-17262.92
141791-Elisa Themes-19029.34
175563-Odilia Bello-17417.02
329796-Oliveira Senchez-12464.72
951403-Emiliana Foquio-10069.64
327239-Tarrataca Soares-15053.80
448278-Lurdes Cotrim-2165.04
194989-Estanislau Beserra-4041.24
301208-Guida Juca-20020.48
596492-Emedlia Silvera-16192.43
622404-Lina Andrade-5769.52
621272-Angelica Aranha-18230.94
996558-Basilio Pedroso-11617.85
650230-Rebeca Neto-9086.32
151906-Adelino Barra-7710.99
248292-Angelica Aranha-18224.27
689734-Adelina Quadros-10993.91
942495-Romo Paranage-14395.86
38034-Letedcia Gago-21318.87
327634-Emedlio Pimentel-17980.00
330469-Dulce Froes-21366.23
141681-Neuza Francia-11497.60
886488-Neeamia Arruda-14227.57
365856-Nuno Balsemeo-2039.23
317035-Oliveira Carmona-225.92
748388-Nuno Balsemeo-18708.40
559395-Ubaldo Mainha-3520.46
874795-Leonidas Mafra-11159.88
830129-Rodolfo Paz-19710.27
350039-Guida Juca-4958.71
112975-Carminda Morais-12762.01
827606-Augusta Paio-17433.43
668427-Branco Saraba-16527.46
294648-Almerinda Palmeira-5986.28
552419-Flor Portella-19749.45
425845-Dulce Froes-3462.09
725815-Joaquim Rufino-15127.69
933311-Cassandra Varejo-13961.60
243321-Clara Alcantara-4005.07
957054-Leonidas Mafra-5278.57
187354-Basilio Pedroso-12499.70
40273-Almor Caiado-9963.14
169789-Romo Paranage-15899.82
572458-Neeamia Arruda-20452.77
898512-Estanislau Beserra-11233.45
816209-Adelino Barra-17427.71
573840-Angilica Galante-14310.13
893845-Antonio Castelo-12874.63
718717-Fulvio Villegas-6042.23
570140-Camila Gabeira-15131.80
808450-Carminda Morais-15173.67
247766-Danilo Olaio-6059.24
546121-Armanda Amorim-20760.94
106355-Gaudancio Fiees-9081.82
294324-Joaquim Rufino-16010.81
943415-Honorina Lira-20298.97
802017-Neeamia Arruda-19179.87
945876-Honorina Lira-16173.97
249787-Jorgina Bogalho-966.33
576585-Manuel Capiperibe-14742.03
759955-Odilia Bello-19510.11
912874-Lina Andrade-6557.75
895652-Ermelinda Quintela-14793.21
376716-Odilia Camello-17794.28
134363-Odilia Camello-72.38
270067-Romo Paranage-2851.82
176970-Sara Lameiras-8119.84
97239-Domingos Pas-9529.30
996890-Gaudancio Fiees-21041.79
635596-Judite Damasceno-3712.72
454058-Armanda Amorim-5770.32
155982-Ermelinda Quintela-18239.45
781643-Emedlio Pimentel-8133.57
17180-Telma Villalobos-12827.34
951405-Neuza Francia-9823.85
966478-Manuel Capiperibe-10356.55
911312-Odilia Camello-10378.32
