773188-Anfnia Seixas-11415.83
531785-Letedcia Gago-15287.54
289822-Odilia Camello-15927.80
478083-Adelino Barra-16476.42
371727-Melinda Roserio-20849.32
971387-Filomena Barrios-6830.07
286748-Heleedsa Marins-8738.44
138045-Branco Saraba-10739.02
604054-Sidfnio Frois-1706.96
188305-Guida Juca-14559.61
143048-Telma Villalobos-9311.37
928525-Marilda Leio-5171.85
498834-Esperada Cardoso-15824.75
424859-Jorgina Bogalho-13114.69
905860-Estanislau Beserra-4893.57
213276-Manuel Capiperibe-2188.45
713770-Celeste Duarte-576.48
402520-Jussara Varanda-273.03
757437-Delfim Higuera-2029.07
303373-Eurico Siqueira-12040.95
519074-Tibofarcio Camacho-2947.54
417464-Delfina Garcia de Gondim-221.99
102979-Eurico Siqueira-11456.98
568570-Emedlia Silvera-15621.23
676023-Anfnia Seixas-14235.45
748415-Oliveira Carmona-5382.75
828177-Tabalipa Duarte-11749.89
268051-Zungela Ipiranga-2039.07
610158-Micaela Chavez-18626.65
648285-Emedlia Silvera-11634.85
647425-Angelica Aranha-19020.04
299817-Judite Damasceno-16329.38
653597-Tabalipa Duarte-18850.40
482237-Rodolfo Paz-21036.09
296524-Emiliana Foquio-17888.01
468185-Neuza Francia-8780.66
484960-Cassandra Varejo-544.11
149948-Flor Portella-1916.79
117548-Letedcia Gago-2162.89
991813-Urbano Rodrigues-2989.37
477400-Anfnia Seixas-18955.85
717359-Spnia ou Sonia Guerreiro-16424.01
156565-Urbano Rodrigues-565.71
293854-Oliveira Senchez-8680.53
70435-Delfina Perdigon-10933.50
908522-Zungela Ipiranga-12218.18
21390-Zulmira Becerra-14723.03
639162-Guida Juca-19024.53
648006-Anind Zarco-3920.86
354415-Adelino Barra-14390.78
545412-Odilia Bello-19525.56
256421-Lina Andrade-797.89
421260-Zulmira Becerra-1379.46
626556-Daniel Vieyra-11252.40
473583-Cleusa Goes-3088.27
638365-Lurdes Cotrim-12597.35
352964-Leonidas Mafra-2212.73
994614-Joaquim Rufino-5159.12
315014-Ximena Castilho-2000.76
924322-Aludsio Sosa-11364.31
987175-Marilda Leio-1934.93
634648-Rodolfo Paz-14207.49
199260-Melinda Roserio-86.87
334610-Judite Damasceno-21373.13
522935-Rebeca Neto-13203.03
577112-Quintino Alcantara-14939.42
448973-Mercia Caeira-13888.11
139832-Camila Gabeira-10593.22
799636-Delfim Higuera-6971.53
545933-Almor Caiado-5185.94
886889-Tibefarcio Colao-8225.81
299904-Almerinda Palmeira-13572.16
985985-Cleusa Goes-16174.15
134402-Jussara Varanda-16597.49
39008-Clara Alcantara-2047.89
253887-Jorgina Bogalho-4933.66
720265-Heleedsa Marins-15998.15
459532-Manuel Capiperibe-7014.71
627202-Telma Villalobos-18482.71
354929-Tibofarcio Camacho-11373.33
29832-Cassandra Varejo-77.36
197324-Fulvio Villegas-4120.36
630178-Sara Lameiras-2825.38
749655-Dulce Froes-19046.73
698662-Artur Grillo-21087.12
950784-Antonio Viegas-12034.82
660738-Dulce Froes-4487.19
697839-Sidfnio Frois-656.95
56701-Daniel Vieyra-5703.22
85043-Honorina Lira-151.93
707187-Mercia Caeira-16842.23
910307-Tabalipa Duarte-14759.37
845405-Gaudancio Fiees-8110.83
195388-Leonidas Mafra-18458.33
327571-Quintino Alcantara-2750.48
732185-Sofras Cuaresma-17139.99
19047-Lurdes Cotrim-12141.76
120778-Neeamia Arruda-1643.90
209914-Rebeca Neto-17714.46
569739-Nuno Balsemeo-2900.48
295243-Fulvio Villegas-5337.55
240610-Fulvio Villegas-11776.65
222098-Delfina Garcia de Gondim-14315.11
742044-Micaela Chavez-7652.23
967554-Micaela Chavez-8385.50
904932-Almerinda Palmeira-18562.82
840769-Polibe Olivares-168.18
495330-Filomena Barrios-12149.38
844499-Lurdes Cotrim-18571.48
31830-Clarindo Areosa-16442.35
895900-Odilia Camello-17135.30
499246-Romo Paranage-20727.71
555543-Urbano Rodrigues-9865.09
694971-Zulmira Becerra-8847.67
183537-Odete Vasques-15247.35
236254-Rodolfo Paz-7201.56
287556-Estanislau Beserra-18219.97
514533-Delfina Garcia de Gondim-9840.08
647727-Dulce Froes-4193.69
227488-Odilia Camello-6984.01
371563-Antonio Castelo-18362.97
270788-Liana Cardim-12223.13
835470-Letedcia Gago-3323.85
943718-Adelina Quadros-21250.79
758216-Henrique Bento-20037.79
639239-Edgar Carvalheiro-2435.32
318973-Emedlia Silvera-7058.20
300112-Neeamia Arruda-3098.51
252492-Angilica Galante-13674.98
353323-Clarindo Areosa-13552.42
205049-Tibofarcio Camacho-5631.30
586560-Angelica Aranha-16724.01
771171-Neuza Francia-15657.53
464628-Heleedsa Marins-16746.96
441681-Odilia Bello-6169.71
153531-Adelino Barra-13786.10
537815-Emiliana Foquio-15209.29
918950-Jorgina Bogalho-10607.46
824972-Henrique Bento-12129.98
100379-Emedlio Pimentel-16873.51
777002-Tarrataca Soares-19805.56
783445-Quintino Alcantara-16586.59
102603-Filomena Barrios-6469.47
806371-Daniel Vieyra-20794.12
106073-Cleusa Goes-3983.70
185245-Artur Grillo-14235.23
829198-Danilo Olaio-15800.61
776432-Judite Damasceno-5424.96
574185-Oliveira Carmona-14423.21
902888-Moaci Mendoa-4039.38
957324-Liana Cardim-2732.31
658113-Melinda Roserio-7390.15
276043-Eurico Siqueira-8761.17
162938-Ximena Castilho-10169.24
746163-Emiliana Foquio-11390.30
816639-Jussara Varanda-10987.31
497253-Telma Villalobos-11395.61
623331-Polibe Olivares-19673.37
494985-Silvio Mata-17444.28
881060-Oliveira Senchez-18383.30
134878-Camila Gabeira-14568.04
461490-Angilica Galante-11629.79
447454-Honorina Lira-4817.71
896647-Artur Grillo-9789.34
273696-Almor Caiado-341.96
20282-Emedlio Pimentel-4120.13
806289-Cassandra Varejo-13435.10
653180-Emedlio Pimentel-546.50
512608-Tarrataca Soares-19011.45
693195-Rebeca Neto-16535.42
811670-Urbano Rodrigues-9991.94
677741-Rebeca Neto-19186.55
558500-Andreia Moita-17756.19
556551-Neeamia Arruda-12170.32
994617-Guida Juca-1748.22
462420-Camila Gabeira-11948.42
177909-Tarrataca Soares-14056.49
970281-Flor Portella-2398.18
99617-Ermelinda Quintela-3873.31
172806-Feledcia Peassego-11430.24
92737-Cleusa Goes-7633.52
333086-Heleedsa Marins-16690.30
551965-Rodolfo Paz-3041.04
541770-Antonio Castelo-18396.61
981791-Esperada Cardoso-8501.72
618191-Guaraci Damasceno-6221.51
267609-Ximena Castilho-1068.45
943650-Delfina Garcia de Gondim-4438.15
269647-Mercia Caeira-14529.15
740584-Jorgina Bogalho-5836.04
786577-Anfnia Seixas-18216.97
26154-Liana Cardim-1815.46
920803-Anind Zarco-11210.98
467036-Lurdes Cotrim-8271.56
45148-Dulce Froes-2786.54
445186-Daniel Vieyra-16572.73
203785-Delfina Perdigon-10800.57
127234-Armindo Castalo-20380.00
352362-Mercia Caeira-2907.86
424481-Delfim Higuera-20345.27
520434-Polibe Olivares-3328.30
484596-Armanda Amorim-4798.56
478355-Armanda Amorim-992.93
92915-Spnia ou Sonia Guerreiro-9667.60
368476-Joaquim Rufino-43.22
332359-Lurdes Cotrim-16817.67
446985-Quintino Alcantara-7514.87
406614-Zulmira Becerra-7666.14
181527-Micaela Chavez-19669.67
387694-Neuza Francia-4449.07
714273-Heleedsa Marins-16384.28
737650-Sara Lameiras-20159.12
307262-Odilia Camello-10989.07
491426-Joaquim Rufino-13390.00
831913-Quintino Alcantara-2808.85
826866-Flamednia Leiria-9222.17
610827-Tibefarcio Colao-17376.64
967757-Polibe Olivares-6865.87
324956-Oliveira Senchez-3602.85
984773-Angilica Galante-641.89
171442-Celeste Duarte-3819.03
704243-Sidfnio Frois-9876.41
92978-Jorgina Bogalho-20629.48
774804-Silvio Mata-4339.56
216756-Adelina Quadros-12227.88
496686-Celeste Duarte-4131.31
543429-Rebeca Neto-18097.42
593474-Honorina Lira-502.26
257702-Almerinda Palmeira-14675.51
888477-Adelina Quadros-20575.36
942984-Odilia Bello-17072.24
941658-Fulvio Villegas-7494.44
369094-Rodolfo Paz-18115.37
703647-Flamednia Leiria-6978.28
554586-Nuno Balsemeo-5225.62
290386-Melinda Roserio-12900.58
759759-Emedlio Pimentel-3871.18
893338-Moaci Mendoa-7127.11
130441-Joaquim Rufino-8859.69
136243-Melinda Roserio-7263.74
847496-Neeamia Arruda-6788.33
462120-Camila Gabeira-2342.91
717765-Ximena Castilho-14086.60
954398-Edgar Carvalheiro-10058.80
630741-Clarindo Areosa-3649.51
611412-Joaquim Rufino-19142.42
239628-Antonio Castelo-1335.18
609864-Flor Portella-10554.11
206231-Regina Barcellos-10715.42
870035-Ximena Castilho-5421.94
586051-Zulmira Becerra-16790.42
42073-Antonio Viegas-5690.20
942343-Mercia Caeira-3472.54
379840-Odilia Bello-9292.09
678424-Augusta Paio-6013.56
22147-Urbano Rodrigues-5864.84
940399-Emedlio Pimentel-12977.23
976611-Moaci Mendoa-2498.49
240607-Sofras Cuaresma-17880.56
473739-Joaquim Rufino-9374.42
80836-Manuel Capiperibe-19030.28
521235-Ximena Castilho-20970.70
769297-Ximena Castilho-1215.29
677764-Ubaldo Mainha-20829.09
982989-Estanislau Beserra-891.03
239556-Ubaldo Mainha-11051.26
254205-Rebeca Neto-21260.66
786693-Edgar Carvalheiro-13915.59
246712-Marilda Leio-17618.00
731997-Emiliana Foquio-19752.73
444201-Letedcia Gago-6108.71
198116-Joaquim Rufino-4949.08
972213-Tibofarcio Camacho-18616.77
610-Celeste Duarte-18248.71
754057-Polibe Olivares-13903.71
863297-Quintiliano Sousa de Arronches-9231.27
972444-Domingos Pas-1898.97
288424-Gaudancio Fiees-14716.84
486508-Nuno Balsemeo-15289.31
740223-Elisa Themes-14331.79
435958-Edgar Carvalheiro-17266.23
676115-Carminda Morais-19408.21
502767-Judite Damasceno-4973.10
374610-Angelica Aranha-20383.11
155132-Zungela Ipiranga-10505.81
39108-Heleedsa Marins-2829.61
565037-Jussara Varanda-3219.33
673320-Angilica Galante-3177.38
340566-Carminda Morais-5202.24
840088-Elisa Themes-5699.65
612921-Guida Juca-14044.00
256254-Rebeca Neto-6315.93
324025-Clarindo Areosa-3486.12
69179-Delfina Perdigon-6769.87
718538-Flor Portella-15521.42
738737-Letedcia Gago-9156.97
885686-Artur Grillo-20202.62
446294-Guaraci Damasceno-5494.52
690901-Tabalipa Duarte-423.09
382573-Joaquim Rufino-1131.49
769658-Delfim Higuera-5897.62
780006-Basilio Pedroso-20830.18
644437-Quintiliano Sousa de Arronches-7928.59
302460-Ximena Castilho-7284.44
303741-Adelina Quadros-15671.63
885985-Armanda Amorim-4044.18
428842-Armindo Castalo-3108.20
904756-Emiliana Foquio-14762.66
634855-Odilia Camello-10774.73
589295-Adelino Barra-6433.72
508300-Almor Caiado-16071.42
827827-Leonidas Mafra-14004.38
256695-Estanislau Beserra-19640.83
297673-Honorina Lira-16479.02
841722-Jorgina Bogalho-3427.22
527622-Tibefarcio Colao-12466.08
910834-Nuno Balsemeo-3475.53
589099-Taercio Mafra-1149.74
203033-Odilia Bello-8666.09
642259-Clara Alcantara-9751.98
230512-Sara Lameiras-10107.06
580715-Heleedsa Marins-2300.51
465474-Andreia Moita-14123.07
725165-Odilia Bello-6111.21
912616-Rodolfo Paz-6509.63
295421-Delfim Higuera-9364.91
579613-Augusta Paio-2359.18
199936-Armanda Amorim-5695.07
602682-Micaela Chavez-3392.26
478754-Micaela Chavez-17348.69
727077-Armindo Castalo-5746.15
633660-Eurico Siqueira-17431.96
494861-Artur Grillo-8811.78
955118-Manuel Capiperibe-9289.03
316891-Sara Lameiras-4673.32
400272-Oliveira Senchez-10636.27
123951-Judite Damasceno-9747.23
884066-Edgar Carvalheiro-5114.40
618079-Guaraci Damasceno-11500.42
477196-Nuno Balsemeo-18205.21
534361-Anfnia Seixas-10187.65
814226-Antonio Castelo-3519.15
144618-Tibefarcio Colao-12204.09
782232-Sofras Cuaresma-12933.65
57446-Guaraci Damasceno-711.98
295630-Rodolfo Paz-441.14
24405-Delfina Perdigon-3112.38
187311-Branco Saraba-12201.22
857095-Emedlio Pimentel-7382.57
753143-Lurdes Cotrim-18797.34
34065-Marilda Leio-13247.85
930374-Delfina Perdigon-841.15
539137-Aludsio Sosa-5352.60
325829-Henrique Bento-19430.42
531967-Spnia ou Sonia Guerreiro-6236.16
70166-Guida Juca-15229.12
235847-Lina Andrade-12824.52
641329-Tibofarcio Camacho-1381.56
486546-Adelina Quadros-8070.13
890534-Leonidas Mafra-14807.66
815695-Polibe Olivares-17468.00
21810-Odilia Camello-322.47
142539-Estanislau Beserra-2277.86
189096-Esperada Cardoso-10671.12
600246-Sidfnio Frois-13316.44
725586-Antonio Castelo-14887.14
449034-Flor Portella-4544.66
927247-Feledcia Peassego-13511.08
527938-Sofras Cuaresma-3951.11
385538-Cassandra Varejo-8840.01
9948-Odilia Bello-3433.33
419177-Zulmira Becerra-19393.55
427450-Lurdes Cotrim-17290.14
728441-Angelica Aranha-9327.19
71680-Moaci Mendoa-8438.36
30964-Flor Portella-15335.62
418275-Nuno Balsemeo-8985.27
774372-Polibe Olivares-13974.54
286565-Delfina Perdigon-21029.82
811950-Neeamia Arruda-16058.84
620022-Aludsio Sosa-17858.94
744846-Adelino Barra-18203.13
600444-Esperada Cardoso-17932.57
758657-Oliveira Senchez-925.02
28964-Liana Cardim-8085.73
459682-Regina Barcellos-2701.21
120979-Emedlio Pimentel-0.55
248701-Tibofarcio Camacho-12808.30
484177-Sidfnio Frois-21031.16
346659-Neuza Francia-11264.45
210328-Adelina Quadros-19790.65
407232-Letedcia Gago-21128.09
475533-Neuza Francia-15599.26
74124-Cassandra Varejo-5482.01
392099-Andreia Moita-1447.47
62410-Jorgina Bogalho-16812.06
294291-Delfina Perdigon-2038.44
569479-Quintiliano Sousa de Arronches-4620.92
815223-Filomena Barrios-16595.76
43107-Anfnia Seixas-20439.23
187727-Zulmira Becerra-3516.50
226327-Elisa Themes-12210.57
578084-Melinda Roserio-1490.49
219504-Jorgina Bogalho-10121.23
362677-Letedcia Gago-4480.32
79282-Urbano Rodrigues-14480.94
432987-Artur Grillo-12509.05
325717-Elisa Themes-7549.90
564546-Romo Paranage-13578.06
436041-Tarrataca Soares-8673.65
752150-Daniel Vieyra-8895.53
649249-Tibefarcio Colao-10627.79
388534-Fulvio Villegas-10598.74
54099-Oliveira Carmona-5266.09
920952-Almor Caiado-17029.72
534409-Taercio Mafra-11025.68
870506-Polibe Olivares-11430.01
566572-Feledcia Peassego-18243.26
838606-Quintino Alcantara-1324.07
203488-Danilo Olaio-3178.43
7877-Heleedsa Marins-13595.96
978454-Joaquim Rufino-9417.61
6099-Eurico Siqueira-11771.50
82696-Sidfnio Frois-14782.04
282371-Letedcia Gago-2456.41
29926-Melinda Roserio-19191.76
871420-Angelica Aranha-17375.62
133848-Camila Gabeira-20521.29
386689-Polibe Olivares-11774.84
961519-Oliveira Senchez-7732.04
901445-Polibe Olivares-7357.28
910547-Delfim Higuera-14167.06
698799-Melinda Roserio-18897.12
876991-Adelina Quadros-1563.12
664627-Tabalipa Duarte-15235.94
940736-Ermelinda Quintela-21446.24
784600-Trajano Fagundes-13200.12
145559-Odilia Camello-3006.62
832977-Antonio Castelo-19890.49
444105-Ermelinda Quintela-13005.26
898632-Flor Portella-12499.44
948708-Judite Damasceno-5793.71
276287-Augusta Paio-3515.86
269903-Odilia Camello-16264.63
467303-Jorgina Bogalho-6356.44
305791-Lina Andrade-12295.85
836129-Esperada Cardoso-2158.86
445174-Micaela Chavez-8850.31
699499-Elisa Themes-7663.81
954062-Cassandra Varejo-21398.25
412351-Letedcia Gago-10282.40
598595-Feledcia Peassego-9387.05
7602-Quintiliano Sousa de Arronches-6654.98
129117-Jonatas Felgueiras-13857.67
78542-Manuel Capiperibe-2827.51
138248-Letedcia Gago-18970.57
821808-Jorgina Bogalho-17054.09
33346-Angilica Galante-14453.71
906711-Flamednia Leiria-10215.87
861296-Sara Lameiras-16115.41
825917-Jonatas Felgueiras-18409.53
767426-Feledcia Peassego-2980.68
563668-Armindo Castalo-5470.76
462497-Feledcia Peassego-1827.21
340905-Odilia Camello-15088.00
863519-Guida Juca-17539.38
971077-Joaquim Rufino-9152.76
480882-Emiliana Foquio-3128.26
22141-Mercia Caeira-2472.49
944184-Antonio Viegas-5601.10
207468-Jonatas Felgueiras-4044.52
226976-Ximena Castilho-10302.20
951417-Trajano Fagundes-8693.00
689782-Angelica Aranha-2732.79
195624-Lurdes Cotrim-8686.20
452597-Branco Saraba-11434.83
282845-Edgar Carvalheiro-1799.71
38849-Taercio Mafra-3414.52
682135-Cassandra Varejo-3654.74
912202-Filomena Barrios-10184.18
199464-Elisa Themes-1451.42
956272-Almerinda Palmeira-9213.69
264869-Eurico Siqueira-21383.20
681914-Danilo Olaio-1665.26
303820-Nuno Balsemeo-6867.22
241834-Rodolfo Paz-18341.74
117851-Celeste Duarte-12109.74
302735-Ubaldo Mainha-5225.29
797130-Leonidas Mafra-12142.11
540450-Angelica Aranha-126.40
910344-Oliveira Carmona-6768.39
732729-Nuno Balsemeo-7527.95
775031-Sara Lameiras-5385.76
633623-Rebeca Neto-5812.58
771002-Zulmira Becerra-10635.62
528072-Mercia Caeira-13468.04
284705-Edgar Carvalheiro-10374.38
11978-Guaraci Damasceno-10507.41
190773-Urbano Rodrigues-16995.38
843231-Adelina Quadros-10835.95
429890-Carminda Morais-19105.05
641864-Liana Cardim-2897.54
255187-Cassandra Varejo-15465.29
188570-Guaraci Damasceno-1076.79
648149-Flamednia Leiria-5414.50
345900-Daniel Vieyra-15689.78
218067-Leonidas Mafra-387.79
580199-Rebeca Neto-4257.91
471146-Quintiliano Sousa de Arronches-9239.82
89395-Domingos Pas-18988.25
347147-Danilo Olaio-737.72
443866-Joaquim Rufino-20364.13
852177-Lurdes Cotrim-1181.85
320597-Trajano Fagundes-7523.74
563745-Delfina Garcia de Gondim-19580.22
885440-Silvio Mata-1268.84
11166-Henrique Bento-13881.02
91476-Tibofarcio Camacho-5101.99
912755-Angelica Aranha-1631.86
788485-Aludsio Sosa-15612.75
259115-Tibefarcio Colao-4221.39
751341-Urbano Rodrigues-17175.83
514245-Tabalipa Duarte-19054.35
806506-Almerinda Palmeira-15242.72
778100-Micaela Chavez-11553.52
200028-Delfina Perdigon-18622.38
633066-Liana Cardim-6967.65
329216-Feledcia Peassego-8438.57
816808-Oliveira Carmona-12067.69
802966-Heleedsa Marins-13375.58
130922-Cleusa Goes-1723.33
714214-Branco Saraba-17690.85
743762-Spnia ou Sonia Guerreiro-21225.99
958402-Angilica Galante-6319.22
546704-Odilia Bello-16997.00
673170-Domingos Pas-15724.16
683699-Andreia Moita-18190.49
312710-Andreia Moita-3308.95
140404-Armindo Castalo-18287.12
154278-Jorgina Bogalho-7940.31
443727-Lurdes Cotrim-12731.62
388603-Manuel Capiperibe-11923.92
432772-Anind Zarco-4406.53
428412-Lurdes Cotrim-12836.11
696119-Moaci Mendoa-1786.74
832344-Honorina Lira-12313.47
722526-Almor Caiado-2735.47
377831-Odete Vasques-8408.60
889737-Zungela Ipiranga-12960.00
687350-Trajano Fagundes-18021.55
559155-Lurdes Cotrim-17731.15
764268-Flamednia Leiria-16310.20
54030-Estanislau Beserra-9459.69
975391-Telma Villalobos-16233.97
818504-Gaudancio Fiees-8926.10
361471-Clarindo Areosa-20564.42
353374-Adelina Quadros-5346.81
394577-Spnia ou Sonia Guerreiro-13190.59
330648-Domingos Pas-9584.65
494747-Honorina Lira-6596.69
206192-Zungela Ipiranga-17602.28
79553-Jussara Varanda-1375.08
861748-Emedlio Pimentel-18555.62
296540-Polibe Olivares-4470.54
342330-Eurico Siqueira-8388.73
578528-Guida Juca-4357.50
161952-Romo Paranage-8101.04
809004-Adelina Quadros-16334.98
799691-Judite Damasceno-10893.45
823473-Antonio Castelo-10063.56
1924-Oliveira Senchez-310.79
811475-Angilica Galante-15841.59
640731-Clara Alcantara-4155.37
471519-Delfina Garcia de Gondim-12608.33
699547-Tibofarcio Camacho-11086.92
537288-Cleusa Goes-1377.87
333436-Edgar Carvalheiro-17269.49
326871-Nuno Balsemeo-18547.58
379071-Anind Zarco-13620.74
412477-Trajano Fagundes-15448.97
114440-Clarindo Areosa-20578.99
44115-Liana Cardim-3792.27
998475-Flamednia Leiria-2873.84
31549-Carminda Morais-5808.56
118730-Daniel Vieyra-7355.55
78521-Armanda Amorim-16440.92
788745-Almor Caiado-10679.42
119130-Zulmira Becerra-16892.69
464252-Emedlio Pimentel-5321.65
154760-Ubaldo Mainha-7025.77
718105-Domingos Pas-7126.91
844129-Feledcia Peassego-1752.52
645088-Emiliana Foquio-13752.50
499083-Zungela Ipiranga-18732.82
186302-Liana Cardim-21164.01
81779-Liana Cardim-7959.96
247692-Ubaldo Mainha-4953.01
395047-Jussara Varanda-20244.20
300146-Sofras Cuaresma-5744.00
795382-Fulvio Villegas-15295.55
704230-Taercio Mafra-16012.73
28612-Antonio Viegas-8206.34
580005-Jorgina Bogalho-7717.95
515492-Fulvio Villegas-18702.94
306591-Neuza Francia-10819.97
652850-Antonio Castelo-16630.79
124261-Joaquim Rufino-16038.43
537908-Oliveira Senchez-4837.54
220663-Henrique Bento-1575.71
584301-Ermelinda Quintela-19873.66
41298-Domingos Pas-10755.87
673392-Honorina Lira-16276.15
73754-Micaela Chavez-18751.95
724507-Lurdes Cotrim-21057.11
173553-Lina Andrade-7525.34
539621-Telma Villalobos-6987.03
417584-Melinda Roserio-14408.27
596189-Sofras Cuaresma-18993.65
194564-Andreia Moita-16161.02
709667-Liana Cardim-11232.03
296256-Flamednia Leiria-11232.44
156086-Tibofarcio Camacho-1814.34
165990-Fulvio Villegas-6205.07
971055-Tibofarcio Camacho-16682.32
586716-Delfina Garcia de Gondim-9029.22
715628-Carminda Morais-4409.78
923218-Carminda Morais-10783.95
489882-Regina Barcellos-11629.92
810668-Jonatas Felgueiras-5717.03
218425-Elisa Themes-20264.12
992184-Lina Andrade-6142.25
868879-Regina Barcellos-838.97
360770-Jussara Varanda-12560.63
80568-Tarrataca Soares-6075.51
511059-Polibe Olivares-86.54
991540-Tabalipa Duarte-5413.69
174859-Edgar Carvalheiro-17212.93
701631-Camila Gabeira-8572.99
593411-Neuza Francia-5806.26
619919-Ermelinda Quintela-10488.44
332752-Manuel Capiperibe-21018.36
322264-Danilo Olaio-5202.22
229145-Edgar Carvalheiro-790.99
159852-Trajano Fagundes-5061.79
838893-Clarindo Areosa-17596.90
439821-Rodolfo Paz-2971.98
18609-Anfnia Seixas-11123.73
509193-Odilia Bello-13510.75
991411-Almor Caiado-7651.85
176179-Liana Cardim-9708.04
805868-Honorina Lira-9436.54
660383-Oliveira Carmona-18069.76
895809-Neuza Francia-15947.21
227194-Delfina Perdigon-9273.98
592887-Almerinda Palmeira-14732.37
128662-Augusta Paio-19876.76
33795-Tabalipa Duarte-7642.11
747857-Flamednia Leiria-10287.20
760729-Antonio Viegas-17967.12
399433-Guaraci Damasceno-14924.04
398744-Ermelinda Quintela-21422.10
750848-Flamednia Leiria-653.87
324622-Gaudancio Fiees-17882.83
997190-Adelino Barra-21245.10
849120-Adelino Barra-16816.19
907822-Clara Alcantara-4682.64
681190-Joaquim Rufino-11732.98
311378-Delfim Higuera-12230.46
49073-Manuel Capiperibe-14748.07
971335-Rodolfo Paz-3617.22
698083-Neuza Francia-10801.21
594772-Esperada Cardoso-14368.72
467315-Neeamia Arruda-19521.97
93913-Ubaldo Mainha-5577.10
601714-Lina Andrade-20545.59
378667-Spnia ou Sonia Guerreiro-17599.83
831889-Manuel Capiperibe-21186.65
12693-Filomena Barrios-20954.92
913920-Aludsio Sosa-8940.58
43335-Zulmira Becerra-14270.29
93468-Tarrataca Soares-3702.44
353836-Polibe Olivares-8148.38
517526-Esperada Cardoso-2728.22
963995-Telma Villalobos-3389.16
953142-Artur Grillo-19405.18
561502-Armanda Amorim-1084.13
950442-Adelino Barra-11252.45
637404-Carminda Morais-14602.57
886599-Marilda Leio-21421.71
942403-Tibofarcio Camacho-6727.31
236953-Jorgina Bogalho-6918.24
652643-Eurico Siqueira-466.94
940319-Feledcia Peassego-9502.12
